# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,17,17,30,27,25,27,30,24,30,31,2,
(2,11),(2,24),0.0964972 # DEPENDENCYPART_SIBL
(2,11),(2,27),-0.0234856 # DEPENDENCYPART_SIBL
(2,11),(2,28),0.00881467 # DEPENDENCYPART_SIBL
(2,11),(2,29),0.00865937 # DEPENDENCYPART_SIBL
(2,11),(2,31),0.0861526 # DEPENDENCYPART_SIBL
(2,11),(2,32),0.00358552 # DEPENDENCYPART_SIBL
(2,11),(2,33),0.0262989 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0461847 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.295143 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.265997 # DEPENDENCYPART_SIBL
(2,12),(2,20),-0.0344955 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.0454435 # DEPENDENCYPART_SIBL
(2,12),(2,23),-0.145768 # DEPENDENCYPART_SIBL
(2,12),(2,24),0.544524 # DEPENDENCYPART_SIBL
(2,12),(2,27),0.368953 # DEPENDENCYPART_SIBL
(2,12),(2,28),-0.0457566 # DEPENDENCYPART_SIBL
(2,12),(2,29),0.162388 # DEPENDENCYPART_SIBL
(2,12),(2,31),0.49304 # DEPENDENCYPART_SIBL
(2,12),(2,32),0.174823 # DEPENDENCYPART_SIBL
(2,12),(2,33),-0.00488514 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.0251515 # DEPENDENCYPART_SIBL
(2,16),(2,18),-0.0241063 # DEPENDENCYPART_SIBL
(2,16),(2,20),-0.164328 # DEPENDENCYPART_SIBL
(2,16),(2,22),-0.0856186 # DEPENDENCYPART_SIBL
(2,16),(2,23),0.0292216 # DEPENDENCYPART_SIBL
(2,16),(2,24),0.10432 # DEPENDENCYPART_SIBL
(2,16),(2,27),-0.0213086 # DEPENDENCYPART_SIBL
(2,16),(2,28),0.00437995 # DEPENDENCYPART_SIBL
(2,16),(2,29),0.00521322 # DEPENDENCYPART_SIBL
(2,16),(2,31),0.0827107 # DEPENDENCYPART_SIBL
(2,16),(2,32),0.000139361 # DEPENDENCYPART_SIBL
(2,16),(2,33),-0.0212782 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.168314 # DEPENDENCYPART_SIBL
(2,17),(2,20),-0.208974 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.171683 # DEPENDENCYPART_SIBL
(2,17),(2,23),-0.0280182 # DEPENDENCYPART_SIBL
(2,17),(2,24),-0.0826642 # DEPENDENCYPART_SIBL
(2,17),(2,27),-0.351137 # DEPENDENCYPART_SIBL
(2,17),(2,28),-0.201414 # DEPENDENCYPART_SIBL
(2,17),(2,29),-0.137359 # DEPENDENCYPART_SIBL
(2,17),(2,31),-0.0495366 # DEPENDENCYPART_SIBL
(2,17),(2,32),-0.148034 # DEPENDENCYPART_SIBL
(2,17),(2,33),-0.0123515 # DEPENDENCYPART_SIBL
(2,18),(2,20),-0.116199 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.017442 # DEPENDENCYPART_SIBL
(2,18),(2,23),0.0273782 # DEPENDENCYPART_SIBL
(2,18),(2,24),0.298271 # DEPENDENCYPART_SIBL
(2,18),(2,27),0.039636 # DEPENDENCYPART_SIBL
(2,18),(2,28),-0.0724489 # DEPENDENCYPART_SIBL
(2,18),(2,29),0.0508963 # DEPENDENCYPART_SIBL
(2,18),(2,31),0.140719 # DEPENDENCYPART_SIBL
(2,18),(2,32),0.0246324 # DEPENDENCYPART_SIBL
(2,18),(2,33),0.0274536 # DEPENDENCYPART_SIBL
(2,20),(2,22),0.0715771 # DEPENDENCYPART_SIBL
(2,20),(2,23),0.0547034 # DEPENDENCYPART_SIBL
(2,20),(2,24),0.062813 # DEPENDENCYPART_SIBL
(2,20),(2,27),0.00747358 # DEPENDENCYPART_SIBL
(2,20),(2,28),0.0108262 # DEPENDENCYPART_SIBL
(2,20),(2,29),0.0437118 # DEPENDENCYPART_SIBL
(2,20),(2,31),0.122302 # DEPENDENCYPART_SIBL
(2,20),(2,32),0.0386379 # DEPENDENCYPART_SIBL
(2,20),(2,33),-0.0286281 # DEPENDENCYPART_SIBL
(2,22),(2,23),0.0708853 # DEPENDENCYPART_SIBL
(2,22),(2,24),0.0173826 # DEPENDENCYPART_SIBL
(2,22),(2,27),-0.0201358 # DEPENDENCYPART_SIBL
(2,22),(2,28),-0.0245091 # DEPENDENCYPART_SIBL
(2,22),(2,29),-0.0240047 # DEPENDENCYPART_SIBL
(2,22),(2,31),0.0531915 # DEPENDENCYPART_SIBL
(2,22),(2,32),-0.0290786 # DEPENDENCYPART_SIBL
(2,22),(2,33),-0.0195531 # DEPENDENCYPART_SIBL
(2,23),(2,24),0.544524 # DEPENDENCYPART_SIBL
(2,23),(2,27),0.368953 # DEPENDENCYPART_SIBL
(2,23),(2,28),-0.0457566 # DEPENDENCYPART_SIBL
(2,23),(2,29),0.162388 # DEPENDENCYPART_SIBL
(2,23),(2,31),0.49304 # DEPENDENCYPART_SIBL
(2,23),(2,32),0.174823 # DEPENDENCYPART_SIBL
(2,23),(2,33),-0.00488514 # DEPENDENCYPART_SIBL
(2,24),(2,27),-0.0563178 # DEPENDENCYPART_SIBL
(2,24),(2,28),-0.175609 # DEPENDENCYPART_SIBL
(2,24),(2,29),-0.0214849 # DEPENDENCYPART_SIBL
(2,24),(2,31),0.0294488 # DEPENDENCYPART_SIBL
(2,24),(2,32),-0.0436013 # DEPENDENCYPART_SIBL
(2,24),(2,33),-0.00215473 # DEPENDENCYPART_SIBL
(2,27),(2,28),-0.181557 # DEPENDENCYPART_SIBL
(2,27),(2,29),-0.104741 # DEPENDENCYPART_SIBL
(2,27),(2,31),-0.0253393 # DEPENDENCYPART_SIBL
(2,27),(2,32),-0.11554 # DEPENDENCYPART_SIBL
(2,27),(2,33),-0.00293598 # DEPENDENCYPART_SIBL
(2,28),(2,29),0.0480374 # DEPENDENCYPART_SIBL
(2,28),(2,31),0.109719 # DEPENDENCYPART_SIBL
(2,28),(2,32),0.0372372 # DEPENDENCYPART_SIBL
(2,28),(2,33),-0.0260528 # DEPENDENCYPART_SIBL
(2,29),(2,31),0.0546236 # DEPENDENCYPART_SIBL
(2,29),(2,32),-0.0574755 # DEPENDENCYPART_SIBL
(2,29),(2,33),-0.0376262 # DEPENDENCYPART_SIBL
(2,31),(2,32),-0.017788 # DEPENDENCYPART_SIBL
(2,31),(2,33),-0.00929211 # DEPENDENCYPART_SIBL
(2,32),(2,33),-0.0452174 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.044334 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.00751766 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0288661 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.160652 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.321562 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0652835 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0608086 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0355504 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0412681 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0463989 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0134356 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0287175 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0441396 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0278555 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.0795893 # DEPENDENCYPART_SIBL
(4,2),(4,23),-0.0278555 # DEPENDENCYPART_SIBL
(4,2),(4,27),0.0242915 # DEPENDENCYPART_SIBL
(4,2),(4,30),0.0120628 # DEPENDENCYPART_SIBL
(4,2),(4,33),0.23712 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.042064 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.00341175 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0264707 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00797153 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0353853 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0758186 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0728707 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0577925 # DEPENDENCYPART_SIBL
(4,3),(4,23),-0.0728707 # DEPENDENCYPART_SIBL
(4,3),(4,27),0.00345932 # DEPENDENCYPART_SIBL
(4,3),(4,30),-0.0069799 # DEPENDENCYPART_SIBL
(4,3),(4,33),0.152587 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.216147 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.138155 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0228891 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.166953 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.287028 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0217306 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.556651 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.0217306 # DEPENDENCYPART_SIBL
(4,5),(4,27),-0.470756 # DEPENDENCYPART_SIBL
(4,5),(4,30),-0.4884 # DEPENDENCYPART_SIBL
(4,5),(4,33),0.0508038 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0788607 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0563549 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0465362 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0624912 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.133874 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.491717 # DEPENDENCYPART_SIBL
(4,6),(4,23),0.133874 # DEPENDENCYPART_SIBL
(4,6),(4,27),-0.358279 # DEPENDENCYPART_SIBL
(4,6),(4,30),-0.392321 # DEPENDENCYPART_SIBL
(4,6),(4,33),0.196235 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.307502 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.436208 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.695355 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.109024 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.77047 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.109024 # DEPENDENCYPART_SIBL
(4,7),(4,27),-0.768644 # DEPENDENCYPART_SIBL
(4,7),(4,30),-0.788689 # DEPENDENCYPART_SIBL
(4,7),(4,33),-0.102683 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.13908 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.448074 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.125421 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.598686 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.125421 # DEPENDENCYPART_SIBL
(4,8),(4,27),-0.481053 # DEPENDENCYPART_SIBL
(4,8),(4,30),-0.498976 # DEPENDENCYPART_SIBL
(4,8),(4,33),0.035 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.551178 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0564584 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.675596 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0564584 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.663329 # DEPENDENCYPART_SIBL
(4,9),(4,30),-0.680442 # DEPENDENCYPART_SIBL
(4,9),(4,33),-0.0853334 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0171054 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.800579 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0171054 # DEPENDENCYPART_SIBL
(4,11),(4,27),-0.820303 # DEPENDENCYPART_SIBL
(4,11),(4,30),-0.840568 # DEPENDENCYPART_SIBL
(4,11),(4,33),-0.0617036 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.194123 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.00172579 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.0965494 # DEPENDENCYPART_SIBL
(4,12),(4,30),-0.0214168 # DEPENDENCYPART_SIBL
(4,12),(4,33),0.278996 # DEPENDENCYPART_SIBL
(4,17),(4,23),0.226677 # DEPENDENCYPART_SIBL
(4,17),(4,27),-0.693258 # DEPENDENCYPART_SIBL
(4,17),(4,30),-0.716391 # DEPENDENCYPART_SIBL
(4,17),(4,33),0.233355 # DEPENDENCYPART_SIBL
(4,23),(4,27),0.0965494 # DEPENDENCYPART_SIBL
(4,23),(4,30),-0.0214168 # DEPENDENCYPART_SIBL
(4,23),(4,33),0.278996 # DEPENDENCYPART_SIBL
(4,27),(4,30),-0.891512 # DEPENDENCYPART_SIBL
(4,27),(4,33),0.273087 # DEPENDENCYPART_SIBL
(4,30),(4,33),0.288832 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.000484694 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0329013 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00677978 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0273586 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0389612 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00824095 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.000937828 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.006683 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0474196 # DEPENDENCYPART_SIBL
(5,2),(5,33),0.00778577 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0936256 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0403533 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0188347 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.022001 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00260162 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0181909 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0211658 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0124706 # DEPENDENCYPART_SIBL
(5,3),(5,33),-0.0650449 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0573963 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0687785 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.186657 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0257847 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0375827 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0163915 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0388261 # DEPENDENCYPART_SIBL
(5,4),(5,33),-0.100149 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.116601 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0510707 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.256823 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.00999472 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.114605 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0189732 # DEPENDENCYPART_SIBL
(5,6),(5,33),0.0614091 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.127941 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00617816 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0906661 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.117115 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.053045 # DEPENDENCYPART_SIBL
(5,7),(5,33),-0.00927732 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0619462 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.182156 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.192466 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.139838 # DEPENDENCYPART_SIBL
(5,8),(5,33),-0.0739745 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0337997 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0917999 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0493281 # DEPENDENCYPART_SIBL
(5,9),(5,33),9.73652e-05 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.105089 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0412007 # DEPENDENCYPART_SIBL
(5,10),(5,33),-0.0249107 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0542398 # DEPENDENCYPART_SIBL
(5,11),(5,33),-0.057855 # DEPENDENCYPART_SIBL
(5,17),(5,33),0.233424 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0369074 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0559803 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.00638861 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0240076 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0140055 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0360717 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0325722 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0233611 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00685149 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0081883 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0760461 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.084476 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.00325093 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0412401 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.000835505 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0350276 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0123467 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0639444 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0319427 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0457607 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0471702 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0608137 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.163543 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.256907 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0678497 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.249161 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.181175 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.202675 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.172486 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.16354 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.111484 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00156196 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.162072 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.138453 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.18102 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.210429 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.149403 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.3031 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.313221 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.425711 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.700486 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.700766 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0780364 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.723513 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.681025 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.117896 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.452991 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.440428 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0805087 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.444136 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.499438 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.561624 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.558392 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0270075 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.557908 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.589581 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.536327 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.11233 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.547844 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.588134 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0546494 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.829538 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.712839 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0392978 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0358979 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.71583 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.177501 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.254225 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.068152 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0383122 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0841755 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.167964 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.136967 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0798723 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0775493 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00929345 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0458951 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0980305 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.262173 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0726385 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.124976 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0519166 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.249302 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.019172 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.197007 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0696669 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.502893 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0901359 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0101549 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.14117 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.126107 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.168922 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0776447 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0769555 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.177322 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.103554 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.097033 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.11682 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0598429 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.123063 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0761331 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.122543 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0186923 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0696235 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.101154 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.106771 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0577204 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0330301 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.058595 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0245697 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.100827 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0179193 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.00748665 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0129819 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.14586 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.299339 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.122325 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0626328 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0300126 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0604913 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0233423 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0627477 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0180978 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0640913 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0255457 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.000347759 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00403011 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0406877 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0634813 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0566381 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0308363 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.044924 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0247693 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0445615 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0575688 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0598547 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0293898 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0207689 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.066676 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0140566 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.023659 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0553357 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0247693 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0427889 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0336946 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.0306216 # DEPENDENCYPART_SIBL
(11,2),(11,33),0.0550799 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0127244 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0160068 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.013265 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0353505 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0186616 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.048376 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00619569 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0803244 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0928698 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0494875 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0518646 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0148027 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0646154 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.122372 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0730358 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0614034 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.018507 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0803244 # DEPENDENCYPART_SIBL
