# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
(7,4),(4,7),-0.910218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.184209 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0440982 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.306871 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0247801 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.91525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.0847163 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0521954 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.311355 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0165878 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0545905 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.890535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.188601 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.26487 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.335291 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.443396 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.255698 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.403093 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.352083 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.0933401 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.764521 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.269837 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.531969 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.251865 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.574247 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.664792 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.42679 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.556338 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.251018 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.317385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0548091 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.209279 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.192008 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.0697259 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.429832 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.165654 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.175613 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.133947 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.648894 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.658178 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.266647 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.148882 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.279444 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.249027 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.105386 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.502675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.108635 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.0929726 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.150754 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.427644 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.640084 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.168783 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.37969 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0638845 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.169207 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0887956 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.111831 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.354412 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.274307 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.018919 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.403833 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.403862 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.595304 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0948657 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.074835 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0641794 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.225277 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.030926 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.438719 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.140393 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.083964 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.122523 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.267287 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.184321 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.724537 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.67946 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.159877 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.615229 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.00594459 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0500082 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.160223 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.105566 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.399995 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.27447 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.0606198 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.404379 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.137117 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.213876 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.105597 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.125007 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.206494 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0377167 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.464647 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.117924 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.165656 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.00311479 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.251415 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.180095 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.119895 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0768396 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0893012 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.15621 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.0895836 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.137366 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.283104 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.158887 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.16004 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.0397101 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0145055 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.313908 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.0594453 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.233394 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.405144 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.141778 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.414566 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.532828 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.724537 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.0059638 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.160223 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.0395187 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.016548 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.313925 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.401026 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.32263 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.14125 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.55246 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.553636 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.715151 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.77532 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.46222 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.13603 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.160015 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.51565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.0442309 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.493596 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-1.60653 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.00188391 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.334705 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.269471 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.169361 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0694742 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.108443 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.5101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.0417242 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.8204 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.4459 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.695775 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0177237 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.482192 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.170622 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.786172 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.800998 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.149642 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0195619 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.322617 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.613876 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.353534 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0595615 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.14955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.278289 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.295731 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.269355 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0667655 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0710894 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.130029 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0487379 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.210301 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.100835 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-1.07838 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.699097 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.17782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.432497 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0884879 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0744626 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0896184 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.316271 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.266922 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0831058 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.461269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.315797 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.552223 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.623051 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.90429 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.588934 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0881251 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.204761 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.292546 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.121921 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0662735 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.440112 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.112526 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-1.1776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.528422 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-1.25509 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.20848 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.09124 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.542201 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0392814 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.168816 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.218948 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0713574 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.340298 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.167776 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.524013 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.405253 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.615338 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-1.25365 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.494672 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.111804 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0446756 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0837085 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.345513 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0779676 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.290359 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.0365125 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-1.00737 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.385261 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-1.19743 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.171506 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0591566 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.247896 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.45265 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0849623 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-1.18502 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.540959 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),0.558798 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0539544 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.362953 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.424239 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0979329 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.409317 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-1.34621 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.625351 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-1.26754 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-1.63477 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.950946 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.698723 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.551382 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.890565 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.05051 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.986798 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.798245 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.29731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.142747 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.708263 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.929577 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.902283 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.07823 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.799806 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.29843 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.918204 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.85214 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.14434 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.97696 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.770831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.588938 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0959424 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.113429 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0093999 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.292572 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0431641 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.414689 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.331282 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.653938 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.06133 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.33728 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.728702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.893867 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0346315 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0734213 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.213696 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0258383 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.334436 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0779572 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.809717 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.57104 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-1.44085 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.74629 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.52879 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.648277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.358804 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.796734 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0716416 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.2908 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.50583 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0767233 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.487815 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.369611 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.727434 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-1.44364 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.76741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.774043 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.128689 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.297244 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0579738 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.20929 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.520921 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.1105 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.981095 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.764118 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-1.62248 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.972257 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.159642 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.412555 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.364827 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0716958 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.830615 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.601431 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.63168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,13),-0.273397 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0333754 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.457563 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.166531 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.372983 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-1.00188 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.736754 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-1.45684 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-1.39361 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-1.14496 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.840697 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.61816 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-1.1042 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.56646 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.467003 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.16118 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0610272 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.248149 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.196524 # DEPENDENCYPART_GRANDPAR
(11,1),(1,12),-0.840521 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-1.21998 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.744241 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.22984 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-1.21493 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.618615 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.293245 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.299784 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.55248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.843779 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.683968 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.774239 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.893435 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.664197 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.943365 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.520961 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.22256 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.371786 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0177045 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.5599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.843985 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.685025 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.780196 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.883317 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.665254 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.949322 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.525361 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.22502 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.51932 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.00093 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.88437 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.933356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.393287 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.133495 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.276826 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.152335 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.30519 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0274666 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.605503 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.559708 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.906455 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-2.07167 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.992696 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.716278 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.72966 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.828275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.349979 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.119815 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.258884 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.144065 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.333319 # DEPENDENCYPART_GRANDPAR
