# _root_ `` We went down 3\/4 point in 10 minutes right before lunch , then after lunch we went up 3\/4 point in 12 minutes , '' he said .
#goldHeads=3,3,28,3,6,4,3,9,7,11,3,11,3,18,18,15,18,3,18,21,19,18,24,22,3,3,28,0,28,
#predictedHeads=28,3,28,3,6,4,3,9,7,11,3,11,3,15,3,15,18,15,18,21,19,18,24,22,28,28,28,0,28,
(3,12),(3,17),-0.162555 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0978378 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.103147 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.0398787 # DEPENDENCYPART_SIBL
(3,12),(3,25),-0.0488739 # DEPENDENCYPART_SIBL
(3,12),(3,26),-0.0779611 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.137426 # DEPENDENCYPART_SIBL
(3,12),(3,29),-0.0278428 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.26531 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.239653 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0198806 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.134959 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.371313 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.208196 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.0306094 # DEPENDENCYPART_SIBL
(3,13),(3,25),-0.180308 # DEPENDENCYPART_SIBL
(3,13),(3,26),0.0562978 # DEPENDENCYPART_SIBL
(3,13),(3,28),0.0592268 # DEPENDENCYPART_SIBL
(3,13),(3,29),0.0132405 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0927382 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0800239 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0612393 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.0466882 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0521982 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.0827309 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.0416791 # DEPENDENCYPART_SIBL
(3,14),(3,26),0.0207288 # DEPENDENCYPART_SIBL
(3,14),(3,28),-0.00561989 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.173541 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.121454 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.139691 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.00989053 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.0332306 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.145491 # DEPENDENCYPART_SIBL
(3,15),(3,25),0.105918 # DEPENDENCYPART_SIBL
(3,15),(3,26),0.00574784 # DEPENDENCYPART_SIBL
(3,15),(3,28),-0.0268085 # DEPENDENCYPART_SIBL
(3,15),(3,29),0.236574 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.162555 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0978378 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.103147 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.0398787 # DEPENDENCYPART_SIBL
(3,16),(3,25),-0.0488739 # DEPENDENCYPART_SIBL
(3,16),(3,26),-0.0779611 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.137426 # DEPENDENCYPART_SIBL
(3,16),(3,29),-0.0278428 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.0213118 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.0223546 # DEPENDENCYPART_SIBL
(3,17),(3,22),0.0226153 # DEPENDENCYPART_SIBL
(3,17),(3,25),-0.0484556 # DEPENDENCYPART_SIBL
(3,17),(3,26),-0.0886351 # DEPENDENCYPART_SIBL
(3,17),(3,28),-0.01431 # DEPENDENCYPART_SIBL
(3,17),(3,29),0.0124284 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.192483 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.150979 # DEPENDENCYPART_SIBL
(3,18),(3,25),-0.0918689 # DEPENDENCYPART_SIBL
(3,18),(3,26),-0.0609936 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.526113 # DEPENDENCYPART_SIBL
(3,18),(3,29),-0.009939 # DEPENDENCYPART_SIBL
(3,19),(3,22),0.26684 # DEPENDENCYPART_SIBL
(3,19),(3,25),0.136352 # DEPENDENCYPART_SIBL
(3,19),(3,26),0.00651809 # DEPENDENCYPART_SIBL
(3,19),(3,28),0.0369114 # DEPENDENCYPART_SIBL
(3,19),(3,29),0.145963 # DEPENDENCYPART_SIBL
(3,22),(3,25),0.0353915 # DEPENDENCYPART_SIBL
(3,22),(3,26),0.00572711 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.0335309 # DEPENDENCYPART_SIBL
(3,22),(3,29),0.0735763 # DEPENDENCYPART_SIBL
(3,25),(3,26),0.0562978 # DEPENDENCYPART_SIBL
(3,25),(3,28),0.0592268 # DEPENDENCYPART_SIBL
(3,25),(3,29),0.0132405 # DEPENDENCYPART_SIBL
(3,26),(3,28),-0.00153682 # DEPENDENCYPART_SIBL
(3,26),(3,29),-0.035773 # DEPENDENCYPART_SIBL
(3,28),(3,29),0.0367499 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0658085 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0501047 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.130443 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0891648 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.153713 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.111051 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0062059 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.038803 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.127968 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0970141 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.145312 # DEPENDENCYPART_SIBL
(4,1),(4,15),0.171448 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.0196946 # DEPENDENCYPART_SIBL
(4,1),(4,20),0.130443 # DEPENDENCYPART_SIBL
(4,1),(4,21),0.0891648 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.153713 # DEPENDENCYPART_SIBL
(4,1),(4,24),-0.0062059 # DEPENDENCYPART_SIBL
(4,1),(4,29),0.091416 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0321329 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0114385 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0670548 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.154577 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0202413 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.127734 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0193124 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0824924 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0725703 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0666148 # DEPENDENCYPART_SIBL
(4,2),(4,15),-0.116439 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.0415084 # DEPENDENCYPART_SIBL
(4,2),(4,20),-0.0114385 # DEPENDENCYPART_SIBL
(4,2),(4,21),-0.0670548 # DEPENDENCYPART_SIBL
(4,2),(4,22),-0.154577 # DEPENDENCYPART_SIBL
(4,2),(4,24),-0.127734 # DEPENDENCYPART_SIBL
(4,2),(4,29),0.00542885 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.00781963 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.00820305 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0145287 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0142772 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0727281 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.00476221 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0109401 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0114127 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0879065 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.00584546 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.0293943 # DEPENDENCYPART_SIBL
(4,3),(4,20),-0.00781963 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.00820305 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.0145287 # DEPENDENCYPART_SIBL
(4,3),(4,24),-0.0727281 # DEPENDENCYPART_SIBL
(4,3),(4,29),0.0190853 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.134776 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0485627 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.00517691 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.22099 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0817486 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.028727 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.108789 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0869085 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0206021 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0506364 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0400399 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.134776 # DEPENDENCYPART_SIBL
(4,5),(4,22),0.0485627 # DEPENDENCYPART_SIBL
(4,5),(4,24),-0.22099 # DEPENDENCYPART_SIBL
(4,5),(4,29),-0.0654285 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.141565 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0277055 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.209107 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0103964 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.138372 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.184569 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0381099 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.128633 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0414312 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0597422 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.203904 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.141565 # DEPENDENCYPART_SIBL
(4,6),(4,24),-0.209107 # DEPENDENCYPART_SIBL
(4,6),(4,29),-0.00189515 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.103368 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0154773 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0129133 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0331363 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0666591 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0218708 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0224363 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0300055 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.00506804 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.0122341 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.0514184 # DEPENDENCYPART_SIBL
(4,7),(4,24),0.0154773 # DEPENDENCYPART_SIBL
(4,7),(4,29),-0.163142 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.253298 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0710807 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.06995 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.121411 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0100861 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0667885 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.0702247 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.00143361 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.147398 # DEPENDENCYPART_SIBL
(4,8),(4,22),0.00437225 # DEPENDENCYPART_SIBL
(4,8),(4,24),-0.253298 # DEPENDENCYPART_SIBL
(4,8),(4,29),-0.0409463 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0660659 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.25235 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0848888 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0476764 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.159745 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0227703 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0078685 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.109404 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.284061 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.22435 # DEPENDENCYPART_SIBL
(4,9),(4,29),0.0606782 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.137067 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.04598 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0389019 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0787359 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0220096 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.0968845 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.0907937 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0590874 # DEPENDENCYPART_SIBL
(4,10),(4,24),0.0456757 # DEPENDENCYPART_SIBL
(4,10),(4,29),-0.160075 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0746676 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.0433413 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0718557 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.0726929 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.135067 # DEPENDENCYPART_SIBL
(4,11),(4,21),0.0195725 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.193603 # DEPENDENCYPART_SIBL
(4,11),(4,24),0.0942021 # DEPENDENCYPART_SIBL
(4,11),(4,29),0.0445264 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0689023 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.135538 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0572495 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.0715959 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.21474 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.152218 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.222534 # DEPENDENCYPART_SIBL
(4,12),(4,29),-0.0536087 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.244936 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.48843 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.0917114 # DEPENDENCYPART_SIBL
(4,13),(4,21),0.128 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.172605 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.193855 # DEPENDENCYPART_SIBL
(4,13),(4,29),0.197189 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0263291 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.10928 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0155973 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0749247 # DEPENDENCYPART_SIBL
(4,15),(4,24),0.0426206 # DEPENDENCYPART_SIBL
(4,15),(4,29),0.0338482 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.00380463 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0736006 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.15352 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.0320999 # DEPENDENCYPART_SIBL
(4,18),(4,29),0.239793 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.134776 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.0485627 # DEPENDENCYPART_SIBL
(4,20),(4,24),-0.22099 # DEPENDENCYPART_SIBL
(4,20),(4,29),-0.0654285 # DEPENDENCYPART_SIBL
(4,21),(4,22),0.141565 # DEPENDENCYPART_SIBL
(4,21),(4,24),-0.209107 # DEPENDENCYPART_SIBL
(4,21),(4,29),-0.00189515 # DEPENDENCYPART_SIBL
(4,22),(4,24),0.0154773 # DEPENDENCYPART_SIBL
(4,22),(4,29),-0.163142 # DEPENDENCYPART_SIBL
(4,24),(4,29),0.0606782 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0646656 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0415119 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0641634 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0933527 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0109484 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00662117 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.027015 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0999291 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00696256 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.13682 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0473337 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0408555 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.057597 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00900405 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00461231 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0770509 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0547855 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0445403 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.127135 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.100877 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.107058 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.150953 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.132779 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00331504 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.133746 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0439997 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0819164 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0188449 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.109238 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00178944 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0369387 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0574837 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0215264 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0431926 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0369387 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.00959208 # DEPENDENCYPART_SIBL
(6,1),(6,29),0.210858 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0788686 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0876848 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.110648 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.143601 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0258027 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0520218 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0529024 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.107571 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0522075 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0303428 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0219317 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.135857 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0522075 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0633699 # DEPENDENCYPART_SIBL
(6,2),(6,29),0.159815 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.035537 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0627126 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0449966 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0233428 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00683059 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0357837 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0437643 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00462824 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0195482 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0125872 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0441616 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.00462824 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0095692 # DEPENDENCYPART_SIBL
(6,3),(6,29),0.130304 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.102696 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0475346 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.118015 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0370836 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.123653 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.083737 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0435703 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0275513 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.064572 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0473791 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0435703 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0682764 # DEPENDENCYPART_SIBL
(6,4),(6,29),0.0801958 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.032096 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0122632 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0157348 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0741298 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0280757 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0676776 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0903326 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0450528 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0567714 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0676776 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0339752 # DEPENDENCYPART_SIBL
(6,5),(6,29),0.0592651 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0557124 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0691057 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0967071 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.047342 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0809349 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00114908 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0821677 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.192029 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0809349 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0554488 # DEPENDENCYPART_SIBL
(6,7),(6,29),-0.00120946 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.114503 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0152078 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0897904 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0137685 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0806454 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0201588 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00831986 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0137685 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0380896 # DEPENDENCYPART_SIBL
(6,8),(6,29),0.00539598 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.003231 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0174061 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.109816 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0191675 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.012462 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00156185 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.109816 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.120136 # DEPENDENCYPART_SIBL
(6,9),(6,29),0.00335088 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0156065 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0491067 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0372622 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0778732 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0189024 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0491067 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0325673 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.0704877 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0629962 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0606094 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0473485 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0660518 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0629962 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0790868 # DEPENDENCYPART_SIBL
(6,11),(6,29),0.0920142 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0138031 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0958541 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0459336 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.119182 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0631887 # DEPENDENCYPART_SIBL
(6,12),(6,29),-0.00723885 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.38345 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.443555 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.7243 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.58141 # DEPENDENCYPART_SIBL
(6,13),(6,29),0.0472032 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0434292 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0510698 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0360314 # DEPENDENCYPART_SIBL
(6,14),(6,29),0.00815087 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0062481 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0468397 # DEPENDENCYPART_SIBL
(6,15),(6,29),0.166649 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0631887 # DEPENDENCYPART_SIBL
(6,16),(6,29),-0.00723885 # DEPENDENCYPART_SIBL
(6,18),(6,29),0.0211593 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0205935 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0165198 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0160427 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0509863 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0138091 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0610052 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0269231 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.058087 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0286389 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.101452 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0285803 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.000164474 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.101205 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0787074 # DEPENDENCYPART_SIBL
