# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(6,10),(10,21),-0.390517 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.458064 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-1.25535 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.333471 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.196192 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.152822 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.44245 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.110732 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.186194 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.21435 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.217621 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.670027 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.533618 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.340437 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-1.38893 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.309127 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.186509 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.337347 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.411391 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.529244 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.23746 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.5495 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.76601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.448202 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.13902 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.811487 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.739316 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.21193 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.20549 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.00569 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.02159 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.903863 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.07956 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.38615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.588019 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.245711 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.377089 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.469103 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.637875 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.505306 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.660932 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.465979 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.43396 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.469887 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.971318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.624097 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.38254 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.06761 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.37496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.00190263 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.72141 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.352716 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.622203 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.412905 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.639112 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.496168 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.619494 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.399366 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.346821 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.40421 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.975025 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.482441 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.65307 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.035686 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.787589 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.378895 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.699174 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.432337 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.574196 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.470834 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.704372 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.418228 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.380775 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.925643 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.807483 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.597539 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.33162 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0766442 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0748857 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.21135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.788301 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.83455 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.479935 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.298592 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.130852 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0674054 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.21278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.788372 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.416338 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.348323 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.221462 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.416898 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.165028 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.07581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.659551 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.50266 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.844703 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.811205 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.797987 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.451665 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.886448 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.86628 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.09771 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.83285 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.931438 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-1.58052 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.400067 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0358942 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.08694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.652361 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.498231 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.819287 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.879258 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.366323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.321224 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.09442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.64972 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.489581 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.815021 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.0887363 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.954868 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.703336 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.482655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.148611 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.166261 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.382433 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.207308 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.143945 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.181312 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.178155 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.240993 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.164741 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.337283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.30274 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.403727 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-1.14275 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.466061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0132474 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0934264 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.482387 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.058289 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.204176 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.059291 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.32809 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.327208 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.279934 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.394923 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-1.31682 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.196928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.186447 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0792293 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.198431 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.12534 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.248582 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.255739 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.204756 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.162389 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.106341 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.266246 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.02386 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.717018 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.387295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.0795152 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.132491 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0120871 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.238192 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.244551 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0927023 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.085671 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.161532 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.0989943 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.341625 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.255519 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.33798 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-1.04686 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.215526 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0369682 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.273867 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.124061 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.481156 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.59832 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.362109 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.363047 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.113926 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.784654 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-1.22134 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0171355 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.301568 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.347455 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.132709 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.642281 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.0243642 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.0742073 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.493765 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.530504 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.27779 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.561788 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.0126802 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.730037 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.0247788 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.23079 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.316724 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.0285596 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0718271 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.190393 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.155079 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.294826 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.105902 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.725785 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-1.07652 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.99809 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.965238 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.669529 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.32499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.677645 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.599136 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.538735 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.618402 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.61125 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.527286 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.77757 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.763724 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.634792 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.752592 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.901662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.699373 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.342937 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0106298 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0825125 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.123454 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.14513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.578519 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.696975 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.344717 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.240594 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.12662 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0502472 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.18531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.623592 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.468433 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.464824 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.313046 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.178744 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.362479 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.272767 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0268209 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.22602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.639125 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.773661 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.69491 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.737199 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.876868 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.788534 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.857937 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.725928 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.871811 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-1.15691 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.13419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,8),-0.680884 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.558181 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.627225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.354375 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0560983 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0281449 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0426738 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.228919 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.119009 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.0342587 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.133184 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.770281 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.11724 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0253207 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0114953 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0444826 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.66349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.268302 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0702863 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0730713 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0717608 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.118796 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.179447 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.972961 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.758267 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.750719 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.725955 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.652065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.0964462 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.250828 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0423778 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0513344 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0294366 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0440029 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.152805 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.202032 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.136608 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0187203 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.515157 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),0.0451046 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.107624 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.187512 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.0835638 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.490703 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.462938 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.262429 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.0879616 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.53285 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.319491 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.728145 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0441761 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.303721 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.231445 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0315801 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.192202 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.779941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,15),-0.150915 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.352737 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.53882 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.199581 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.253486 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.45548 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.149146 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),0.0649281 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.276242 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.17917 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.0892821 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.0624976 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.334589 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.0536956 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.0303824 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.565302 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.128655 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.579673 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.383929 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.192202 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.662902 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.905508 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.511093 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.517035 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.272184 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.431352 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.577039 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.476951 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.350509 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.65207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.509698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.808937 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.424882 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.98355 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.0235 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.12884 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.818964 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.29707 # DEPENDENCYPART_GRANDPAR
(11,8),(8,25),-1.77357 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.624612 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.265959 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.464679 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.397642 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.724683 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.66319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.024582 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.475527 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.779793 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.39576 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.996989 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.04116 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.1402 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.783039 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.2678 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.68924 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-1.77536 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),1.11547 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.130467 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.114108 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.335973 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.25596 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),1.22717 # DEPENDENCYPART_GRANDPAR
