# _root_ Paris , which has been the center of speculation fever in recent weeks , also was hard hit .
#goldHeads=16,1,4,1,4,7,5,7,10,8,5,13,11,1,16,0,18,16,16,
#predictedHeads=16,1,4,1,4,7,5,7,10,8,7,13,11,1,16,0,18,16,16,
(4,18),(18,3),-0.137187 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.860189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.416326 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.046329 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.118761 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.300662 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.157223 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0342559 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.737269 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.402368 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.408279 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.590003 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.0430829 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.699714 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.787222 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.447749 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.106361 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.309709 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.204298 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.19355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),0.0489777 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.250949 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.846119 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.630815 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.341127 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.810532 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.411401 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.485155 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.582808 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.620204 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.482717 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.866874 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.34587 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.295311 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.280947 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.293477 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.302853 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.18693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.351915 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.378129 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0463449 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.20495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),0.135664 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.362104 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.544121 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.47063 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.841471 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.247635 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.448734 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.612925 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.589735 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.514136 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.89844 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.217937 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.884717 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.169194 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.763761 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.728989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.602392 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.107685 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.31225 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0910855 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0895596 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.115375 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.234822 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.175512 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0492988 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.255354 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.137519 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.0515028 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.32467 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),0.148595 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.322549 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.102279 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0330193 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.294208 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.500609 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0940976 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.11399 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.88455 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.169032 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.7249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.59258 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.670931 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.200094 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.240689 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.129732 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0992791 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.229823 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.171916 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.053119 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.249998 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.14134 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),0.0640469 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.32244 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0261658 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.00414593 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0514879 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0270273 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.311993 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.0586978 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.262333 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.0448597 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.407775 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.819068 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.167438 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.633504 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.26866 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0539292 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0679169 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.187059 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.00333553 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.201672 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0862901 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.0429828 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.430877 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0459564 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.258191 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.183659 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.163887 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.0483517 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.74328 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.710468 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.100076 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.727359 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.746886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),0.588889 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.0744054 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.3091 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.100879 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.14701 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.220415 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.640608 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0331293 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.171379 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.0850521 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.141223 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.530165 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.0443511 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.0609932 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.680908 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.686621 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.0312603 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.632446 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.895797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),0.551386 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.0105895 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.339706 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.128362 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.121719 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.308369 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.373004 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.017669 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.185268 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.243807 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.370011 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.375324 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.0539589 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.380217 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.438582 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.224637 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.42809 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.219183 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-1.17392 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.3415 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.208176 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0125648 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0903347 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.17383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.6727 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.862371 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.384694 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.540116 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.775556 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.95848 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.814411 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.838744 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.804427 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.64428 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.27919 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.406303 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.358834 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0905534 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.154754 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.390093 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.384583 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0998392 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0696602 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.05168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.750597 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.26253 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.637424 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.777069 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.764342 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.748426 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.840089 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.744335 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.637132 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.28228 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.332574 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.434374 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0219356 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.228704 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.304093 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.1359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.83324 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.824864 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.346757 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.624678 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.821854 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.81158 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.844742 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.86082 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.828547 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.84877 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.663591 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.30144 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.704026 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.178853 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.0110959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.476056 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.225438 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.161089 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.832792 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.313025 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.334353 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.14418 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.382014 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.713007 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.944488 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.436792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.215352 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.135314 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.28957 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.386627 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.191849 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0840255 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.451592 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.270191 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.361613 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.120785 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.814456 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.151929 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.306677 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.285926 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0647456 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.110903 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.340267 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.417549 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.277775 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.933326 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.04634 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.344117 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.514935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),-0.204058 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.274616 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.218556 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0961957 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.361985 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.25441 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.288207 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.121756 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.838586 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.274178 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.147993 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.165401 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.291901 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.0876047 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.97752 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.925137 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.247004 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.616698 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.618476 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.488309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.0127842 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.173954 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.298229 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.255248 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.320258 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.486339 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.281474 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.307733 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.129678 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.013096 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.927789 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.194377 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.130654 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.02284 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.998017 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.288524 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.629903 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.661365 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.543712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.0283053 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.222464 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.252849 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.146353 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.385068 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.252465 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.291174 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.240669 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.344021 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.233704 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.885233 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.184003 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.659362 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.940498 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.326216 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.363319 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),1.09272 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0325217 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.38959 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.605872 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.00967 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.49079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.24251 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.90467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.08057 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.135883 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.622439 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.197441 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0367192 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.136444 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.251282 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.800923 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.189723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-1.2346 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.2179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),1.13896 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.59371 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.282514 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0923616 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0579424 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.431605 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.745331 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-1.42384 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.38187 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.655554 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.2325 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),1.11193 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),1.28131 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.478592 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0165504 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0533477 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.270646 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.716483 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.161801 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-1.35265 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.220359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.88339 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.16985 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.22576 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.67729 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.50406 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.46431 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.07973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.194118 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.360168 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.108344 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.233248 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.560957 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.282578 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.542522 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.359365 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.899691 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.31553 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.138526 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.229172 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0426271 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.23587 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.42387 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.399417 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.432921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.992853 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.40793 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.00437808 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0832519 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.0828995 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.155696 # DEPENDENCYPART_GRANDPAR
