# _root_ El conseller , contràriament , va defensar que l' ànim del govern català sempre ha estat " el d' ajudar el Barça " .
#goldHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
#predictedHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
(4,16),(16,10),-0.248004 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.47787 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.36264 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.388018 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.120903 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.29779 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.316221 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.146367 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.325012 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.555575 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.31624 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.57638 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),0.12135 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.24603 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.339876 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.118875 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.390146 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.188557 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.51808 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-1.01403 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-1.01691 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.722344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,6),0.156409 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),0.00525452 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),0.730736 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.231148 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.469092 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.346119 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.378958 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.117503 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.219593 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.274717 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.197329 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.526878 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.177149 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.558723 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.303011 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.577313 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.595201 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.570966 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.261124 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.219484 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0613539 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.89056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.481508 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.42375 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.09889 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.752865 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.47201 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.36561 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-1.64827 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-2.13931 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.359729 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.212744 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.24775 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.376963 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.90622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.501376 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.39316 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.858205 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.934834 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.25321 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.32183 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.856414 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.965054 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.319273 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.733771 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.31716 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.37333 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.12855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.05085 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.07547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.818159 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.489873 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.672531 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.73076 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.823604 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.326998 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.570455 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.652878 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.56927 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.665634 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.335189 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-1.04876 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.605747 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-1.39262 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.01457 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.13449 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.856677 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.812012 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.547043 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.642442 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.947163 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.432799 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.658301 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.75455 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.31135 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.405969 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.494369 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.48545 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.434502 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.201668 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.965731 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.521927 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-1.42409 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.31973 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-1.37808 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.13017 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.0556 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.07547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.252719 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.11244 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-1.20391 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.326273 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.613485 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.578947 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.842016 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.237356 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0160342 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.518761 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.622256 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.352736 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-1.01902 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.555238 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-1.34714 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.226016 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.906215 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.101344 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0277011 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.375768 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0592697 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.17292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.089112 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.483526 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.178172 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.966122 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.978015 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.969694 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-1.74725 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0552426 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.193532 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.106131 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.694165 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0354834 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.19444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.119391 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.282782 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.471024 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.516707 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.934539 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.0959927 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.569915 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0407134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.102403 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.184321 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.00517167 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.458745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.56203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,10),-0.783569 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.883783 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-1.08425 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-1.97643 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.215604 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.198994 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.301734 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.604436 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.769446 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.661991 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.495022 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.158498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.879066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.557688 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.16934 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0346024 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.213142 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.181199 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.2683 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.262945 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.070551 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.359156 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.214276 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.258026 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.0525586 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-1.01341 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.345675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.745399 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.83554 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.251 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0638855 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.344844 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.231228 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.283089 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.208852 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.175834 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.662468 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.131667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.902204 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.530417 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.199537 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.169292 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.241492 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.236711 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0779294 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.323923 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.188043 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.294091 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),0.0451802 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.766399 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.491976 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.736136 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.358887 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.232207 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.179345 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.221012 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.130214 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.180691 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.182567 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.0946206 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.12232 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.04581 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.339895 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.339136 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),0.368688 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.922566 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.943281 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),1.51997 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.261557 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.3311 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.226449 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.137776 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.151827 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.11647 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),0.00245404 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.958342 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.908304 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.01175 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.934191 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.737327 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.20594 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.461806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),1.61606 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.833407 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.256821 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0559939 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.016648 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.357506 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.203279 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.611748 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0531408 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.245335 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.135225 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.230948 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),0.0699688 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.883858 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.400128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,17),-0.319813 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.45178 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.168318 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.291891 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.0452755 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-1.0164 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.905474 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-1.00674 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.932315 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-1.20201 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.414489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),1.56332 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.260643 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.0586208 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.013145 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.358397 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.192838 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.672946 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.261242 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.0320643 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.456359 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.171343 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.216859 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),0.0750955 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.885233 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.205732 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),0.451678 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),0.267204 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.0460262 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-1.01989 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.02579 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.941918 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.928025 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.872442 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.877686 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.881377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0249763 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.416917 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.182787 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.173609 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.275934 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.310069 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.398874 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.34738 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.521362 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.349607 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.039168 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.509118 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.645849 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.872309 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.818762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.156444 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.249001 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.207289 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.191614 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.226282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.239938 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.356547 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.573485 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.913825 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.844348 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.139528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.215876 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.313647 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.270429 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.280207 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.407367 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.429362 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.581335 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.36198 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.42764 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.36235 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.20315 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.294 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.14047 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.13659 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.00636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.115389 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-1.03589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.507835 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.358291 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.286717 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.245295 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.462912 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.121189 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.194233 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.981077 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.531736 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.528427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.13524 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.1225 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.0676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.377079 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-1.02612 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.58327 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.349278 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.29486 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.275565 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.273013 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.591655 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0696091 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.596893 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.00276691 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.678018 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.311489 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.233154 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.38426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.317701 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.5826 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-1.11805 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-1.07549 # DEPENDENCYPART_GRANDPAR
(10,2),(2,24),-1.6618 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.589798 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.502559 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.430606 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.165532 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.644306 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.31657 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.183836 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.402779 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.526904 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.654705 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-1.07935 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.924248 # DEPENDENCYPART_GRANDPAR
