# _root_ Mentrestant , a l' interior del que ha de ser el pou d' extracció més modern amb què compta Iberpotash , tot està a punt per a rebre la maquinària de tecnologia alemanya .
#goldHeads=23,3,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,12,19,3,23,0,23,24,23,26,27,30,28,30,31,32,23,
#predictedHeads=23,1,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,0,19,23,23,0,23,24,23,26,27,30,28,30,31,32,23,
(5,8),(5,12),-0.0225813 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.00519657 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00761985 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0952615 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0415029 # DEPENDENCYPART_SIBL
(5,8),(5,34),0.0143708 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0521923 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0247447 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0904208 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.059433 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0462856 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.0334606 # DEPENDENCYPART_SIBL
(5,9),(5,34),-0.00244238 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0164576 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0201074 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0031051 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0602017 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0466981 # DEPENDENCYPART_SIBL
(5,10),(5,34),0.0296632 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0228101 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0247429 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.00893352 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.00801932 # DEPENDENCYPART_SIBL
(5,12),(5,34),-0.00661139 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0322503 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.033774 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0356063 # DEPENDENCYPART_SIBL
(5,13),(5,34),0.0188063 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0164042 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0308301 # DEPENDENCYPART_SIBL
(5,16),(5,34),-0.023954 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.0551554 # DEPENDENCYPART_SIBL
(5,19),(5,34),0.032558 # DEPENDENCYPART_SIBL
(5,22),(5,34),-0.0182439 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.33447 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.291979 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0293477 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0891653 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.151233 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0251358 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0699827 # DEPENDENCYPART_SIBL
(6,2),(6,34),-0.168653 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.106124 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0291616 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.127178 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00654962 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0614423 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00868913 # DEPENDENCYPART_SIBL
(6,4),(6,34),0.0399517 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.463724 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.248227 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.477711 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.733837 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.29399 # DEPENDENCYPART_SIBL
(6,7),(6,34),-0.204465 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0937697 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.325419 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.335264 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.111666 # DEPENDENCYPART_SIBL
(6,8),(6,34),0.106809 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0290973 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0438126 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0289268 # DEPENDENCYPART_SIBL
(6,9),(6,34),0.213123 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.300759 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0742716 # DEPENDENCYPART_SIBL
(6,10),(6,34),0.168469 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.399107 # DEPENDENCYPART_SIBL
(6,12),(6,34),-0.0145241 # DEPENDENCYPART_SIBL
(6,16),(6,34),-0.00772522 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.184523 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.205314 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0707194 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0747814 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0162778 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0394071 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0189906 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.123532 # DEPENDENCYPART_SIBL
(8,1),(8,34),0.167451 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.195407 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0691534 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.187041 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.294792 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0592223 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0556576 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0333166 # DEPENDENCYPART_SIBL
(8,2),(8,34),-0.466158 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00684202 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0339959 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.246384 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0396935 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0192144 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0870325 # DEPENDENCYPART_SIBL
(8,3),(8,34),0.0732225 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.117473 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.593344 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0684998 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0225878 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0269774 # DEPENDENCYPART_SIBL
(8,5),(8,34),-0.0103221 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.317295 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0567216 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0509819 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0278833 # DEPENDENCYPART_SIBL
(8,6),(8,34),0.0221417 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.143115 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.135402 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.251714 # DEPENDENCYPART_SIBL
(8,7),(8,34),-0.272802 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0162986 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0803244 # DEPENDENCYPART_SIBL
(8,9),(8,34),0.0301869 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0445286 # DEPENDENCYPART_SIBL
(8,10),(8,34),-0.00120393 # DEPENDENCYPART_SIBL
(8,12),(8,34),0.0849828 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0305774 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0767041 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0637795 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.261342 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.140214 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0280042 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.326113 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.190786 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0784991 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00948721 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.058546 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.327007 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.167599 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0457688 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0197878 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0701583 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0200448 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.000635924 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0648774 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.109839 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0280006 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.00855335 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0214828 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0133456 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.00845085 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0218742 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0971962 # DEPENDENCYPART_SIBL
(10,1),(10,26),-0.0989572 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0971962 # DEPENDENCYPART_SIBL
(10,1),(10,28),0.00846883 # DEPENDENCYPART_SIBL
(10,1),(10,30),0.000278371 # DEPENDENCYPART_SIBL
(10,1),(10,34),0.0366264 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.225089 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0472979 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.071533 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0882742 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.136959 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.303712 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0330524 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0159015 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0841011 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0184848 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0399353 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.000369629 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0127193 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0775876 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0290028 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0147539 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.160964 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0470587 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0429393 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0203428 # DEPENDENCYPART_SIBL
(10,2),(10,26),-0.107778 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.0203428 # DEPENDENCYPART_SIBL
(10,2),(10,28),-0.00851598 # DEPENDENCYPART_SIBL
(10,2),(10,30),0.00117772 # DEPENDENCYPART_SIBL
(10,2),(10,34),-0.516418 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.129589 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.00452629 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0977147 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.514874 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0906476 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0893857 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.115134 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00204458 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.11757 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0276826 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0980599 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0599928 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0566722 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0633476 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.11617 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0233746 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0462597 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0240069 # DEPENDENCYPART_SIBL
(10,3),(10,24),0.0267244 # DEPENDENCYPART_SIBL
(10,3),(10,26),-0.0267869 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0267244 # DEPENDENCYPART_SIBL
(10,3),(10,28),0.0677746 # DEPENDENCYPART_SIBL
(10,3),(10,30),0.0892766 # DEPENDENCYPART_SIBL
(10,3),(10,34),0.0707107 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.03794 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0206098 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.223899 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0766997 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0460471 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0498374 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0586371 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0519499 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0385519 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0662879 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0659971 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.06178 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0114748 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0534117 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0473232 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.046387 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0233312 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.127442 # DEPENDENCYPART_SIBL
(10,4),(10,26),-0.0461728 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.127442 # DEPENDENCYPART_SIBL
(10,4),(10,28),-0.00289925 # DEPENDENCYPART_SIBL
(10,4),(10,30),0.0401396 # DEPENDENCYPART_SIBL
(10,4),(10,34),0.0343779 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0962361 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.767931 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.148797 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0192124 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0107943 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0774517 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0134304 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0553093 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0115164 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0342183 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0533868 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.015034 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0119472 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0382576 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0558779 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.00660624 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0257774 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.0671096 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0257774 # DEPENDENCYPART_SIBL
(10,5),(10,28),-0.00778303 # DEPENDENCYPART_SIBL
(10,5),(10,30),-0.00906104 # DEPENDENCYPART_SIBL
(10,5),(10,34),0.00925465 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.584577 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0617051 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.140779 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0967255 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.095851 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0942935 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0416602 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0028061 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.121917 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0531296 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0486708 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0956935 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0932858 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0661115 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0794208 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0270737 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.137551 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0270737 # DEPENDENCYPART_SIBL
(10,6),(10,28),-0.0396813 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.12258 # DEPENDENCYPART_SIBL
(10,6),(10,34),-0.0414683 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.421922 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.550023 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.100109 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.172855 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.10294 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.143471 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0705559 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0636091 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00754381 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0263393 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.101836 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.019208 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.00618563 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0300313 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0297946 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0300251 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.0297946 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0499744 # DEPENDENCYPART_SIBL
(10,7),(10,30),0.0726933 # DEPENDENCYPART_SIBL
(10,7),(10,34),-0.455499 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.441854 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.12919 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0937379 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.136553 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.100143 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0748198 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0750645 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0602141 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0502753 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.132668 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0811392 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0241023 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0600606 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0215606 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.0691501 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.0215606 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.052729 # DEPENDENCYPART_SIBL
(10,8),(10,30),0.113844 # DEPENDENCYPART_SIBL
(10,8),(10,34),0.292744 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0370304 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00948808 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0394897 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0542596 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0404053 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0145302 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0988626 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0305684 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0380888 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0257067 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0767773 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.00729255 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0434684 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0226976 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0434684 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.0395348 # DEPENDENCYPART_SIBL
(10,9),(10,30),0.011184 # DEPENDENCYPART_SIBL
(10,9),(10,34),0.0679847 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0663516 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.269974 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0109833 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0392151 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0381572 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.127036 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.000970332 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.270492 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0202525 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.123602 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0193385 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0324933 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.0117311 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0324933 # DEPENDENCYPART_SIBL
(10,12),(10,28),-0.00328083 # DEPENDENCYPART_SIBL
(10,12),(10,30),-0.258556 # DEPENDENCYPART_SIBL
(10,12),(10,34),0.00846988 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.113553 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.224704 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.125362 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.166796 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.143013 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0847229 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.116116 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0953664 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.134102 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0605067 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.177001 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.184676 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.177001 # DEPENDENCYPART_SIBL
(10,13),(10,28),-0.0786061 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.110127 # DEPENDENCYPART_SIBL
(10,13),(10,34),-0.0430774 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00920711 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0409645 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0383139 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.129014 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.00279859 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.272446 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0131533 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.12558 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0175102 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0324 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.0101828 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.0324 # DEPENDENCYPART_SIBL
(10,14),(10,28),-0.00510909 # DEPENDENCYPART_SIBL
(10,14),(10,30),-0.260509 # DEPENDENCYPART_SIBL
(10,14),(10,34),-0.00153874 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0694822 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0134786 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0349209 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.00105134 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.121598 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.016017 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.029079 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0118377 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0320429 # DEPENDENCYPART_SIBL
(10,15),(10,26),-0.0490991 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0320429 # DEPENDENCYPART_SIBL
(10,15),(10,28),0.000344964 # DEPENDENCYPART_SIBL
(10,15),(10,30),-0.11686 # DEPENDENCYPART_SIBL
(10,15),(10,34),-0.044219 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0637715 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0684438 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0169389 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.112459 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0387737 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0677154 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.018478 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.132805 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.0707968 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.132805 # DEPENDENCYPART_SIBL
(10,16),(10,28),-0.0396161 # DEPENDENCYPART_SIBL
(10,16),(10,30),-0.115464 # DEPENDENCYPART_SIBL
(10,16),(10,34),-0.0509657 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.030273 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0489333 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0556701 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.02396 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0209303 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0235838 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.04571 # DEPENDENCYPART_SIBL
(10,17),(10,26),-0.0519678 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.04571 # DEPENDENCYPART_SIBL
(10,17),(10,28),-0.0411466 # DEPENDENCYPART_SIBL
(10,17),(10,30),-0.0499662 # DEPENDENCYPART_SIBL
(10,17),(10,34),0.00997255 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0231063 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0542588 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0557754 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.000683434 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.0132226 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0101691 # DEPENDENCYPART_SIBL
(10,18),(10,26),0.0372386 # DEPENDENCYPART_SIBL
(10,18),(10,27),0.0101691 # DEPENDENCYPART_SIBL
