# _root_ En aquests moments hi ha una discriminació de la balança fiscal envers Catalunya i l' Estat , per moltes voltes que hi vulgui donar , no ens deixarà a tots contents .
#goldHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,5,20,18,23,23,20,23,5,28,28,5,28,29,28,5,
#predictedHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,28,20,18,23,23,20,23,18,28,28,7,28,29,30,5,
(0,5),(5,6),-0.16237 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.140763 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.366095 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.243657 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.0438411 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.164718 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.250959 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.128712 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.322813 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),0.040176 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),-0.45285 # DEPENDENCYPART_GRANDPAR
(0,5),(5,28),-0.244969 # DEPENDENCYPART_GRANDPAR
(0,5),(5,32),2.89508 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.28287 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.693807 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.731995 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0919935 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.307506 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.00211919 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.117153 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0930489 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.70125 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.178731 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.180977 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.111395 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.0828559 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.294994 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),-0.49873 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),-0.169934 # DEPENDENCYPART_GRANDPAR
(0,7),(7,28),-0.389073 # DEPENDENCYPART_GRANDPAR
(0,7),(7,32),2.91273 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),1.07827 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.940636 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),0.824908 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.0292174 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.241928 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.426288 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.481002 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.0991537 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.664996 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.422377 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.230106 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-2.04841 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),0.107222 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.065408 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.477822 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),0.660818 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),0.466852 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),-0.216387 # DEPENDENCYPART_GRANDPAR
(0,23),(23,29),-0.198086 # DEPENDENCYPART_GRANDPAR
(0,23),(23,30),0.40127 # DEPENDENCYPART_GRANDPAR
(0,23),(23,31),-0.346538 # DEPENDENCYPART_GRANDPAR
(0,23),(23,32),2.88084 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),1.06205 # DEPENDENCYPART_GRANDPAR
(0,24),(24,5),0.823745 # DEPENDENCYPART_GRANDPAR
(0,24),(24,7),-0.0364679 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),-0.260409 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),-0.443696 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),-0.106413 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.674703 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),-0.443058 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.237357 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-2.0752 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),0.0801378 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.455706 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.381405 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),0.695488 # DEPENDENCYPART_GRANDPAR
(0,24),(24,27),0.525363 # DEPENDENCYPART_GRANDPAR
(0,24),(24,28),-0.177835 # DEPENDENCYPART_GRANDPAR
(0,24),(24,29),-0.119631 # DEPENDENCYPART_GRANDPAR
(0,24),(24,30),0.459781 # DEPENDENCYPART_GRANDPAR
(0,24),(24,31),-0.304283 # DEPENDENCYPART_GRANDPAR
(0,24),(24,32),2.96756 # DEPENDENCYPART_GRANDPAR
(0,28),(28,1),1.1176 # DEPENDENCYPART_GRANDPAR
(0,28),(28,5),0.871579 # DEPENDENCYPART_GRANDPAR
(0,28),(28,7),0.0183013 # DEPENDENCYPART_GRANDPAR
(0,28),(28,10),0.114647 # DEPENDENCYPART_GRANDPAR
(0,28),(28,11),-0.210189 # DEPENDENCYPART_GRANDPAR
(0,28),(28,12),-0.390239 # DEPENDENCYPART_GRANDPAR
(0,28),(28,15),-0.443751 # DEPENDENCYPART_GRANDPAR
(0,28),(28,16),-0.051635 # DEPENDENCYPART_GRANDPAR
(0,28),(28,17),-0.585919 # DEPENDENCYPART_GRANDPAR
(0,28),(28,18),-0.386327 # DEPENDENCYPART_GRANDPAR
(0,28),(28,20),-0.182588 # DEPENDENCYPART_GRANDPAR
(0,28),(28,21),-2.01093 # DEPENDENCYPART_GRANDPAR
(0,28),(28,22),0.137821 # DEPENDENCYPART_GRANDPAR
(0,28),(28,23),-0.401379 # DEPENDENCYPART_GRANDPAR
(0,28),(28,24),-0.0943772 # DEPENDENCYPART_GRANDPAR
(0,28),(28,25),-0.787809 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),0.537177 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),0.344442 # DEPENDENCYPART_GRANDPAR
(0,28),(28,29),-0.144069 # DEPENDENCYPART_GRANDPAR
(0,28),(28,30),0.448472 # DEPENDENCYPART_GRANDPAR
(0,28),(28,31),-0.305 # DEPENDENCYPART_GRANDPAR
(0,28),(28,32),2.94778 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),1.0586 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.250207 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.376556 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.679143 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.0267167 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.261046 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.14111 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.379755 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.722561 # DEPENDENCYPART_GRANDPAR
(1,3),(3,32),-1.78107 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.976734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.0752652 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0114921 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-1.13709 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.36593 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.288488 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.277449 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.121543 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.324588 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.671561 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.542605 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.337958 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.387448 # DEPENDENCYPART_GRANDPAR
(1,5),(5,25),-0.733877 # DEPENDENCYPART_GRANDPAR
(1,5),(5,28),-0.919595 # DEPENDENCYPART_GRANDPAR
(1,5),(5,32),-1.78313 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.967043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,4),-0.202406 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.440802 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-1.03403 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.0195881 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.583044 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.252336 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.143342 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.991344 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.367244 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.714718 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.745201 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.510577 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.739424 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.271339 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.348082 # DEPENDENCYPART_GRANDPAR
(1,7),(7,28),-0.828604 # DEPENDENCYPART_GRANDPAR
(1,7),(7,32),-1.79692 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.30016 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.365461 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.08604 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.07481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.131552 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-1.087 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.152198 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.364753 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.278403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.0837356 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.669352 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.493183 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.129779 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.456064 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.330715 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-0.676685 # DEPENDENCYPART_GRANDPAR
(3,5),(5,28),-0.941838 # DEPENDENCYPART_GRANDPAR
(3,5),(5,32),-1.84884 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.828178 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.306208 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.331101 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.717559 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.357453 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.458332 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.360132 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.247412 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.706368 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.731819 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.742402 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.459452 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.241461 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.790137 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.658238 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.573937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-1.12755 # DEPENDENCYPART_GRANDPAR
(3,7),(7,32),-1.78861 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.883575 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.120182 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.27958 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.261668 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.366103 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.678104 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.346363 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.987752 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.593372 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.161878 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.58975 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.641669 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.623537 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.0768354 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.682836 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.983946 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.709584 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.462248 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.624694 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.699038 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.594531 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.631416 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.358543 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.160752 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.699818 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.259307 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.455694 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.276481 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.781885 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.686037 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.601738 # DEPENDENCYPART_GRANDPAR
(3,16),(16,28),-1.15534 # DEPENDENCYPART_GRANDPAR
(3,16),(16,31),-0.125528 # DEPENDENCYPART_GRANDPAR
(3,16),(16,32),-1.77878 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.761901 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.01945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.467557 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.401926 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.169065 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.583499 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.529913 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.216101 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.285931 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.347711 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.37712 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.425629 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.33174 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.775864 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-1.50277 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.575031 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-1.02783 # DEPENDENCYPART_GRANDPAR
(4,7),(7,32),-1.31399 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.489385 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.523846 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.406237 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.320807 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.206959 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.356968 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.297718 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.539272 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.76893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.498712 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.582208 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.30861 # DEPENDENCYPART_GRANDPAR
(5,1),(1,25),-1.62662 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.726695 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0370293 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.64568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.327946 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.220551 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.928647 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.311459 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.462322 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.575138 # DEPENDENCYPART_GRANDPAR
(5,3),(3,32),-2.15613 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.25512 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.297719 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.423487 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.107295 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.25855 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.496322 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.76866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.5321 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.16163 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.417302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.161945 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0210862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0167223 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.581105 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.237908 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.265141 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.390068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),0.36209 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),0.176215 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),0.191806 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),0.429441 # DEPENDENCYPART_GRANDPAR
(5,7),(7,32),-1.29741 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),1.25712 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.35307 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.213865 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.168353 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0154421 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.322997 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.167401 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.25855 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),1.53172 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.528881 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.160728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0186264 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0183349 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.582734 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.239521 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.25712 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),0.388309 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.363703 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),0.178372 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),0.193963 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),0.431597 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),0.286588 # DEPENDENCYPART_GRANDPAR
(5,10),(10,31),-0.228711 # DEPENDENCYPART_GRANDPAR
(5,10),(10,32),-1.28939 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.545536 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.623431 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.307578 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.132645 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.369375 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.29777 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.307004 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.219291 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-1.09099 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.0518949 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-1.4504 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),0.234653 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),0.119953 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),0.167675 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.644754 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),-0.342667 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),0.358598 # DEPENDENCYPART_GRANDPAR
(5,18),(18,29),-0.362014 # DEPENDENCYPART_GRANDPAR
(5,18),(18,31),-0.316607 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.7228 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.915969 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.674931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,7),0.489298 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.271289 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),0.00787818 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-1.13019 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),0.228157 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.0080807 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),0.381058 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),0.381053 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.675273 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),1.03587 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),0.0494422 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.458909 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.298176 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),0.584881 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),0.242962 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),-0.496194 # DEPENDENCYPART_GRANDPAR
(5,23),(23,30),0.30759 # DEPENDENCYPART_GRANDPAR
(5,23),(23,31),-0.29401 # DEPENDENCYPART_GRANDPAR
(5,23),(23,32),-1.3024 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-0.723314 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.648481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,7),0.472695 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),-0.292682 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),0.00154885 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),0.211538 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.020916 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),0.372073 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),0.364451 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.692025 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),1.02069 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),0.129437 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.487224 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.328446 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),0.587646 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),0.193144 # DEPENDENCYPART_GRANDPAR
(5,24),(24,29),-0.452219 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),0.310355 # DEPENDENCYPART_GRANDPAR
(5,24),(24,31),-0.31391 # DEPENDENCYPART_GRANDPAR
(5,24),(24,32),-1.31909 # DEPENDENCYPART_GRANDPAR
(5,28),(28,1),-0.722798 # DEPENDENCYPART_GRANDPAR
(5,28),(28,5),-0.709104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,28),(28,7),0.452425 # DEPENDENCYPART_GRANDPAR
(5,28),(28,10),0.400863 # DEPENDENCYPART_GRANDPAR
(5,28),(28,11),-0.321566 # DEPENDENCYPART_GRANDPAR
(5,28),(28,12),-0.0307064 # DEPENDENCYPART_GRANDPAR
(5,28),(28,15),-1.1745 # DEPENDENCYPART_GRANDPAR
(5,28),(28,16),0.191285 # DEPENDENCYPART_GRANDPAR
(5,28),(28,17),-0.00923101 # DEPENDENCYPART_GRANDPAR
(5,28),(28,18),0.342459 # DEPENDENCYPART_GRANDPAR
(5,28),(28,20),0.344181 # DEPENDENCYPART_GRANDPAR
(5,28),(28,21),-0.735112 # DEPENDENCYPART_GRANDPAR
(5,28),(28,22),0.97758 # DEPENDENCYPART_GRANDPAR
(5,28),(28,23),0.0822842 # DEPENDENCYPART_GRANDPAR
(5,28),(28,24),0.117112 # DEPENDENCYPART_GRANDPAR
(5,28),(28,25),-0.327247 # DEPENDENCYPART_GRANDPAR
(5,28),(28,26),0.0309118 # DEPENDENCYPART_GRANDPAR
(5,28),(28,27),0.809054 # DEPENDENCYPART_GRANDPAR
(5,28),(28,29),-0.495855 # DEPENDENCYPART_GRANDPAR
(5,28),(28,30),0.304512 # DEPENDENCYPART_GRANDPAR
(5,28),(28,31),-0.308358 # DEPENDENCYPART_GRANDPAR
(5,28),(28,32),-1.31285 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.06126 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.801345 # DEPENDENCYPART_GRANDPAR
