# _root_ De_fet , la noia presentava fractura de pelvis , turmell i cama i va ser atesa a un centre hospitalari .
#goldHeads=5,1,4,5,0,5,6,7,8,8,8,8,5,16,16,5,16,19,17,19,5,
#predictedHeads=5,1,4,5,0,5,6,7,8,8,8,8,5,16,16,5,16,19,17,19,5,
(14,15),(15,14),-0.960739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.486626 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.38373 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.588194 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.752054 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.34941 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.484475 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0395146 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.259699 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.678746 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.120744 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.742416 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.45294 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.716342 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.861068 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.408713 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.790811 # DEPENDENCYPART_GRANDPAR
(15,1),(1,16),-0.201828 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.773467 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.68401 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.177981 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.286383 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.479402 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.808572 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.782529 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.335683 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.666468 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.223358 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.299977 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.160618 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-1.32198 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.672393 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.38328 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.513065 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.73939 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.677323 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.910535 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.760852 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.401476 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.533132 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.944298 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.421093 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.577807 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.494376 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.81244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.56905 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.762419 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-1.56318 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.752708 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.649829 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.177344 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.841357 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.50779 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.804264 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.558177 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.788763 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.330457 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.657228 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.218133 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.290737 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.40022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.159576 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.862535 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-1.32094 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.74836 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.505529 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.778117 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.933455 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.657416 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.218322 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.290926 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.479743 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.40022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.159576 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.862535 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-1.32094 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.746709 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.501359 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.9342 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.657871 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.768949 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.290954 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.40022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.159576 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.450871 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.81489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.763814 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.54695 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.77364 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.64748 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.74907 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.83372 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.85126 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.60601 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.85701 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.49344 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.49052 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.74125 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.612359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0975999 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.00635553 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.13376 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.526433 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-1.38801 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.534075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,19),0.241371 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.14809 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.560402 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-1.23801 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-1.29191 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0374736 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.258617 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.156164 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.630995 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.0385091 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.931397 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.211871 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.878443 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.600838 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.287224 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.557622 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.5362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,1),-0.56714 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.578676 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.5523 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0270013 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.61155 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.499968 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.6761 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.716949 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.399369 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.407104 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.0444329 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.51503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,21),-1.29847 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.457616 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.280427 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.217072 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.929203 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.872031 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.708666 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-1.07202 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.326204 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.976958 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.734692 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.667399 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.379756 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.457779 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.584959 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.90135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.327193 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-1.526 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.546649 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.544763 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.552401 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.987288 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.293604 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.496724 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.807845 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.683138 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.712786 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.390933 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.402941 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.0359976 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.379504 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.51451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,20),-0.853536 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-1.29795 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.542287 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.556776 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.68335 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.712964 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.391111 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.403119 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.036175 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.379672 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.51451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,21),-1.29795 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.542301 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.291342 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.617963 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.789135 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.391121 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.40313 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0361857 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.400203 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.379683 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.51451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,20),-0.853536 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-1.29795 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.54065 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.287173 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.78988 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-1.02604 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.532613 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0362137 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.379735 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.51451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,13),-0.234768 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.615036 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.328583 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.486482 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.955944 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.419738 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.891031 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.521274 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-1.00395 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.593758 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.692373 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.238823 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.819482 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.90922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.333995 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.853323 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.53089 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.1731 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.52834 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.475022 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0818523 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.501176 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.04422 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.72801 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.547961 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.081464 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0997555 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.578418 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.410626 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.62178 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.211709 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.343692 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.0783876 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.00355472 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.0524335 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.241945 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.181954 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.100269 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.0686707 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.00996479 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.209816 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.181077 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.154946 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.268379 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.402782 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.73431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,21),-1.38633 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),0.127365 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.148193 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.211486 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.116089 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.381025 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.132873 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.216257 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.273133 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.387369 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.448223 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.362528 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.7398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.499936 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.3916 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.940971 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.970829 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.850595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.996652 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0296809 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.593993 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.958151 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.652607 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.627283 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.543774 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-1.4797 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.41297 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.31037 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-1.05689 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.75452 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.966903 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.762696 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.692718 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-1.17547 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.857495 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.676375 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.631196 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.580808 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.722859 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.676661 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.581039 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.538518 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.481008 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),-0.734744 # DEPENDENCYPART_GRANDPAR
(19,5),(5,21),-1.03427 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-1.1576 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.796368 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-1.19403 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.800401 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.547679 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.77354 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.643533 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.859394 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.66993 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.535474 # DEPENDENCYPART_GRANDPAR
(19,10),(10,20),-0.349484 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-0.941633 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.660542 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.826919 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.62924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.378118 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.957264 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.679904 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.95198 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.277329 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.365471 # DEPENDENCYPART_GRANDPAR
