# _root_ Boff va ser condemnat pel Vaticà , l' any_1985 , a un any de silenci i va tornar a ser amonestat posteriorment pel contingut dels seus escrits .
#goldHeads=4,4,4,0,4,5,9,9,4,9,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
#predictedHeads=4,4,4,0,4,5,9,9,4,11,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
(4,3),(4,10),-0.00125705 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.231726 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0262698 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.130474 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.0474219 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0823998 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0820389 # DEPENDENCYPART_SIBL
(4,3),(4,18),-0.00614409 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.231726 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0229358 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.0514155 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0664804 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.296908 # DEPENDENCYPART_SIBL
(4,3),(4,24),0.0125202 # DEPENDENCYPART_SIBL
(4,3),(4,25),0.113356 # DEPENDENCYPART_SIBL
(4,3),(4,27),0.0191019 # DEPENDENCYPART_SIBL
(4,3),(4,28),0.0536756 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0720058 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0356585 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0613475 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0356585 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.146819 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.113045 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.238332 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0521397 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.0247333 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.120465 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.103516 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.146819 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.052006 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.0550705 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.0604181 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.0865729 # DEPENDENCYPART_SIBL
(4,5),(4,24),-0.0746318 # DEPENDENCYPART_SIBL
(4,5),(4,25),-0.231969 # DEPENDENCYPART_SIBL
(4,5),(4,27),-0.0739441 # DEPENDENCYPART_SIBL
(4,5),(4,28),0.019952 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0195271 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0297293 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0195271 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.00807258 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.266268 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0866735 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.25983 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.0152717 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.11806 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0985897 # DEPENDENCYPART_SIBL
(4,6),(4,19),0.00807258 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0447543 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.0365916 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.0182604 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.0438015 # DEPENDENCYPART_SIBL
(4,6),(4,24),-0.264909 # DEPENDENCYPART_SIBL
(4,6),(4,25),-0.138577 # DEPENDENCYPART_SIBL
(4,6),(4,27),-0.267918 # DEPENDENCYPART_SIBL
(4,6),(4,28),0.0198349 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0855986 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.139701 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.257264 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.172599 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.14896 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.0873827 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.175215 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0736786 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.0622863 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.257264 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.00933216 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.0105309 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.103572 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.137355 # DEPENDENCYPART_SIBL
(4,7),(4,24),-0.0903381 # DEPENDENCYPART_SIBL
(4,7),(4,25),-0.213329 # DEPENDENCYPART_SIBL
(4,7),(4,27),-0.0891237 # DEPENDENCYPART_SIBL
(4,7),(4,28),-0.0943247 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.00468489 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0145166 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0633324 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0308303 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0217078 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0134395 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0826459 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0685581 # DEPENDENCYPART_SIBL
(4,9),(4,19),0.0145166 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0525926 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0243813 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.0330971 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.0139634 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.0282652 # DEPENDENCYPART_SIBL
(4,9),(4,25),-0.0603425 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.0310713 # DEPENDENCYPART_SIBL
(4,9),(4,28),0.0237684 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.257264 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.172599 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.14896 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.0873827 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.175215 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0736786 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0622863 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.257264 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.00933216 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0105309 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.103572 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.137355 # DEPENDENCYPART_SIBL
(4,10),(4,24),-0.0903381 # DEPENDENCYPART_SIBL
(4,10),(4,25),-0.213329 # DEPENDENCYPART_SIBL
(4,10),(4,27),-0.0891237 # DEPENDENCYPART_SIBL
(4,10),(4,28),-0.0943247 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0439507 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.127243 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.0140411 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0340201 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0922918 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0619883 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.104894 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0392631 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0188312 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.0329838 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.00481898 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.00845106 # DEPENDENCYPART_SIBL
(4,11),(4,25),-0.153187 # DEPENDENCYPART_SIBL
(4,11),(4,27),-0.00776426 # DEPENDENCYPART_SIBL
(4,11),(4,28),0.0151314 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0760195 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.210743 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.013722 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.135032 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.115322 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0229195 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.0617119 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0533238 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.01562 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.046004 # DEPENDENCYPART_SIBL
(4,13),(4,24),-0.215822 # DEPENDENCYPART_SIBL
(4,13),(4,25),-0.137416 # DEPENDENCYPART_SIBL
(4,13),(4,27),-0.218831 # DEPENDENCYPART_SIBL
(4,13),(4,28),0.0406392 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0885661 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.047303 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.129792 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.11006 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0671134 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0791595 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0648133 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.121767 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.152887 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.114841 # DEPENDENCYPART_SIBL
(4,14),(4,25),-0.31383 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.110503 # DEPENDENCYPART_SIBL
(4,14),(4,28),-0.0408963 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.013541 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.102596 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0831259 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.0191003 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0293844 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0211277 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0324231 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.0327506 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.250481 # DEPENDENCYPART_SIBL
(4,15),(4,25),-0.127549 # DEPENDENCYPART_SIBL
(4,15),(4,27),-0.25349 # DEPENDENCYPART_SIBL
(4,15),(4,28),0.0748375 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.443353 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.530806 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.152431 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.607294 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.606463 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.0397511 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.0240561 # DEPENDENCYPART_SIBL
(4,16),(4,24),0.114423 # DEPENDENCYPART_SIBL
(4,16),(4,25),0.017219 # DEPENDENCYPART_SIBL
(4,16),(4,27),0.11911 # DEPENDENCYPART_SIBL
(4,16),(4,28),-0.0396343 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.11431 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0627491 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.0956076 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.071569 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0139381 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.0250041 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.0259511 # DEPENDENCYPART_SIBL
(4,17),(4,25),-0.101193 # DEPENDENCYPART_SIBL
(4,17),(4,27),-0.0255876 # DEPENDENCYPART_SIBL
(4,17),(4,28),-0.0534267 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.104157 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0770456 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0552159 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0130544 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0432304 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.0144886 # DEPENDENCYPART_SIBL
(4,18),(4,25),-0.119176 # DEPENDENCYPART_SIBL
(4,18),(4,27),-0.0141251 # DEPENDENCYPART_SIBL
(4,18),(4,28),-0.0690482 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.0392631 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0188312 # DEPENDENCYPART_SIBL
(4,19),(4,22),0.0329838 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.00481898 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.00845106 # DEPENDENCYPART_SIBL
(4,19),(4,25),-0.153187 # DEPENDENCYPART_SIBL
(4,19),(4,27),-0.00776426 # DEPENDENCYPART_SIBL
(4,19),(4,28),0.0151314 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.0272031 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.00321006 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.0269085 # DEPENDENCYPART_SIBL
(4,20),(4,24),-0.024512 # DEPENDENCYPART_SIBL
(4,20),(4,25),-0.0476879 # DEPENDENCYPART_SIBL
(4,20),(4,27),-0.0241485 # DEPENDENCYPART_SIBL
(4,20),(4,28),0.00415588 # DEPENDENCYPART_SIBL
(4,21),(4,22),0.0116547 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0143315 # DEPENDENCYPART_SIBL
(4,21),(4,24),0.00564709 # DEPENDENCYPART_SIBL
(4,21),(4,25),-0.0616141 # DEPENDENCYPART_SIBL
(4,21),(4,27),0.00601059 # DEPENDENCYPART_SIBL
(4,21),(4,28),0.0188006 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.023191 # DEPENDENCYPART_SIBL
(4,22),(4,24),-0.0245588 # DEPENDENCYPART_SIBL
(4,22),(4,25),-0.0524292 # DEPENDENCYPART_SIBL
(4,22),(4,27),-0.0273644 # DEPENDENCYPART_SIBL
(4,22),(4,28),-0.0210251 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0746318 # DEPENDENCYPART_SIBL
(4,23),(4,25),-0.231969 # DEPENDENCYPART_SIBL
(4,23),(4,27),-0.0739441 # DEPENDENCYPART_SIBL
(4,23),(4,28),0.019952 # DEPENDENCYPART_SIBL
(4,24),(4,25),-0.162162 # DEPENDENCYPART_SIBL
(4,24),(4,27),-0.279372 # DEPENDENCYPART_SIBL
(4,24),(4,28),0.0136023 # DEPENDENCYPART_SIBL
(4,25),(4,27),-0.0798562 # DEPENDENCYPART_SIBL
(4,25),(4,28),-0.0745881 # DEPENDENCYPART_SIBL
(4,27),(4,28),0.0283302 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.182289 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0660452 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0313787 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.122998 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0313787 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0807361 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0520202 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.138123 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0705327 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0228416 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.108578 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0228416 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0217726 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.00111846 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0635725 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0289098 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.393642 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0289098 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0970109 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.034153 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0176101 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.128881 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.412701 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.209683 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.341059 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.29066 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00193415 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0845244 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0202003 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0134093 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.209683 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.341059 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.29066 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.125803 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.00237542 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0504237 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0295736 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0624258 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0295736 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0410975 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0385381 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0528127 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0281432 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0147915 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0320463 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0249 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0256965 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0296031 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.237993 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0488956 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.312358 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.260444 # DEPENDENCYPART_SIBL
(6,7),(6,28),-0.00488829 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0564451 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0629469 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0342482 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0534454 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0162029 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0232553 # DEPENDENCYPART_SIBL
(6,9),(6,28),0.0860522 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0296031 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.237993 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0488956 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.312358 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.260444 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.00488829 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0397442 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00274824 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.058358 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0361661 # DEPENDENCYPART_SIBL
(6,11),(6,28),0.217415 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0377792 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0020023 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0237078 # DEPENDENCYPART_SIBL
(6,13),(6,28),-0.016419 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.00349521 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0188497 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.00662531 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0506018 # DEPENDENCYPART_SIBL
(6,15),(6,28),0.0138972 # DEPENDENCYPART_SIBL
(6,16),(6,28),-0.00689045 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0939397 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00539797 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.114328 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00762834 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.159179 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0178249 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0989438 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0820252 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0761081 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0551272 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0244131 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0989438 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0218602 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0283546 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.292222 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.67598 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.02398 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0738432 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0505343 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0295037 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0534413 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.02398 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0325507 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0136701 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0252267 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0308813 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0483652 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.139852 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0893765 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.079218 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0308813 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.140738 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0826148 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00402061 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0153368 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0843599 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.27227 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0334825 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.00402061 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0168179 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0173802 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0349623 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00997373 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00846485 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0294329 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0671086 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0402442 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0305588 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.077288 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0298704 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0842644 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0130782 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0694412 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0721667 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00218525 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00864292 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0456572 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0256577 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0108805 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.244758 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.199688 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.277867 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.263783 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0063573 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0926767 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0845391 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0402442 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0305588 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0770678 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.132945 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.297393 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.177558 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.132945 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.222651 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.105438 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0235808 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0744104 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00720985 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0237465 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00125183 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0334743 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0163405 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.00118157 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0898362 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.0175572 # DEPENDENCYPART_SIBL
(11,4),(11,28),0.173181 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.395784 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.24685 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0512284 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.101995 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.154516 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00722395 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0875275 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0482421 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0964052 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0180717 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0846017 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0435998 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0528004 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0346494 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.00574484 # DEPENDENCYPART_SIBL
(11,7),(11,28),-0.176798 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0554095 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.000564665 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0151777 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00894932 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.14587 # DEPENDENCYPART_SIBL
