# _root_ Tot_i_que ahir hi va haver una reunió de darrera hora , no es va aconseguir acostar posicions , de_manera_que els treballadors han decidit anar a la vaga .
#goldHeads=5,5,5,5,15,7,5,7,10,8,5,15,15,15,0,15,16,23,23,21,23,23,15,23,24,27,25,15,
#predictedHeads=5,5,5,5,0,7,5,7,10,8,5,15,15,15,5,15,16,23,23,21,23,23,16,23,24,27,25,5,
(5,16),(5,23),-0.00906151 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0187795 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.00886841 # DEPENDENCYPART_SIBL
(5,16),(5,28),0.0998157 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0105677 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0285914 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.0419203 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.0652441 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.236478 # DEPENDENCYPART_SIBL
(5,18),(5,28),-0.0588488 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.10849 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.179511 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.239377 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.0113968 # DEPENDENCYPART_SIBL
(5,19),(5,28),0.0378502 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0392184 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0489363 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0239987 # DEPENDENCYPART_SIBL
(5,22),(5,28),0.0220836 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.00602003 # DEPENDENCYPART_SIBL
(5,23),(5,25),0.0139464 # DEPENDENCYPART_SIBL
(5,23),(5,28),0.121825 # DEPENDENCYPART_SIBL
(5,24),(5,25),-0.018584 # DEPENDENCYPART_SIBL
(5,24),(5,28),0.129778 # DEPENDENCYPART_SIBL
(5,25),(5,28),0.0919198 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.567564 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.179225 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.115496 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.159657 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.151936 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0805337 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0110578 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0490216 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0283164 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0363122 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.108025 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0157303 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.02811 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0439587 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0363122 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.00177477 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0411312 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0293069 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0283233 # DEPENDENCYPART_SIBL
(7,1),(7,28),-0.0749039 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.100982 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.159 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.167054 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0114995 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0486379 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0538647 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0694763 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0738694 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.127483 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0232785 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.038873 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0717158 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0738694 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0202264 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0803289 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0328965 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.0427462 # DEPENDENCYPART_SIBL
(7,2),(7,28),0.00503304 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.18208 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.107626 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0822945 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.10119 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.108694 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0394929 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0705478 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.152848 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0841476 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0655865 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.048547 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0705478 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0735969 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0649116 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.069687 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0361786 # DEPENDENCYPART_SIBL
(7,3),(7,28),-0.0168224 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.238722 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.191298 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0507883 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.149158 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0718355 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0273913 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.212181 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0989989 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0991089 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0571052 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0273913 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0539011 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0651222 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0937655 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0946649 # DEPENDENCYPART_SIBL
(7,4),(7,28),0.124074 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.19646 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0336007 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.124931 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0226656 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0904358 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.199303 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.109661 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.104584 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0296706 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0904358 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0951005 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0206207 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0985882 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.101041 # DEPENDENCYPART_SIBL
(7,5),(7,28),-0.0199573 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.235274 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.186771 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0651475 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0399875 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0215362 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.196565 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.194798 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0833844 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0399875 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0815137 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0891674 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.194118 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.214628 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.15476 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0204684 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0823912 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.075796 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0762904 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.067888 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0595537 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0456821 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.075796 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0411978 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0718857 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0595641 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0378429 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0566052 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0325327 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0376456 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0322882 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00072824 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0011915 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0224798 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0376456 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0524812 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0295376 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0078578 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0119423 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0415592 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0105822 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0688535 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.030206 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0347049 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.054445 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0105822 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.105743 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0616461 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.0311823 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0299683 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.049687 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0871426 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0571026 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0569716 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.356812 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0229419 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0996636 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.34789 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0488532 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0431294 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.00830043 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0938954 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0975407 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0303564 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.029315 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0289646 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0364544 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0960191 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.106206 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.0500406 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0635993 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.016516 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0573108 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00946656 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.0104211 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0619838 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0721711 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.042884 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0140424 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0544773 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00667079 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.00794757 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0617279 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.0719152 # DEPENDENCYPART_SIBL
(7,16),(7,28),0.030079 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0173526 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0781194 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0289931 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0111408 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0102327 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.0293339 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0996636 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.34789 # DEPENDENCYPART_SIBL
(7,18),(7,23),-0.0488532 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0431294 # DEPENDENCYPART_SIBL
(7,18),(7,28),-0.00830043 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.202949 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.052624 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.0285609 # DEPENDENCYPART_SIBL
(7,19),(7,28),-0.0377781 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.00558639 # DEPENDENCYPART_SIBL
(7,21),(7,24),-0.00437249 # DEPENDENCYPART_SIBL
(7,21),(7,28),-0.0369428 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.067781 # DEPENDENCYPART_SIBL
(7,23),(7,28),0.0404379 # DEPENDENCYPART_SIBL
(7,24),(7,28),0.0590637 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0471183 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0137536 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.132931 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0520765 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0142575 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.094805 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0670515 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.441525 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.063077 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0950311 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.195207 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.169389 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.18462 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.109167 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.322509 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.451466 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.411818 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.43675 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.129335 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0048037 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0300302 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0175006 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.211828 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.16865 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.203506 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.265923 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.2794 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.289941 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.180949 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.117746 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.161549 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.153828 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0935909 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0396721 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0391403 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0408847 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.010017 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.115767 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0236947 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0358535 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0389364 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0362873 # DEPENDENCYPART_SIBL
(10,1),(10,28),-0.0767969 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0972424 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.154686 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.162741 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0154198 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00839196 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0100207 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.070697 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0767767 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.135228 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0312457 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0466194 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0675156 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.076307 # DEPENDENCYPART_SIBL
(10,2),(10,28),0.00236242 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.181699 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.107246 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0685895 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0807795 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0256363 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0607917 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.033236 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.155417 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0869382 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0681561 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0383516 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0548945 # DEPENDENCYPART_SIBL
(10,3),(10,28),-0.0135352 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.238042 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.204604 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.144057 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0698903 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0176801 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0941992 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.214791 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.101831 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.10172 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0469506 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.055146 # DEPENDENCYPART_SIBL
(10,4),(10,28),0.127316 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.209816 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.177998 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0824648 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0807139 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0538385 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.201902 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.112482 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.107184 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0398415 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0306132 # DEPENDENCYPART_SIBL
(10,5),(10,28),-0.0167042 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.16034 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.152853 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0753605 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0729342 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0319656 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.20655 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.205225 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0482002 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0543398 # DEPENDENCYPART_SIBL
(10,6),(10,28),0.180767 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0578978 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0344095 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00322974 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0814374 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.010984 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.000607251 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0215886 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0172571 # DEPENDENCYPART_SIBL
(10,8),(10,28),-0.00540652 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00414859 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0408977 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0715792 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.028267 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0143039 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0433877 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0333403 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.0173807 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0620991 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0897513 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0599043 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0595804 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.342008 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.333072 # DEPENDENCYPART_SIBL
(10,11),(10,28),-0.007908 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0489741 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0145395 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0256838 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0386516 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0497054 # DEPENDENCYPART_SIBL
(10,12),(10,28),0.104537 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0905552 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0940076 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0279401 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0340523 # DEPENDENCYPART_SIBL
(10,14),(10,28),-0.0442462 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0600701 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0189283 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0128193 # DEPENDENCYPART_SIBL
(10,15),(10,28),0.0486744 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0164548 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0103458 # DEPENDENCYPART_SIBL
(10,16),(10,28),0.0358694 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0174392 # DEPENDENCYPART_SIBL
(10,17),(10,28),-0.019947 # DEPENDENCYPART_SIBL
(10,21),(10,28),-0.0276604 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.476276 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.126371 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.245684 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.029309 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0238866 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.208236 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.0651599 # DEPENDENCYPART_SIBL
(14,7),(14,28),0.200886 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.151347 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.057568 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0674967 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0991109 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.487457 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.129454 # DEPENDENCYPART_SIBL
(14,11),(14,28),-0.244629 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.386236 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.101204 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0905362 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.263505 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.117979 # DEPENDENCYPART_SIBL
(14,12),(14,28),0.128507 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00833626 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.189273 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.230119 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.110378 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.234462 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0130705 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.067455 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0210997 # DEPENDENCYPART_SIBL
(14,15),(14,28),0.0359038 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0760196 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.034179 # DEPENDENCYPART_SIBL
(14,17),(14,28),0.0285921 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.102062 # DEPENDENCYPART_SIBL
(14,18),(14,28),-0.0260437 # DEPENDENCYPART_SIBL
(14,24),(14,28),0.0384794 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.183796 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.288181 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.203429 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0934169 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.19794 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0307529 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0519032 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.201685 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.320084 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.26567 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.363179 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.203429 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0319746 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0831577 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.218899 # DEPENDENCYPART_SIBL
