# _root_ Per intentar el rècord , l' embarcació catalana participarà en el rànquing ' World_Sailing_Record ' , l' entitat que estableix la legalitat de les marques .
#goldHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
#predictedHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
(4,2),(2,13),-1.23963 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.18587 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.990058 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.41969 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.31294 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.0309 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.31359 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-2.40253 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.53536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-1.07046 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.777302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,1),-1.44972 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.14422 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.979936 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.736305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.210163 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.00676536 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.226989 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.203754 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.129838 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.233167 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.252674 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.295804 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.00310164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.451582 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.423079 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.266042 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.429055 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-1.51081 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.59267 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.175132 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.00205507 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.00724828 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.168849 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0305734 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.205014 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.338149 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.67096 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.30746 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.998379 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.679615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.145445 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.265733 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0206404 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.234012 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0583884 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0646439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.348614 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.128012 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0990417 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.44088 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.264489 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.0654467 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.265281 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-1.54084 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0071646 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.932868 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0880095 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.328397 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.159097 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.078825 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.586297 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.296445 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.296016 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.44893 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.211381 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.465838 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.246213 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.278351 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.00335886 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.440358 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.405625 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.271853 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.411601 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.372449 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.389793 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-1.50435 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.0780754 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.114151 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.46557 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.211781 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.00353848 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.440171 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.402981 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.271714 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.408958 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.380512 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-1.50417 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-1.44894 # DEPENDENCYPART_GRANDPAR
(4,18),(18,5),0.32345 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0504738 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.00741569 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.134882 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.106574 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.179063 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.143527 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-1.88414 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.254463 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.396797 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.375232 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.374988 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-1.48783 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-1.67096 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-1.30746 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.664998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.195402 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),-0.00602356 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.0533392 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),0.336412 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.374062 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.197553 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.12449 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.307111 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.144411 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.326608 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.419726 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.263468 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.364484 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.237596 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-1.53259 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-1.44894 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.0165804 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),0.117822 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.392954 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-1.52417 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.0828117 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.123861 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.380883 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.38684 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-1.5022 # DEPENDENCYPART_GRANDPAR
(4,25),(25,21),0.124545 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),0.239739 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.54977 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.524531 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.843687 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.99143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.869278 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.031 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.886878 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.82464 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.15992 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.1416 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.16743 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.17682 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.12529 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.16827 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.949847 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-1.15015 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-1.18174 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-1.12763 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.437756 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.400575 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.628149 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.298057 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-1.25064 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.08213 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.941666 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.867015 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.94785 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.34837 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.61818 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.35071 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.39342 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-2.02617 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.17326 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-2.07504 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-2.22284 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-1.44713 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.13576 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.12697 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.46411 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.26112 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.12657 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.07653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.341278 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.208626 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.251257 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-1.28083 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.541846 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.951136 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.544189 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.645178 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-1.35349 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.438345 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-1.40667 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.663791 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.295244 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0125426 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0198691 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.8694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.950953 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.954662 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-1.09377 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-1.19631 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-1.18604 # DEPENDENCYPART_GRANDPAR
(7,1),(1,26),-2.26054 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.282522 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0559245 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.282487 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.93866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.760025 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.08628 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-1.05286 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-1.24202 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.17744 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.29987 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-1.27997 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.27712 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.43001 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.14535 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-1.47737 # DEPENDENCYPART_GRANDPAR
(7,2),(2,26),-2.34193 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.21791 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.232659 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.411475 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.493534 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.684235 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.252006 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.79467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.672799 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.922264 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.803702 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.09803 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.09888 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.15588 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-1.20142 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.17058 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.28602 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.981334 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.33338 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-1.2895 # DEPENDENCYPART_GRANDPAR
(7,4),(4,26),-2.2493 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.174711 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.157643 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.81929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,1),-1.17081 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.782338 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.01184 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.941351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.278717 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.209854 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.318049 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.454255 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.24905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.23607 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.4311 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.06585 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.868095 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.05849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.950786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0526449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.116675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.178091 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.280756 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.239906 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.383292 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.279522 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.379455 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.164038 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.426958 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-1.4744 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.125841 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-1.37822 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.226621 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.271707 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.296155 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.374243 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.435641 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.436575 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.411307 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.02707 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.761549 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.9236 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.200898 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.409242 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.303433 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.303548 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.539589 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.39199 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.592275 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.482046 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.541894 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-1.46028 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,10),-0.0673628 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.923332 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.165205 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.303254 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.303361 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.536945 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.391851 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.589632 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.490109 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),-1.4601 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.02708 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.761549 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.00639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,9),-0.126705 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0466315 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.198957 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0399903 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.132933 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-1.6746 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.374599 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.577471 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.484829 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.527089 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-1.44377 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-1.24905 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-1.23607 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-1.06585 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.868095 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.936169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,9),-0.0550186 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.190875 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.294298 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.298568 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.396833 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.131818 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.393826 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.430695 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.177175 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.425144 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.447972 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.370699 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-1.46615 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-1.02707 # DEPENDENCYPART_GRANDPAR
(7,22),(22,9),-0.150701 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.158638 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.522817 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-1.31203 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.209782 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.247899 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.49048 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.538941 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-1.45814 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.144116 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.074178 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.010586 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.326712 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.80817 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-1.2533 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-1.40211 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-1.31329 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-1.46283 # DEPENDENCYPART_GRANDPAR
(8,1),(1,26),-1.94846 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.345429 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.320151 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.246619 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.361178 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0735295 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.379597 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.349758 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.22406 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0492059 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.79157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.815809 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.16444 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.14524 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.44593 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.3804 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.35711 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.48807 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.36048 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.51711 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.51463 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-1.97623 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.01554 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.80619 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.0998 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.04537 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.919159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.689503 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.64443 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.12362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.472497 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.37285 # DEPENDENCYPART_GRANDPAR
