# _root_ Quan ens movem al_voltant_del 3% , ¿ qui es recorda de l' època dels Pactes_de_la_Moncloa , amb un IPC que gairebé arribava al 30% ?
#goldHeads=3,3,10,3,4,3,10,10,10,0,10,13,11,13,14,17,13,19,17,22,22,19,22,23,10,
#predictedHeads=3,3,10,3,4,3,10,10,10,0,10,13,11,13,14,17,10,19,17,22,22,19,22,23,10,
(13,10),(10,9),-0.310525 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.11452 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.73523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.724557 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.03816 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.924371 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.896715 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.08555 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.728422 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.696347 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.09084 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-1.19477 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-1.31834 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.63639 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.482982 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.385395 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0621641 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.68334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.640826 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.986267 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.846727 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.816396 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.160468 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.684733 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.42329 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.31683 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.917578 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.114165 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.100879 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0973291 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0661138 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.126206 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.94209 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0505151 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.109724 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.196298 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.0501604 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.053738 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.42215 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.31693 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.17048 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.75531 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.102294 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.132619 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.892131 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.00553727 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.0339947 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.0258721 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.331969 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-1.3931 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-1.14143 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.550362 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.0952516 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.191103 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0231279 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.356176 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.0501599 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.0537312 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.312449 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.378969 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.100023 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.205952 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.412549 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-1.41843 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-1.5571 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-0.899356 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-1.27256 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-1.30543 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.840267 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.751889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.16997 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.0536021 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.159283 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.213482 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.100795 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.876856 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.0623575 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.0916576 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.301792 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.408661 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-1.16953 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),0.131423 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.366554 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.5196 # DEPENDENCYPART_GRANDPAR
(13,24),(24,14),0.111134 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.0279353 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.228141 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.193593 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.514439 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.192041 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.486994 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.089511 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.269734 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.185155 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.674604 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.153899 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.487122 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.37432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,16),-1.17163 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-1.14502 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.736519 # DEPENDENCYPART_GRANDPAR
(14,3),(3,21),-0.955085 # DEPENDENCYPART_GRANDPAR
(14,3),(3,22),-1.10802 # DEPENDENCYPART_GRANDPAR
(14,3),(3,23),-1.11893 # DEPENDENCYPART_GRANDPAR
(14,3),(3,24),-0.882219 # DEPENDENCYPART_GRANDPAR
(14,3),(3,25),-1.22959 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.374985 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.33708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,12),-1.31026 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.27989 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.325743 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0620371 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.217158 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.0122546 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.63985 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.21923 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.38937 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.967722 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.521576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.30516 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.811662 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.13984 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.317826 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.239342 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.453612 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.69886 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.44838 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.880807 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.577337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),-0.296946 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.293214 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.667791 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.222461 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.00694542 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.330855 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.0685588 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-1.10441 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.78821 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-1.04168 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-1.16811 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-1.53774 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-1.04159 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-1.3752 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.591153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.807828 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.0950071 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.266708 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.152025 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),1.1176 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.14987 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.246752 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.057531 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.40146 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0410093 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.740766 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.00538 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.14366 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.835047 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.561162 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.38043 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.547968 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.42644 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0872987 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.116385 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.0296257 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.0246483 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.976335 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.806 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.356222 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.219686 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.598849 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.139886 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0980713 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.120791 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0456682 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0195252 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0475014 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.0916495 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.0866817 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.0813684 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-1.16772 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-1.14033 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.948013 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.10333 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.969997 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.646127 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.679268 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.472681 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.691866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.55717 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.0331209 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0438847 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.732397 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.123929 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.199291 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.0243269 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.142615 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.0118932 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.206901 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.0130698 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.300493 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.314198 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),0.0570588 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.149281 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.185005 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),0.095112 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.113105 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.212237 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),0.447226 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.79123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,19),-0.472956 # DEPENDENCYPART_GRANDPAR
(17,3),(3,21),-0.631822 # DEPENDENCYPART_GRANDPAR
(17,3),(3,22),-0.735071 # DEPENDENCYPART_GRANDPAR
(17,3),(3,23),-0.968187 # DEPENDENCYPART_GRANDPAR
(17,3),(3,24),-0.858043 # DEPENDENCYPART_GRANDPAR
(17,3),(3,25),-1.1054 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.0170595 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.420489 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.0245023 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.261027 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.119978 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.173724 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.0360731 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.109741 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.100243 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.106065 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.217457 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.105287 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.451899 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.79124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.472964 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.631825 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.735091 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.9682 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.858046 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-1.1054 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.421638 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.263481 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.150932 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0776102 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0986285 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.309533 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.109547 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.19582 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.7147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,3),-0.37567 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.127977 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.24941 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.143625 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.292631 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.71274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.417217 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.585447 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.137668 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.186303 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.25849 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.98922 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.590157 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.414567 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.669921 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.937954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.91408 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.196027 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.396479 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.0682121 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.0174325 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.240801 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.123829 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.0866922 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.927821 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-1.34769 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.841543 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.788849 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-1.07842 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.749828 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-1.03333 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.547847 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.03315 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.655821 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.938408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,19),0.447734 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.85748 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.154863 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.0818974 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.0557898 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.295816 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.929599 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.401659 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.0915641 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.323687 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.506111 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.773204 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.58081 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-1.67446 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.404285 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.548982 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.787778 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.661305 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.472998 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.368088 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-1.05962 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.427306 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.632072 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.419564 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.271351 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.174679 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.564671 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.184354 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.244913 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),-0.0240197 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.56492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,21),-0.363817 # DEPENDENCYPART_GRANDPAR
(19,3),(3,22),-0.584177 # DEPENDENCYPART_GRANDPAR
(19,3),(3,23),-0.769472 # DEPENDENCYPART_GRANDPAR
(19,3),(3,24),-0.937454 # DEPENDENCYPART_GRANDPAR
(19,3),(3,25),-0.920026 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.662896 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.374567 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.438436 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.979728 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.520402 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.740555 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.48035 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.5388 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.174857 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.563194 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.184406 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.607301 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.248239 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.0241687 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.56492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-0.363817 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.584195 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.769482 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.937454 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.920026 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.420956 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.708047 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.348772 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.750276 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.485656 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.193201 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.519823 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.361836 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.181962 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.524336 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.746997 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.879377 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.522376 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.372527 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.194792 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.49323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,22),-0.450366 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.62467 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.759138 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.552486 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.333814 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.22685 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.422661 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0572162 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.49112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.305892 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.449228 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.682405 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.323232 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.726994 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.211953 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.117604 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.158048 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.62707 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.35463 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.3523 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.51475 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.28177 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-1.10465 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.54256 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.04964 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.58787 # DEPENDENCYPART_GRANDPAR
