# _root_ Escolti , jo no vull anar a rentar -me les mans , vull anar a orinar .
#goldHeads=0,5,5,5,1,5,6,7,8,11,8,5,5,13,14,15,1,
#predictedHeads=5,1,5,5,0,5,6,7,8,11,8,5,5,13,14,15,5,
(6,14),(14,7),-0.152936 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.229228 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0434688 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.361789 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0650039 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.248837 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0171966 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.217099 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.888712 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-1.23021 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0271518 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.917013 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-1.48816 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.45264 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-1.57914 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.71941 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.684496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.146122 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.201053 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.0457592 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.349514 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0674585 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.107551 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.277013 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0290893 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0851807 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.890931 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.141609 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0491507 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.261916 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.313266 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.314873 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.55 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),0.0366829 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.57127 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.877656 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-1.25641 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.899986 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.845187 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-1.09248 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.856552 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-1.70093 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0291881 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0367197 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.168753 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0467982 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.309972 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.55 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.0366829 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.57127 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.877656 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.25641 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.899986 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.845187 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.09248 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.856552 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.70093 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0241087 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0465439 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.179811 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0382267 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.273984 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.55086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.0346636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.57265 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.878506 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.25726 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.902005 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.847206 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.09335 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.858572 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.70178 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.970936 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.00797 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.04908 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.841239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.22739 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.29218 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.500046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.345131 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.147253 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.289674 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0980338 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.123725 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.22602 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.134889 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.821524 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0548465 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.427083 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0270714 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0693489 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.398581 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.940555 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.865536 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.00582 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.933031 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.12199 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.18621 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.663201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.02595 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.236667 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.505745 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.408594 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.115777 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.150407 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.280388 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.146191 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.929028 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0344423 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.970936 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.00797 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.04908 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.22739 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.29218 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.497692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.959433 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.42387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.539376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0764648 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.100128 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.132408 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.225682 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.143572 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.81805 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.972956 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.00882 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.05046 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.22941 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.2942 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.483381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.995902 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.439456 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.534228 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0949042 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0555097 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.165309 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0902754 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.834687 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.809247 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.305031 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.877707 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.970936 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.00797 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.04908 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.22739 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.29218 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.500046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.954531 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.416792 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.539335 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0767813 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.106831 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0141388 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.132116 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.042535 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.821524 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.156187 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.383845 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.161477 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.325341 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.141514 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.328479 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.89889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.32277 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.766974 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-1.41628 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-1.39421 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-1.04783 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.783531 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-1.23186 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-1.87198 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.298411 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.247595 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.113313 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0381137 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.219061 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.43841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,12),-1.08143 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.14262 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.20214 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0156074 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.580818 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.342756 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.101358 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.290224 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.89889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.32277 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.766974 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.41628 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.39421 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.04783 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.783531 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.23186 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.87198 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.247957 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0316379 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.605471 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.371909 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.43721 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.335293 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.89948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.323046 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.766986 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.41629 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.3948 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.04843 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.783563 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.23245 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.87199 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0716451 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.257646 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.159681 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.64094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.200606 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.646265 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.29988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.13626 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.788775 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.633156 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.973906 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.200492 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.454956 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.348265 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0116799 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0976778 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.942723 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.897286 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.01979 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.983034 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.07755 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.935041 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.638569 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.467378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.696045 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.477925 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.453762 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.271951 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0608528 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.185098 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.108304 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.911334 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.198734 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.28365 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.25776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.402 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.46392 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.32253 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.05324 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.706547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.705466 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.250849 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.321284 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0514314 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.00338454 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0137365 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.150346 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.767311 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.28424 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.25777 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.40228 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.46451 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.32313 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.05327 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.718529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.664936 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.208397 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.294076 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.227454 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0239257 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.196164 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.792418 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.0257 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.019852 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.847768 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.28365 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.25776 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.402 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.46392 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.32253 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.05324 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.746704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.662645 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.220672 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.291621 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.00233175 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.255629 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.133185 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0587715 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.794637 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.965803 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.733713 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.442335 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.980978 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.890686 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.807413 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.857413 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.41545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.190176 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.122506 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.854901 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.316666 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.189263 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.407164 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.474287 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0894173 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.05539 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.762178 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.552867 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.07056 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.980838 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.926082 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.947 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.27907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.328865 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.15485 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.146855 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.353718 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.17874 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.437757 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.581665 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.05597 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.762178 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.553132 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.07115 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.981422 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.926093 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.947584 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.27864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.33125 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.145177 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.87699 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.133537 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.464783 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.588284 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.971298 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.415121 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.737534 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.453859 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.512155 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.39153 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.272469 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0923371 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-1.09384 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.21266 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.06157 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.07509 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.17561 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.13236 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0974526 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.331238 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.618232 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.48378 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.325501 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.023878 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.254368 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.102506 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.77496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.511624 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-1.28844 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.944878 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.97324 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-1.20872 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-1.55096 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.194365 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.585781 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.48915 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.358806 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.157841 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.262691 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.356996 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.23392 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.157491 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.341763 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.72698 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.311953 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0128747 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.240819 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.118273 # DEPENDENCYPART_GRANDPAR
