# _root_ Aquesta primera edició de la Fira tindrà com_a escenari el municipi de l' Estany , però com en el cas de la Festa serà itinerant pels 10 municipis del Moianès , i se celebrarà sempre el primer cap de setmana de juny .
#goldHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,11,7,24,17,20,18,20,23,21,7,24,24,28,26,28,29,26,24,34,24,34,38,38,34,38,39,38,41,7,
#predictedHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,7,7,24,24,20,18,20,23,21,7,24,25,28,26,28,29,24,24,34,24,34,38,38,34,38,39,38,41,7,
(7,2),(7,6),-0.0306812 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0475889 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0308798 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0388503 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0672733 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0316203 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.00435732 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0260977 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0101595 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.00463098 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.00592476 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.0475115 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.0259333 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.0076037 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.0194455 # DEPENDENCYPART_SIBL
(7,2),(7,31),-0.00435732 # DEPENDENCYPART_SIBL
(7,2),(7,32),-0.0343127 # DEPENDENCYPART_SIBL
(7,2),(7,34),-0.00166525 # DEPENDENCYPART_SIBL
(7,2),(7,42),-0.0466723 # DEPENDENCYPART_SIBL
(7,2),(7,43),0.0156571 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0155358 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.169779 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.743247 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0289821 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0308352 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0115561 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00898962 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0230956 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0346907 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0905326 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.031306 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0353054 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0307073 # DEPENDENCYPART_SIBL
(7,3),(7,25),0.0271626 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0433409 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.00567527 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.033667 # DEPENDENCYPART_SIBL
(7,3),(7,31),0.0346907 # DEPENDENCYPART_SIBL
(7,3),(7,32),0.119761 # DEPENDENCYPART_SIBL
(7,3),(7,34),0.0311309 # DEPENDENCYPART_SIBL
(7,3),(7,42),0.0186917 # DEPENDENCYPART_SIBL
(7,3),(7,43),0.0615983 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.134464 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0154788 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0631787 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0698041 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0748489 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00810133 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0663013 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0130648 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0436387 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0530907 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0315316 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0294568 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0826449 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0604801 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.000268311 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0618329 # DEPENDENCYPART_SIBL
(7,4),(7,31),-0.0130648 # DEPENDENCYPART_SIBL
(7,4),(7,32),0.0254695 # DEPENDENCYPART_SIBL
(7,4),(7,34),-0.0135424 # DEPENDENCYPART_SIBL
(7,4),(7,42),-0.0595429 # DEPENDENCYPART_SIBL
(7,4),(7,43),0.00818991 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0304351 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00405888 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0255359 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0204187 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0368175 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0257382 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0327057 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00456517 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.117396 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0285862 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.0249249 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0183343 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0606329 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.0416888 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.0325465 # DEPENDENCYPART_SIBL
(7,5),(7,31),-0.0327057 # DEPENDENCYPART_SIBL
(7,5),(7,32),0.00278638 # DEPENDENCYPART_SIBL
(7,5),(7,34),-0.0316087 # DEPENDENCYPART_SIBL
(7,5),(7,42),0.0268904 # DEPENDENCYPART_SIBL
(7,5),(7,43),-0.0467085 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00508642 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0105608 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0298399 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0100766 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0183003 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0101802 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.034244 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0283627 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00269991 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.00538978 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0207102 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0195234 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0293942 # DEPENDENCYPART_SIBL
(7,6),(7,28),-0.00772897 # DEPENDENCYPART_SIBL
(7,6),(7,31),-0.0101802 # DEPENDENCYPART_SIBL
(7,6),(7,32),0.0186905 # DEPENDENCYPART_SIBL
(7,6),(7,34),-0.00502365 # DEPENDENCYPART_SIBL
(7,6),(7,42),-0.025411 # DEPENDENCYPART_SIBL
(7,6),(7,43),0.0113283 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0868038 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0801964 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.156354 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0788232 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.050025 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0573674 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0290416 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0377561 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.0385402 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0234017 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0188443 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0327549 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.0772188 # DEPENDENCYPART_SIBL
(7,8),(7,31),0.050025 # DEPENDENCYPART_SIBL
(7,8),(7,32),0.0624759 # DEPENDENCYPART_SIBL
(7,8),(7,34),0.0269336 # DEPENDENCYPART_SIBL
(7,8),(7,42),-0.00814414 # DEPENDENCYPART_SIBL
(7,8),(7,43),0.0463346 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.233607 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0942933 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.221964 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0180855 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00490996 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0645038 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0350729 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0569048 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.0385536 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0359345 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0371374 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.21537 # DEPENDENCYPART_SIBL
(7,9),(7,31),0.0180855 # DEPENDENCYPART_SIBL
(7,9),(7,32),0.0551906 # DEPENDENCYPART_SIBL
(7,9),(7,34),-0.034023 # DEPENDENCYPART_SIBL
(7,9),(7,42),-0.0231157 # DEPENDENCYPART_SIBL
(7,9),(7,43),0.0321404 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0708103 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.216402 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0204916 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00679435 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.062004 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0617738 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0511259 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0357684 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0550252 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.029786 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.209808 # DEPENDENCYPART_SIBL
(7,11),(7,31),0.0204916 # DEPENDENCYPART_SIBL
(7,11),(7,32),0.0565206 # DEPENDENCYPART_SIBL
(7,11),(7,34),-0.0282325 # DEPENDENCYPART_SIBL
(7,11),(7,42),-0.0181397 # DEPENDENCYPART_SIBL
(7,11),(7,43),0.0238327 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0369075 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0198769 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0566309 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0413551 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.204556 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.101798 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0993446 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.119947 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.091556 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.04083 # DEPENDENCYPART_SIBL
(7,12),(7,31),-0.0198769 # DEPENDENCYPART_SIBL
(7,12),(7,32),0.0671755 # DEPENDENCYPART_SIBL
(7,12),(7,34),-0.0244085 # DEPENDENCYPART_SIBL
(7,12),(7,42),-0.0695113 # DEPENDENCYPART_SIBL
(7,12),(7,43),0.00754416 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0196112 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00945617 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0599576 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0513462 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0480642 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0327647 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0522016 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.0289901 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.209217 # DEPENDENCYPART_SIBL
(7,14),(7,31),0.0196112 # DEPENDENCYPART_SIBL
(7,14),(7,32),0.0585019 # DEPENDENCYPART_SIBL
(7,14),(7,34),-0.0251773 # DEPENDENCYPART_SIBL
(7,14),(7,42),-0.0181444 # DEPENDENCYPART_SIBL
(7,14),(7,43),0.0293663 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.479891 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0450043 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0749004 # DEPENDENCYPART_SIBL
(7,15),(7,24),0.0981941 # DEPENDENCYPART_SIBL
(7,15),(7,25),0.0660029 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.0542078 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.253163 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.0876133 # DEPENDENCYPART_SIBL
(7,15),(7,31),0.023957 # DEPENDENCYPART_SIBL
(7,15),(7,32),0.36728 # DEPENDENCYPART_SIBL
(7,15),(7,34),0.090211 # DEPENDENCYPART_SIBL
(7,15),(7,42),0.0185022 # DEPENDENCYPART_SIBL
(7,15),(7,43),0.0629909 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0188226 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0642727 # DEPENDENCYPART_SIBL
(7,16),(7,24),0.595309 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.155105 # DEPENDENCYPART_SIBL
(7,16),(7,26),0.131907 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.215888 # DEPENDENCYPART_SIBL
(7,16),(7,28),0.175583 # DEPENDENCYPART_SIBL
(7,16),(7,31),0.0363862 # DEPENDENCYPART_SIBL
(7,16),(7,32),-0.0951036 # DEPENDENCYPART_SIBL
(7,16),(7,34),0.637359 # DEPENDENCYPART_SIBL
(7,16),(7,42),0.132628 # DEPENDENCYPART_SIBL
(7,16),(7,43),0.180404 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.114707 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0592526 # DEPENDENCYPART_SIBL
(7,17),(7,25),0.043784 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.131885 # DEPENDENCYPART_SIBL
(7,17),(7,27),0.140906 # DEPENDENCYPART_SIBL
(7,17),(7,28),0.0314225 # DEPENDENCYPART_SIBL
(7,17),(7,31),0.053114 # DEPENDENCYPART_SIBL
(7,17),(7,32),-0.108722 # DEPENDENCYPART_SIBL
(7,17),(7,34),-0.0176108 # DEPENDENCYPART_SIBL
(7,17),(7,42),0.0687573 # DEPENDENCYPART_SIBL
(7,17),(7,43),0.0416301 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0620066 # DEPENDENCYPART_SIBL
(7,18),(7,25),-0.00493461 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.0400626 # DEPENDENCYPART_SIBL
(7,18),(7,27),-0.035451 # DEPENDENCYPART_SIBL
(7,18),(7,28),0.078983 # DEPENDENCYPART_SIBL
(7,18),(7,31),0.0885425 # DEPENDENCYPART_SIBL
(7,18),(7,32),0.12086 # DEPENDENCYPART_SIBL
(7,18),(7,34),0.0171131 # DEPENDENCYPART_SIBL
(7,18),(7,42),0.00755059 # DEPENDENCYPART_SIBL
(7,18),(7,43),0.0571555 # DEPENDENCYPART_SIBL
(7,24),(7,25),-0.0131189 # DEPENDENCYPART_SIBL
(7,24),(7,26),0.0508049 # DEPENDENCYPART_SIBL
(7,24),(7,27),-0.0162223 # DEPENDENCYPART_SIBL
(7,24),(7,28),0.0365547 # DEPENDENCYPART_SIBL
(7,24),(7,31),0.0162929 # DEPENDENCYPART_SIBL
(7,24),(7,32),0.0697683 # DEPENDENCYPART_SIBL
(7,24),(7,34),-0.0475753 # DEPENDENCYPART_SIBL
(7,24),(7,42),0.00693566 # DEPENDENCYPART_SIBL
(7,24),(7,43),0.0537842 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.0462892 # DEPENDENCYPART_SIBL
(7,25),(7,27),-0.0567015 # DEPENDENCYPART_SIBL
(7,25),(7,28),-0.0249181 # DEPENDENCYPART_SIBL
(7,25),(7,31),-0.000720365 # DEPENDENCYPART_SIBL
(7,25),(7,32),0.0322506 # DEPENDENCYPART_SIBL
(7,25),(7,34),-0.0141822 # DEPENDENCYPART_SIBL
(7,25),(7,42),-0.0565985 # DEPENDENCYPART_SIBL
(7,25),(7,43),0.0297909 # DEPENDENCYPART_SIBL
(7,26),(7,27),-0.0264638 # DEPENDENCYPART_SIBL
(7,26),(7,28),0.0297661 # DEPENDENCYPART_SIBL
(7,26),(7,31),0.0639899 # DEPENDENCYPART_SIBL
(7,26),(7,32),0.0793286 # DEPENDENCYPART_SIBL
(7,26),(7,34),0.0202224 # DEPENDENCYPART_SIBL
(7,26),(7,42),-0.0108638 # DEPENDENCYPART_SIBL
(7,26),(7,43),0.0256065 # DEPENDENCYPART_SIBL
(7,27),(7,28),0.0323991 # DEPENDENCYPART_SIBL
(7,27),(7,31),0.0593287 # DEPENDENCYPART_SIBL
(7,27),(7,32),0.122298 # DEPENDENCYPART_SIBL
(7,27),(7,34),0.00327564 # DEPENDENCYPART_SIBL
(7,27),(7,42),0.0347007 # DEPENDENCYPART_SIBL
(7,27),(7,43),0.0527001 # DEPENDENCYPART_SIBL
(7,28),(7,31),0.0700363 # DEPENDENCYPART_SIBL
(7,28),(7,32),0.0759372 # DEPENDENCYPART_SIBL
(7,28),(7,34),-0.0222368 # DEPENDENCYPART_SIBL
(7,28),(7,42),-0.00934155 # DEPENDENCYPART_SIBL
(7,28),(7,43),0.0543823 # DEPENDENCYPART_SIBL
(7,31),(7,32),0.36728 # DEPENDENCYPART_SIBL
(7,31),(7,34),0.090211 # DEPENDENCYPART_SIBL
(7,31),(7,42),0.0185022 # DEPENDENCYPART_SIBL
(7,31),(7,43),0.0629909 # DEPENDENCYPART_SIBL
(7,32),(7,34),0.653595 # DEPENDENCYPART_SIBL
(7,32),(7,42),0.109956 # DEPENDENCYPART_SIBL
(7,32),(7,43),0.0846895 # DEPENDENCYPART_SIBL
(7,34),(7,42),0.00698906 # DEPENDENCYPART_SIBL
(7,34),(7,43),0.0303123 # DEPENDENCYPART_SIBL
(7,42),(7,43),0.0143321 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0807767 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0867031 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0847709 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.231797 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0341186 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00819967 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.180019 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.825647 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0505484 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.128988 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0412192 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0179477 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00572375 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0464708 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.142415 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0370227 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0218365 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.000690131 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0477039 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.153961 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.097059 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.146712 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.295717 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0750131 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.331066 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0283678 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.574009 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.532357 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0272934 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0143964 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0610345 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0167143 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.05976 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0224599 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.074596 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0175512 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0509833 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0870012 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0373997 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.114654 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0118032 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0870702 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0212813 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0932679 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0301327 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.335127 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.027556 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00771064 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.171997 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0612968 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.188978 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0783637 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0641407 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0027787 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0251681 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0360705 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00292692 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0839589 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0125809 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0641407 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.00591055 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0235311 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.0282191 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.0277612 # DEPENDENCYPART_SIBL
(11,3),(11,28),-0.00579422 # DEPENDENCYPART_SIBL
(11,3),(11,29),-0.0138533 # DEPENDENCYPART_SIBL
(11,3),(11,34),-0.0136614 # DEPENDENCYPART_SIBL
(11,3),(11,38),-0.00822009 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0152661 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0152995 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0740809 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0187232 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0964062 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0539546 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00314843 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0195527 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00282101 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0607203 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0308052 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0143141 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0539546 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.000649064 # DEPENDENCYPART_SIBL
(11,4),(11,24),-0.0311627 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.0793657 # DEPENDENCYPART_SIBL
(11,4),(11,27),-0.0194469 # DEPENDENCYPART_SIBL
(11,4),(11,28),-0.00926732 # DEPENDENCYPART_SIBL
(11,4),(11,29),0.00544228 # DEPENDENCYPART_SIBL
(11,4),(11,34),-0.0131532 # DEPENDENCYPART_SIBL
(11,4),(11,38),0.0180439 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.00117928 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0866706 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0165675 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.776637 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.112062 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0618614 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0225143 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0508823 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.253558 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0450985 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0411663 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.112062 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.0551761 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0536536 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0466436 # DEPENDENCYPART_SIBL
(11,5),(11,27),0.0341529 # DEPENDENCYPART_SIBL
(11,5),(11,28),0.054315 # DEPENDENCYPART_SIBL
(11,5),(11,29),0.183614 # DEPENDENCYPART_SIBL
(11,5),(11,34),0.042491 # DEPENDENCYPART_SIBL
(11,5),(11,38),0.0697252 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0485225 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.166821 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0976778 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0651435 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0310916 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00930903 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.00475927 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0036046 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.108223 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0354484 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0651435 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0349419 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.116708 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.122927 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.0286963 # DEPENDENCYPART_SIBL
(11,7),(11,28),-0.0281678 # DEPENDENCYPART_SIBL
(11,7),(11,29),-0.0820061 # DEPENDENCYPART_SIBL
(11,7),(11,34),-0.108141 # DEPENDENCYPART_SIBL
(11,7),(11,38),-0.0160161 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0440942 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0540346 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0900416 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0261993 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0310027 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0348477 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.01123 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0747433 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0151749 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0900416 # DEPENDENCYPART_SIBL
