# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,24,22,29,27,9,
(1,9),(9,25),-0.759831 # DEPENDENCYPART_GRANDPAR
(1,9),(9,26),-0.619231 # DEPENDENCYPART_GRANDPAR
(1,9),(9,27),-0.897977 # DEPENDENCYPART_GRANDPAR
(1,9),(9,29),-1.66313 # DEPENDENCYPART_GRANDPAR
(1,9),(9,30),-1.11819 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.842364 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.64297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.989192 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.497867 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.771271 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.726663 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.767098 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.31409 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.41562 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.01888 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.870105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.2968 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.134631 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0900228 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.137686 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.218101 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.08485 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.521119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.300258 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0565475 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.234163 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0119396 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.460381 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0597247 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.339214 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.0615635 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.569183 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.494082 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.4528 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.595609 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),0.0908821 # DEPENDENCYPART_GRANDPAR
(2,4),(4,30),-1.94405 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.039 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.21335 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0347984 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.271727 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.19424 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0749892 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.08485 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.525314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.253975 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.636813 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.346387 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.132992 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.474346 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0551537 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.353179 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.0380739 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.57313 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.466765 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),0.086311 # DEPENDENCYPART_GRANDPAR
(2,6),(6,30),-1.9628 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.124417 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.19424 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0749892 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.620889 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0715345 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.60692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.64803 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.967923 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.03438 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.887073 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.04632 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-1.20024 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0735611 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.61916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.719709 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.01204 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.14458 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.0785 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.08558 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.2395 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.932004 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.681759 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.766034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.210648 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.396584 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.27711 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.317509 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.194416 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.517675 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.172109 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.0541045 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.374599 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.529558 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.52852 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.348967 # DEPENDENCYPART_GRANDPAR
(3,4),(4,30),-0.67612 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.950962 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.984623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.229287 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.313458 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.152132 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0897385 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.390407 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.152132 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0897385 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.949267 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.832592 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.834807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.167328 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.318193 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.276859 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.384655 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.207487 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.474981 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.268789 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.427081 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.0514403 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.397452 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.485787 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.551373 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.387947 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.544256 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-0.180202 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-0.494052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-0.268174 # DEPENDENCYPART_GRANDPAR
(3,9),(9,29),-0.475273 # DEPENDENCYPART_GRANDPAR
(3,9),(9,30),-0.724747 # DEPENDENCYPART_GRANDPAR
(3,18),(18,4),0.21422 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.123603 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.0100529 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.0292089 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.272124 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.523315 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.343632 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.348998 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.557341 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.298156 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.523446 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.314435 # DEPENDENCYPART_GRANDPAR
(3,18),(18,30),-0.6688 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0824285 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.827761 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.37258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.415527 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.543229 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.658457 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.71973 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.80562 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.973243 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.859276 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.4786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.487789 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.618091 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.61549 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.786792 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.872682 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.610436 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.107973 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.3705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.366573 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.494275 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.657608 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.984771 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.154845 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0580886 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.602174 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.173262 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.838562 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.106565 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.101097 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.640083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0251651 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.644103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.334893 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.137422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.477941 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0555316 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0383235 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.32992 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.290071 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.22173 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.298091 # DEPENDENCYPART_GRANDPAR
(4,6),(6,30),-1.60409 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.469579 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.838562 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.106565 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.640083 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0251651 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.33777 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.210068 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0638565 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.328596 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.208136 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.306415 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.205542 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.931207 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.103708 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.55166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.358857 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.27642 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.231155 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.477654 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.184617 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.316878 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.165937 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.392482 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.11685 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0748356 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.0309598 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.086897 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.222799 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.242213 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),0.0655786 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.433784 # DEPENDENCYPART_GRANDPAR
(4,9),(9,29),-0.0844534 # DEPENDENCYPART_GRANDPAR
(4,9),(9,30),-1.61093 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.101097 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.640082 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.64271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.335476 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.207774 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.108642 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.297719 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.339646 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.382634 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.0227203 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.301188 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.0906929 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.218053 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),0.00480314 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.3014 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.317509 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.353704 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.0986555 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),-0.565015 # DEPENDENCYPART_GRANDPAR
(4,11),(11,30),-1.59388 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.306102 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.416682 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.352595 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0375084 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),0.175909 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.123398 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.203685 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),0.422634 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.00418534 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0105421 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.146009 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.0753477 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.253728 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.29364 # DEPENDENCYPART_GRANDPAR
(4,15),(15,27),-0.501255 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.203967 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.64104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,12),-0.133393 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.225508 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.227105 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.400544 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),0.00650553 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.298502 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.276953 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.35237 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.437361 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.0973212 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.541277 # DEPENDENCYPART_GRANDPAR
(4,18),(18,30),-1.59235 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.205545 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.931209 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.545546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,6),0.282534 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),0.171613 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),0.0705404 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.143649 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),0.0485229 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),0.245115 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),0.204096 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),0.145656 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.19225 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.118207 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),0.159113 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.632413 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.309158 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.204275 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.268205 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),0.0841033 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.463501 # DEPENDENCYPART_GRANDPAR
(4,22),(22,29),-0.0894688 # DEPENDENCYPART_GRANDPAR
(4,22),(22,30),-1.60688 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0420538 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.477887 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.447802 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.67297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.800206 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.939988 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.14096 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.32528 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.366307 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.255275 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.465895 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.61433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.741563 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.921765 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.925863 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.12333 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.837389 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.30398 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.38494 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.555311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.206535 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.408623 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.117737 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.549065 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.388219 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.554114 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.411389 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.246905 # DEPENDENCYPART_GRANDPAR
(5,6),(6,30),-1.73193 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.777281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.128517 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.097901 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.837398 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.30399 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.551886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.320877 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.148339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.407241 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.415876 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.277507 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.13702 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.01162 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.30088 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.42657 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.768615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.496304 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.104148 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.107959 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.270683 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.376757 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0577729 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.461521 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.271317 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.128914 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.455635 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.255618 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.321978 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.345846 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.43811 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.300744 # DEPENDENCYPART_GRANDPAR
(5,9),(9,29),-0.204157 # DEPENDENCYPART_GRANDPAR
(5,9),(9,30),-1.6591 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.137768 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.106294 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.477647 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.203436 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.317626 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.732479 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.675362 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.535423 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.943229 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0637352 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.688591 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.3079 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.44961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.389901 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.742381 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.602441 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.640297 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0704678 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.558704 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.141347 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.268671 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.731629 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.01986 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.661347 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.103639 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0215414 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.269872 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.35746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
