# _root_ ' Carpe_Diem ' és un homenatge a la vida : ' aprofita el temps al màxim , que la vida sigui extraordinària , que cada moment sigui únic ' .
#goldHeads=2,4,2,0,6,4,6,9,7,12,12,6,14,12,12,15,12,21,20,21,12,21,12,27,26,27,12,27,12,4,
#predictedHeads=2,4,2,0,6,4,6,9,7,12,12,4,14,12,12,15,21,21,20,21,12,21,27,27,26,27,21,27,12,4,
(4,15),(4,20),-0.0465581 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0692698 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.0219019 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.0333164 # DEPENDENCYPART_SIBL
(4,15),(4,26),-0.0427704 # DEPENDENCYPART_SIBL
(4,15),(4,27),-0.0692698 # DEPENDENCYPART_SIBL
(4,15),(4,28),-0.0289918 # DEPENDENCYPART_SIBL
(4,15),(4,29),-0.0815842 # DEPENDENCYPART_SIBL
(4,15),(4,30),-0.0239723 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0455694 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.0309893 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.0424594 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0159439 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.0549153 # DEPENDENCYPART_SIBL
(4,17),(4,26),-0.0248812 # DEPENDENCYPART_SIBL
(4,17),(4,27),-0.0424594 # DEPENDENCYPART_SIBL
(4,17),(4,28),-0.0196855 # DEPENDENCYPART_SIBL
(4,17),(4,29),-0.0520937 # DEPENDENCYPART_SIBL
(4,17),(4,30),-0.0707313 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.00722639 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0953915 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.00474001 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0689353 # DEPENDENCYPART_SIBL
(4,18),(4,26),0.00504909 # DEPENDENCYPART_SIBL
(4,18),(4,27),-0.0953915 # DEPENDENCYPART_SIBL
(4,18),(4,28),0.00277837 # DEPENDENCYPART_SIBL
(4,18),(4,29),-0.0461388 # DEPENDENCYPART_SIBL
(4,18),(4,30),-0.113953 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.163752 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.0497574 # DEPENDENCYPART_SIBL
(4,20),(4,23),-0.0270949 # DEPENDENCYPART_SIBL
(4,20),(4,26),-0.180331 # DEPENDENCYPART_SIBL
(4,20),(4,27),-0.163752 # DEPENDENCYPART_SIBL
(4,20),(4,28),-0.0519083 # DEPENDENCYPART_SIBL
(4,20),(4,29),-0.0421962 # DEPENDENCYPART_SIBL
(4,20),(4,30),-0.0296838 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.00174173 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0128181 # DEPENDENCYPART_SIBL
(4,21),(4,26),0.0799404 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.116027 # DEPENDENCYPART_SIBL
(4,21),(4,28),-0.00397495 # DEPENDENCYPART_SIBL
(4,21),(4,29),0.0432567 # DEPENDENCYPART_SIBL
(4,21),(4,30),-0.017369 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0560719 # DEPENDENCYPART_SIBL
(4,22),(4,26),-0.0419189 # DEPENDENCYPART_SIBL
(4,22),(4,27),-0.0635756 # DEPENDENCYPART_SIBL
(4,22),(4,28),-0.19067 # DEPENDENCYPART_SIBL
(4,22),(4,29),0.0156381 # DEPENDENCYPART_SIBL
(4,22),(4,30),-0.0151753 # DEPENDENCYPART_SIBL
(4,23),(4,26),-0.0248812 # DEPENDENCYPART_SIBL
(4,23),(4,27),-0.0424594 # DEPENDENCYPART_SIBL
(4,23),(4,28),-0.0196855 # DEPENDENCYPART_SIBL
(4,23),(4,29),-0.0520937 # DEPENDENCYPART_SIBL
(4,23),(4,30),-0.0707313 # DEPENDENCYPART_SIBL
(4,26),(4,27),-0.202492 # DEPENDENCYPART_SIBL
(4,26),(4,28),-0.088806 # DEPENDENCYPART_SIBL
(4,26),(4,29),-0.0937939 # DEPENDENCYPART_SIBL
(4,26),(4,30),-0.0951675 # DEPENDENCYPART_SIBL
(4,27),(4,28),-0.00397495 # DEPENDENCYPART_SIBL
(4,27),(4,29),0.0432567 # DEPENDENCYPART_SIBL
(4,27),(4,30),-0.017369 # DEPENDENCYPART_SIBL
(4,28),(4,29),0.0207559 # DEPENDENCYPART_SIBL
(4,28),(4,30),-0.00631668 # DEPENDENCYPART_SIBL
(4,29),(4,30),-0.0703646 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.3954 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.318285 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.413045 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.037534 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0655977 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.352656 # DEPENDENCYPART_SIBL
(6,3),(6,11),1.17033 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0271612 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.115607 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.123096 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0173907 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0566869 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0655977 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0575067 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0565041 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0566869 # DEPENDENCYPART_SIBL
(6,3),(6,26),0.0753747 # DEPENDENCYPART_SIBL
(6,3),(6,30),0.149715 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.32173 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0586998 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0313311 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0320132 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.046579 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.081433 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0153733 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.089518 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0016665 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.126058 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0313311 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0977088 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0899464 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.126058 # DEPENDENCYPART_SIBL
(6,4),(6,26),-0.0328441 # DEPENDENCYPART_SIBL
(6,4),(6,30),0.0810678 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.108277 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00314858 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0275269 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0487437 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.127328 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0227872 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0793782 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0154486 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.28268 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00314858 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.144456 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.137319 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.28268 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0220586 # DEPENDENCYPART_SIBL
(6,5),(6,30),0.16362 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.109733 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0436402 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0334357 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0330653 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.113742 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.152914 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0614204 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0373646 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.109733 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.00130501 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.078093 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0373646 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.0926969 # DEPENDENCYPART_SIBL
(6,7),(6,30),0.250173 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0340624 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00526376 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00814112 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0207221 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0311588 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0311568 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.160584 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.000835708 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0372386 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0194669 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.160584 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0145225 # DEPENDENCYPART_SIBL
(6,9),(6,30),-0.013073 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.177726 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0802869 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.013751 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0994317 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.132158 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.174332 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0290902 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.101241 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0694568 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.174332 # DEPENDENCYPART_SIBL
(6,10),(6,26),-0.0287427 # DEPENDENCYPART_SIBL
(6,10),(6,30),-0.104138 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0478791 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.103744 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0762071 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0101307 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0101435 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0883254 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0260028 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0519631 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0101435 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.0887563 # DEPENDENCYPART_SIBL
(6,11),(6,30),-0.006321 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0736537 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0418646 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.077305 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00740585 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0262563 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0757287 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0113227 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.00740585 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0282504 # DEPENDENCYPART_SIBL
(6,12),(6,30),0.0462575 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0261994 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0696543 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.144132 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0200885 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0210249 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0271114 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.144132 # DEPENDENCYPART_SIBL
(6,14),(6,26),0.0354467 # DEPENDENCYPART_SIBL
(6,14),(6,30),0.00898403 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0741193 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0808382 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00847723 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0438775 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0163514 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0808382 # DEPENDENCYPART_SIBL
(6,15),(6,26),0.0013936 # DEPENDENCYPART_SIBL
(6,15),(6,30),0.158214 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0636063 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.411252 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0355665 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0326563 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0636063 # DEPENDENCYPART_SIBL
(6,17),(6,26),0.412766 # DEPENDENCYPART_SIBL
(6,17),(6,30),0.0493057 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0419569 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.155496 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.00274518 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.21316 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0325637 # DEPENDENCYPART_SIBL
(6,18),(6,30),-0.0882719 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0372386 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0194669 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.160584 # DEPENDENCYPART_SIBL
(6,20),(6,26),0.0145225 # DEPENDENCYPART_SIBL
(6,20),(6,30),-0.013073 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.00413371 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0281721 # DEPENDENCYPART_SIBL
(6,21),(6,26),0.0313693 # DEPENDENCYPART_SIBL
(6,21),(6,30),0.0221575 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0945196 # DEPENDENCYPART_SIBL
(6,22),(6,26),-0.00277701 # DEPENDENCYPART_SIBL
(6,22),(6,30),-0.0243773 # DEPENDENCYPART_SIBL
(6,24),(6,26),0.0325637 # DEPENDENCYPART_SIBL
(6,24),(6,30),-0.0882719 # DEPENDENCYPART_SIBL
(6,26),(6,30),-0.00354913 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.32683 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.356183 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0476423 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0519683 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00450042 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.223242 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0357672 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.115677 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0189092 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0906156 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0513066 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0347442 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0376395 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.508139 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0700314 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.320309 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.313336 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.184975 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0866315 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.224593 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0431955 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0345987 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0837744 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0187969 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.117211 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0280512 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0828361 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.765552 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0221167 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0024931 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.096533 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00724226 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.289621 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0718537 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0198677 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0558099 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.021963 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0118536 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.000747565 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.109407 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0786125 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0565228 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00425293 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0240551 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0210598 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0984065 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0615106 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0581208 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0602732 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0795622 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.324709 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.214982 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.11172 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0731543 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.212808 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0164444 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0443376 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.048622 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0558788 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0172246 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.162247 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0284447 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.170192 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0596148 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.00975511 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.00501036 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0689437 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0329994 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.217536 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.170192 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0439411 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0815317 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0476006 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.00804357 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.065587 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0054007 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0997428 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0183656 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.00804357 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.065587 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.0169803 # DEPENDENCYPART_SIBL
(12,1),(12,27),0.0997428 # DEPENDENCYPART_SIBL
(12,1),(12,28),-0.0284686 # DEPENDENCYPART_SIBL
(12,1),(12,29),0.797209 # DEPENDENCYPART_SIBL
(12,1),(12,30),-0.0233811 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0191208 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0470974 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.738671 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.00815778 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.162743 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.732982 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.306126 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0191208 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0338001 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0126076 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0553584 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0222107 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.10333 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0138359 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0183247 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.00944014 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0222107 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.10333 # DEPENDENCYPART_SIBL
(12,2),(12,26),-0.0618793 # DEPENDENCYPART_SIBL
(12,2),(12,27),0.0183247 # DEPENDENCYPART_SIBL
(12,2),(12,28),-0.0130979 # DEPENDENCYPART_SIBL
(12,2),(12,29),-0.00882604 # DEPENDENCYPART_SIBL
(12,2),(12,30),0.0256978 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0596148 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.00975511 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.00501036 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0689437 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0329994 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.217536 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.170192 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0439411 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0815317 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0476006 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00804357 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.065587 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0054007 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0997428 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0183656 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.00804357 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.065587 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.0169803 # DEPENDENCYPART_SIBL
(12,3),(12,27),0.0997428 # DEPENDENCYPART_SIBL
(12,3),(12,28),-0.0284686 # DEPENDENCYPART_SIBL
(12,3),(12,29),0.797209 # DEPENDENCYPART_SIBL
(12,3),(12,30),-0.0233811 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0371359 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.00494835 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0704121 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0311682 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0835168 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0164709 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0993684 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0479251 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.160973 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.055039 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.20681 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.11489 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0795058 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0361996 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.055039 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.20681 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0987224 # DEPENDENCYPART_SIBL
(12,4),(12,27),-0.0795058 # DEPENDENCYPART_SIBL
(12,4),(12,28),-0.0407517 # DEPENDENCYPART_SIBL
(12,4),(12,29),-0.0355294 # DEPENDENCYPART_SIBL
(12,4),(12,30),0.0317669 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.00941776 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.163123 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.733363 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.306507 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0195011 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0365618 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0163406 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0581201 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0298382 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.106962 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0165536 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0140805 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0128637 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0298382 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.106962 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.064641 # DEPENDENCYPART_SIBL
(12,6),(12,27),0.0140805 # DEPENDENCYPART_SIBL
(12,6),(12,28),-0.0165215 # DEPENDENCYPART_SIBL
(12,6),(12,29),-0.0218492 # DEPENDENCYPART_SIBL
(12,6),(12,30),0.0193362 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.102911 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0275297 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.138824 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0138929 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0345708 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0427814 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.082951 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0290563 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.100461 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0171749 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0235011 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0508797 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0290563 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.100461 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.0386745 # DEPENDENCYPART_SIBL
(12,7),(12,27),0.0235011 # DEPENDENCYPART_SIBL
(12,7),(12,28),-0.0605433 # DEPENDENCYPART_SIBL
(12,7),(12,29),-0.0423324 # DEPENDENCYPART_SIBL
(12,7),(12,30),0.00202119 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0348361 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.023533 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.160079 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0174402 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0692821 # DEPENDENCYPART_SIBL
