# _root_ ' Si fa falta un estudi , que no vingui a_canvi_de vendre l' aigua ' perquè ' aquest estudi arribarà tard ' , ha dit Castellà .
#goldHeads=10,3,10,3,6,3,3,10,10,25,10,11,14,12,10,20,20,19,20,10,20,20,10,25,0,25,25,
#predictedHeads=3,3,25,3,6,4,10,10,10,3,10,11,14,12,20,20,20,19,20,25,20,20,20,25,0,25,25,
(4,7),(4,10),-0.0538183 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.0497385 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.12364 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0954729 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0474352 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.193112 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.195734 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0349987 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.1775 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0728869 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0277113 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0338357 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0348751 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0120221 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0120221 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0356823 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0317514 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.106604 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.345871 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.951391 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00121019 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.193118 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.176702 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.167998 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0700562 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0107692 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0107692 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.076686 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0847823 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.00868687 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00896997 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00233568 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.119757 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00794293 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00415058 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.022782 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0327279 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0327279 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0106154 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0275222 # DEPENDENCYPART_SIBL
(6,4),(6,27),-0.061239 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0581752 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.256429 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.205296 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.185728 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0198346 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0850886 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0850886 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0117233 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.171227 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.197143 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0340433 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0272116 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0250428 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.385077 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0388822 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0388822 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.460005 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0101113 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.0157553 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.124101 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.12597 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.000670541 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.118496 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.118496 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0300737 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0587338 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.110379 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0508659 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.00355117 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0335757 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0335757 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0306895 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0374792 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.0224657 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00401784 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0425235 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0425235 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0382585 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0405985 # DEPENDENCYPART_SIBL
(6,12),(6,27),0.0280972 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.025789 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.025789 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00728408 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.00825415 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.0407532 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.15287 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.114041 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0141273 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0300108 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.114041 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0141273 # DEPENDENCYPART_SIBL
(6,17),(6,27),-0.0300108 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0337598 # DEPENDENCYPART_SIBL
(6,19),(6,27),0.0142609 # DEPENDENCYPART_SIBL
(6,21),(6,27),0.107487 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.238586 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.444363 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.232971 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0525603 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0100909 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0216924 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.405222 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.313199 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.095867 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0212258 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0513997 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0501916 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.777716 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.07184 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.777716 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0178872 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0425673 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.00802765 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.777716 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0410218 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.0379289 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0428748 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0906551 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.223902 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.228325 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.358043 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.65961 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.129565 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0208642 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0179063 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0800024 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0724939 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0224336 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0724939 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0246525 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.033746 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0482081 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.0724939 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.458562 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0331378 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.227708 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0629182 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0535735 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.179019 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.34338 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00174208 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0803868 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0181418 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0278962 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0545923 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.187427 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0545923 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0955787 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0496134 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0650312 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0545923 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0676809 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0598014 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.0219389 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.738701 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.490802 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.674744 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0883295 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0520549 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0400378 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00982042 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0291353 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0417681 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0291353 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0204447 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0214996 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0197203 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0291353 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0510117 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.0305451 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.00111372 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.500937 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.685844 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0853551 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0269901 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0174445 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.020166 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0309526 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0563757 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0309526 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0504311 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00109371 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.00576808 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0309526 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0642033 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.00795183 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0129346 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.503211 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00873521 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0416146 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00954254 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0436762 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0698977 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.116135 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0698977 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0383877 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00291782 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0179336 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0698977 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.182963 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.00640672 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.4831 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.227983 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.089658 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0218606 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0824652 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0112279 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0134057 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0112279 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0155627 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0119208 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0144674 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0112279 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.032922 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0026566 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.542909 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0492567 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.161827 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0913628 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0866776 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.112459 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0866776 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0518997 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0947402 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0105839 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0866776 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0714055 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0953647 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.00245778 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00913085 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0108712 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0052266 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.120597 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0052266 # DEPENDENCYPART_SIBL
(10,11),(10,19),7.19371e-05 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0291015 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.063498 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0052266 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0062337 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0360713 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.0130307 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0138872 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0171131 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0891384 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0171131 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0204165 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0354217 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0133224 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0171131 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.025463 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0640384 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.0221864 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0501506 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.146785 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0501506 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.270442 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0218379 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0339574 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0501506 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0422319 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.0404697 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.0412377 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.120864 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0869909 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0189266 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.00477982 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.00492133 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0869909 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0208588 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0323645 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.047469 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.124963 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0501745 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0143075 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0824125 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.124963 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.175176 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0597824 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.150943 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0189266 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.00477982 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.00492133 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0869909 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0208588 # DEPENDENCYPART_SIBL
(10,17),(10,25),-0.0323645 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.047469 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0192956 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.00679931 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.00284805 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.000278858 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.000663765 # DEPENDENCYPART_SIBL
(10,19),(10,27),0.00610807 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.00131491 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.00422434 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.000562315 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.0431596 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.00134368 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.035501 # DEPENDENCYPART_SIBL
(10,21),(10,23),0.0389796 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.00850853 # DEPENDENCYPART_SIBL
(10,21),(10,27),0.0332847 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.0208588 # DEPENDENCYPART_SIBL
(10,22),(10,25),-0.0323645 # DEPENDENCYPART_SIBL
(10,22),(10,27),-0.047469 # DEPENDENCYPART_SIBL
(10,23),(10,25),-0.00338341 # DEPENDENCYPART_SIBL
(10,23),(10,27),-0.0796905 # DEPENDENCYPART_SIBL
(10,25),(10,27),0.0440162 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.239984 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.353245 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.288262 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0454504 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0203379 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.765092 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0178798 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.765092 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0595442 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0918669 # DEPENDENCYPART_SIBL
(11,1),(11,25),0.0419054 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.254226 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.153102 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0245321 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00597945 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0339653 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.139598 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0339653 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.00737994 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.124291 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0215362 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.220119 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.16127 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.190806 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.166977 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.247877 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.166977 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0518746 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0984932 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.149028 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0161794 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0966562 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0467547 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0333207 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0467547 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.00108212 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0278848 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.00600518 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.311233 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0414579 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00604233 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0414579 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0260882 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0780337 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.295216 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.027041 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.129313 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.027041 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.272071 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0620545 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.388298 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0252188 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.159474 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.026163 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.139824 # DEPENDENCYPART_SIBL
(11,15),(11,25),-0.0596399 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00073672 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0816456 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0485018 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.0558521 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.026163 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.139824 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0596399 # DEPENDENCYPART_SIBL
(11,21),(11,23),-3.22781e-05 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.186649 # DEPENDENCYPART_SIBL
(11,23),(11,25),-0.069548 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.224217 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.05206 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0106801 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0211032 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.403526 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.307486 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0965397 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0935235 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0338224 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0467373 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.779518 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0662277 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.779518 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0213414 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0453417 # DEPENDENCYPART_SIBL
(12,1),(12,21),9.0159e-05 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.779518 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0332929 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0535908 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.0407033 # DEPENDENCYPART_SIBL
(12,1),(12,26),-0.00734541 # DEPENDENCYPART_SIBL
(12,1),(12,27),-0.0450572 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0955566 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.219826 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.22425 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.360084 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.659773 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.126063 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00715657 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0133287 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0757863 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0702824 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0281096 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0702824 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0204363 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0308238 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0408057 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0702824 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.468174 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0275281 # DEPENDENCYPART_SIBL
(12,2),(12,25),-0.0302155 # DEPENDENCYPART_SIBL
