# _root_ ' El moviment denuncia l' especulació , els desallotjaments , les polítiques de criminalització i la violència policial exercida contra el moviment okupa .
#goldHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
#predictedHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
(9,14),(14,7),-0.434104 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.54005 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.810294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.210458 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0388698 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.017619 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0708236 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.253997 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.161206 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.156934 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.254669 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.0976257 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.240592 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.17272 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.01832 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.434104 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.810787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.209129 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.0400268 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0171259 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0710841 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.221008 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.675029 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.161149 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.258884 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.0885963 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.243639 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.175766 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-1.01708 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.197281 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.137868 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.696167 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0450803 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.261418 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.0567036 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.197284 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.137872 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0367731 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.69619 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0450754 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.0170361 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.0895051 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.154422 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.0874192 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-1.12308 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.272558 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.375403 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.0458046 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.0408441 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),0.0266904 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-0.434104 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.017585 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.679398 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.178752 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.285739 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.347346 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.168776 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-1.02222 # DEPENDENCYPART_GRANDPAR
(9,23),(23,7),-0.434104 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),0.0185711 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.286732 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),0.16405 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),0.345483 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.217764 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-1.03003 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.668665 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.738056 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.01783 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.689359 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.603825 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.824894 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.90474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.76327 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.631575 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.94333 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.01041 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.900019 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.926218 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.933836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.526683 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.875152 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.873502 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.860774 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.569446 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.838695 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.654651 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.608639 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.698763 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.335836 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-1.18989 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.988736 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.62489 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.34353 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.6223 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.42132 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.23326 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.11172 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.91904 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.83078 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-1.33687 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.35878 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.49455 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.19436 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.16671 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.53795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.347941 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.953376 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.618702 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.950873 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.698918 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.507041 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.468159 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-1.24792 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-1.15878 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.558344 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.14802 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.50424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.357489 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.963879 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.66258 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.958809 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.62638 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.274759 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.218023 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.521993 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.759925 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.290396 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.549508 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.264092 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0318831 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.717812 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.30433 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.51557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.321262 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.66159 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.865825 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.835362 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.867016 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.946175 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.46573 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.897806 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.980149 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-1.64396 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.119353 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0346469 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.00500173 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.54236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.566379 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.741214 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.790714 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.593349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.427078 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0998817 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.276351 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.108537 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.903377 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.41744 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.773347 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.71232 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.810812 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.753698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.29551 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.156399 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0794373 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.138688 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.212724 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.147751 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.149479 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.231126 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.850511 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.903377 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.773349 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.71232 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.810812 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.754191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.295771 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.118426 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.620834 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.142903 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.216939 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.138722 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.152525 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.234173 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.84927 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.733721 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.360676 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.640584 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0252341 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.230748 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.0941479 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.733014 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.360679 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0639598 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.640607 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.025239 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0341769 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.126949 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.0719651 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.154482 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.965038 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.254677 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.333823 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.538011 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.0460269 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.0359586 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.903377 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.753732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,16),0.625204 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.15969 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.242979 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.143891 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.227183 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.854406 # DEPENDENCYPART_GRANDPAR
(12,23),(23,7),-0.903377 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.752746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,19),-0.243971 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),0.214292 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.145754 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.136249 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.862225 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.195622 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.68377 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.71612 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.301121 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.66438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,7),-0.155917 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.555561 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.801175 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0856809 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.545498 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.52689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.0142275 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.812944 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.710232 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.714671 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.709083 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.769 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.749714 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.891734 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-1.76817 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.08699 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.53872 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.40335 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.01675 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.53923 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.30975 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.462746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.00403013 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.101481 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0882327 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0980296 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.249146 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.133585 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.282876 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.931675 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.08699 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-1.40335 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.01676 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.53923 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.30975 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.462278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),0.0673572 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.432448 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0613817 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0711785 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.278204 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.15657 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.305861 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.948111 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.1825 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.1881 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.510919 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0303801 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.126863 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.389435 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.332699 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.45923 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.109288 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.6724 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.929329 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.377526 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.373719 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-1.23971 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.150865 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.432837 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.252334 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.68842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.99537 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.852821 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-1.04052 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-1.1328 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.815987 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.977378 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-1.07833 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-1.60913 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.462289 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0903269 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0606817 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.938861 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.830265 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.384718 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-1.2494 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0893222 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.310758 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.783986 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.252639 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.68842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.99537 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.852821 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.04052 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.1328 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.815987 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.977379 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-1.07833 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-1.60913 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.35471 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.720474 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.800106 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.78052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-1.03266 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.94492 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.957775 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.24295 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.836781 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.16899 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-1.46521 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.329587 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.360359 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),-0.246854 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0551206 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.314828 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.401986 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.205815 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.223103 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.323361 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.815027 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.19039 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.568165 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0762633 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0101876 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.404507 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.2377 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.18968 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.567458 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),-0.0626152 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0762862 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0101925 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.136624 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.204898 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.133879 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.235007 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.921017 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.426219 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.518487 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.825783 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.00486909 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.105465 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-1.24295 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.329586 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.0594901 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.332416 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.428827 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.440354 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.316371 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.820163 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-1.24295 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.329586 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.42982 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.140088 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.442216 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.215269 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.827982 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.4598 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.32576 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.42775 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.70189 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.24604 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.992759 # DEPENDENCYPART_GRANDPAR
