# _root_ El Congrés s' havia plantejat de consens a l' entorn_de Preses , que ha iniciat el tercer mandat al_capdavant_de Comissions , si_bé una hora abans d' acabar -se el termini Àngel_González ha presentat la_seva candidatura .
#goldHeads=2,5,5,5,0,5,6,7,10,8,10,15,15,15,11,18,18,15,15,19,15,33,24,25,33,25,26,27,30,27,33,33,5,35,33,5,
#predictedHeads=2,5,5,5,0,5,6,5,10,8,10,15,15,15,11,18,18,15,15,19,33,33,24,25,15,25,26,27,30,33,30,33,15,35,33,5,
(5,7),(5,36),-0.0166353 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0238645 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00928547 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0257095 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0371152 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0156508 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.00984884 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0445595 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0257095 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0574059 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0346201 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.114341 # DEPENDENCYPART_SIBL
(5,8),(5,27),0.00808469 # DEPENDENCYPART_SIBL
(5,8),(5,30),0.00376553 # DEPENDENCYPART_SIBL
(5,8),(5,31),0.010156 # DEPENDENCYPART_SIBL
(5,8),(5,32),-0.0371152 # DEPENDENCYPART_SIBL
(5,8),(5,33),0.0144325 # DEPENDENCYPART_SIBL
(5,8),(5,35),0.0126507 # DEPENDENCYPART_SIBL
(5,8),(5,36),0.0340429 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0194743 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0132465 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0912693 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0271677 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0188822 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0312937 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0132465 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0913345 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0530082 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.0061077 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.0430273 # DEPENDENCYPART_SIBL
(5,10),(5,30),-0.0247089 # DEPENDENCYPART_SIBL
(5,10),(5,31),-0.0186038 # DEPENDENCYPART_SIBL
(5,10),(5,32),-0.0912693 # DEPENDENCYPART_SIBL
(5,10),(5,33),-0.0188084 # DEPENDENCYPART_SIBL
(5,10),(5,35),-0.0161075 # DEPENDENCYPART_SIBL
(5,10),(5,36),-0.0184385 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.00315927 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0770353 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0457661 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.255463 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0404317 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.00315927 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0850078 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.286071 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.0261051 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.0412894 # DEPENDENCYPART_SIBL
(5,11),(5,30),-0.257429 # DEPENDENCYPART_SIBL
(5,11),(5,31),-0.255027 # DEPENDENCYPART_SIBL
(5,11),(5,32),-0.0770353 # DEPENDENCYPART_SIBL
(5,11),(5,33),-0.0597028 # DEPENDENCYPART_SIBL
(5,11),(5,35),-0.252515 # DEPENDENCYPART_SIBL
(5,11),(5,36),-0.01672 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0497925 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0403977 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0465564 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.106997 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0917276 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0455818 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0682187 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.0666123 # DEPENDENCYPART_SIBL
(5,12),(5,27),0.0224607 # DEPENDENCYPART_SIBL
(5,12),(5,30),-0.0492504 # DEPENDENCYPART_SIBL
(5,12),(5,31),-0.0463627 # DEPENDENCYPART_SIBL
(5,12),(5,32),-0.0497925 # DEPENDENCYPART_SIBL
(5,12),(5,33),-0.00716866 # DEPENDENCYPART_SIBL
(5,12),(5,35),-0.0441107 # DEPENDENCYPART_SIBL
(5,12),(5,36),-0.0736529 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0583351 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.00974805 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0181697 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.034237 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0845775 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0322335 # DEPENDENCYPART_SIBL
(5,14),(5,25),-0.0106314 # DEPENDENCYPART_SIBL
(5,14),(5,27),-0.0783764 # DEPENDENCYPART_SIBL
(5,14),(5,30),-0.0111603 # DEPENDENCYPART_SIBL
(5,14),(5,31),-0.00955937 # DEPENDENCYPART_SIBL
(5,14),(5,32),-0.10025 # DEPENDENCYPART_SIBL
(5,14),(5,33),-0.0745123 # DEPENDENCYPART_SIBL
(5,14),(5,35),-0.00742431 # DEPENDENCYPART_SIBL
(5,14),(5,36),-0.010903 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0202947 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0316704 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0101549 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.064149 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.00219081 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.00669449 # DEPENDENCYPART_SIBL
(5,15),(5,27),-0.0606397 # DEPENDENCYPART_SIBL
(5,15),(5,30),0.0188825 # DEPENDENCYPART_SIBL
(5,15),(5,31),0.0204834 # DEPENDENCYPART_SIBL
(5,15),(5,32),-0.0856166 # DEPENDENCYPART_SIBL
(5,15),(5,33),-0.0567776 # DEPENDENCYPART_SIBL
(5,15),(5,35),0.0226185 # DEPENDENCYPART_SIBL
(5,15),(5,36),0.00954228 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.048488 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0165564 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0747212 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.280035 # DEPENDENCYPART_SIBL
(5,18),(5,25),0.0245155 # DEPENDENCYPART_SIBL
(5,18),(5,27),-0.0290878 # DEPENDENCYPART_SIBL
(5,18),(5,30),-0.251394 # DEPENDENCYPART_SIBL
(5,18),(5,31),-0.248991 # DEPENDENCYPART_SIBL
(5,18),(5,32),-0.0648337 # DEPENDENCYPART_SIBL
(5,18),(5,33),-0.0475012 # DEPENDENCYPART_SIBL
(5,18),(5,35),-0.24648 # DEPENDENCYPART_SIBL
(5,18),(5,36),-0.00425108 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.0151767 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0746753 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.038301 # DEPENDENCYPART_SIBL
(5,19),(5,25),0.0105655 # DEPENDENCYPART_SIBL
(5,19),(5,27),-0.0146861 # DEPENDENCYPART_SIBL
(5,19),(5,30),-0.0100017 # DEPENDENCYPART_SIBL
(5,19),(5,31),-0.00389657 # DEPENDENCYPART_SIBL
(5,19),(5,32),-0.0604214 # DEPENDENCYPART_SIBL
(5,19),(5,33),0.00953269 # DEPENDENCYPART_SIBL
(5,19),(5,35),-0.00140026 # DEPENDENCYPART_SIBL
(5,19),(5,36),0.00847555 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.0455818 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0682187 # DEPENDENCYPART_SIBL
(5,21),(5,25),-0.0666123 # DEPENDENCYPART_SIBL
(5,21),(5,27),0.0224607 # DEPENDENCYPART_SIBL
(5,21),(5,30),-0.0492504 # DEPENDENCYPART_SIBL
(5,21),(5,31),-0.0463627 # DEPENDENCYPART_SIBL
(5,21),(5,32),-0.0497925 # DEPENDENCYPART_SIBL
(5,21),(5,33),-0.00716866 # DEPENDENCYPART_SIBL
(5,21),(5,35),-0.0441107 # DEPENDENCYPART_SIBL
(5,21),(5,36),-0.0736529 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.0268192 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0112712 # DEPENDENCYPART_SIBL
(5,22),(5,27),0.110226 # DEPENDENCYPART_SIBL
(5,22),(5,30),0.0333627 # DEPENDENCYPART_SIBL
(5,22),(5,31),0.0448367 # DEPENDENCYPART_SIBL
(5,22),(5,32),-0.00610309 # DEPENDENCYPART_SIBL
(5,22),(5,33),0.125342 # DEPENDENCYPART_SIBL
(5,22),(5,35),0.0473406 # DEPENDENCYPART_SIBL
(5,22),(5,36),-0.0619622 # DEPENDENCYPART_SIBL
(5,24),(5,25),0.0217254 # DEPENDENCYPART_SIBL
(5,24),(5,27),-0.0344383 # DEPENDENCYPART_SIBL
(5,24),(5,30),-0.261649 # DEPENDENCYPART_SIBL
(5,24),(5,31),-0.259247 # DEPENDENCYPART_SIBL
(5,24),(5,32),-0.0701851 # DEPENDENCYPART_SIBL
(5,24),(5,33),-0.0528517 # DEPENDENCYPART_SIBL
(5,24),(5,35),-0.256735 # DEPENDENCYPART_SIBL
(5,24),(5,36),-0.0108192 # DEPENDENCYPART_SIBL
(5,25),(5,27),-0.022462 # DEPENDENCYPART_SIBL
(5,25),(5,30),0.00273672 # DEPENDENCYPART_SIBL
(5,25),(5,31),0.00635227 # DEPENDENCYPART_SIBL
(5,25),(5,32),-0.0691239 # DEPENDENCYPART_SIBL
(5,25),(5,33),-0.0217481 # DEPENDENCYPART_SIBL
(5,25),(5,35),0.0119124 # DEPENDENCYPART_SIBL
(5,25),(5,36),0.0221439 # DEPENDENCYPART_SIBL
(5,27),(5,30),0.0164347 # DEPENDENCYPART_SIBL
(5,27),(5,31),0.0180356 # DEPENDENCYPART_SIBL
(5,27),(5,32),-0.0985822 # DEPENDENCYPART_SIBL
(5,27),(5,33),-0.0697433 # DEPENDENCYPART_SIBL
(5,27),(5,35),0.0201708 # DEPENDENCYPART_SIBL
(5,27),(5,36),0.0183797 # DEPENDENCYPART_SIBL
(5,30),(5,31),-0.247605 # DEPENDENCYPART_SIBL
(5,30),(5,32),-0.0495996 # DEPENDENCYPART_SIBL
(5,30),(5,33),-0.0322671 # DEPENDENCYPART_SIBL
(5,30),(5,35),-0.245093 # DEPENDENCYPART_SIBL
(5,30),(5,36),-0.0118215 # DEPENDENCYPART_SIBL
(5,31),(5,32),-0.0770156 # DEPENDENCYPART_SIBL
(5,31),(5,33),-0.0596832 # DEPENDENCYPART_SIBL
(5,31),(5,35),-0.25251 # DEPENDENCYPART_SIBL
(5,31),(5,36),-0.0167156 # DEPENDENCYPART_SIBL
(5,32),(5,33),-0.0745123 # DEPENDENCYPART_SIBL
(5,32),(5,35),-0.00742431 # DEPENDENCYPART_SIBL
(5,32),(5,36),-0.010903 # DEPENDENCYPART_SIBL
(5,33),(5,35),0.0163977 # DEPENDENCYPART_SIBL
(5,33),(5,36),0.0121449 # DEPENDENCYPART_SIBL
(5,35),(5,36),-0.0309861 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.294351 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.177044 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.946555 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00273609 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0696287 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.137747 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.108866 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0995266 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.191259 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.034587 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.00940472 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.148246 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0842685 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.128224 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.31709 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.138131 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0230334 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.108985 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.116617 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0994147 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0728718 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.033867 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.157748 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.112101 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0771447 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.105313 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0185025 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00299653 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0544002 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0201553 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.00836283 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0775075 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0601309 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0127961 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.011765 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0757056 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0471382 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0031498 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00754559 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0665797 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0254763 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0212558 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0195737 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.065196 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.070806 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0808196 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0318174 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0831188 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0468377 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.126916 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.013873 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0150129 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0493706 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.017188 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.122126 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0442108 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.129744 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.124923 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.122121 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0909581 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.064494 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.106914 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.088656 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0901639 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0601863 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.551533 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.544214 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.94887 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0580356 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0394722 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0815927 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.321838 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.316273 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.297515 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.199101 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.172692 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.130262 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.126877 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.207232 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.101895 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.137286 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0279016 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0373456 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.305363 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.241706 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.281662 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0942635 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0233844 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00491872 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.000308441 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0697086 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.128608 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0308555 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.136406 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0306716 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0335185 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0666927 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0378556 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.138753 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0319988 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0445334 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0407853 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.152353 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0536168 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00358065 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0981217 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.404403 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.40008 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0688244 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0517526 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.299677 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0493626 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00118466 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.111971 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0335682 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.17532 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.118295 # DEPENDENCYPART_SIBL
(11,9),(11,36),0.0553971 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.000996978 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0414708 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00906092 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0432879 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0114933 # DEPENDENCYPART_SIBL
(11,10),(11,36),0.0559406 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0114561 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0244066 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.376901 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.141122 # DEPENDENCYPART_SIBL
(11,12),(11,36),0.0200805 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.074947 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00655554 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.00143274 # DEPENDENCYPART_SIBL
(11,14),(11,36),0.0243383 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0285665 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0235371 # DEPENDENCYPART_SIBL
(11,15),(11,36),0.0534151 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0201737 # DEPENDENCYPART_SIBL
(11,18),(11,36),0.0128681 # DEPENDENCYPART_SIBL
(11,22),(11,36),0.00283123 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0181981 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0499016 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.484978 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.605199 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0199226 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0317358 # DEPENDENCYPART_SIBL
(14,2),(14,33),-0.0265183 # DEPENDENCYPART_SIBL
(14,2),(14,36),-0.0177466 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0148363 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.238679 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.246384 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0983158 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0647955 # DEPENDENCYPART_SIBL
(14,8),(14,33),0.00604179 # DEPENDENCYPART_SIBL
(14,8),(14,36),0.0732225 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.243283 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.225828 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.133736 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0168575 # DEPENDENCYPART_SIBL
(14,10),(14,33),0.045837 # DEPENDENCYPART_SIBL
(14,10),(14,36),0.119108 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.294792 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0820218 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00180506 # DEPENDENCYPART_SIBL
(14,12),(14,33),-0.0290606 # DEPENDENCYPART_SIBL
(14,12),(14,36),-0.466158 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.262777 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.25921 # DEPENDENCYPART_SIBL
(14,13),(14,33),0.147109 # DEPENDENCYPART_SIBL
(14,13),(14,36),-0.272802 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.107017 # DEPENDENCYPART_SIBL
(14,18),(14,33),0.0404341 # DEPENDENCYPART_SIBL
(14,18),(14,36),0.0996421 # DEPENDENCYPART_SIBL
(14,19),(14,33),0.10196 # DEPENDENCYPART_SIBL
(14,19),(14,36),0.0675194 # DEPENDENCYPART_SIBL
(14,33),(14,36),0.0151836 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0983311 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0244886 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0217591 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.740849 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0218983 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.155164 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.090311 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.738239 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.513298 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.750184 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.10897 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0235163 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0295861 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0104564 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.035851 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.00342956 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0195351 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0422483 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.0294751 # DEPENDENCYPART_SIBL
(15,2),(15,26),-0.052343 # DEPENDENCYPART_SIBL
(15,2),(15,27),0.033783 # DEPENDENCYPART_SIBL
(15,2),(15,30),-0.0583874 # DEPENDENCYPART_SIBL
(15,2),(15,31),-0.0358835 # DEPENDENCYPART_SIBL
(15,2),(15,32),0.0143578 # DEPENDENCYPART_SIBL
(15,2),(15,33),0.0407793 # DEPENDENCYPART_SIBL
(15,2),(15,35),-0.0233886 # DEPENDENCYPART_SIBL
(15,2),(15,36),0.0549002 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0131369 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.371875 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.010313 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.22157 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0108114 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0385712 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0134833 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.119912 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.259899 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.228096 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0567175 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0541119 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.126284 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0444441 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0226182 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.00980398 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.0152261 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.208823 # DEPENDENCYPART_SIBL
(15,4),(15,26),0.0469586 # DEPENDENCYPART_SIBL
(15,4),(15,27),0.119183 # DEPENDENCYPART_SIBL
(15,4),(15,30),0.0341093 # DEPENDENCYPART_SIBL
(15,4),(15,31),0.0444115 # DEPENDENCYPART_SIBL
(15,4),(15,32),0.0748886 # DEPENDENCYPART_SIBL
(15,4),(15,33),0.113743 # DEPENDENCYPART_SIBL
(15,4),(15,35),0.047764 # DEPENDENCYPART_SIBL
(15,4),(15,36),0.112107 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.220023 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0111126 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.104982 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0479223 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0643436 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.00794228 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.152322 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.278633 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.29694 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0146596 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0365365 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.00989952 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.046096 # DEPENDENCYPART_SIBL
