# _root_ No els en deixa passar ni una i , si hi ha dubtes sobre la sonoritat d' una nota , fa que la repeteixin tots .
#goldHeads=5,5,5,5,0,7,5,5,12,12,12,21,12,13,16,14,16,19,17,12,5,24,24,21,24,5,
#predictedHeads=5,5,5,5,0,5,5,7,12,12,12,5,12,13,16,14,16,19,17,12,12,24,24,21,24,5,
(2,4),(4,12),-0.539582 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.480218 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.180588 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.479783 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.740277 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.653276 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-1.16916 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-1.06746 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.737295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.07451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.936438 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.217073 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.204694 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.227273 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.224619 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.235175 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.00111462 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.230914 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.548165 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.486404 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.170964 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.49923 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.746506 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.659506 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-1.16825 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-1.05364 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.589509 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.136249 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.775397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0580943 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0770202 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.410339 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.118896 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0377195 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.228278 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.613544 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.82451 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.00762785 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.11051 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.175992 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-1.06082 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-1.02222 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-1.36442 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-0.966935 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0391728 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.220589 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0855746 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.105219 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.66813 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.319264 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.65331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.294414 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.20646 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.355583 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.65891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.644342 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.13517 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.08137 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.99305 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.907426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0320868 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.283088 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.178481 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.337803 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.415101 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.127363 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.27287 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0859359 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.0195066 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.547472 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.324239 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.163499 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.601141 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-1.17634 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.46222 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.165865 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.403628 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.892972 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0887474 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0450378 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.216727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.51545 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.141758 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.0210506 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.143118 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.179684 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.477102 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.373885 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.596662 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.110746 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0986441 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0750152 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.866311 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.197784 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0500988 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.910579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.423991 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.160395 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.280868 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0588196 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.802951 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.572616 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0821206 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0777303 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.084658 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.360314 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.227465 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.588264 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.350926 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.202561 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-1.26175 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.667966 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.524976 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.70868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.631992 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.140578 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.0202308 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.873066 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.329896 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.201702 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.0541711 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.160211 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.15738 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.30706 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.781343 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.157615 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.0912382 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.811161 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0468277 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.873612 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.162297 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.308194 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.317297 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.671188 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.142121 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-2.19807 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.0324122 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-1.08155 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.993203 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.912854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),0.424252 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),-0.184835 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.0175612 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.270421 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),-0.128789 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.73564 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.485702 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),0.251175 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.0448092 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.168511 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.0495661 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.347094 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.198517 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.338458 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-1.8495 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),0.189748 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.10436 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.596892 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-1.21055 # DEPENDENCYPART_GRANDPAR
(4,24),(24,4),-0.939097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,24),(24,5),0.398009 # DEPENDENCYPART_GRANDPAR
(4,24),(24,6),-0.202901 # DEPENDENCYPART_GRANDPAR
(4,24),(24,7),-0.0674348 # DEPENDENCYPART_GRANDPAR
(4,24),(24,8),-0.334225 # DEPENDENCYPART_GRANDPAR
(4,24),(24,9),-0.166561 # DEPENDENCYPART_GRANDPAR
(4,24),(24,10),-0.836853 # DEPENDENCYPART_GRANDPAR
(4,24),(24,11),0.43544 # DEPENDENCYPART_GRANDPAR
(4,24),(24,12),0.226029 # DEPENDENCYPART_GRANDPAR
(4,24),(24,13),-0.111039 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),-0.179354 # DEPENDENCYPART_GRANDPAR
(4,24),(24,16),-0.115796 # DEPENDENCYPART_GRANDPAR
(4,24),(24,17),-0.357579 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.264747 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.37623 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.340991 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-1.1536 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),0.367722 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.616372 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-1.1998 # DEPENDENCYPART_GRANDPAR
(4,25),(25,14),-0.00297302 # DEPENDENCYPART_GRANDPAR
(4,25),(25,17),-0.13738 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),0.129436 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.487169 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.420921 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.40424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,9),-1.05205 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.521229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.338707 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.47567 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.507324 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.633824 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.479724 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.8618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.743085 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.538176 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.02598 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.38399 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.54234 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.550781 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.1805 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.00201 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.821247 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.54558 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.17082 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.16395 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-1.2436 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-2.09682 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.642878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),0.0464474 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.294443 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.476656 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.20489 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.199306 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.00458418 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.411306 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.00719789 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0216755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.0966719 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.301822 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.372954 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.144684 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.373344 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.231111 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.113347 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0714587 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.434693 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.06323 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0928308 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.75928 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.663668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.0127855 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0364188 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.165342 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.345216 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.665682 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0201064 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.142754 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.122799 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.503422 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.0645426 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.465191 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.111562 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.194132 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-1.14031 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.04997 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.822767 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.35438 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.440439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.316262 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.26554 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.417811 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.432837 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.210262 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0563291 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.0370161 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.345263 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.154368 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.676919 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),0.0704769 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.0940813 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.638131 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.118903 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.932511 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.0777019 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.446741 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.121832 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.538043 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),0.14547 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-1.94173 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),0.0242442 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-1.46146 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-1.2889 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-1.73946 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.662275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,6),-0.0105003 # DEPENDENCYPART_GRANDPAR
(5,21),(21,7),0.523303 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.0248395 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),0.0968564 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.276773 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.580384 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.245231 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),0.130458 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.134599 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),0.230931 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.392229 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),0.037445 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.0647306 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-1.64162 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),0.13454 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.095571 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.397335 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-1.08856 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),-1.73911 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.688518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,6),-0.0285667 # DEPENDENCYPART_GRANDPAR
(5,24),(24,7),0.47343 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),-0.0886442 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),0.0590843 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),-0.377986 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),0.530121 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),0.220085 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),0.0642282 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.145442 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),0.164701 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.402714 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.0287845 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.102503 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.0570256 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.88243 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),0.314915 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.416815 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-1.07781 # DEPENDENCYPART_GRANDPAR
(5,25),(25,14),-0.0020557 # DEPENDENCYPART_GRANDPAR
(5,25),(25,17),-0.216718 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),0.163557 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.386645 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.420263 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.331446 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.40023 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.81427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.672803 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.05333 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.16426 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.05854 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.04218 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.17176 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.15931 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.31296 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.33279 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.46504 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.52978 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-1.17706 # DEPENDENCYPART_GRANDPAR
(6,5),(5,26),-1.61045 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.481592 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.226745 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.411613 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.352143 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.383367 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.465849 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.148303 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.435335 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.615131 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.464377 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.563795 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.850476 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.79509 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.244155 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.217149 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.436853 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.687744 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.2837 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.15102 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.01732 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.288428 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.000692904 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.477864 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.100317 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0692142 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.194258 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0815691 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.393736 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.377395 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.354638 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.567671 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-1.00083 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0182963 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.173137 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.254646 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0737566 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.454616 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.644844 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.388951 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.889431 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.585712 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.436853 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.2837 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.15102 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.01732 # DEPENDENCYPART_GRANDPAR
