# _root_ El senador per CiU i alcalde d' Amposta , Joan_Maria_Roig , s' havia interessat per aquesta qüestió en una pregunta oral a la cambra alta .
#goldHeads=2,14,2,3,2,2,6,7,10,2,10,14,14,0,14,17,15,14,20,18,20,20,24,22,24,14,
#predictedHeads=2,14,2,3,4,4,6,7,10,8,10,14,14,0,14,17,15,14,20,18,20,21,24,22,24,14,
(8,6),(6,11),-0.696101 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.70784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.789992 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-1.9435 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.335221 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.470928 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.72303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.95291 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.92504 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.712314 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.928107 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.50595 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.703283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.312659 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.888411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0878024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.213283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.134024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.19534 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.485914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.401957 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-1.12445 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.0393903 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.07213 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.72793 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.847307 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.560819 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.0786357 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0484575 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.319232 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.284304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0199336 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.190107 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.22983 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.329703 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.320377 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-1.17042 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.55195 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.0721 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.727925 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.13866 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.21496 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.847279 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.560815 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.82063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.0438724 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0228499 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.284468 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.274146 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.23634 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.151767 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.24305 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.280605 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.343193 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.157378 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.279762 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.335437 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.202008 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-1.17126 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.802684 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0254711 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.360611 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.358553 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.321253 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.189658 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.0229037 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.445302 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.62502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.62116 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.51778 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.611056 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.677399 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-1.04279 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.727473 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-1.14838 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.824834 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.857864 # DEPENDENCYPART_GRANDPAR
(10,2),(2,25),-0.92746 # DEPENDENCYPART_GRANDPAR
(10,2),(2,26),-1.66786 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.929073 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.297466 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.184051 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.361905 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.161016 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.162162 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.196227 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.636617 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.802276 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.77994 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.24436 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0476416 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.392833 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.182311 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.00227421 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.453017 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.62547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.621192 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.517881 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.611156 # DEPENDENCYPART_GRANDPAR
(10,6),(6,26),-1.66789 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.321113 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0718786 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.146951 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.220779 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.69336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.637405 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.333918 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0269526 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.446965 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.62502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.62116 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.51778 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.611056 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.517467 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.18125 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.883672 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.23281 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.803052 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.674307 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.816763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.387848 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.291626 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.19877 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0155094 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.139337 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0774192 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0801033 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.898692 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.557 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.18122 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.883668 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.2608 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.19615 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.23278 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.803047 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.931836 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.67421 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.791156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.353085 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.281468 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.426303 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0538496 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.152558 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0283219 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.232193 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.0071143 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.0394881 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.296616 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.0859642 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.899541 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0673308 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.278505 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.184121 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.331501 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.34612 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.133813 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.304393 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.303283 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.443846 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.107165 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.0634241 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0123997 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.351523 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.11421 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.07536 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.206113 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.0599904 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.0483228 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.79749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.620152 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.462608 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.805206 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.56295 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.936983 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-1.20899 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.660608 # DEPENDENCYPART_GRANDPAR
(13,2),(2,25),-1.21425 # DEPENDENCYPART_GRANDPAR
(13,2),(2,26),-1.89583 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.0970539 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.155893 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.0361106 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.285686 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.234068 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0463568 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.223474 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.47791 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.698672 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.463567 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0615722 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.387449 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.147039 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.131369 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0158875 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.198735 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.00192149 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.0557009 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.79831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.62097 # DEPENDENCYPART_GRANDPAR
(13,6),(6,26),-1.8966 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.330317 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.048598 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.376408 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0639339 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.363335 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.31837 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.0738255 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.370927 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0355249 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0357927 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.406346 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.280184 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0490888 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.79749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.620152 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.56295 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.660608 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-1.89583 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.189032 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.79325 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.06945 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.0226 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.24392 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.28952 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.00655 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.730278 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.40234 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.2759 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.39047 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.02146 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.11788 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.864668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.183743 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.085663 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.281654 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.208921 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.448307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.355305 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.392305 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.442981 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-1.05551 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.878311 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.180661 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.448102 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.33349 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.270669 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-1.0917 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.759648 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.251524 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.022616 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.626653 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.498122 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.247043 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.495773 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.536218 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.429994 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.525081 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-1.13539 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0714625 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.071118 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.490296 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.425483 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.253143 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.631558 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.128053 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.474555 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0891647 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.381735 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.792918 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.295366 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0903288 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.0726209 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.248821 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0934009 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.17427 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.230013 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.0325488 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.0596374 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.0779972 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.12443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.0274803 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.315513 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.177131 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.458542 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.601007 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-0.328372 # DEPENDENCYPART_GRANDPAR
(14,2),(2,25),-0.738769 # DEPENDENCYPART_GRANDPAR
(14,2),(2,26),-1.52566 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.433945 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.26991 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.194338 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.182974 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.126892 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.24455 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.221514 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.391889 # DEPENDENCYPART_GRANDPAR
(14,3),(3,15),-0.247716 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.105362 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.26515 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0881075 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.157941 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.240915 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.0489027 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.0705398 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.0750061 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.12467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,18),-0.177463 # DEPENDENCYPART_GRANDPAR
(14,4),(4,26),-1.526 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.813552 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.203864 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.527679 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0999787 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0735603 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.111217 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.219924 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.0980406 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.0495482 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.104755 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.12525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,26),-1.52643 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.253271 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0887192 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.476623 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0671048 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.272101 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.23748 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.108689 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.204731 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.229496 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0325917 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0591208 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0780315 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.12443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,2),-0.216574 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.511613 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.116054 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.206682 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.483112 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.325411 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0588715 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0778959 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.12443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,18),-0.177131 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.328372 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-1.52566 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.237131 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.155103 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.508926 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.062884 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.362485 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0899134 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.218676 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0804621 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.557634 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.51408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.434127 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.618742 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.635332 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.744526 # DEPENDENCYPART_GRANDPAR
(14,13),(13,26),-1.7551 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.979786 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.356209 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0276247 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.192129 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.0814346 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.714543 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.920843 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.482219 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.484612 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.132859 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0455794 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.249844 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.113605 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.141302 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.102784 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.0482015 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.766991 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.544992 # DEPENDENCYPART_GRANDPAR
