# _root_ El president , que ha fet el_seu discurs en castellà i català , ha recordat un discurs que va fer a Cadaqués l' any_1980 i on exaltava la figura de Salvador_Dalí .
#goldHeads=2,15,6,6,6,2,8,6,6,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
#predictedHeads=2,15,6,6,6,2,8,6,8,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
(27,24),(27,30),-0.0749047 # DEPENDENCYPART_SIBL
(27,24),(27,31),0.0192578 # DEPENDENCYPART_SIBL
(27,24),(27,32),0.000703567 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0916177 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.18873 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.0386826 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.166232 # DEPENDENCYPART_SIBL
(27,25),(27,32),0.00634121 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.043332 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0686254 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.00312966 # DEPENDENCYPART_SIBL
(27,26),(27,32),-0.231009 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.0440444 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.259703 # DEPENDENCYPART_SIBL
(27,29),(27,32),-0.00420747 # DEPENDENCYPART_SIBL
(27,30),(27,31),-0.0606861 # DEPENDENCYPART_SIBL
(27,30),(27,32),-0.0144638 # DEPENDENCYPART_SIBL
(27,31),(27,32),-0.0118501 # DEPENDENCYPART_SIBL
(29,6),(29,23),0.118394 # DEPENDENCYPART_SIBL
(29,6),(29,26),0.104009 # DEPENDENCYPART_SIBL
(29,6),(29,27),0.164421 # DEPENDENCYPART_SIBL
(29,6),(29,28),0.233051 # DEPENDENCYPART_SIBL
(29,6),(29,30),-0.0556673 # DEPENDENCYPART_SIBL
(29,6),(29,31),-0.0224026 # DEPENDENCYPART_SIBL
(29,6),(29,32),0.0456536 # DEPENDENCYPART_SIBL
(29,23),(29,26),0.0293655 # DEPENDENCYPART_SIBL
(29,23),(29,27),0.0141826 # DEPENDENCYPART_SIBL
(29,23),(29,28),-0.768434 # DEPENDENCYPART_SIBL
(29,23),(29,30),0.348845 # DEPENDENCYPART_SIBL
(29,23),(29,31),0.177403 # DEPENDENCYPART_SIBL
(29,23),(29,32),0.0560311 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.114243 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.156384 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.161238 # DEPENDENCYPART_SIBL
(29,26),(29,31),-0.0608922 # DEPENDENCYPART_SIBL
(29,26),(29,32),-0.170737 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.235846 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.0394107 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.0348315 # DEPENDENCYPART_SIBL
(29,27),(29,32),0.0296153 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.204661 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.101286 # DEPENDENCYPART_SIBL
(29,28),(29,32),0.0054026 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.023819 # DEPENDENCYPART_SIBL
(29,30),(29,32),-0.0279571 # DEPENDENCYPART_SIBL
(29,31),(29,32),0.00491849 # DEPENDENCYPART_SIBL
(30,28),(30,31),0.149292 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.389159 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.179242 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.00075354 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0763281 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.15556 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.114745 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.618361 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.38097 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.909353 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.297086 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.51322 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.159976 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.174654 # DEPENDENCYPART_GRANDPAR
(0,2),(2,29),-0.318887 # DEPENDENCYPART_GRANDPAR
(0,2),(2,32),2.5671 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.03563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.568231 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-1.3714 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.318412 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.106858 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0414132 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0114249 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.395289 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.724267 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),0.036699 # DEPENDENCYPART_GRANDPAR
(0,5),(5,32),2.59632 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.179148 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),1.09167 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.617295 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-1.31582 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.58886 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0685697 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0209625 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.400095 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.017517 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.697503 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.329721 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.730636 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.787745 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.0641542 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.40134 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.139718 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.196327 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),0.12929 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),0.0656409 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),-0.208283 # DEPENDENCYPART_GRANDPAR
(0,6),(6,29),-0.1011 # DEPENDENCYPART_GRANDPAR
(0,6),(6,32),2.65658 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),1.03563 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.319618 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0654138 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.34851 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.50218 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.852406 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.686075 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.724267 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.102442 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.0704305 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.163127 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),0.036699 # DEPENDENCYPART_GRANDPAR
(0,14),(14,27),-0.271394 # DEPENDENCYPART_GRANDPAR
(0,14),(14,32),2.59632 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.163451 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),1.11981 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.655097 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-1.39891 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.602194 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.277419 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0233134 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.455518 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.458614 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.524302 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.765448 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.77294 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),1.13948 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.00575538 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.40734 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.122574 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.0940197 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),0.0839434 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),0.0462311 # DEPENDENCYPART_GRANDPAR
(0,15),(15,27),-0.220977 # DEPENDENCYPART_GRANDPAR
(0,15),(15,29),-0.159056 # DEPENDENCYPART_GRANDPAR
(0,15),(15,32),2.62364 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),1.15339 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.595488 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-1.26101 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.655132 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.350841 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.0506451 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.281721 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.430613 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.438747 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.73745 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),1.19242 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.732061 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.0462295 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-1.61084 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.367119 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.245297 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.267996 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.104947 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),0.0206209 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),-0.223487 # DEPENDENCYPART_GRANDPAR
(0,20),(20,29),-0.0947655 # DEPENDENCYPART_GRANDPAR
(0,20),(20,30),-0.281548 # DEPENDENCYPART_GRANDPAR
(0,20),(20,32),2.60629 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.663107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,2),-0.597552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),1.02668 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),1.325 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.116425 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.122385 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.184007 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0881519 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.37171 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.17959 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-0.0187059 # DEPENDENCYPART_GRANDPAR
(2,5),(5,32),-2.312 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.02619 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.601822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.901492 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),1.50345 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.659167 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.109562 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.194625 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.123432 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.105226 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.182004 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.416057 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.556308 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.130598 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.313385 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.600181 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.204161 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.524199 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),0.169643 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.0357804 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-0.289327 # DEPENDENCYPART_GRANDPAR
(2,6),(6,29),-0.58806 # DEPENDENCYPART_GRANDPAR
(2,6),(6,32),-2.27946 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.554742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),1.24248 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.189886 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.682129 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.330964 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.20576 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.0947909 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.100333 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.456848 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.315399 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.408324 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.371383 # DEPENDENCYPART_GRANDPAR
(2,8),(8,24),0.043393 # DEPENDENCYPART_GRANDPAR
(2,8),(8,29),-0.667297 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.112891 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.130844 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.150242 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.237017 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.27458 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.664381 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.00322948 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.106933 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.0937227 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.456457 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.72284 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.33081 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.417232 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.386366 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),0.0332832 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0413268 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0293604 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.494703 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.325397 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.393993 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0882718 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-1.02551 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.562236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.944159 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),1.43323 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.663278 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),0.1503 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.024669 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),0.0988306 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.256088 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.140531 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.00422163 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),0.555656 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.171688 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.308647 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.582133 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.191985 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.497069 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),0.170303 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),0.00660539 # DEPENDENCYPART_GRANDPAR
(2,15),(15,27),-0.27491 # DEPENDENCYPART_GRANDPAR
(2,15),(15,29),-0.582679 # DEPENDENCYPART_GRANDPAR
(2,15),(15,32),-2.23156 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.554742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,6),0.189886 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.0307947 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.00592227 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),0.853979 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.389983 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.0765134 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),0.00394065 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-1.94505 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.754744 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.371383 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.538939 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),0.043393 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.0253449 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-0.480318 # DEPENDENCYPART_GRANDPAR
(2,17),(17,29),-0.667297 # DEPENDENCYPART_GRANDPAR
(2,17),(17,30),-0.449752 # DEPENDENCYPART_GRANDPAR
(2,17),(17,32),-2.2131 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.633162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),0.88609 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),1.49146 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.642599 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),0.141695 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.0989456 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),0.0921971 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.329673 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.171447 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.077811 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.192367 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.088276 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.521892 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.467028 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.214673 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.542316 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.450865 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),0.134089 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.0822808 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-0.392027 # DEPENDENCYPART_GRANDPAR
(2,20),(20,29),-0.578508 # DEPENDENCYPART_GRANDPAR
(2,20),(20,30),-0.530079 # DEPENDENCYPART_GRANDPAR
(2,20),(20,32),-2.31847 # DEPENDENCYPART_GRANDPAR
(2,29),(29,6),0.185301 # DEPENDENCYPART_GRANDPAR
(2,29),(29,23),-0.933227 # DEPENDENCYPART_GRANDPAR
(2,29),(29,26),-0.908758 # DEPENDENCYPART_GRANDPAR
(2,29),(29,27),-0.250195 # DEPENDENCYPART_GRANDPAR
(2,29),(29,28),0.0495102 # DEPENDENCYPART_GRANDPAR
(2,29),(29,30),-0.442647 # DEPENDENCYPART_GRANDPAR
(2,29),(29,31),-0.503124 # DEPENDENCYPART_GRANDPAR
(2,29),(29,32),-2.21142 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.875634 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.75146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.589431 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.728566 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.923945 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.541347 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.946602 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.920204 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.858157 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.792558 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.692739 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.88293 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.694533 # DEPENDENCYPART_GRANDPAR
(3,2),(2,29),-0.82747 # DEPENDENCYPART_GRANDPAR
(3,2),(2,32),-0.687306 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.788897 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.392611 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.150163 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.837277 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.541426 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.00781481 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.449175 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.187077 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.160805 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.535824 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.263494 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.694046 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.39556 # DEPENDENCYPART_GRANDPAR
(4,8),(8,29),0.254234 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.208817 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.653486 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.87046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.485374 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.778022 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.434367 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.14583 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.986732 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.17434 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.3204 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.08624 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.19995 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.936747 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-1.02955 # DEPENDENCYPART_GRANDPAR
(5,2),(2,32),-2.22538 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.993257 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.668524 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.61636 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.96556 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.64197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.533 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.922115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.123651 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.295766 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.509572 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.18393 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.554948 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.227646 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.494604 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.419745 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.54558 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.492269 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.314086 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.51058 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.376923 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.577962 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.426175 # DEPENDENCYPART_GRANDPAR
(5,6),(6,29),-0.388115 # DEPENDENCYPART_GRANDPAR
(5,6),(6,32),-1.35483 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.6524 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.39041 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.459412 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.83097 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.225795 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.33859 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0627764 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.377147 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.395996 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.270275 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.386238 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.193667 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.335947 # DEPENDENCYPART_GRANDPAR
(5,8),(8,29),-0.226244 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.158366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.181365 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.182312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.256527 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.396588 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.491357 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.6139 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.96312 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.63883 # DEPENDENCYPART_GRANDPAR
