# _root_ L' empresa Formigons_Montcau desmantellarà la_seva fàbrica de Sabadell , situada al barri d' Hostafrancs i envoltada de vivendes , en un termini de tres anys .
#goldHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,4,22,20,22,25,23,4,
#predictedHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,10,22,20,22,25,23,4,
(7,13),(13,20),0.160615 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0753036 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0379417 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.48973 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.523342 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),0.0357573 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.423275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.284067 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0743484 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.136292 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0968752 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.203921 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0233698 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0675624 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.1642 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.265791 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.0853729 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.309765 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.371461 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.381948 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-1.38397 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.418974 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.170622 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.212507 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.21269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.250425 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.272407 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0667038 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.274823 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.202849 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.593745 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.305361 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.144707 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.168182 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.324221 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.129404 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0212742 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.172513 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.387143 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.465851 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.497582 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.390262 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.389448 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-1.32432 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.0780389 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0738919 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0422035 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0829992 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0916702 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0146152 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.169405 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.498199 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.149904 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.119237 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.02306 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.181352 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.380927 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.467412 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.491367 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.3991 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.423275 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.283312 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0782133 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0207257 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.102434 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.185694 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.288395 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.129526 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.32708 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.394064 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.403443 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-1.41772 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0497267 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0828023 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0814415 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.124935 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.579256 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.00564277 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.00749913 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.0713244 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.469304 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.179262 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.499228 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.393866 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.391095 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-1.32454 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.131778 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.251327 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.2339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.506298 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.365701 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.78131 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.580658 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.810857 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.838774 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.631498 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.567963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.406176 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.102093 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.027207 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0165851 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.17428 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.101304 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.133701 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.656576 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.513249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.109585 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0939911 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.117144 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0494869 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.145547 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0238596 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.0827155 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.370326 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.0151812 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.211126 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.666508 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.631766 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.000511389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0431587 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0771218 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.146215 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.106514 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.168653 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.0809108 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.513221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,15),-0.114016 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0473211 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.132738 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.025928 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.0769937 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.368257 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.0279901 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.821838 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.628814 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.241157 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0550933 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.168995 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.191993 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.108751 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.032743 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.242668 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.280154 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.0312648 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.661938 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0170083 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0198233 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.0452232 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.184563 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.0091956 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0347498 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0574359 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.138266 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.0784898 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.429959 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.372888 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.0193681 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.21369 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.667336 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.185762 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.342479 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.30676 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.0798285 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.123604 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.673653 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.520201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,17),0.194913 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.058822 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),0.726223 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.042703 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.213426 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.670396 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),0.607927 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.140966 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.237721 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.309988 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.19883 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.31912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.171837 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.577794 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.444556 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-1.49706 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.238807 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.247287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.30062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0983329 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.558291 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.274557 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.949801 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.24219 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.409927 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.522287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.48014 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.649248 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.694355 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.938971 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-1.97916 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.12128 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.0195 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.555385 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.564161 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.243398 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.34857 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.851213 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.328004 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.227488 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),0.118825 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),0.322169 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.0119453 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-1.15902 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.02823 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.575129 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.293731 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.487028 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.39298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.328071 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.783563 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0170695 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.0195 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.248937 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.359357 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.800838 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.318029 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.193058 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.108851 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),0.271795 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.198728 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.484421 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.30011 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.86107 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.0955566 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.695983 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.430639 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.0513247 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.211937 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.0914236 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-1.30048 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.709428 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.522878 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.00364293 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.4472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.496206 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.645284 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.678229 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.858355 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.584572 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.934138 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.722955 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.699069 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.931868 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.757142 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.71397 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.37598 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.554646 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.155034 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.00719166 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.317165 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.224388 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.0874142 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.0538375 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.509612 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.046158 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0862532 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.197301 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.166048 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0504051 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.145306 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.0247315 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.50213 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.38043 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.886713 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.394786 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.262326 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.186633 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.087351 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0904461 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0831355 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.0618386 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.0140635 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-1.0143 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.114045 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.188153 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.175507 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.139405 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.125019 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.420102 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.118783 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.163765 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0522963 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.689322 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.153167 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.0299661 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.182662 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.908693 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.166313 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.699934 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.00202297 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.0296483 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.0436999 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.974784 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.509612 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.221938 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.302995 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.197213 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.00848317 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.18078 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.911571 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.306662 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),0.2527 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.227199 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.320983 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.22859 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.266346 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.244336 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.294489 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.122317 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.390833 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.504044 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.289213 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.913256 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.10223 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.753151 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.18035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.321471 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.326504 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0350304 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.540298 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.344359 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.341305 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.321228 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-1.04913 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.296787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.236746 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0664673 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.696146 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.48319 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.14807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,16),-0.164974 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.536429 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.414299 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.453082 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.526525 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.30966 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.481104 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-1.0098 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.48929 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.633482 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.454307 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.49137 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.429043 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-1.09123 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.160061 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.469739 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0809621 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.21226 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.317201 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.63846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.771777 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.867922 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.933458 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.938858 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.937316 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-1.05508 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-1.03122 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-1.28665 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-1.70608 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.953998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.33059 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.797112 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.56814 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.16994 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.161016 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0940385 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.120616 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.2703 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.163158 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.51421 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-1.00177 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.0183231 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.200525 # DEPENDENCYPART_GRANDPAR
