# _root_ La manca d' aigua potable i d' electricitat que han provocat aquestes inundacions , accentuen la possibilitat d' aparició d' epidèmies , sobretot de còlera i de malària .
#goldHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,2,0,17,15,17,18,19,20,24,24,21,24,24,24,27,15,
#predictedHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,11,0,17,15,17,18,19,20,24,24,19,24,24,24,27,15,
(0,15),(15,5),-0.132229 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.312143 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.51552 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.285846 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-1.35218 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.225662 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.141027 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-1.03114 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.348927 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.841471 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.461845 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.166468 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.352097 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.137331 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.489803 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.370626 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.144119 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),0.0369714 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.535892 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),-0.174834 # DEPENDENCYPART_GRANDPAR
(0,15),(15,28),-0.524137 # DEPENDENCYPART_GRANDPAR
(0,15),(15,29),2.82091 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.30492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.199709 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-1.2409 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.68394 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.629805 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.210359 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.32162 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.635977 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.524336 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-1.49382 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.713514 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.734733 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-1.52904 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.397854 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.438367 # DEPENDENCYPART_GRANDPAR
(1,2),(2,29),-0.798881 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.23 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),-1.2672 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.751084 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.704337 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.346799 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-1.3518 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.657199 # DEPENDENCYPART_GRANDPAR
(1,3),(3,27),-0.634483 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.64048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.6516 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.721551 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.175523 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0455651 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0541308 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0450041 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0439021 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.388735 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-0.284239 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.756389 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0172265 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.124563 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0168436 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.344923 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.278464 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.324968 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.508882 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.748093 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.729481 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.281927 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.00457851 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0565147 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.233809 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.173329 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.397777 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.184432 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.677406 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.721551 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.110413 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0705545 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0439021 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.221332 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.141417 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.212984 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.242097 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.640468 # DEPENDENCYPART_GRANDPAR
(2,7),(7,27),-0.284239 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.845027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,5),-0.0260736 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0548533 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.179184 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.236241 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.267349 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.313852 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.485872 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.113689 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.736978 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.685738 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.320229 # DEPENDENCYPART_GRANDPAR
(2,8),(8,29),-2.002 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.819296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,6),-0.117001 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.151314 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),1.07111 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.100192 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.324723 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.100968 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.525047 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.510606 # DEPENDENCYPART_GRANDPAR
(2,10),(10,29),-2.03354 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.775826 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.795286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.300686 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.133009 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0155934 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.086492 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.168261 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.250638 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),1.26006 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.124167 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.33859 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0959584 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.526861 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.524473 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.31137 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.354679 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.337163 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.378761 # DEPENDENCYPART_GRANDPAR
(2,11),(11,25),-0.859218 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-0.388184 # DEPENDENCYPART_GRANDPAR
(2,11),(11,29),-2.01605 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.845029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,5),-0.0264143 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.0548605 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.179179 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0337651 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.12504 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.441734 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.11165 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.733799 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.686015 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.317159 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.360467 # DEPENDENCYPART_GRANDPAR
(2,13),(13,29),-1.99791 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.499105 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.775826 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.771641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,4),-0.109363 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.00206216 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.0693589 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),0.193564 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.226992 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),1.27777 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.14836 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.0486205 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.652923 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.393001 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.00330054 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.494831 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.284909 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.664389 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.328218 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.784284 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.323842 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.356636 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.392682 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-0.829576 # DEPENDENCYPART_GRANDPAR
(2,15),(15,26),-0.359182 # DEPENDENCYPART_GRANDPAR
(2,15),(15,28),-1.02002 # DEPENDENCYPART_GRANDPAR
(2,15),(15,29),-2.00724 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.85899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,11),-0.137118 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.481606 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),0.0177154 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.561463 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.165282 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.324687 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.857562 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.367996 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.973818 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.359711 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.4847 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.446279 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-1.01908 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-0.460604 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-0.341783 # DEPENDENCYPART_GRANDPAR
(2,17),(17,28),-1.20952 # DEPENDENCYPART_GRANDPAR
(2,17),(17,29),-2.00606 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.180624 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.213309 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.475889 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.326901 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.595515 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.483302 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.230792 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.388735 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-0.408041 # DEPENDENCYPART_GRANDPAR
(2,18),(18,27),-0.284239 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.217245 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.595515 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.483302 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.230792 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.388735 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.640772 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-0.408041 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-0.284239 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.197942 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.69126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-1.48484 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.251558 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.351503 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.463441 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0995919 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0856876 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.18871 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.160437 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.434539 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.34362 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.888306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.241223 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.451611 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.146367 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0516498 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.0885876 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.564404 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.440977 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.35325 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.457001 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.226791 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.155514 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.464884 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0541811 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.191129 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.668574 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.439983 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-1.18519 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.19564 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.425348 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.289694 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.412974 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.520375 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0121872 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.262211 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0675325 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.539088 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.361039 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.544838 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.549611 # DEPENDENCYPART_GRANDPAR
(3,8),(8,29),-1.43276 # DEPENDENCYPART_GRANDPAR
(3,24),(24,11),0.296264 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.508344 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.538961 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),0.437491 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),0.123507 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-1.0133 # DEPENDENCYPART_GRANDPAR
(3,24),(24,27),-1.20056 # DEPENDENCYPART_GRANDPAR
(3,24),(24,28),-0.300712 # DEPENDENCYPART_GRANDPAR
(3,24),(24,29),-1.55969 # DEPENDENCYPART_GRANDPAR
(3,27),(27,23),0.437491 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-1.0471 # DEPENDENCYPART_GRANDPAR
(3,27),(27,28),-0.300712 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.959304 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.664145 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.2101 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.647251 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.164987 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0388538 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.438733 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.433648 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.555333 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.546972 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.881112 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.20217 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.0895528 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.246694 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.147288 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.599337 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.379253 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.342601 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.583862 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.821691 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.258816 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.366341 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.167255 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.236222 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0741265 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.634283 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.527041 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.465326 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.642993 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.475533 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.940057 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.850829 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.384274 # DEPENDENCYPART_GRANDPAR
(4,8),(8,29),-1.84127 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.510997 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.299474 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0450638 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.637955 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.264529 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.4946 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.472634 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.74099 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.688454 # DEPENDENCYPART_GRANDPAR
(4,10),(10,29),-1.883 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.25644 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.510426 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.722522 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.13883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.178076 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.268965 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0620112 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.454165 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.826905 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.141451 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.508467 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.467624 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.742804 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.702321 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.395449 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.350084 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.394627 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.393375 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.915808 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.441329 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-1.8655 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.366341 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.166915 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.236229 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.0741214 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.297716 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.280772 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.668781 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.473494 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.936878 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.851106 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.381205 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.335839 # DEPENDENCYPART_GRANDPAR
(4,13),(13,29),-1.83719 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-1.25644 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.510426 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.11519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.195732 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.251832 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0873145 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.430519 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.84461 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.117258 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.20602 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.877803 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.549159 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.363208 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.672679 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.368988 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.817881 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.323623 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.794016 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.381306 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.371251 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.392971 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.886165 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.412327 # DEPENDENCYPART_GRANDPAR
(4,15),(15,28),-0.974394 # DEPENDENCYPART_GRANDPAR
(4,15),(15,29),-1.8567 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0118085 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.113028 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.430954 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.153317 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.71481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.842681 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.995488 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.821956 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.51848 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-1.47439 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.01439 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.07825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.161143 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.00842819 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.205205 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.236888 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.113758 # DEPENDENCYPART_GRANDPAR
