# _root_ En l' obra s' hi pot veure un cert paral·lelisme amb la vida de l' autor , s' hi veu reflectida la_seva sensibilitat , les_seves inquietuds i els_seus dubtes .
#goldHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,7,20,20,7,20,23,20,23,26,23,23,29,23,7,
#predictedHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,20,20,20,13,20,23,20,23,26,23,23,29,23,7,
(3,20),(20,17),-0.3776 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.986307 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.523614 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.353896 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.668504 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.929082 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-0.53194 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.468433 # DEPENDENCYPART_GRANDPAR
(3,20),(20,29),-0.579359 # DEPENDENCYPART_GRANDPAR
(3,20),(20,30),-2.2248 # DEPENDENCYPART_GRANDPAR
(3,26),(26,21),-0.480534 # DEPENDENCYPART_GRANDPAR
(3,26),(26,22),-0.457368 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-0.730498 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),-0.705361 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),0.0474813 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),-0.480472 # DEPENDENCYPART_GRANDPAR
(3,26),(26,28),0.339579 # DEPENDENCYPART_GRANDPAR
(3,26),(26,29),-0.706851 # DEPENDENCYPART_GRANDPAR
(3,26),(26,30),-2.16287 # DEPENDENCYPART_GRANDPAR
(3,29),(29,24),-0.709139 # DEPENDENCYPART_GRANDPAR
(3,29),(29,25),0.0473678 # DEPENDENCYPART_GRANDPAR
(3,29),(29,26),-0.606293 # DEPENDENCYPART_GRANDPAR
(3,29),(29,27),-0.439054 # DEPENDENCYPART_GRANDPAR
(3,29),(29,28),0.64932 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.811715 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.682762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.430949 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.526104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.787724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.136682 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.314558 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.216689 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.647528 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.460093 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.58613 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.419089 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-1.30405 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.242405 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.824319 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.743209 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.590685 # DEPENDENCYPART_GRANDPAR
(5,6),(6,29),-0.461223 # DEPENDENCYPART_GRANDPAR
(5,6),(6,30),-1.22814 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.671481 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.939489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.013368 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.400097 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.51121 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.267752 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.644809 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.31001 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.564936 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.321035 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-1.21843 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.214907 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.811709 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.525227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.735611 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.541067 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-0.454873 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-1.08409 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.549213 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.543711 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.172604 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.854541 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.665597 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.4931 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.588488 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.464195 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-1.2766 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.700948 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.378587 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.09617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.625965 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-1.78965 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.55783 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.495722 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.333255 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.233376 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.97022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.500603 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.829449 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.03946 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.723053 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.08457 # DEPENDENCYPART_GRANDPAR
(6,3),(3,26),-1.42441 # DEPENDENCYPART_GRANDPAR
(6,3),(3,29),-1.74072 # DEPENDENCYPART_GRANDPAR
(6,3),(3,30),-2.32991 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.90035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,10),-0.983639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.740159 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.02393 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.59951 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.48892 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.25035 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.22964 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.18842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,10),-0.360481 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.367218 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.680597 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.45949 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.800876 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.744766 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.467429 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.692963 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.686411 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.512948 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.736691 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.734698 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-1.0664 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-1.54934 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.552085 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.803572 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.542765 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.26274 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.53076 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.454732 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.688727 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.206839 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.78892 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.945841 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.335041 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.703486 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.681203 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.714024 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-0.738023 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.614696 # DEPENDENCYPART_GRANDPAR
(6,10),(10,29),-1.06291 # DEPENDENCYPART_GRANDPAR
(6,10),(10,30),-1.59825 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.102764 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.747131 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.302571 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.975963 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.547729 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.349399 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.650179 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.741296 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.341797 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.5522 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.2446 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.54874 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0601581 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.234972 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.72025 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.231219 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.840332 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-1.00676 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.634049 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.375357 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.73483 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.732616 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.774944 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.789435 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.61441 # DEPENDENCYPART_GRANDPAR
(6,13),(13,29),-1.11433 # DEPENDENCYPART_GRANDPAR
(6,13),(13,30),-1.64745 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.936458 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.788815 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.803264 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.333804 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.55219 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.171242 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.714226 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-1.04319 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.943043 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.606439 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.361238 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.709123 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.69588 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.711225 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.7527 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.620663 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-1.07759 # DEPENDENCYPART_GRANDPAR
(6,16),(16,30),-1.59667 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-1.02331 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-1.4883 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-1.22826 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-1.1824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),0.203618 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.325176 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.506677 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.989068 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.629261 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.335287 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-1.34614 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.719815 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.48707 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.0351063 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.159964 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.699734 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.726011 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.503865 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.776291 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.751226 # DEPENDENCYPART_GRANDPAR
(6,20),(20,29),-1.106 # DEPENDENCYPART_GRANDPAR
(6,20),(20,30),-1.52061 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.293683 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.702919 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.595567 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.755705 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.780755 # DEPENDENCYPART_GRANDPAR
(6,21),(21,29),-1.08153 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.552085 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.0940161 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.257607 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.0602594 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.636624 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.506918 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.719354 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.96683 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.742542 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.619749 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-1.06743 # DEPENDENCYPART_GRANDPAR
(6,23),(23,30),-1.60288 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),-0.639758 # DEPENDENCYPART_GRANDPAR
(6,26),(26,22),-0.510382 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.364536 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),-0.609221 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.985047 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.602787 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-1.13972 # DEPENDENCYPART_GRANDPAR
(6,26),(26,29),-1.0576 # DEPENDENCYPART_GRANDPAR
(6,26),(26,30),-1.5937 # DEPENDENCYPART_GRANDPAR
(6,29),(29,24),-0.614858 # DEPENDENCYPART_GRANDPAR
(6,29),(29,25),-0.988759 # DEPENDENCYPART_GRANDPAR
(6,29),(29,26),-0.42223 # DEPENDENCYPART_GRANDPAR
(6,29),(29,27),-0.47897 # DEPENDENCYPART_GRANDPAR
(6,29),(29,28),-1.1455 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.59072 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.256074 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0115746 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.29595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,17),-1.41905 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-0.998368 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0851672 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.266088 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.221928 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0495353 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.17766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.402872 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.436504 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.219578 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.523116 # DEPENDENCYPART_GRANDPAR
(7,3),(3,26),-0.706429 # DEPENDENCYPART_GRANDPAR
(7,3),(3,29),-1.08857 # DEPENDENCYPART_GRANDPAR
(7,3),(3,30),-1.73275 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.000803844 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.373802 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.223268 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.02376 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.59542 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.113873 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.28565 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0838598 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.56574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,10),-0.738946 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.632357 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.0484 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.669553 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.16065 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.54781 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.911656 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.50951 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-1.05641 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-1.00887 # DEPENDENCYPART_GRANDPAR
(7,6),(6,27),-1.01385 # DEPENDENCYPART_GRANDPAR
(7,6),(6,29),-1.39101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,30),-1.96074 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.231293 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.379826 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.137652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.46929 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.208593 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.13331 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0760259 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.166749 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.177829 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.591271 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.263724 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.521227 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.0511011 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.170592 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.00570539 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),0.13875 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-0.396426 # DEPENDENCYPART_GRANDPAR
(7,10),(10,30),-1.00834 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),1.13022 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0117346 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.341143 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.851933 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0276119 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.000727567 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.076449 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.376546 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.271233 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.231407 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),1.45116 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.19062 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.566117 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.294656 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.590963 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.14237 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.229242 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.652191 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.302419 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.223409 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.552571 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.102514 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.231512 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-0.0571178 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),0.139036 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.447838 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-1.05754 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.789812 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.216866 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.439146 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.277764 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.231397 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.358382 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.584947 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.781313 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.588473 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.274808 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.237528 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.526864 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.0657781 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.167794 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.0203824 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),0.132783 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.411103 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-1.00676 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-0.69128 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.905626 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.799242 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-1.32935 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.446467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,10),0.3317 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.0602451 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.813994 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.0230172 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.0567818 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-1.04327 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.0691394 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.0801375 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),0.758568 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.256673 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.500644 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.0577409 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),0.0611696 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-0.00580527 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),0.00335964 # DEPENDENCYPART_GRANDPAR
(7,20),(20,29),-0.401342 # DEPENDENCYPART_GRANDPAR
(7,20),(20,30),-0.922402 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.0694631 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.063056 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.0386447 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.0136267 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.0265589 # DEPENDENCYPART_GRANDPAR
(7,21),(21,29),-0.40528 # DEPENDENCYPART_GRANDPAR
(7,23),(23,1),-0.231293 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),0.255678 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),0.0920604 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),0.500579 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.481564 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.25277 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.175922 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.856523 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.0102239 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),0.133697 # DEPENDENCYPART_GRANDPAR
(7,23),(23,29),-0.400944 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),-1.01297 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.0809582 # DEPENDENCYPART_GRANDPAR
(7,26),(26,21),-0.484699 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),-0.256234 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),0.274547 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.033738 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.873633 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),0.150659 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-1.42919 # DEPENDENCYPART_GRANDPAR
