# _root_ La resolució , en_atenció_a aquestes falsedats i mala fe , imposa les costes del procediment als defensors per ' temeritat ' .
#goldHeads=2,11,4,11,6,4,6,9,6,4,0,13,11,13,14,11,16,11,20,18,20,11,
#predictedHeads=2,11,4,2,6,4,2,9,2,4,0,13,11,13,14,15,16,11,20,18,20,11,
(6,14),(14,12),-0.482719 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.2543 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.526803 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.354333 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.61737 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.467768 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.489391 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.60689 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.67104 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.652271 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.398003 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.540082 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.453695 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.447992 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.592823 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.446441 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.491645 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-1.4756 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.881987 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-1.03057 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.411354 # DEPENDENCYPART_GRANDPAR
(6,20),(20,7),0.131094 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),-0.0241459 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.0942848 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.0726657 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.353494 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.498006 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.455786 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.617926 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.492353 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.450461 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.382812 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-1.38345 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0530823 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.393907 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0240421 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.176817 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.57846 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0182024 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.85278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.675584 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-1.32146 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-1.23189 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.79514 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-1.56725 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.42412 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-1.3598 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-1.83594 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.190267 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.039143 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.15398 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.182693 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.373827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.126492 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.86059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.65191 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.34731 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.24001 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.31111 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.712 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.49569 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.39678 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.57204 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.8641 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.72104 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.855141 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.692335 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.13944 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.333823 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.767038 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.12388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.648179 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.60245 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.62861 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-1.11749 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-1.01626 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.856622 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.719795 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.889363 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.655467 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-1.14214 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.0874782 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.968693 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.759658 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.860144 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.803606 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.372427 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.76908 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.20504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.112834 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.391647 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.536593 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-1.10789 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.695668 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.760751 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.71631 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.758209 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.718053 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.79752 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.653725 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-1.09632 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.578974 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.225784 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0450324 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.14788 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.0607173 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.630574 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.86865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.801713 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-1.37384 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-1.28699 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.2304 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-1.17559 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.17736 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.62875 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-1.54815 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-1.30538 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-2.14833 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.124769 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.749074 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0310572 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.55369 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.309337 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.105291 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.558769 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.93375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.815276 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-1.40113 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-1.37495 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-1.30843 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.62208 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-1.29871 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-2.15809 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.579169 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.114581 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.376885 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.159316 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.452677 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0608967 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.631479 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.86865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.801712 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.37384 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.28699 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.23039 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.17558 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.17736 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.54815 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-2.14833 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.44058 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0604874 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.221628 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.125016 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.88952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.822407 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.40628 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.13156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-1.3521 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.00889 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.34837 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.940502 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.765317 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.777783 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.168957 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.02072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.183685 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.373595 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.512317 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.599851 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.375928 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.592021 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.453706 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.798466 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.63492 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.475093 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-1.36176 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.864793 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.24182 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.718512 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.689105 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.0817308 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.09857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.215891 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.816832 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.546123 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.76351 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.611469 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.758688 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.559018 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.725975 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.800804 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.402602 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-1.35433 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.710306 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.0335101 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.918874 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.459397 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.595795 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.454561 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.665599 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.476964 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.610854 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.724996 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.728235 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.892627 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.767915 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.84724 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.519231 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.552185 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.831639 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.813326 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.508266 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-1.44331 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.864793 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-1.24182 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.718512 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.689105 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.0817308 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-1.09857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.215892 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.516414 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.626012 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.527864 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.734705 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.54364 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.693888 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.402503 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-1.35423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.515056 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.552174 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.426394 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.828762 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.494345 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.503826 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.413315 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.91209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.487992 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.03105 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.781108 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.720193 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.670612 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.07328 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.06497 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.06939 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.05141 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.202238 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.757486 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.253667 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.20028 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.49134 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.0384616 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.174576 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.38798 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.130124 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.39984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.16847 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.0327289 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.153742 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.266496 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.848244 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.643692 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.811723 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-1.5138 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0511787 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.430009 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.113952 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.161211 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.333985 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.257786 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.000937484 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.226511 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.563201 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.51138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,14),-0.292181 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.388022 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.904974 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.868453 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-1.59575 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.737243 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0287408 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.361758 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0804033 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.707344 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0314617 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.183006 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.397358 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.139477 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.39981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.168445 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.032696 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.153711 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.266466 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.643668 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-1.51378 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.234176 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0375851 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.169776 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.339838 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.227114 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.373082 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.42164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,2),-0.028624 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.362287 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0720538 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.706713 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.178922 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.180922 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.125942 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.12426 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.39377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.162401 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0145621 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.135577 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.248332 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.842175 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.637623 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.805654 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.50773 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0186665 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.720105 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.0672 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.311568 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.06003 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.594132 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.625766 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.683407 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),1.34345 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.317884 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.042448 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0570958 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0603891 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0477152 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.065937 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0513573 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.102458 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.793682 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.16184 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.774546 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),1.1304 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0693228 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0857207 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0372088 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0643777 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.13929 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.311573 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.625768 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.683409 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),1.34285 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0554869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0785763 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0541182 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.0562937 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.0331701 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.0928146 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.803325 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.221263 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.209127 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0631687 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.186928 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.319271 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.720105 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.311568 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.06003 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),1.34348 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.404996 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0503488 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.0652087 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.0515775 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.10173 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.79441 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.539302 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.190745 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.139073 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.140322 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.00588729 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.176842 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.70346 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.720105 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.0672 # DEPENDENCYPART_GRANDPAR
