# _root_ He de reconèixer que és difícil , amb un nacionalisme espanyol tan excloent com el que està fent el PP , mantenir aquesta política de pactes perquè de_vegades fan trontollar .
#goldHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,8,5,24,22,24,25,29,29,5,29,3,
#predictedHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,18,18,24,22,24,25,30,30,30,22,3,
(3,13),(3,17),0.0648454 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.0315157 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.0031345 # DEPENDENCYPART_SIBL
(3,13),(3,22),0.0155736 # DEPENDENCYPART_SIBL
(3,13),(3,29),0.0352447 # DEPENDENCYPART_SIBL
(3,13),(3,30),0.0288082 # DEPENDENCYPART_SIBL
(3,13),(3,31),0.000391168 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0765652 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.041051 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0152515 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.0176277 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.0408131 # DEPENDENCYPART_SIBL
(3,14),(3,30),0.0218882 # DEPENDENCYPART_SIBL
(3,14),(3,31),-0.0242161 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.0477741 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.00320089 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.0453589 # DEPENDENCYPART_SIBL
(3,17),(3,29),-0.0323147 # DEPENDENCYPART_SIBL
(3,17),(3,30),-0.0490324 # DEPENDENCYPART_SIBL
(3,17),(3,31),-0.0525736 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.00291474 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.0352225 # DEPENDENCYPART_SIBL
(3,18),(3,29),-0.0221783 # DEPENDENCYPART_SIBL
(3,18),(3,30),-0.0388961 # DEPENDENCYPART_SIBL
(3,18),(3,31),-0.0436128 # DEPENDENCYPART_SIBL
(3,21),(3,22),0.0329797 # DEPENDENCYPART_SIBL
(3,21),(3,29),0.0980825 # DEPENDENCYPART_SIBL
(3,21),(3,30),0.0503764 # DEPENDENCYPART_SIBL
(3,21),(3,31),-0.116561 # DEPENDENCYPART_SIBL
(3,22),(3,29),0.0303473 # DEPENDENCYPART_SIBL
(3,22),(3,30),0.0136296 # DEPENDENCYPART_SIBL
(3,22),(3,31),-0.0367307 # DEPENDENCYPART_SIBL
(3,29),(3,30),-0.0419191 # DEPENDENCYPART_SIBL
(3,29),(3,31),-0.0454403 # DEPENDENCYPART_SIBL
(3,30),(3,31),-0.0183585 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.115003 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.078828 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.348356 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0494786 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.101911 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0908624 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.000442226 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0218371 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.112352 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0220014 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0881528 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0699475 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0694066 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0150143 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0195888 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.101911 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0373202 # DEPENDENCYPART_SIBL
(5,1),(5,24),-0.0307865 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.0381732 # DEPENDENCYPART_SIBL
(5,1),(5,30),0.0629357 # DEPENDENCYPART_SIBL
(5,1),(5,31),0.106477 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.053499 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.170715 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00559402 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0235912 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0150259 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.118421 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0281603 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0881885 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0416494 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0291464 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0247976 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0448774 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0181164 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.153563 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0235912 # DEPENDENCYPART_SIBL
(5,2),(5,22),0.0173569 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.142497 # DEPENDENCYPART_SIBL
(5,2),(5,29),-0.00764446 # DEPENDENCYPART_SIBL
(5,2),(5,30),0.00347508 # DEPENDENCYPART_SIBL
(5,2),(5,31),0.0143836 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.363565 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.000274088 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0434266 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.148063 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0521698 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0715898 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.127642 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0717541 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0010418 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.120625 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.00649732 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0425583 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0713163 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0434266 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0385837 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.082514 # DEPENDENCYPART_SIBL
(5,3),(5,29),-0.0377308 # DEPENDENCYPART_SIBL
(5,3),(5,30),-0.0129682 # DEPENDENCYPART_SIBL
(5,3),(5,31),-0.0037951 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.155759 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00240827 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0448001 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0853355 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0697629 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.106897 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0506495 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0345395 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0694084 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.105638 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.00590989 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0666776 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.00240827 # DEPENDENCYPART_SIBL
(5,4),(5,22),0.0355184 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0410155 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.0267387 # DEPENDENCYPART_SIBL
(5,4),(5,30),0.0344907 # DEPENDENCYPART_SIBL
(5,4),(5,31),-0.529001 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.016759 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.13215 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0557422 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.194857 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0405599 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.194052 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.117542 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00849755 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0687502 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0180949 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0651377 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.016759 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.00294432 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0507367 # DEPENDENCYPART_SIBL
(5,6),(5,29),0.0219877 # DEPENDENCYPART_SIBL
(5,6),(5,30),0.0209802 # DEPENDENCYPART_SIBL
(5,6),(5,31),-0.0691348 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.22707 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0328766 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0196396 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.125705 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0168527 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.204453 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0656789 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0464507 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.00652424 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0209431 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0549153 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.00363417 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0352281 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.0570902 # DEPENDENCYPART_SIBL
(5,7),(5,30),0.0148135 # DEPENDENCYPART_SIBL
(5,7),(5,31),-0.0707313 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00937982 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0321773 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0761593 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0455012 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0861277 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0605799 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.00175087 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0196906 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.00754172 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.00835859 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0131892 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0166078 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.00844784 # DEPENDENCYPART_SIBL
(5,8),(5,30),-0.0244514 # DEPENDENCYPART_SIBL
(5,8),(5,31),-0.00200126 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0541331 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0132484 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0503604 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.132296 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.101314 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0496047 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0220688 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.21129 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.027166 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0882612 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.214344 # DEPENDENCYPART_SIBL
(5,10),(5,29),-0.0678746 # DEPENDENCYPART_SIBL
(5,10),(5,30),-0.074273 # DEPENDENCYPART_SIBL
(5,10),(5,31),-0.0222039 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0439157 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.196832 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0954596 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.00266191 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0500559 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00059943 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0741869 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0443179 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.01575 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0597855 # DEPENDENCYPART_SIBL
(5,11),(5,29),0.0032934 # DEPENDENCYPART_SIBL
(5,11),(5,30),0.00228588 # DEPENDENCYPART_SIBL
(5,11),(5,31),-0.0274734 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0779421 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0958339 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0484128 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0426408 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0326389 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0308647 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0432232 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0549992 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.031181 # DEPENDENCYPART_SIBL
(5,12),(5,29),-0.0431056 # DEPENDENCYPART_SIBL
(5,12),(5,30),-0.0531975 # DEPENDENCYPART_SIBL
(5,12),(5,31),-0.0642059 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0855648 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0169549 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.06709 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0164347 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0551653 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.100737 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.00128414 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0407642 # DEPENDENCYPART_SIBL
(5,13),(5,29),0.0203276 # DEPENDENCYPART_SIBL
(5,13),(5,30),0.01932 # DEPENDENCYPART_SIBL
(5,13),(5,31),0.0189753 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.252273 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0666303 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0158926 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0976404 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0867044 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.00591748 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.106403 # DEPENDENCYPART_SIBL
(5,14),(5,29),0.0130788 # DEPENDENCYPART_SIBL
(5,14),(5,30),0.00254861 # DEPENDENCYPART_SIBL
(5,14),(5,31),0.0259718 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.15937 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.189495 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.108239 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.00601201 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.188859 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.106079 # DEPENDENCYPART_SIBL
(5,16),(5,29),-0.188196 # DEPENDENCYPART_SIBL
(5,16),(5,30),-0.195564 # DEPENDENCYPART_SIBL
(5,16),(5,31),-0.0518534 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0445647 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.0550987 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.0399746 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0387394 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0458481 # DEPENDENCYPART_SIBL
(5,17),(5,29),-0.0306832 # DEPENDENCYPART_SIBL
(5,17),(5,30),-0.0419708 # DEPENDENCYPART_SIBL
(5,17),(5,31),0.00544224 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0322461 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0158935 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.045667 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.0229956 # DEPENDENCYPART_SIBL
(5,18),(5,29),-0.0376108 # DEPENDENCYPART_SIBL
(5,18),(5,30),-0.0488984 # DEPENDENCYPART_SIBL
(5,18),(5,31),-0.00996407 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.102779 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.114276 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.250861 # DEPENDENCYPART_SIBL
(5,20),(5,29),-0.0938892 # DEPENDENCYPART_SIBL
(5,20),(5,30),-0.100288 # DEPENDENCYPART_SIBL
(5,20),(5,31),-0.0863754 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.00363417 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0352281 # DEPENDENCYPART_SIBL
(5,21),(5,29),0.0570902 # DEPENDENCYPART_SIBL
(5,21),(5,30),0.0148135 # DEPENDENCYPART_SIBL
(5,21),(5,31),-0.0707313 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.0450399 # DEPENDENCYPART_SIBL
(5,22),(5,29),0.0158812 # DEPENDENCYPART_SIBL
(5,22),(5,30),0.00459356 # DEPENDENCYPART_SIBL
(5,22),(5,31),0.00464611 # DEPENDENCYPART_SIBL
(5,24),(5,29),-0.0350057 # DEPENDENCYPART_SIBL
(5,24),(5,30),-0.0414041 # DEPENDENCYPART_SIBL
(5,24),(5,31),-0.00834193 # DEPENDENCYPART_SIBL
(5,29),(5,30),-0.0518486 # DEPENDENCYPART_SIBL
(5,29),(5,31),-0.0111515 # DEPENDENCYPART_SIBL
(5,30),(5,31),0.0178861 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.554561 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0540269 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00965063 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0483785 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00454971 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0471546 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0458579 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.17865 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0368305 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0660311 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0179351 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00531143 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00243575 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0160027 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.000639903 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0303338 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0119918 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00648754 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0801908 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0654611 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.668956 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.67412 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00681296 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.178416 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.192338 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0852198 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0902208 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0971756 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.154137 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.114861 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.216881 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0699012 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00735277 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0211971 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0127081 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.141962 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0170785 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.049787 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0562912 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0858375 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0107648 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0367452 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0210472 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0368987 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.204814 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0257399 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0393622 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0865942 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0593439 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0614605 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0436301 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0681706 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.102078 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0497012 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.439531 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.173647 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0977238 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0492552 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0966913 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.014469 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0784705 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.130428 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.387997 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.29022 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.382512 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0643748 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.39455 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0150468 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.132952 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.253384 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0917842 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.17584 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.163193 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.184898 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0696489 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.201091 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.139047 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0960889 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.177637 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.142786 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0481733 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0169147 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.0269721 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0142635 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0747381 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0575223 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0764893 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0253241 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.082431 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0672609 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0524852 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0265614 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0179897 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0239066 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0405611 # DEPENDENCYPART_SIBL
(10,2),(10,31),-0.0148377 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0865246 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.327475 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.125255 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0489518 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.129125 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00935023 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.122193 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.126445 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0462909 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.06202 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0442944 # DEPENDENCYPART_SIBL
(10,3),(10,31),0.0202233 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.312515 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0101062 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.041093 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00280024 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0447824 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0361973 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0200488 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00692049 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.00766282 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0279828 # DEPENDENCYPART_SIBL
(10,6),(10,31),0.00847319 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.128147 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.103055 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.120377 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0838513 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.027217 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0735969 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0297737 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.035773 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.108537 # DEPENDENCYPART_SIBL
(10,9),(10,31),0.14047 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0136455 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0380854 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.13155 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0358303 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0132704 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00702871 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.035631 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.021557 # DEPENDENCYPART_SIBL
(10,11),(10,31),-0.0266285 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0487599 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.014924 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0557522 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0386421 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0291522 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0343036 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0152589 # DEPENDENCYPART_SIBL
(10,12),(10,31),0.0761125 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.110892 # DEPENDENCYPART_SIBL
