# _root_ Segons va explicar , les peces intervingudes tenen imatges d' inspiració mironiana , però " no reprodueixen dibuixos del pintor " .
#goldHeads=3,3,8,3,6,8,6,0,8,9,10,11,9,8,17,17,8,17,18,19,17,8,
#predictedHeads=3,3,8,3,6,8,6,0,8,9,10,11,8,8,17,17,8,17,18,19,17,8,
(6,10),(10,13),-0.438095 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.312762 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.519054 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.345314 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0587772 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.516967 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.00434931 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.372261 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.247018 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.521993 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.406317 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.383732 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.0948768 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.663352 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.436825 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.29694 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-1.19376 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-1.42386 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-1.14971 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.601922 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.00677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.0946497 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.0277682 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.217845 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0547472 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.36354 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.375931 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.187191 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.448062 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.509272 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.291633 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.390911 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.0318368 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.466789 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.710401 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-1.40537 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.985229 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.0854678 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.489792 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.244901 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.012525 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.625044 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.631513 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-1.38883 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.0676714 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.332825 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.690112 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-1.46872 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.275481 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.150963 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0863538 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0302558 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.115871 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.45184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.717119 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.667451 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.01214 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.867757 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.13637 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.02032 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.08863 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.52769 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.0224 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.1901 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.14052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.57529 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.720512 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.04403 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.631679 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.750293 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.601813 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.609943 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.798443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.104091 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.460702 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0154839 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0799705 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.369331 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.292365 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.350785 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.401122 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.855082 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.242578 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.587967 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.402678 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.812147 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.551992 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.745281 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.651945 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.571239 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.716758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.194555 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.423548 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0828861 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.127889 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.426951 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.403945 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.315584 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.882198 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.339781 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.568411 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.367477 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.845666 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.5446 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0240837 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.103818 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.455122 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.289555 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.343133 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.800035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.684324 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.717517 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.380724 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.33488 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.269975 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.306824 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.389477 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.836908 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.583151 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.358717 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.199583 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.410081 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.720356 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-1.04312 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.630765 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.750282 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.609717 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.796154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.031963 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.0887046 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.42815 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.0114005 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.212067 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.184835 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.270899 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.220504 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.252391 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.24684 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.583811 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.0885264 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.390368 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.805753 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0120674 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.117384 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.294125 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.40034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,1),0.815479 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.11951 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.726936 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0592848 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.75335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,14),-0.906827 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.887524 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-1.92203 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.836562 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0152384 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.651409 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0355434 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0017313 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.75191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.442162 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.494731 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.95402 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-1.20727 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.905567 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.25977 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.886077 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-1.05271 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.29445 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.92077 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.140842 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.539216 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.224583 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.261886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.946079 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.227978 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.36216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.138907 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.0288427 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.699731 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.967062 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.648952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.02978 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.49642 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.74945 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.460699 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.06446 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.69095 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.360867 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.806933 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0464884 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.38507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.148893 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.19511 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.734221 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.966512 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.63793 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.519818 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.559915 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.511342 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.115316 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.684036 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.597948 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.296132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.329068 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.185968 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0969085 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.200974 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0447544 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.105625 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.290343 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.0239541 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.0466312 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.140305 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.928791 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.681634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.125878 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0190081 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.103185 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0256498 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.230581 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.178818 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.319161 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.559868 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.511296 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.115269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.683895 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.359636 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0563038 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.217208 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0280803 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.124432 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.268465 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.0143075 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.108392 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.159112 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.947596 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.511812 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.313657 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.093493 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0573993 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.224209 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.196166 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.153579 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.219142 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.258889 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.148192 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.238783 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.303041 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.0292221 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.37701 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.00823 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.949171 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.75253 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.988162 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.853215 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.630565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.578616 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.0193531 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.133164 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.103027 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.167773 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.00109498 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.134432 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.426667 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0414379 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.253613 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.248804 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.152675 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.82886 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.559873 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.288484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,15),-0.198987 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.34226 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.0869407 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.281603 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.16315 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.951636 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.571332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,20),-0.310939 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.215328 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.94098 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.323529 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.617659 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0648504 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.25954 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.0342409 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.358344 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.56532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.546883 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.778687 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.919525 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.988767 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-1.0957 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.732362 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-1.10898 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-1.21977 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-1.91692 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.19939 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.57549 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.653135 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.151863 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.618075 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0377403 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.385542 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.42132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.299792 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.69146 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.812979 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.894433 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.998777 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.567449 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.964977 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.797717 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.12285 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-1.82428 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.187886 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.551847 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.192969 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.298845 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.44219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.471624 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.734005 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.833677 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.909347 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.599896 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.341269 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.673063 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.431938 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.153791 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.56847 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.118892 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0715331 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.56625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.547649 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.788739 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.779187 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.920025 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.989267 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.0962 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.834871 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.73285 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.1099 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.03079 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.22027 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.91742 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.25028 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.538738 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.112398 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0374657 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0594216 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.152662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.147595 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.120365 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.22121 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.00516 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.29471 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.06211 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.435711 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0259097 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0443863 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.237111 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.16582 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.00641858 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.206788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.129312 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.289891 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-1.04328 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.02586 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.409756 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.00383487 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0137321 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.179444 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.061268 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0879946 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.192816 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.303515 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0251356 # DEPENDENCYPART_GRANDPAR
