# _root_ L' aparició del Teneighty , un esquí que disposa de la cua aixecada igual que l' espàtula , és la confirmació del fet que la firma francesa continua buscant noves fórmules dins de l' esquí .
#goldHeads=2,19,2,3,7,7,4,9,7,9,12,10,12,12,17,17,12,7,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
#predictedHeads=2,19,2,3,7,7,2,9,7,9,12,10,12,12,17,17,14,9,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
(3,2),(3,7),-0.00342761 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.0265233 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.935737 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.0276216 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.0020864 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.170893 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0279647 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0267386 # DEPENDENCYPART_SIBL
(4,1),(4,14),0.0141356 # DEPENDENCYPART_SIBL
(4,1),(4,36),0.0509039 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.365923 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0442952 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.00104244 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0225619 # DEPENDENCYPART_SIBL
(4,5),(4,36),0.0067319 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00169079 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0265974 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0325677 # DEPENDENCYPART_SIBL
(4,7),(4,36),-0.00644511 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0103652 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.00752235 # DEPENDENCYPART_SIBL
(4,9),(4,36),0.0487365 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0481768 # DEPENDENCYPART_SIBL
(4,13),(4,36),-0.017025 # DEPENDENCYPART_SIBL
(4,14),(4,36),0.0122798 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.674894 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.00556197 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0578516 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0109338 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.598845 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0653101 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0389093 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.34615 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.168754 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0301401 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0175371 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.324144 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.168902 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.000975222 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0539931 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.168902 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.297446 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.324144 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.187102 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.00945189 # DEPENDENCYPART_SIBL
(7,1),(7,28),0.0378835 # DEPENDENCYPART_SIBL
(7,1),(7,29),0.0493562 # DEPENDENCYPART_SIBL
(7,1),(7,36),0.0539625 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0463486 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0622914 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.013176 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0959673 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0106793 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0297554 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00504812 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.036992 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0345377 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.119338 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00427502 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.000804762 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0463668 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.00407022 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0190482 # DEPENDENCYPART_SIBL
(7,2),(7,24),-0.119338 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.000853452 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.047263 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.0172471 # DEPENDENCYPART_SIBL
(7,2),(7,29),-0.00144156 # DEPENDENCYPART_SIBL
(7,2),(7,36),-0.0523173 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0674183 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.00277827 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0788472 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0160354 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0278283 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0231483 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0202478 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.018048 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.136841 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0216925 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0284558 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0379002 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0186745 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0492906 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.136841 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0156785 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.00994338 # DEPENDENCYPART_SIBL
(7,3),(7,28),-0.0118837 # DEPENDENCYPART_SIBL
(7,3),(7,29),-0.00949153 # DEPENDENCYPART_SIBL
(7,3),(7,36),0.0123976 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.446749 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.12354 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.11855 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0449396 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.049107 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0154155 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0218646 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.134931 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0490569 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.342641 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0977572 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0490681 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.149193 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.134931 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0412346 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0010362 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.122409 # DEPENDENCYPART_SIBL
(7,5),(7,29),0.13762 # DEPENDENCYPART_SIBL
(7,5),(7,36),-0.308347 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0925162 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.107828 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.133827 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0136455 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.117807 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.105284 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.297422 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.013498 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00618522 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0195821 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.013498 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.133338 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.297422 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.00286046 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.0966957 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.108204 # DEPENDENCYPART_SIBL
(7,6),(7,29),0.116776 # DEPENDENCYPART_SIBL
(7,6),(7,36),0.146645 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.128246 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.188976 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.204926 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0687049 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0696141 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.144543 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.204874 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0236884 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.147186 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.204885 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.193964 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.144543 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.206208 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0704973 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.123368 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.121324 # DEPENDENCYPART_SIBL
(7,8),(7,36),-0.0874098 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0446517 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0275551 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0100744 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00723155 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0161777 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.02761 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0690501 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0705877 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0275951 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.00106816 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.0161777 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0259165 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.00828235 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.0592911 # DEPENDENCYPART_SIBL
(7,9),(7,29),-0.0572359 # DEPENDENCYPART_SIBL
(7,9),(7,36),0.0486253 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0111968 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.070439 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0879815 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0741765 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.011449 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0164599 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0406854 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0114346 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0422374 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0741765 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.00871496 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.0642421 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.0116434 # DEPENDENCYPART_SIBL
(7,10),(7,29),0.00895443 # DEPENDENCYPART_SIBL
(7,10),(7,36),0.00748785 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0256209 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0315913 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.156439 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.010907 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0245782 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0173127 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0108922 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0066573 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.156439 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.00892468 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.0194721 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.00045653 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.00485073 # DEPENDENCYPART_SIBL
(7,12),(7,36),-0.00986374 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0484683 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0944411 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00385947 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0153645 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0360426 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.00384906 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0468929 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0944411 # DEPENDENCYPART_SIBL
(7,13),(7,26),0.00276134 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.0500179 # DEPENDENCYPART_SIBL
(7,13),(7,28),0.0179698 # DEPENDENCYPART_SIBL
(7,13),(7,29),0.0196195 # DEPENDENCYPART_SIBL
(7,13),(7,36),-0.0171374 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0989703 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.000652875 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0155296 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0332514 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.000663283 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0625112 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0989703 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.001751 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.0513152 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.0155414 # DEPENDENCYPART_SIBL
(7,14),(7,29),0.0171911 # DEPENDENCYPART_SIBL
(7,14),(7,36),0.0121674 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0361105 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.107502 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.183102 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.0361001 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.131294 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.22028 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.0394009 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.0103738 # DEPENDENCYPART_SIBL
(7,15),(7,28),-0.121768 # DEPENDENCYPART_SIBL
(7,15),(7,29),-0.118769 # DEPENDENCYPART_SIBL
(7,15),(7,36),-0.0931051 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.030651 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0143983 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0111044 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0096593 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.156281 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.00913683 # DEPENDENCYPART_SIBL
(7,17),(7,27),0.0196165 # DEPENDENCYPART_SIBL
(7,17),(7,28),0.00245788 # DEPENDENCYPART_SIBL
(7,17),(7,29),0.00776515 # DEPENDENCYPART_SIBL
(7,17),(7,36),-0.00567773 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0831548 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.373872 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.00017859 # DEPENDENCYPART_SIBL
(7,18),(7,24),0.0155523 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.361624 # DEPENDENCYPART_SIBL
(7,18),(7,27),-0.0012948 # DEPENDENCYPART_SIBL
(7,18),(7,28),-0.0506369 # DEPENDENCYPART_SIBL
(7,18),(7,29),-0.0486795 # DEPENDENCYPART_SIBL
(7,18),(7,36),0.00663029 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0231253 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.00676176 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.000371688 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.0213872 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.0124976 # DEPENDENCYPART_SIBL
(7,19),(7,28),-0.064914 # DEPENDENCYPART_SIBL
(7,19),(7,29),-0.0628587 # DEPENDENCYPART_SIBL
(7,19),(7,36),0.0532314 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.00656061 # DEPENDENCYPART_SIBL
(7,21),(7,24),-0.156281 # DEPENDENCYPART_SIBL
(7,21),(7,26),0.00913314 # DEPENDENCYPART_SIBL
(7,21),(7,27),0.0196165 # DEPENDENCYPART_SIBL
(7,21),(7,28),0.00245788 # DEPENDENCYPART_SIBL
(7,21),(7,29),0.00776515 # DEPENDENCYPART_SIBL
(7,21),(7,36),-0.00468506 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.0284259 # DEPENDENCYPART_SIBL
(7,22),(7,26),0.0147967 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.0374581 # DEPENDENCYPART_SIBL
(7,22),(7,28),-0.0493977 # DEPENDENCYPART_SIBL
(7,22),(7,29),-0.0296078 # DEPENDENCYPART_SIBL
(7,22),(7,36),0.0206557 # DEPENDENCYPART_SIBL
(7,24),(7,26),0.0394009 # DEPENDENCYPART_SIBL
(7,24),(7,27),0.0103738 # DEPENDENCYPART_SIBL
(7,24),(7,28),-0.121768 # DEPENDENCYPART_SIBL
(7,24),(7,29),-0.118769 # DEPENDENCYPART_SIBL
(7,24),(7,36),-0.0931051 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.0181032 # DEPENDENCYPART_SIBL
(7,26),(7,28),-0.00146484 # DEPENDENCYPART_SIBL
(7,26),(7,29),0.00384243 # DEPENDENCYPART_SIBL
(7,26),(7,36),-0.015128 # DEPENDENCYPART_SIBL
(7,27),(7,28),0.0179705 # DEPENDENCYPART_SIBL
(7,27),(7,29),0.0196202 # DEPENDENCYPART_SIBL
(7,27),(7,36),-0.0278555 # DEPENDENCYPART_SIBL
(7,28),(7,29),-0.0556735 # DEPENDENCYPART_SIBL
(7,28),(7,36),0.0295626 # DEPENDENCYPART_SIBL
(7,29),(7,36),0.0467545 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0890508 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0681995 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0694503 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0681987 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.179502 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0681973 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.251746 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0889465 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0878851 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0729142 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0453568 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.308451 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0857078 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0549114 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.110855 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0843388 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.117943 # DEPENDENCYPART_SIBL
(9,1),(9,29),-0.0732779 # DEPENDENCYPART_SIBL
(9,1),(9,32),-0.0973196 # DEPENDENCYPART_SIBL
(9,1),(9,36),-0.0733336 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.15113 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.737251 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.49357 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.73725 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.703413 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0104746 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0430823 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0154477 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.032268 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.121797 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0395077 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.011182 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00574443 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0377292 # DEPENDENCYPART_SIBL
(9,2),(9,28),-0.0256668 # DEPENDENCYPART_SIBL
(9,2),(9,29),0.0401929 # DEPENDENCYPART_SIBL
(9,2),(9,32),-0.00830508 # DEPENDENCYPART_SIBL
(9,2),(9,36),0.0260891 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0616711 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.342933 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0616605 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.483618 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00100814 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.143956 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0545686 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0164578 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.173233 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.139016 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.054031 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0380144 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.131611 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.0577617 # DEPENDENCYPART_SIBL
(9,3),(9,29),-0.0187289 # DEPENDENCYPART_SIBL
(9,3),(9,32),-0.0524105 # DEPENDENCYPART_SIBL
(9,3),(9,36),-0.0302416 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.49357 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.73725 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.703413 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0104857 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0430576 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0154289 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0322867 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.121777 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0394831 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0111341 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00569625 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0377045 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.0256234 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0402363 # DEPENDENCYPART_SIBL
(9,4),(9,32),-0.00828631 # DEPENDENCYPART_SIBL
(9,4),(9,36),0.0261161 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0581457 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.194818 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0182417 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0103178 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0230466 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0379522 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0903215 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.00818921 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.257758 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0325523 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00684261 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.0434079 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.023925 # DEPENDENCYPART_SIBL
(9,5),(9,32),0.00162014 # DEPENDENCYPART_SIBL
(9,5),(9,36),-0.446118 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.703409 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0104846 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.043062 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0154322 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0322834 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.121784 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0394875 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0111353 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00570673 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0377089 # DEPENDENCYPART_SIBL
(9,7),(9,28),-0.0256339 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.0402259 # DEPENDENCYPART_SIBL
(9,7),(9,32),-0.00828962 # DEPENDENCYPART_SIBL
(9,7),(9,36),0.0261207 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0164725 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0283288 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0255641 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00703697 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0530981 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0262002 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0265668 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0362085 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.024286 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.0360513 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.034388 # DEPENDENCYPART_SIBL
(9,8),(9,32),0.0550457 # DEPENDENCYPART_SIBL
(9,8),(9,36),-0.481306 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0568181 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.114052 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0969833 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.131147 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0567179 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0247281 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0566875 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0567199 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0472882 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.000973049 # DEPENDENCYPART_SIBL
(9,10),(9,32),-0.0638751 # DEPENDENCYPART_SIBL
(9,10),(9,36),0.00919708 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0528792 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0225242 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.1569 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.260186 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0379416 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0729934 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.260189 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0647875 # DEPENDENCYPART_SIBL
