# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,26,31,4,
(7,1),(7,13),-0.00947019 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.159438 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0786986 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0305518 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0398699 # DEPENDENCYPART_SIBL
(7,1),(7,33),-0.112188 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00943308 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0041951 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.107575 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.633387 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.381251 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.137216 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00329761 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.063352 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0391885 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.356144 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.147163 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.381251 # DEPENDENCYPART_SIBL
(7,2),(7,33),0.0261877 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.140319 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00833912 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0271667 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0126581 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0410718 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00519792 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0275333 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0123904 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.142015 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0365546 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0126581 # DEPENDENCYPART_SIBL
(7,3),(7,33),-0.0528114 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.282487 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.215465 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0130421 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0207899 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0878826 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0677389 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.008936 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.135344 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0316055 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0130421 # DEPENDENCYPART_SIBL
(7,4),(7,33),0.0772878 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.194019 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0314 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0205361 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0354848 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0164172 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0805617 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0714758 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0274772 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0314 # DEPENDENCYPART_SIBL
(7,5),(7,33),-0.262035 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.115121 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0566223 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0492921 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00539199 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0207812 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.328142 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0349571 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.115121 # DEPENDENCYPART_SIBL
(7,6),(7,33),0.00833269 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0441651 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0650555 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0490767 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0186614 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0831627 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0248888 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0641936 # DEPENDENCYPART_SIBL
(7,8),(7,33),0.019624 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0116568 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00951218 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.121405 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.139078 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0909761 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00741342 # DEPENDENCYPART_SIBL
(7,10),(7,33),0.0113814 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0802036 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0961914 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0205885 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0405931 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.039796 # DEPENDENCYPART_SIBL
(7,12),(7,33),0.0367763 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.1174 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0163572 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0463387 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0494155 # DEPENDENCYPART_SIBL
(7,13),(7,33),0.0742645 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0611029 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.43152 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.00317343 # DEPENDENCYPART_SIBL
(7,14),(7,33),0.0983183 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.049559 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.1287 # DEPENDENCYPART_SIBL
(7,15),(7,33),-0.0767004 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0439141 # DEPENDENCYPART_SIBL
(7,17),(7,33),0.0250153 # DEPENDENCYPART_SIBL
(7,18),(7,33),0.019624 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0786699 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0606494 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0456241 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.402675 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.374077 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.260801 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.287525 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0234256 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.347393 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.131431 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.111297 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.209756 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.596406 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.038568 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0160961 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0521137 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0542585 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0412324 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0263041 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0283601 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0281828 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.236244 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0506658 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.664141 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.204319 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.00381441 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.183436 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.457741 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.05207 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.483755 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0348792 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0111736 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0641233 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0731064 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0553222 # DEPENDENCYPART_SIBL
(12,1),(12,26),-0.0728465 # DEPENDENCYPART_SIBL
(12,1),(12,29),-0.0904142 # DEPENDENCYPART_SIBL
(12,1),(12,31),-0.0488756 # DEPENDENCYPART_SIBL
(12,1),(12,32),-0.0434764 # DEPENDENCYPART_SIBL
(12,1),(12,33),-0.217175 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.107389 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.693979 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.76863 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0319727 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.750863 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.145889 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0238222 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0583757 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.162189 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.128501 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0610494 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.024788 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.00365489 # DEPENDENCYPART_SIBL
(12,3),(12,26),-0.0215397 # DEPENDENCYPART_SIBL
(12,3),(12,29),-0.0361985 # DEPENDENCYPART_SIBL
(12,3),(12,31),0.0211506 # DEPENDENCYPART_SIBL
(12,3),(12,32),-3.90903e-05 # DEPENDENCYPART_SIBL
(12,3),(12,33),-0.000220017 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.354386 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0517797 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.110938 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0515624 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0541729 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0939405 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.05476 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.204869 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.116487 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0855102 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.070613 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0491073 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0768339 # DEPENDENCYPART_SIBL
(12,4),(12,29),-0.0902016 # DEPENDENCYPART_SIBL
(12,4),(12,31),-0.0149003 # DEPENDENCYPART_SIBL
(12,4),(12,32),-0.0343968 # DEPENDENCYPART_SIBL
(12,4),(12,33),0.0310103 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.116536 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0583882 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.129239 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.338334 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0379784 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0160226 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0618143 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00721573 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0370065 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0457472 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0122909 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.0438214 # DEPENDENCYPART_SIBL
(12,5),(12,29),-0.0721061 # DEPENDENCYPART_SIBL
(12,5),(12,31),-0.0156693 # DEPENDENCYPART_SIBL
(12,5),(12,32),-0.0208818 # DEPENDENCYPART_SIBL
(12,5),(12,33),-0.54067 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00214884 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.724018 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.175513 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0615056 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0971369 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.145493 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0818574 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0468785 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0564622 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00988753 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.053214 # DEPENDENCYPART_SIBL
(12,7),(12,29),-0.0678728 # DEPENDENCYPART_SIBL
(12,7),(12,31),-0.0105238 # DEPENDENCYPART_SIBL
(12,7),(12,32),-0.0317134 # DEPENDENCYPART_SIBL
(12,7),(12,33),-0.023403 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0464389 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0925736 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0757141 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0212812 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.127854 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.104772 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0350513 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0334014 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0102656 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.0394086 # DEPENDENCYPART_SIBL
(12,8),(12,29),-0.0488126 # DEPENDENCYPART_SIBL
(12,8),(12,31),-0.00965559 # DEPENDENCYPART_SIBL
(12,8),(12,32),0.0380174 # DEPENDENCYPART_SIBL
(12,8),(12,33),0.00422733 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.277276 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.101056 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0765214 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.163117 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.115544 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0661588 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0946394 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0145285 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.0913912 # DEPENDENCYPART_SIBL
(12,10),(12,29),-0.10605 # DEPENDENCYPART_SIBL
(12,10),(12,31),-0.048868 # DEPENDENCYPART_SIBL
(12,10),(12,32),-0.0698906 # DEPENDENCYPART_SIBL
(12,10),(12,33),-0.0189442 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.100293 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0302103 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00217571 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.305116 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00799128 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0482852 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0358066 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.0610462 # DEPENDENCYPART_SIBL
(12,11),(12,29),-0.083998 # DEPENDENCYPART_SIBL
(12,11),(12,31),-0.0195692 # DEPENDENCYPART_SIBL
(12,11),(12,32),-0.0343932 # DEPENDENCYPART_SIBL
(12,11),(12,33),0.0715924 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0415465 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0298376 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0293134 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00447613 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0227625 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0210085 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.0217531 # DEPENDENCYPART_SIBL
(12,13),(12,29),-0.0355835 # DEPENDENCYPART_SIBL
(12,13),(12,31),-0.0166657 # DEPENDENCYPART_SIBL
(12,13),(12,32),-0.0294739 # DEPENDENCYPART_SIBL
(12,13),(12,33),0.0481879 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0449789 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0446866 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0935124 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0459373 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0688397 # DEPENDENCYPART_SIBL
(12,14),(12,26),0.0250719 # DEPENDENCYPART_SIBL
(12,14),(12,29),0.0281509 # DEPENDENCYPART_SIBL
(12,14),(12,31),0.0762914 # DEPENDENCYPART_SIBL
(12,14),(12,32),-0.00200787 # DEPENDENCYPART_SIBL
(12,14),(12,33),-0.0609834 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.109631 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0992421 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0335747 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0868909 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.0297429 # DEPENDENCYPART_SIBL
(12,15),(12,29),-0.0573569 # DEPENDENCYPART_SIBL
(12,15),(12,31),-0.0176523 # DEPENDENCYPART_SIBL
(12,15),(12,32),-0.0377744 # DEPENDENCYPART_SIBL
(12,15),(12,33),-0.124306 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0980499 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0512435 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.002873 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.044857 # DEPENDENCYPART_SIBL
(12,17),(12,29),-0.0683912 # DEPENDENCYPART_SIBL
(12,17),(12,31),-0.0304252 # DEPENDENCYPART_SIBL
(12,17),(12,32),-0.0593656 # DEPENDENCYPART_SIBL
(12,17),(12,33),-0.0686624 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0267477 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0799675 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.0112802 # DEPENDENCYPART_SIBL
(12,18),(12,29),-0.046887 # DEPENDENCYPART_SIBL
(12,18),(12,31),0.000447784 # DEPENDENCYPART_SIBL
(12,18),(12,32),-0.0178896 # DEPENDENCYPART_SIBL
(12,18),(12,33),-0.0147653 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00139036 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.0383153 # DEPENDENCYPART_SIBL
(12,21),(12,29),-0.0521426 # DEPENDENCYPART_SIBL
(12,21),(12,31),-0.0332278 # DEPENDENCYPART_SIBL
(12,21),(12,32),-0.046036 # DEPENDENCYPART_SIBL
(12,21),(12,33),-0.0163654 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.0414896 # DEPENDENCYPART_SIBL
(12,22),(12,29),0.021671 # DEPENDENCYPART_SIBL
(12,22),(12,31),0.0438677 # DEPENDENCYPART_SIBL
(12,22),(12,32),0.0253584 # DEPENDENCYPART_SIBL
(12,22),(12,33),0.0679966 # DEPENDENCYPART_SIBL
(12,26),(12,29),-0.0320905 # DEPENDENCYPART_SIBL
(12,26),(12,31),-0.0131757 # DEPENDENCYPART_SIBL
(12,26),(12,32),-0.0259839 # DEPENDENCYPART_SIBL
(12,26),(12,33),0.0415169 # DEPENDENCYPART_SIBL
(12,29),(12,31),-0.0337181 # DEPENDENCYPART_SIBL
(12,29),(12,32),-0.0465263 # DEPENDENCYPART_SIBL
(12,29),(12,33),-0.0105399 # DEPENDENCYPART_SIBL
(12,31),(12,32),-0.0222109 # DEPENDENCYPART_SIBL
(12,31),(12,33),0.0460045 # DEPENDENCYPART_SIBL
(12,32),(12,33),0.069428 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.242385 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0293184 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.662215 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.211001 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0300277 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.190043 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.442161 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0932768 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.441937 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0644595 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0578191 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0802046 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0267901 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0276489 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0573492 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.0242676 # DEPENDENCYPART_SIBL
(13,1),(13,29),-0.0418371 # DEPENDENCYPART_SIBL
(13,1),(13,31),-0.0002967 # DEPENDENCYPART_SIBL
(13,1),(13,32),0.00510251 # DEPENDENCYPART_SIBL
(13,1),(13,33),-0.249679 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0786689 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.693159 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.769456 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0673403 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.751764 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.140065 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0526514 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.059419 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.171192 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.168812 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0684 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.160486 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0177392 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.00190974 # DEPENDENCYPART_SIBL
(13,3),(13,26),0.0256364 # DEPENDENCYPART_SIBL
(13,3),(13,29),0.0109764 # DEPENDENCYPART_SIBL
(13,3),(13,31),0.0683267 # DEPENDENCYPART_SIBL
(13,3),(13,32),0.047137 # DEPENDENCYPART_SIBL
(13,3),(13,33),-0.00538061 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.338988 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0451786 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0827822 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0450353 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0641711 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.029511 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0379048 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.189133 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.158011 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0738876 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.133382 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0158892 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0157564 # DEPENDENCYPART_SIBL
(13,4),(13,26),0.0143835 # DEPENDENCYPART_SIBL
(13,4),(13,29),0.00101446 # DEPENDENCYPART_SIBL
(13,4),(13,31),0.076317 # DEPENDENCYPART_SIBL
(13,4),(13,32),0.0568206 # DEPENDENCYPART_SIBL
(13,4),(13,33),0.0390159 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.180343 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0706602 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.192973 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.387013 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.350674 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0527867 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0884586 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0604153 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0494661 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0261488 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0153813 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.00960803 # DEPENDENCYPART_SIBL
(13,5),(13,26),0.0204285 # DEPENDENCYPART_SIBL
(13,5),(13,29),-0.007858 # DEPENDENCYPART_SIBL
(13,5),(13,31),0.0485806 # DEPENDENCYPART_SIBL
(13,5),(13,32),0.0433681 # DEPENDENCYPART_SIBL
(13,5),(13,33),-0.56812 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0361515 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.723553 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.171053 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.101686 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0911647 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.148959 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.116729 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0487912 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.108404 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.00476868 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0208902 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.00312844 # DEPENDENCYPART_SIBL
(13,7),(13,29),-0.0115315 # DEPENDENCYPART_SIBL
(13,7),(13,31),0.0458187 # DEPENDENCYPART_SIBL
(13,7),(13,32),0.024629 # DEPENDENCYPART_SIBL
(13,7),(13,33),-0.021548 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0534022 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0834449 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0146796 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0552312 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.159532 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.186784 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0629001 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.19128 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0135112 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0254519 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.016397 # DEPENDENCYPART_SIBL
(13,8),(13,29),-0.0258022 # DEPENDENCYPART_SIBL
(13,8),(13,31),0.013356 # DEPENDENCYPART_SIBL
(13,8),(13,32),0.061029 # DEPENDENCYPART_SIBL
(13,8),(13,33),-0.0258597 # DEPENDENCYPART_SIBL
