# _root_ Per_tant , els que se sentin posseïts per aquesta tendència es mereixen tota la comprensió i el respecte , però l' han de dominar i no exercir -la en actes concrets .
#goldHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
#predictedHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
(27,15),(27,18),-0.720933 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.484553 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.0655357 # DEPENDENCYPART_SIBL
(27,15),(27,21),0.0116543 # DEPENDENCYPART_SIBL
(27,15),(27,22),0.0724405 # DEPENDENCYPART_SIBL
(27,15),(27,23),0.0292995 # DEPENDENCYPART_SIBL
(27,15),(27,24),0.0314483 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.0254381 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.105133 # DEPENDENCYPART_SIBL
(27,15),(27,28),0.0304774 # DEPENDENCYPART_SIBL
(27,15),(27,29),0.05988 # DEPENDENCYPART_SIBL
(27,15),(27,30),-0.00933448 # DEPENDENCYPART_SIBL
(27,15),(27,31),-0.00966695 # DEPENDENCYPART_SIBL
(27,15),(27,32),0.0169283 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.473877 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.0552031 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.0205725 # DEPENDENCYPART_SIBL
(27,18),(27,22),0.095724 # DEPENDENCYPART_SIBL
(27,18),(27,23),0.0527219 # DEPENDENCYPART_SIBL
(27,18),(27,24),0.0547318 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.0154397 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.129084 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.0336294 # DEPENDENCYPART_SIBL
(27,18),(27,29),0.0569266 # DEPENDENCYPART_SIBL
(27,18),(27,30),-0.00646103 # DEPENDENCYPART_SIBL
(27,18),(27,31),-0.000892551 # DEPENDENCYPART_SIBL
(27,18),(27,32),0.0260345 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.105335 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.035274 # DEPENDENCYPART_SIBL
(27,19),(27,22),0.170553 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.0297627 # DEPENDENCYPART_SIBL
(27,19),(27,24),0.131239 # DEPENDENCYPART_SIBL
(27,19),(27,25),0.130488 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.0137132 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.0933189 # DEPENDENCYPART_SIBL
(27,19),(27,29),0.0268655 # DEPENDENCYPART_SIBL
(27,19),(27,30),0.00424639 # DEPENDENCYPART_SIBL
(27,19),(27,31),-0.0136235 # DEPENDENCYPART_SIBL
(27,19),(27,32),-0.470903 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.0249255 # DEPENDENCYPART_SIBL
(27,20),(27,22),0.0604949 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.0359476 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0176732 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.331597 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0782925 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.0241425 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.0243401 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.105854 # DEPENDENCYPART_SIBL
(27,20),(27,31),-0.0765376 # DEPENDENCYPART_SIBL
(27,20),(27,32),0.0635704 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.203751 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.307439 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0526253 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.133186 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.146547 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.0205602 # DEPENDENCYPART_SIBL
(27,21),(27,29),0.0401663 # DEPENDENCYPART_SIBL
(27,21),(27,30),-0.0879245 # DEPENDENCYPART_SIBL
(27,21),(27,31),-0.116279 # DEPENDENCYPART_SIBL
(27,21),(27,32),-0.0191037 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.452157 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.0648581 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.102867 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0410559 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.157417 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.104565 # DEPENDENCYPART_SIBL
(27,22),(27,30),0.15385 # DEPENDENCYPART_SIBL
(27,22),(27,31),0.0965291 # DEPENDENCYPART_SIBL
(27,22),(27,32),0.0968139 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.012116 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.434626 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0923191 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.143527 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.0594918 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.0459991 # DEPENDENCYPART_SIBL
(27,23),(27,31),-0.0476135 # DEPENDENCYPART_SIBL
(27,23),(27,32),0.0320056 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0612679 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0100884 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.0833229 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.0684007 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0156518 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.0088921 # DEPENDENCYPART_SIBL
(27,24),(27,32),0.0220509 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0997129 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0087121 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0684983 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.153302 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.0565261 # DEPENDENCYPART_SIBL
(27,25),(27,32),0.0144802 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0956639 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0710358 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.0923293 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.0395054 # DEPENDENCYPART_SIBL
(27,26),(27,32),0.004035 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.041955 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.118144 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.107998 # DEPENDENCYPART_SIBL
(27,28),(27,32),0.00439412 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.0463126 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.0382566 # DEPENDENCYPART_SIBL
(27,29),(27,32),-0.0082677 # DEPENDENCYPART_SIBL
(27,30),(27,31),-0.0175602 # DEPENDENCYPART_SIBL
(27,30),(27,32),0.000987384 # DEPENDENCYPART_SIBL
(27,31),(27,32),0.0133439 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.168137 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0359397 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.152908 # DEPENDENCYPART_SIBL
(28,26),(28,31),0.0787614 # DEPENDENCYPART_SIBL
(28,26),(28,32),0.176691 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.00718721 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.0235734 # DEPENDENCYPART_SIBL
(28,27),(28,31),-0.0122035 # DEPENDENCYPART_SIBL
(28,27),(28,32),0.102182 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.0620736 # DEPENDENCYPART_SIBL
(28,29),(28,31),0.0424651 # DEPENDENCYPART_SIBL
(28,29),(28,32),0.114666 # DEPENDENCYPART_SIBL
(28,30),(28,31),0.0310492 # DEPENDENCYPART_SIBL
(28,30),(28,32),0.0830875 # DEPENDENCYPART_SIBL
(28,31),(28,32),0.0790472 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.0895573 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.146134 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.0520734 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.155808 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.0815935 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.350489 # DEPENDENCYPART_SIBL
(30,28),(30,31),-0.0947206 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0359679 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.242001 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.248062 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.263658 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.305729 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.18861 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.315227 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.496348 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-1.73075 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0645595 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.279146 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.158914 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0447361 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.0499692 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0994453 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.177594 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.464919 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.187417 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.653746 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.180854 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),0.378149 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.0245997 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),0.348556 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),-0.389394 # DEPENDENCYPART_GRANDPAR
(0,6),(6,29),-0.525745 # DEPENDENCYPART_GRANDPAR
(0,6),(6,32),3.05075 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.18881 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.31712 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.499225 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-1.72882 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.178407 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.00211466 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.401843 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.393538 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0616423 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),1.08591 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.106913 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.17389 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.472386 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.190927 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.649988 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.0565962 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.180899 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),0.362852 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.0245555 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),0.344853 # DEPENDENCYPART_GRANDPAR
(0,12),(12,27),-0.389349 # DEPENDENCYPART_GRANDPAR
(0,12),(12,29),-0.542412 # DEPENDENCYPART_GRANDPAR
(0,12),(12,31),-0.208515 # DEPENDENCYPART_GRANDPAR
(0,12),(12,32),3.0476 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),-0.34023 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-1.83949 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.241974 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.590879 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.609991 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.10794 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.218909 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.306427 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.0871245 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.309486 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),-0.451918 # DEPENDENCYPART_GRANDPAR
(0,22),(22,29),-0.587955 # DEPENDENCYPART_GRANDPAR
(0,22),(22,32),2.97295 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),1.1898 # DEPENDENCYPART_GRANDPAR
(0,24),(24,2),-0.31418 # DEPENDENCYPART_GRANDPAR
(0,24),(24,4),-1.72749 # DEPENDENCYPART_GRANDPAR
(0,24),(24,6),-0.176944 # DEPENDENCYPART_GRANDPAR
(0,24),(24,7),2.64831e-05 # DEPENDENCYPART_GRANDPAR
(0,24),(24,8),-0.401136 # DEPENDENCYPART_GRANDPAR
(0,24),(24,10),-0.0615451 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),-0.228364 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),-0.79211 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),-0.209941 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),-0.390601 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.57203 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),-0.558847 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.583941 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.0846997 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.151659 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),0.294806 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),0.19637 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),0.357979 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),-0.14429 # DEPENDENCYPART_GRANDPAR
(0,24),(24,27),-0.381727 # DEPENDENCYPART_GRANDPAR
(0,24),(24,28),-0.597851 # DEPENDENCYPART_GRANDPAR
(0,24),(24,29),-0.508174 # DEPENDENCYPART_GRANDPAR
(0,24),(24,31),-0.196818 # DEPENDENCYPART_GRANDPAR
(0,24),(24,32),3.05778 # DEPENDENCYPART_GRANDPAR
(0,27),(27,1),1.18171 # DEPENDENCYPART_GRANDPAR
(0,27),(27,2),-0.322852 # DEPENDENCYPART_GRANDPAR
(0,27),(27,6),-0.190621 # DEPENDENCYPART_GRANDPAR
(0,27),(27,7),-0.00803818 # DEPENDENCYPART_GRANDPAR
(0,27),(27,8),-0.400222 # DEPENDENCYPART_GRANDPAR
(0,27),(27,12),-0.242041 # DEPENDENCYPART_GRANDPAR
(0,27),(27,14),-0.800171 # DEPENDENCYPART_GRANDPAR
(0,27),(27,15),-0.218971 # DEPENDENCYPART_GRANDPAR
(0,27),(27,18),-0.567876 # DEPENDENCYPART_GRANDPAR
(0,27),(27,19),-0.592613 # DEPENDENCYPART_GRANDPAR
(0,27),(27,20),-0.0887668 # DEPENDENCYPART_GRANDPAR
(0,27),(27,21),-0.159823 # DEPENDENCYPART_GRANDPAR
(0,27),(27,22),0.281129 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),0.201267 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),-0.176774 # DEPENDENCYPART_GRANDPAR
(0,27),(27,25),-0.223896 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-0.339031 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),-0.624612 # DEPENDENCYPART_GRANDPAR
(0,27),(27,29),-0.544944 # DEPENDENCYPART_GRANDPAR
(0,27),(27,30),-0.139843 # DEPENDENCYPART_GRANDPAR
(0,27),(27,31),-0.223561 # DEPENDENCYPART_GRANDPAR
(0,27),(27,32),3.02007 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.915846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.0145718 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.273982 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.661042 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0162546 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.473474 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.366682 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.472893 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.201271 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.704309 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.456104 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.533007 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.426984 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.449148 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.44917 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-0.36712 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.392409 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),-0.610923 # DEPENDENCYPART_GRANDPAR
(1,6),(6,27),-0.468517 # DEPENDENCYPART_GRANDPAR
(1,6),(6,29),-0.516454 # DEPENDENCYPART_GRANDPAR
(1,6),(6,32),-0.807008 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.153355 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.0244083 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.498432 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.566452 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.273242 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.799375 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.47666 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.564097 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-0.396737 # DEPENDENCYPART_GRANDPAR
(1,8),(8,25),-0.63148 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.912907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),-0.0137125 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.274106 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.666876 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.103679 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.52584 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.448173 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.659375 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.447668 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.100481 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.708438 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.456442 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.537136 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.42596 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.449541 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.0890179 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.445784 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-0.376807 # DEPENDENCYPART_GRANDPAR
(1,12),(12,24),-0.389023 # DEPENDENCYPART_GRANDPAR
(1,12),(12,25),-0.611262 # DEPENDENCYPART_GRANDPAR
(1,12),(12,27),-0.465131 # DEPENDENCYPART_GRANDPAR
(1,12),(12,29),-0.527525 # DEPENDENCYPART_GRANDPAR
(1,12),(12,31),-0.591338 # DEPENDENCYPART_GRANDPAR
(1,12),(12,32),-0.805037 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.557591 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.181101 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.791622 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.880863 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.942364 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.96675 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.00743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.0964014 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.731218 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.211449 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.500284 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.66935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-1.15832 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.99868 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.15837 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.14937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.261075 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0425999 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.366874 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.324982 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.633595 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.453236 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.677809 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.245382 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.583388 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.723075 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.999498 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.964431 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.686197 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.754088 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-0.644962 # DEPENDENCYPART_GRANDPAR
(4,6),(6,29),-0.995562 # DEPENDENCYPART_GRANDPAR
(4,6),(6,32),-1.37374 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.13738 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.943498 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.14069 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.32207 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.327176 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.612686 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.454066 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.635889 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.24981 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.559796 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.687319 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.863305 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.65696 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.712167 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.619984 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),-1.01043 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.15089 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.47158 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0804682 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.416365 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.670591 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.546125 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.684619 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.791077 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-1.00328 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.760897 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.248085 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.56457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.313147 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.80881 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.96784 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.268517 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.269333 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.258281 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.42127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.0793197 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.0991285 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.910095 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.916923 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.152344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0756718 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0275658 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.137629 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0961006 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.149567 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.00700634 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.182658 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.402269 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),0.289243 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),0.149636 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.370797 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),0.251822 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-0.113571 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.24039 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.664988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.455228 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0069049 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.12349 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.130585 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0317243 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.416831 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),0.148381 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.252954 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.862587 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.512381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
