# _root_ Aquesta iniciativa , que analitzarà el directori de l' FMI , neix de l' experiència i dels resultats de les liberalitzacions totals .
#goldHeads=2,12,5,5,2,7,5,7,10,8,5,0,12,15,13,13,13,17,18,21,19,21,12,
#predictedHeads=2,12,5,5,2,7,5,7,10,8,5,0,12,15,13,13,13,17,18,21,19,21,12,
(15,5),(5,1),-0.757516 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.683406 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.47397 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.188364 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.515034 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.316665 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.737968 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.26057 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.378162 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.128732 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.73529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.688918 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-1.01586 # DEPENDENCYPART_GRANDPAR
(15,5),(5,23),-1.44985 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.950142 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.661131 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.396661 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.446304 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.131851 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.637426 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-1.00037 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.943769 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.54576 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.57555 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.46766 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.477098 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.158613 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.68328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.637426 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.00037 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.07641 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.943769 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-1.38155 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.100363 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.614233 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-1.35702 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.204481 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0519854 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.020081 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.612876 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.25964 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.520874 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.04718 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.149512 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.265625 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0877919 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.227305 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.304388 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.553573 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.228433 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.08819 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.253473 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-1.32683 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-1.25964 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.268707 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.257257 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.305102 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.550188 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.727974 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.174179 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.248952 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.668463 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.207256 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.179978 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.170726 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.385685 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.183401 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),0.0136069 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.0855395 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.0750789 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.416352 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),0.112899 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.161214 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.1556 # DEPENDENCYPART_GRANDPAR
(17,5),(5,19),-0.630838 # DEPENDENCYPART_GRANDPAR
(17,5),(5,23),-1.33025 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.0162 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.614331 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.99034 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.993823 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.854768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.438017 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.235363 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.230036 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.494297 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.815839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,21),0.440536 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.203554 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.328057 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.46175 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.230877 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0887212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.429294 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0375883 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.283091 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.53912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.659401 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-1.13405 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.153506 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.355661 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.429784 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0992637 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.51932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.64583 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.12225 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.485797 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.312361 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0199646 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-1.09301 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-1.25298 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.316543 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.510083 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0516493 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.32044 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.743664 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.493977 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.485271 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.435421 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.39878 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.482084 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.283992 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.70743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,23),-1.33745 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.24521 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.25719 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.771526 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),1.00801 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.147783 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.609188 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.784971 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.812624 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),1.07309 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.588104 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.749969 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.653921 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.393929 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.336932 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-1.24746 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.547527 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-1.17058 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-1.29238 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.523312 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.351208 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.614789 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.343671 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),0.0240431 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.0377615 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.671054 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.489831 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.214908 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),0.211334 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.0458857 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),-0.630013 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),0.363982 # DEPENDENCYPART_GRANDPAR
(21,5),(5,23),-1.02924 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.429852 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.519371 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.171167 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.345197 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.94936 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0581991 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.130532 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.647693 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.638028 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.660787 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),-0.248492 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.147251 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.263711 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.110699 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.170542 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),0.385776 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.139953 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.316863 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.0423455 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.142817 # DEPENDENCYPART_GRANDPAR
(22,13),(13,23),-0.900551 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.340159 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.210647 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.0790918 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.168482 # DEPENDENCYPART_GRANDPAR
(22,17),(17,23),-0.897834 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.405754 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.242099 # DEPENDENCYPART_GRANDPAR
