# _root_ Una altra de les marques de tabac negre , Gitanes , fixarà el_seu preu en 310 pessetes tant en la varietat amb filtre com sense filtre .
#goldHeads=2,12,2,5,3,5,6,7,10,2,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
#predictedHeads=2,12,2,5,3,5,6,7,10,12,10,0,14,12,14,17,15,19,12,21,19,21,22,19,19,25,12,
(5,4),(4,6),-0.57674 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.702922 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.410234 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0124805 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.205464 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.376092 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.123771 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.443468 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.029001 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.04648 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.723021 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.274932 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0985574 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.1398 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.00498682 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0581068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.635448 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.1332 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.397644 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.380893 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.701677 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.334989 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.254539 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0761337 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.172846 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.59819 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.0561266 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.270111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.168621 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.374087 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.277812 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.134931 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0205077 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0597151 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.637921 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.127356 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.22438 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.396176 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.379424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.0731246 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-1.7864 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.138249 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.65462 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.66399 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.66196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.307341 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.105644 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.115768 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0523944 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0705607 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0292985 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0263048 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0326593 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.331011 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.277683 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.21097 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.192719 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),0.0377473 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.107765 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.0189028 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),0.109191 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.197346 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-1.81814 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.37532 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.136657 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0236442 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0580488 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.466249 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.883446 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.244952 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.398058 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.384566 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.256518 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.405011 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.101742 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.317165 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.0683108 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.411757 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-1.76816 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.0847035 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.367878 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.203859 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.227526 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.408238 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),0.0117408 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.0738381 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.398194 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.470888 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.107864 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0379493 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.458455 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.239519 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.331456 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.0828837 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.306159 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.345394 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.474519 # DEPENDENCYPART_GRANDPAR
(5,17),(17,6),0.082723 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.0877544 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.118519 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.252991 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.346546 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.0726885 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.324371 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.129248 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.518986 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.0723321 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.0213169 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.417689 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.064834 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.307474 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.36157 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-2.02644 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.00469638 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.433371 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),0.0517028 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.0402684 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.378718 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.158847 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.455489 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.32602 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.7391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-1.59586 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.65804 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.538723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0604902 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0342861 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.376644 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.510636 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.451113 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.567969 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.386655 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.4371 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.50858 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.799683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),0.00753016 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0276732 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.46882 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.377834 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.210098 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.295869 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0171999 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.802873 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.537465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.220223 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.13669 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.494934 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.444086 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.533877 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.75323 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.367702 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.418147 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.677919 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-1.55794 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0292113 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.1964 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.977105 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.37643 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.751823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.708942 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0981089 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.304726 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0299086 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.171624 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.226888 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.400703 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.230064 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.223623 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.582005 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.159555 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.354363 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.324824 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),0.217204 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.414599 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.270337 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-1.48042 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.799104 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.9653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,15),-0.606671 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.21999 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.760652 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.462223 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.402168 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.651447 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),0.169359 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.379728 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.279432 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.442286 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.637827 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.902479 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.299148 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.64162 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.82026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.609963 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.03038 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.997168 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.07006 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.05061 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.18956 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.34472 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.09748 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.210774 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0719982 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.25045 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.363847 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.322788 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.270403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.0922192 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.05323 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.890381 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.125553 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0138401 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.172057 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.420087 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.413769 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.371384 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.389302 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.379525 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.188705 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-1.34369 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.1018 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.826708 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.34314 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.509124 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.18029 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.883956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.153021 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-6.48709e-05 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0619126 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0397412 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.238486 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.163068 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.309741 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.263388 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.295775 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.201237 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.33087 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.137437 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.294593 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),0.00869464 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.224978 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-1.35173 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.05447 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.123826 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.0107036 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0289727 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.242372 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.817144 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.391956 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.391184 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.384667 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.355705 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.430125 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.49198 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.363423 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.183891 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.455975 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-1.32545 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.15004 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.366824 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.179823 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.452178 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.332326 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.348042 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.463523 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.343889 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.381084 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.15367 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.990815 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.229628 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.105241 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.345799 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.363132 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.453328 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.362101 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.416961 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.641782 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.057889 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.374824 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.715184 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.046345 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.66787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.02758 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.83851 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.08977 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.30493 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.22079 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.0065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,3),-1.14853 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.1043 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.939774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.158012 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.411203 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.668892 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.595331 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.655719 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.580789 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.558119 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.732831 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-1.10122 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.216846 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.862968 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.29946 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.825487 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.25524 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.02611 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.0254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0981398 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0514807 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.16033 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.495753 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.460572 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.520281 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.466298 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.676125 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.487188 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.57904 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.627874 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.58848 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.575711 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.731257 # DEPENDENCYPART_GRANDPAR
(8,12),(12,27),-1.05883 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.14976 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.939897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.159667 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.221858 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.409461 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.707297 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.67667 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.584097 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.564688 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.688076 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.703287 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.66343 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.847177 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.729475 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.947163 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-1.08441 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.368264 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.5373 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.705641 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.571653 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.796366 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.581118 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.696015 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.87764 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-1.09528 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.973627 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.438021 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.8516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.500691 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.990881 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.712634 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.04176 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.673993 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.872699 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.355938 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.580517 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.170398 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.0354521 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.158997 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.11528 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.378095 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.8441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.58779 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.98175 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-1.09622 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.807638 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.158997 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.11528 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.378095 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.8441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.58779 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.98175 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.09622 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.817484 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0507538 # DEPENDENCYPART_GRANDPAR
