# _root_ S' esperen precipitacions al litoral i al Prelitoral nord , així_com al Pirineu i Prepirineu_Oriental a_partir_de la tarda , i seran en forma de neu o calabruix a qualsevol cota i localment d' intensitat moderada .
#goldHeads=2,0,2,2,4,4,4,7,8,4,4,4,12,13,13,12,18,16,12,2,2,21,22,23,24,25,25,22,30,28,22,33,22,33,34,2,
#predictedHeads=2,0,2,2,4,4,4,7,8,2,12,4,12,13,13,2,18,16,2,2,2,21,22,23,24,25,25,21,30,28,28,33,28,33,34,2,
(27,31),(27,34),0.586449 # DEPENDENCYPART_SIBL
(27,31),(27,35),0.249361 # DEPENDENCYPART_SIBL
(27,32),(27,33),0.0583351 # DEPENDENCYPART_SIBL
(27,32),(27,34),0.0087979 # DEPENDENCYPART_SIBL
(27,32),(27,35),-0.0439714 # DEPENDENCYPART_SIBL
(27,33),(27,34),0.00200927 # DEPENDENCYPART_SIBL
(27,33),(27,35),0.0425511 # DEPENDENCYPART_SIBL
(27,34),(27,35),0.0268355 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.021552 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.0935981 # DEPENDENCYPART_SIBL
(28,27),(28,31),-0.0383421 # DEPENDENCYPART_SIBL
(28,27),(28,32),-0.0670983 # DEPENDENCYPART_SIBL
(28,27),(28,33),0.0780762 # DEPENDENCYPART_SIBL
(28,27),(28,34),-0.0940303 # DEPENDENCYPART_SIBL
(28,27),(28,35),-0.0141937 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.100592 # DEPENDENCYPART_SIBL
(28,29),(28,31),0.041627 # DEPENDENCYPART_SIBL
(28,29),(28,32),-0.0059185 # DEPENDENCYPART_SIBL
(28,29),(28,33),-0.0556106 # DEPENDENCYPART_SIBL
(28,29),(28,34),-0.105692 # DEPENDENCYPART_SIBL
(28,29),(28,35),-0.0573251 # DEPENDENCYPART_SIBL
(28,30),(28,31),-0.00951514 # DEPENDENCYPART_SIBL
(28,30),(28,32),-0.327808 # DEPENDENCYPART_SIBL
(28,30),(28,33),-0.260757 # DEPENDENCYPART_SIBL
(28,30),(28,34),-0.955972 # DEPENDENCYPART_SIBL
(28,30),(28,35),-0.440154 # DEPENDENCYPART_SIBL
(28,31),(28,32),0.216012 # DEPENDENCYPART_SIBL
(28,31),(28,33),0.844768 # DEPENDENCYPART_SIBL
(28,31),(28,34),0.224734 # DEPENDENCYPART_SIBL
(28,31),(28,35),0.30277 # DEPENDENCYPART_SIBL
(28,32),(28,33),-0.064273 # DEPENDENCYPART_SIBL
(28,32),(28,34),-0.34641 # DEPENDENCYPART_SIBL
(28,32),(28,35),-0.150753 # DEPENDENCYPART_SIBL
(28,33),(28,34),-0.00853645 # DEPENDENCYPART_SIBL
(28,33),(28,35),-0.00751202 # DEPENDENCYPART_SIBL
(28,34),(28,35),-0.439424 # DEPENDENCYPART_SIBL
(29,32),(29,33),0.257601 # DEPENDENCYPART_SIBL
(30,2),(30,24),0.117822 # DEPENDENCYPART_SIBL
(30,2),(30,27),0.169641 # DEPENDENCYPART_SIBL
(30,2),(30,29),0.21164 # DEPENDENCYPART_SIBL
(30,2),(30,31),-0.0334557 # DEPENDENCYPART_SIBL
(30,2),(30,32),-0.0394362 # DEPENDENCYPART_SIBL
(30,2),(30,33),-0.089473 # DEPENDENCYPART_SIBL
(30,2),(30,34),-0.0455072 # DEPENDENCYPART_SIBL
(30,2),(30,35),-0.122524 # DEPENDENCYPART_SIBL
(30,24),(30,27),0.019256 # DEPENDENCYPART_SIBL
(30,24),(30,29),-0.052666 # DEPENDENCYPART_SIBL
(30,24),(30,31),-0.0220409 # DEPENDENCYPART_SIBL
(30,24),(30,32),0.0298126 # DEPENDENCYPART_SIBL
(30,24),(30,33),0.0654188 # DEPENDENCYPART_SIBL
(30,24),(30,34),-0.00800152 # DEPENDENCYPART_SIBL
(30,24),(30,35),-0.0804791 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.0341974 # DEPENDENCYPART_SIBL
(30,27),(30,31),-0.00949645 # DEPENDENCYPART_SIBL
(30,27),(30,32),0.012944 # DEPENDENCYPART_SIBL
(30,27),(30,33),0.00663586 # DEPENDENCYPART_SIBL
(30,27),(30,34),-0.00249236 # DEPENDENCYPART_SIBL
(30,27),(30,35),-0.0348765 # DEPENDENCYPART_SIBL
(30,29),(30,31),-0.0323763 # DEPENDENCYPART_SIBL
(30,29),(30,32),0.0259755 # DEPENDENCYPART_SIBL
(30,29),(30,33),0.111254 # DEPENDENCYPART_SIBL
(30,29),(30,34),-0.0160047 # DEPENDENCYPART_SIBL
(30,29),(30,35),0.00306387 # DEPENDENCYPART_SIBL
(30,31),(30,32),0.126238 # DEPENDENCYPART_SIBL
(30,31),(30,33),0.230625 # DEPENDENCYPART_SIBL
(30,31),(30,34),0.586041 # DEPENDENCYPART_SIBL
(30,31),(30,35),0.249092 # DEPENDENCYPART_SIBL
(30,32),(30,33),0.0568193 # DEPENDENCYPART_SIBL
(30,32),(30,34),0.00872175 # DEPENDENCYPART_SIBL
(30,32),(30,35),-0.0439743 # DEPENDENCYPART_SIBL
(30,33),(30,34),0.0019279 # DEPENDENCYPART_SIBL
(30,33),(30,35),0.0425426 # DEPENDENCYPART_SIBL
(30,34),(30,35),0.0264357 # DEPENDENCYPART_SIBL
(32,31),(32,33),0.0158392 # DEPENDENCYPART_SIBL
(32,31),(32,34),-0.00818229 # DEPENDENCYPART_SIBL
(32,33),(32,34),0.0701525 # DEPENDENCYPART_SIBL
(33,29),(33,31),0.253883 # DEPENDENCYPART_SIBL
(33,29),(33,32),0.189398 # DEPENDENCYPART_SIBL
(33,29),(33,34),0.109498 # DEPENDENCYPART_SIBL
(33,29),(33,35),0.0371246 # DEPENDENCYPART_SIBL
(33,31),(33,32),0.163421 # DEPENDENCYPART_SIBL
(33,31),(33,34),-0.0913336 # DEPENDENCYPART_SIBL
(33,31),(33,35),-0.0448991 # DEPENDENCYPART_SIBL
(33,32),(33,34),0.0421078 # DEPENDENCYPART_SIBL
(33,32),(33,35),0.0923518 # DEPENDENCYPART_SIBL
(33,34),(33,35),-0.378355 # DEPENDENCYPART_SIBL
(34,29),(34,32),-0.0414426 # DEPENDENCYPART_SIBL
(34,29),(34,35),-0.00408561 # DEPENDENCYPART_SIBL
(34,32),(34,35),-0.0378288 # DEPENDENCYPART_SIBL
(0,2),(2,1),1.48095 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.385829 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.228111 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0361617 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.308787 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0533535 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0624027 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.192195 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.154087 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.226445 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0934687 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.258675 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.206436 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.0566302 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0568606 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.731605 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.453514 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.331876 # DEPENDENCYPART_GRANDPAR
(0,2),(2,31),0.00571929 # DEPENDENCYPART_GRANDPAR
(0,2),(2,36),3.43596 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.103053 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0841447 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.132157 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.122671 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0612287 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.254377 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.518964 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.353894 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.144214 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.321421 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.0542133 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),0.158609 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),0.147211 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),0.175107 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.441166 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.132654 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),0.293774 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.725718 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.115702 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0652654 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.315892 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.136198 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.197625 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.352257 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.467653 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.0490065 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.0743504 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-0.0451528 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.297937 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.123035 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.105873 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0736746 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.264381 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.537601 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.343337 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.161013 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.333867 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.0450912 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),0.146163 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),0.284739 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0758159 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.136198 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.197625 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.352257 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.467653 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0490065 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.0126782 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),0.145504 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.274459 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.199545 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.0743504 # DEPENDENCYPART_GRANDPAR
(2,7),(7,28),-0.0451528 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.266929 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.258864 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.522465 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.350454 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.151502 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.324482 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.0505963 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),0.155547 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),0.139924 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),0.172046 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-0.488989 # DEPENDENCYPART_GRANDPAR
(2,8),(8,27),-0.260861 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.310012 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.164579 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.535736 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.37614 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.338988 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.0214631 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.0967652 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.171255 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),0.243863 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.0031228 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.415463 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.216067 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.441791 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.313318 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0393668 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.146371 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.199676 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.0100451 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.280345 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.302518 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.244554 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.176822 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),0.325764 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),0.0364297 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.228343 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.0758159 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.454067 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0706266 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.288841 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.134284 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.0126782 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.355109 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),0.145504 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.274459 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.199545 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),0.406257 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.0743504 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-0.557496 # DEPENDENCYPART_GRANDPAR
(2,12),(12,28),-0.0451528 # DEPENDENCYPART_GRANDPAR
(2,12),(12,33),-0.682185 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.137581 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),0.523691 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.188986 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),0.139924 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),0.172046 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.136271 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),0.290328 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),0.350002 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.216342 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.149813 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),0.409746 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),0.0527439 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.391836 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-0.429104 # DEPENDENCYPART_GRANDPAR
(2,16),(16,28),0.0220421 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.516838 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-0.679056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,6),-0.0778467 # DEPENDENCYPART_GRANDPAR
(2,21),(21,7),0.321115 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.0533851 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),0.196184 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),0.0542294 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),0.219835 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),0.226737 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),0.22202 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),0.024413 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.342657 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),0.157466 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),0.804631 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.408909 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.424641 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-0.316978 # DEPENDENCYPART_GRANDPAR
(2,21),(21,27),-0.153553 # DEPENDENCYPART_GRANDPAR
(2,21),(21,28),-0.0217798 # DEPENDENCYPART_GRANDPAR
(2,21),(21,30),-0.369279 # DEPENDENCYPART_GRANDPAR
(2,21),(21,31),-0.308478 # DEPENDENCYPART_GRANDPAR
(2,21),(21,32),0.254491 # DEPENDENCYPART_GRANDPAR
(2,21),(21,35),-0.857655 # DEPENDENCYPART_GRANDPAR
(2,21),(21,36),-1.98384 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),1.03379 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.561197 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.331052 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-0.533402 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),-0.0608426 # DEPENDENCYPART_GRANDPAR
(2,22),(22,28),-0.135729 # DEPENDENCYPART_GRANDPAR
(2,22),(22,31),-0.412353 # DEPENDENCYPART_GRANDPAR
(2,22),(22,33),-0.696968 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.551636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.103718 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.138878 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.074953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.202588 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0479842 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.204596 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.117029 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.135726 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.282071 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.753818 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.246524 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0850997 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0645518 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.244787 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.116718 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0683675 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.163702 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.146127 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.382083 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.219089 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.281161 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.0174086 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.154172 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.202588 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0479842 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.204596 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.117029 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.135726 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.165311 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0317262 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.362975 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.299096 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.282071 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.753818 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.120091 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.118265 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0620025 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.159077 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.141953 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.378461 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.217547 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.277539 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.0239904 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.222941 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.372107 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-0.642269 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.312209 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.304298 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.236383 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.14228 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0933981 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.023639 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.135027 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.0851545 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),0.0473194 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.05406 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0366949 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),0.204741 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.128915 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.12077 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.106129 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0373364 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.317191 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.258177 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.216275 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.100616 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.402624 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.391962 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),0.0322489 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.146658 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.259741 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.154172 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.183915 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0367401 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0387764 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.338406 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.165311 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.232329 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.0317262 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.362975 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.299096 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.0621445 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.282071 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.319189 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.753818 # DEPENDENCYPART_GRANDPAR
(3,12),(12,33),-0.585108 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.000409427 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.220028 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.277725 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),0.0239828 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.223126 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.220386 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.353813 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.0160745 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.158517 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.228316 # DEPENDENCYPART_GRANDPAR
(3,13),(13,26),-0.373908 # DEPENDENCYPART_GRANDPAR
(3,13),(13,27),-0.642455 # DEPENDENCYPART_GRANDPAR
(3,13),(13,35),-0.490356 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.377051 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.171088 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.184098 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.0239904 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.222941 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.351332 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.0158265 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.159769 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.413493 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.334989 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.0254633 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.260824 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.277832 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.343441 # DEPENDENCYPART_GRANDPAR
(3,16),(16,28),-0.790546 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.168677 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.0420012 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.107633 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.22559 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.358094 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.0152513 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.176429 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.24503 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.376613 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.64971 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.387742 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),-1.48174 # DEPENDENCYPART_GRANDPAR
(3,21),(21,6),0.0776702 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),0.247743 # DEPENDENCYPART_GRANDPAR
