# _root_ En el cas del disc de Belén_Alonso , la fotografia de llibret és de Julia_Llona i el disseny de Juanjo_Melgar ; en el disc de Díaz , la fotografia i el disseny del llibret són de Carlos_Roche .
#goldHeads=13,3,1,3,4,3,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,29,33,13,35,36,13,
#predictedHeads=13,3,1,3,4,5,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,32,33,13,35,36,13,
(5,4),(5,12),-0.00610023 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0416359 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.040167 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0237841 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.00754803 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0214658 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0242823 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0671521 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0287171 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0217763 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0312985 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0287171 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.00254454 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.00663668 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.018446 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0259172 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0496456 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.000900065 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00548326 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0496456 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0189263 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0112138 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.346361 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0941265 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.308083 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.120475 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0941265 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.199823 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.28976 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0383077 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.012123 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0108376 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0383077 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.00185025 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0224367 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0217763 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0312985 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0287171 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.00254454 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.00663668 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.00547919 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0496497 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0188989 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0112098 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0307032 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0403037 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.00411208 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.00254454 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.00663668 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.561747 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0574488 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.106605 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0551253 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.014873 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.014873 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0341228 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.930228 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0416087 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0416087 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00986273 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.738547 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.738547 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0414749 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0414749 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0224586 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.107751 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0283401 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0198833 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.032745 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.017261 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00535924 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0187088 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0198833 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0452653 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00572095 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0356901 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00312624 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0219261 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00453903 # DEPENDENCYPART_SIBL
(7,6),(7,29),-0.00572095 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.413694 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0372633 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.375416 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.272076 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.357093 # DEPENDENCYPART_SIBL
(7,8),(7,29),0.413694 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0394672 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00280716 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0271019 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.00750661 # DEPENDENCYPART_SIBL
(7,10),(7,29),0.0296244 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0134116 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0189411 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00172793 # DEPENDENCYPART_SIBL
(7,11),(7,29),0.0587875 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0441506 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00372037 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.0408514 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.590226 # DEPENDENCYPART_SIBL
(7,16),(7,29),0.614446 # DEPENDENCYPART_SIBL
(7,18),(7,29),0.0425481 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.242283 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.31251 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.809542 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0120534 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0634318 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0125384 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.132251 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0879683 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00227266 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0213704 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0879683 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0256794 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.00372355 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0879683 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0022031 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0173144 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0718632 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.00634821 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0879683 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.0328082 # DEPENDENCYPART_SIBL
(10,1),(10,29),-0.00489505 # DEPENDENCYPART_SIBL
(10,1),(10,30),0.0256794 # DEPENDENCYPART_SIBL
(10,1),(10,32),-0.00372355 # DEPENDENCYPART_SIBL
(10,1),(10,38),0.0735854 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.107761 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0674189 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0268808 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0407869 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0234605 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0418688 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0407869 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00612217 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0249083 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0407869 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0233909 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0154486 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.00141697 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0274835 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.0407869 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0265809 # DEPENDENCYPART_SIBL
(10,4),(10,29),-0.0260828 # DEPENDENCYPART_SIBL
(10,4),(10,30),-0.00612217 # DEPENDENCYPART_SIBL
(10,4),(10,32),-0.0249083 # DEPENDENCYPART_SIBL
(10,4),(10,38),0.0146337 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.130698 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0206338 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0437671 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00934966 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0506871 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0437671 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0227234 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0107624 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0437671 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00924478 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.043564 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0130327 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0138266 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0437671 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.04353 # DEPENDENCYPART_SIBL
(10,6),(10,29),-0.0119444 # DEPENDENCYPART_SIBL
(10,6),(10,30),-0.0227234 # DEPENDENCYPART_SIBL
(10,6),(10,32),-0.0107624 # DEPENDENCYPART_SIBL
(10,6),(10,38),-0.012673 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0421428 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0185779 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0568318 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0805737 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0185779 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0304492 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0564918 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0185779 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.056183 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.191505 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.00398458 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0447789 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0185779 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.336506 # DEPENDENCYPART_SIBL
(10,8),(10,29),-0.0658945 # DEPENDENCYPART_SIBL
(10,8),(10,30),-0.0304492 # DEPENDENCYPART_SIBL
(10,8),(10,32),-0.0564918 # DEPENDENCYPART_SIBL
(10,8),(10,38),-0.314121 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.113838 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0385542 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0945095 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.113838 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0479306 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0350656 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.113838 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0385542 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0843502 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0277642 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0348615 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.113838 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0700559 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.034663 # DEPENDENCYPART_SIBL
(10,9),(10,30),-0.0479306 # DEPENDENCYPART_SIBL
(10,9),(10,32),0.0350656 # DEPENDENCYPART_SIBL
(10,9),(10,38),-0.0387114 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00719793 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0530067 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00820721 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0189818 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0223375 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00820721 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00718792 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0384424 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.00349519 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.00688663 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.00820721 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0212389 # DEPENDENCYPART_SIBL
(10,11),(10,29),0.0381779 # DEPENDENCYPART_SIBL
(10,11),(10,30),0.0189818 # DEPENDENCYPART_SIBL
(10,11),(10,32),-0.0223375 # DEPENDENCYPART_SIBL
(10,11),(10,38),0.00420031 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0177634 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0227863 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0531037 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00804311 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0227863 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00227562 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0281356 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0186617 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0138157 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0227863 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0310442 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.0290879 # DEPENDENCYPART_SIBL
(10,12),(10,30),0.0531037 # DEPENDENCYPART_SIBL
(10,12),(10,32),-0.00804311 # DEPENDENCYPART_SIBL
(10,12),(10,38),-0.00414669 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0347613 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0882305 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0257282 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0347613 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0355315 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.123909 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0464376 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0436606 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0347613 # DEPENDENCYPART_SIBL
(10,13),(10,27),0.113001 # DEPENDENCYPART_SIBL
(10,13),(10,29),0.049108 # DEPENDENCYPART_SIBL
(10,13),(10,30),0.0882305 # DEPENDENCYPART_SIBL
(10,13),(10,32),0.0257282 # DEPENDENCYPART_SIBL
(10,13),(10,38),0.0715896 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0189818 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0223375 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.00820721 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.00718792 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0384424 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.00349519 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.00688663 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.00820721 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.0212389 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.0381779 # DEPENDENCYPART_SIBL
(10,14),(10,30),0.0189818 # DEPENDENCYPART_SIBL
(10,14),(10,32),-0.0223375 # DEPENDENCYPART_SIBL
(10,14),(10,38),0.00420031 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.573359 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.211586 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.58784 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0184651 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0606757 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.594604 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.211586 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0467585 # DEPENDENCYPART_SIBL
(10,16),(10,29),0.597578 # DEPENDENCYPART_SIBL
(10,16),(10,30),-0.302814 # DEPENDENCYPART_SIBL
(10,16),(10,32),0.573359 # DEPENDENCYPART_SIBL
(10,16),(10,38),-0.0108625 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0278176 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.00397237 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0262232 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.00749168 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0155124 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.0278176 # DEPENDENCYPART_SIBL
(10,18),(10,27),0.0273449 # DEPENDENCYPART_SIBL
(10,18),(10,29),0.0307847 # DEPENDENCYPART_SIBL
(10,18),(10,30),0.0495665 # DEPENDENCYPART_SIBL
(10,18),(10,32),-0.00634637 # DEPENDENCYPART_SIBL
(10,18),(10,38),-0.00609452 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.00718792 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0384424 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.00349519 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.00688663 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.00820721 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.0212389 # DEPENDENCYPART_SIBL
(10,19),(10,29),0.0381779 # DEPENDENCYPART_SIBL
(10,19),(10,30),0.0189818 # DEPENDENCYPART_SIBL
(10,19),(10,32),-0.0223375 # DEPENDENCYPART_SIBL
(10,19),(10,38),0.00420031 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0281673 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0186617 # DEPENDENCYPART_SIBL
(10,20),(10,24),0.0138157 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.0227863 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.031076 # DEPENDENCYPART_SIBL
(10,20),(10,29),0.0290879 # DEPENDENCYPART_SIBL
(10,20),(10,30),0.0531351 # DEPENDENCYPART_SIBL
(10,20),(10,32),-0.00804311 # DEPENDENCYPART_SIBL
(10,20),(10,38),-0.00408319 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0167315 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.296053 # DEPENDENCYPART_SIBL
(10,21),(10,25),0.00973195 # DEPENDENCYPART_SIBL
(10,21),(10,27),-0.0483888 # DEPENDENCYPART_SIBL
(10,21),(10,29),0.302797 # DEPENDENCYPART_SIBL
(10,21),(10,30),0.178106 # DEPENDENCYPART_SIBL
(10,21),(10,32),0.262018 # DEPENDENCYPART_SIBL
(10,21),(10,38),0.0637181 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0795344 # DEPENDENCYPART_SIBL
(10,22),(10,25),0.107161 # DEPENDENCYPART_SIBL
(10,22),(10,27),0.0651792 # DEPENDENCYPART_SIBL
(10,22),(10,29),0.100985 # DEPENDENCYPART_SIBL
(10,22),(10,30),0.0856753 # DEPENDENCYPART_SIBL
(10,22),(10,32),0.0582454 # DEPENDENCYPART_SIBL
(10,22),(10,38),0.179047 # DEPENDENCYPART_SIBL
(10,24),(10,25),0.046235 # DEPENDENCYPART_SIBL
(10,24),(10,27),0.0140681 # DEPENDENCYPART_SIBL
(10,24),(10,29),0.0270028 # DEPENDENCYPART_SIBL
(10,24),(10,30),0.0636697 # DEPENDENCYPART_SIBL
(10,24),(10,32),-0.0101282 # DEPENDENCYPART_SIBL
(10,24),(10,38),-0.00940531 # DEPENDENCYPART_SIBL
(10,25),(10,27),-0.0212389 # DEPENDENCYPART_SIBL
(10,25),(10,29),0.0381779 # DEPENDENCYPART_SIBL
(10,25),(10,30),0.0189818 # DEPENDENCYPART_SIBL
(10,25),(10,32),-0.0223375 # DEPENDENCYPART_SIBL
(10,25),(10,38),0.00420031 # DEPENDENCYPART_SIBL
(10,27),(10,29),0.393378 # DEPENDENCYPART_SIBL
(10,27),(10,30),0.278983 # DEPENDENCYPART_SIBL
(10,27),(10,32),0.336776 # DEPENDENCYPART_SIBL
(10,27),(10,38),0.00377143 # DEPENDENCYPART_SIBL
(10,29),(10,30),0.0360551 # DEPENDENCYPART_SIBL
(10,29),(10,32),-0.0192701 # DEPENDENCYPART_SIBL
(10,29),(10,38),-0.0189764 # DEPENDENCYPART_SIBL
(10,30),(10,32),0.573359 # DEPENDENCYPART_SIBL
(10,30),(10,38),-0.0108625 # DEPENDENCYPART_SIBL
(10,32),(10,38),-0.00609452 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.122057 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.186354 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00207569 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0297628 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0626998 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.502829 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0658174 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0657797 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0476881 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.151806 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0502415 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.087911 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.437796 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0416087 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.112006 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0634222 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.132274 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0834903 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0634222 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0224761 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0798971 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0206108 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0192526 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.121505 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0517666 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0356608 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0165587 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.159538 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0741858 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.157756 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0257012 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0514289 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0346509 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0517666 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0356608 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0376387 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0221787 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.137796 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.00983255 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.114851 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.00970171 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.32915 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.101505 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.00973342 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.114851 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00970171 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00993636 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0473211 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.00582712 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0518741 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.00993636 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0473211 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.00263811 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.122023 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0568977 # DEPENDENCYPART_SIBL
(13,1),(13,27),-0.0484476 # DEPENDENCYPART_SIBL
(13,1),(13,29),-0.0583434 # DEPENDENCYPART_SIBL
(13,1),(13,30),-0.00582712 # DEPENDENCYPART_SIBL
(13,1),(13,32),-0.0518741 # DEPENDENCYPART_SIBL
(13,1),(13,35),0.0311303 # DEPENDENCYPART_SIBL
(13,1),(13,38),-0.00433162 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.278257 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.860915 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.187636 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.860792 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.566298 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.263136 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.860817 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.187636 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.860792 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0405106 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00938627 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0283508 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0111567 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0405106 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00938627 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.119084 # DEPENDENCYPART_SIBL
