# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,25,7,16,4,10,16,13,16,10,16,16,4,18,16,18,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
(4,8),(4,34),0.0277942 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0282473 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0202579 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0059981 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.100211 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0204128 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.0154528 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0282473 # DEPENDENCYPART_SIBL
(4,10),(4,24),-0.0921769 # DEPENDENCYPART_SIBL
(4,10),(4,25),-0.00457667 # DEPENDENCYPART_SIBL
(4,10),(4,30),0.0939696 # DEPENDENCYPART_SIBL
(4,10),(4,34),0.0287892 # DEPENDENCYPART_SIBL
(4,11),(4,13),0.033598 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0703759 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0428266 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0397134 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.123479 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0848878 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.0318041 # DEPENDENCYPART_SIBL
(4,11),(4,25),0.0287051 # DEPENDENCYPART_SIBL
(4,11),(4,30),-0.160597 # DEPENDENCYPART_SIBL
(4,11),(4,34),-0.0592747 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0152831 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.144646 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0801571 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0165534 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0502051 # DEPENDENCYPART_SIBL
(4,13),(4,24),-0.124285 # DEPENDENCYPART_SIBL
(4,13),(4,25),-0.0865502 # DEPENDENCYPART_SIBL
(4,13),(4,30),-0.0443457 # DEPENDENCYPART_SIBL
(4,13),(4,34),-0.0820453 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0971263 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0253314 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.136275 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0178852 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.0751241 # DEPENDENCYPART_SIBL
(4,14),(4,25),-0.0266528 # DEPENDENCYPART_SIBL
(4,14),(4,30),0.00865673 # DEPENDENCYPART_SIBL
(4,14),(4,34),-0.0215474 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0665292 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0201482 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.0619347 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.110658 # DEPENDENCYPART_SIBL
(4,15),(4,25),-0.0729789 # DEPENDENCYPART_SIBL
(4,15),(4,30),-0.0527718 # DEPENDENCYPART_SIBL
(4,15),(4,34),-0.0615317 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.023362 # DEPENDENCYPART_SIBL
(4,16),(4,23),0.00729313 # DEPENDENCYPART_SIBL
(4,16),(4,24),-0.0764579 # DEPENDENCYPART_SIBL
(4,16),(4,25),-0.0387226 # DEPENDENCYPART_SIBL
(4,16),(4,30),-0.0105171 # DEPENDENCYPART_SIBL
(4,16),(4,34),0.00748881 # DEPENDENCYPART_SIBL
(4,19),(4,23),0.00940423 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.0956273 # DEPENDENCYPART_SIBL
(4,19),(4,25),-0.0429201 # DEPENDENCYPART_SIBL
(4,19),(4,30),0.0228446 # DEPENDENCYPART_SIBL
(4,19),(4,34),0.00177274 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0318041 # DEPENDENCYPART_SIBL
(4,23),(4,25),0.0287051 # DEPENDENCYPART_SIBL
(4,23),(4,30),-0.160597 # DEPENDENCYPART_SIBL
(4,23),(4,34),-0.0592747 # DEPENDENCYPART_SIBL
(4,24),(4,25),-0.0757652 # DEPENDENCYPART_SIBL
(4,24),(4,30),-0.04176 # DEPENDENCYPART_SIBL
(4,24),(4,34),-0.0330159 # DEPENDENCYPART_SIBL
(4,25),(4,30),-0.00508159 # DEPENDENCYPART_SIBL
(4,25),(4,34),-0.0272782 # DEPENDENCYPART_SIBL
(4,30),(4,34),-0.00403268 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.239473 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.179692 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00214304 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00139963 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0152763 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.319011 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0407832 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0655301 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00869267 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.165789 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.880265 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.000194055 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.316683 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0172152 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0923636 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0566246 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.183558 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00250343 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.316711 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0294376 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.316683 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0172152 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.293121 # DEPENDENCYPART_SIBL
(7,1),(7,34),-0.00538061 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.204182 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.171259 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00458055 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0807617 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0203365 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00800966 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00486613 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0411559 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.00588034 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0909067 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0176853 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0106635 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.06273 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.00800966 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.00486613 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.00568852 # DEPENDENCYPART_SIBL
(7,2),(7,34),-0.0411789 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.185619 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0415118 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0227604 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0444195 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0473928 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.063081 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.028177 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0137539 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.079908 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00494952 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0478809 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.076747 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0473928 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.063081 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.030709 # DEPENDENCYPART_SIBL
(7,3),(7,34),0.0994705 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.288234 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.115344 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0373517 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0237462 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0347529 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.177622 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0382345 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.197121 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.107414 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0237507 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.119308 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0237462 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0347529 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0319046 # DEPENDENCYPART_SIBL
(7,4),(7,34),0.0346291 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.211259 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0205361 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.000968969 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0680013 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0537747 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.024935 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0984952 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0169574 # DEPENDENCYPART_SIBL
(7,5),(7,18),3.31946e-05 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0327952 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.000968969 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0680013 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0112696 # DEPENDENCYPART_SIBL
(7,5),(7,34),-0.249751 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.09283 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.138914 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0318347 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0918774 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.000433452 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.184367 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00263287 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.140771 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.154387 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.138914 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0318347 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.119836 # DEPENDENCYPART_SIBL
(7,6),(7,34),0.0296086 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.622976 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0440958 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0977048 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.147191 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0203155 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.104959 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.625018 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0835142 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.622976 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0440958 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.61192 # DEPENDENCYPART_SIBL
(7,8),(7,34),0.00583706 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0524296 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.00762864 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.044605 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00555735 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0331815 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0581967 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0208972 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.054147 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0524296 # DEPENDENCYPART_SIBL
(7,10),(7,27),0.042551 # DEPENDENCYPART_SIBL
(7,10),(7,34),0.0372008 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0635201 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0264162 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0701241 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0337195 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.41737 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0454103 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.410021 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0341157 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.391327 # DEPENDENCYPART_SIBL
(7,11),(7,34),0.0178343 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0516413 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0835716 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0558142 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0219146 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0348557 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0199194 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.00132814 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.00979737 # DEPENDENCYPART_SIBL
(7,13),(7,34),-0.00818582 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.047397 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0209691 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0362338 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0903893 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0341922 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0208619 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.0243638 # DEPENDENCYPART_SIBL
(7,14),(7,34),0.0911519 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0751579 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00365782 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0051338 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.00166259 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0207896 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.0084595 # DEPENDENCYPART_SIBL
(7,15),(7,34),-0.024967 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0696062 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.063266 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.067611 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0776109 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.0574892 # DEPENDENCYPART_SIBL
(7,16),(7,34),0.0678713 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0200246 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0542596 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0500472 # DEPENDENCYPART_SIBL
(7,18),(7,27),0.0426636 # DEPENDENCYPART_SIBL
(7,18),(7,34),0.0388439 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.0561615 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.095741 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0380439 # DEPENDENCYPART_SIBL
(7,19),(7,34),0.176429 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0524296 # DEPENDENCYPART_SIBL
(7,22),(7,27),0.042551 # DEPENDENCYPART_SIBL
(7,22),(7,34),0.0372008 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.391327 # DEPENDENCYPART_SIBL
(7,23),(7,34),0.0178343 # DEPENDENCYPART_SIBL
(7,27),(7,34),0.0302379 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.297593 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.10974 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0259626 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.20419 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.171259 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0045805 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0720554 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.189412 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.401359 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0131327 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.000354534 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0407491 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00588019 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0904999 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0172784 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00223708 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0543122 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.000416756 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.000354534 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0402233 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.00273789 # DEPENDENCYPART_SIBL
(10,2),(10,34),-0.0506421 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.189235 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0451279 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00320613 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0862479 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.305135 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0296952 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0641289 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.023407 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00958062 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.075138 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00971949 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0436276 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0624536 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0431395 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0641289 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.023095 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0264556 # DEPENDENCYPART_SIBL
(10,3),(10,34),0.0941802 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.288235 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.124051 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.172283 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.669108 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.239418 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.039974 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.177216 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0382345 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.196715 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.107008 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0321773 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.11089 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0321728 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.039974 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.140893 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0403312 # DEPENDENCYPART_SIBL
(10,4),(10,34),0.0251656 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.220382 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.259911 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0945438 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.212914 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0730614 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0532071 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.025096 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0979276 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0163898 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.00823241 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0240556 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.00923457 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0730614 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0128212 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0195352 # DEPENDENCYPART_SIBL
(10,5),(10,34),-0.259054 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00556385 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.105694 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.76518 # DEPENDENCYPART_SIBL
(10,6),(10,11),8.37452e-05 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.053263 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0360234 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.145752 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0412472 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.177234 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0842971 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.175378 # DEPENDENCYPART_SIBL
(10,6),(10,23),8.37452e-05 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.00113963 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.156299 # DEPENDENCYPART_SIBL
(10,6),(10,34),0.053071 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.400906 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0142752 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0114733 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0408916 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00449656 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0906425 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.017421 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.00487955 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0507491 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.00222571 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0114733 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0403659 # DEPENDENCYPART_SIBL
(10,7),(10,27),-9.5421e-05 # DEPENDENCYPART_SIBL
(10,7),(10,34),-0.0571743 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0373541 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.000390257 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0189022 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0217623 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0780519 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00147803 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0840928 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0203716 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0850949 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.000390257 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.021719 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.0951439 # DEPENDENCYPART_SIBL
(10,8),(10,34),0.100879 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0556942 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0376661 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.039151 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.126038 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0591962 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0755885 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0878633 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0710491 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0556942 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.016399 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0527951 # DEPENDENCYPART_SIBL
(10,9),(10,34),-0.0250708 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0684525 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0238275 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0750564 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0386518 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.382781 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0384183 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.375432 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0373288 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.066223 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.356738 # DEPENDENCYPART_SIBL
(10,11),(10,34),0.006744 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0516773 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0860004 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.058243 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.00484481 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0422683 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.00284958 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.00119066 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.0860525 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.00727245 # DEPENDENCYPART_SIBL
(10,13),(10,34),-0.0232375 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0498597 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0234318 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0191034 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0977661 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0170618 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0206905 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.0417447 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.00723341 # DEPENDENCYPART_SIBL
(10,14),(10,34),0.0760663 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0775867 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.013412 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00227878 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0154072 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.020927 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.105425 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0255293 # DEPENDENCYPART_SIBL
(10,15),(10,34),-0.0400186 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0525364 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0706785 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0505411 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0774734 # DEPENDENCYPART_SIBL
