# _root_ Aquell dia es va presentar un llibre d' un rigor científic lluny_de tot folklorisme , realitzat per l' historiador i arqueòleg Marc_Sureda_i_Jubany , també gran especialista en temes religiosos .
#goldHeads=2,5,5,5,0,7,5,7,10,8,10,10,14,12,16,7,16,19,17,19,19,19,26,26,26,19,26,27,28,5,
#predictedHeads=2,5,5,5,0,7,5,7,10,8,10,5,14,12,16,7,16,19,17,19,19,19,16,25,26,19,16,27,28,5,
(2,8),(8,10),-0.505731 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.527001 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.701778 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.515407 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.851281 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.601807 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.595007 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.524415 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.768403 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.611543 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.479747 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.96204 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.817714 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.947403 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-1.03552 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-1.05221 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.581351 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-0.729373 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-1.21696 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),-0.814955 # DEPENDENCYPART_GRANDPAR
(2,16),(16,29),-0.643326 # DEPENDENCYPART_GRANDPAR
(2,16),(16,30),-2.63856 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.893221 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-1.04535 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-1.00089 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.701357 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.751205 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-1.3102 # DEPENDENCYPART_GRANDPAR
(2,22),(22,28),-1.49801 # DEPENDENCYPART_GRANDPAR
(2,22),(22,29),-0.65159 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.504397 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.10563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.502793 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.520657 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.13923 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.44453 # DEPENDENCYPART_GRANDPAR
(4,2),(2,30),-2.47974 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.664021 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.21439 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.16322 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.23229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.392731 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.479923 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.533825 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.553424 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.536776 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.677822 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.532245 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.47685 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.805026 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.730073 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.703406 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.82446 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.832732 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.666244 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.399198 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-0.801844 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.849727 # DEPENDENCYPART_GRANDPAR
(4,5),(5,30),-1.72412 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.912987 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.18945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.160189 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.230903 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-1.01311 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.426446 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.479301 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.525908 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.897019 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.565956 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.681696 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.397942 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.691134 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.613221 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.545183 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.712643 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.720865 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.815696 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.455869 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.786951 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.688972 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.920573 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-1.05331 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),-0.666494 # DEPENDENCYPART_GRANDPAR
(4,7),(7,30),-1.75027 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.127712 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.333724 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.385095 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.482725 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.472952 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.439034 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.308685 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.62246 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.996057 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.35557 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.413325 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.272896 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.651308 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.407778 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.519751 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.679862 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.242002 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.22787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.142549 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.542035 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.756397 # DEPENDENCYPART_GRANDPAR
(5,2),(2,30),-2.3856 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.045768 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.542407 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.61513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.632066 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.605797 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.761563 # DEPENDENCYPART_GRANDPAR
(5,4),(4,30),-2.61441 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.668077 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.14478 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.49852 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.223688 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.380543 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.282519 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0861289 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0279405 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.22668 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.17708 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.342675 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.242146 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0334703 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),0.150025 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.194879 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),0.00420174 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),0.0177914 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.538361 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.102521 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.232028 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.0356068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.324378 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.472126 # DEPENDENCYPART_GRANDPAR
(5,7),(7,29),-0.0371173 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),-1.61814 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),1.16595 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.222066 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0447885 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.144131 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.116908 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.202301 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.195856 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.667122 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),1.49303 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.228563 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.140852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0670783 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0593328 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.253306 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.135148 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.362811 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.223095 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.0669637 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.108093 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.215499 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.0377301 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.0241405 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.558497 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.251079 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.0775387 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.361424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.514058 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-0.056168 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-1.63697 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.468639 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0676098 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.106527 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.226904 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.172365 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.106089 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.394817 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.28683 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.304636 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.111516 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.443759 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.241441 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.17299 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.235247 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.152935 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.209444 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.298449 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.228171 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.146211 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0933153 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.176086 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.301639 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.357159 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.228854 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0584867 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),0.114362 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.209849 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.031461 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.0178714 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.24532 # DEPENDENCYPART_GRANDPAR
(5,14),(14,26),-0.0712696 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-0.507789 # DEPENDENCYPART_GRANDPAR
(5,14),(14,29),-0.050409 # DEPENDENCYPART_GRANDPAR
(5,14),(14,30),-1.63132 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.203932 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.158445 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.265969 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.000255909 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.107243 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.0646829 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.40395 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.0762 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.0626704 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.436877 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.0786761 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.296382 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.115809 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.302764 # DEPENDENCYPART_GRANDPAR
(5,16),(16,29),-0.105621 # DEPENDENCYPART_GRANDPAR
(5,16),(16,30),-1.69165 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.112147 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.0394412 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.664738 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),0.0282147 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.307393 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.112608 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.099077 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.384526 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.30063 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.392944 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.21391 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.0295325 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.0159428 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.558205 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.117878 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.248943 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.069341 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.352537 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.50586 # DEPENDENCYPART_GRANDPAR
(5,19),(19,29),-0.0540321 # DEPENDENCYPART_GRANDPAR
(5,19),(19,30),-1.63581 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.396972 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.122262 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.0177655 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.116771 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.245402 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.0711637 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.352741 # DEPENDENCYPART_GRANDPAR
(5,21),(21,29),-0.0504914 # DEPENDENCYPART_GRANDPAR
(5,21),(21,30),-1.63383 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.397867 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.24693 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.552844 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.114254 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.24532 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.0712696 # DEPENDENCYPART_GRANDPAR
(5,22),(22,28),-0.507789 # DEPENDENCYPART_GRANDPAR
(5,22),(22,29),-0.050409 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.0692543 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.233108 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.40162 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.410401 # DEPENDENCYPART_GRANDPAR
(5,26),(26,12),0.176024 # DEPENDENCYPART_GRANDPAR
(5,26),(26,15),-0.265713 # DEPENDENCYPART_GRANDPAR
(5,26),(26,16),0.239092 # DEPENDENCYPART_GRANDPAR
(5,26),(26,17),0.081953 # DEPENDENCYPART_GRANDPAR
(5,26),(26,23),-0.461398 # DEPENDENCYPART_GRANDPAR
(5,26),(26,24),-0.0796332 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),-0.189915 # DEPENDENCYPART_GRANDPAR
(5,26),(26,27),-0.35262 # DEPENDENCYPART_GRANDPAR
(5,26),(26,28),-0.503547 # DEPENDENCYPART_GRANDPAR
(5,26),(26,29),-0.054532 # DEPENDENCYPART_GRANDPAR
(5,26),(26,30),-1.64242 # DEPENDENCYPART_GRANDPAR
(5,27),(27,24),-0.0940987 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),0.0310703 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-0.310188 # DEPENDENCYPART_GRANDPAR
(5,27),(27,29),-0.0709712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.52062 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.52452 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.31237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.500836 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.912226 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-1.41399 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-1.15687 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.679432 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.931796 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-1.12102 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.853141 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-1.35431 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.717592 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-1.71068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-1.08518 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-1.6693 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-1.25205 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.936504 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.841097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-1.42075 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-1.73358 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.905606 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-1.88207 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-1.68181 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-1.21452 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.41491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,10),-1.33999 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-1.1257 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.730326 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-1.04621 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.978928 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-1.3282 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.466979 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-1.43624 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.600436 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.697498 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.763349 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.399057 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),0.0743318 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.667769 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-1.01514 # DEPENDENCYPART_GRANDPAR
(7,2),(2,30),-2.03491 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.36257 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.179962 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.374017 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.39041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.173865 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.493473 # DEPENDENCYPART_GRANDPAR
(7,4),(4,30),-2.12756 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.27533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.126436 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.20524 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.980379 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.557594 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.36681 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.336991 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.466904 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.220521 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.131487 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),1.2938 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.18132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.447487 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.29669 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.00471 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.833735 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0357515 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.304722 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.319029 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.493327 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0626262 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.338532 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.0746986 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.446651 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.101798 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.224915 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.179621 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.265243 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.170288 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.112951 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.336928 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),0.448518 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.53549 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-0.0829097 # DEPENDENCYPART_GRANDPAR
(7,10),(10,30),-1.21361 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.136697 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.406716 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.159237 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.257715 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0784079 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.612863 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.324159 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.0783864 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),0.590938 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.202337 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.550085 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.170587 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.162323 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.00117557 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.331792 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.00420438 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.265774 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.438152 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.82969 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.0230708 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.289321 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.425776 # DEPENDENCYPART_GRANDPAR
