# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,4,18,0,20,18,20,21,18,25,23,25,26,18,
(3,1),(1,11),-1.04125 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-1.10231 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.928952 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.39869 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.05674 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-2.08924 # DEPENDENCYPART_GRANDPAR
(3,1),(1,28),-1.5007 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.13022 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.08046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.109164 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.287545 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-1.17205 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.401185 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.31235 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.37619 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.279673 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.641839 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.51 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.330629 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-1.40491 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.41321 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.713053 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.10903 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.11125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.428666 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.346738 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-1.18662 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.348367 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.322815 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.38981 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.527668 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0671572 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-1.14495 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.419294 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.459198 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.61824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.657662 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.05427 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.739668 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.04608 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.669465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.160024 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.340352 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0719701 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0136916 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.0786472 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.800559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0705512 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.016944 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.130521 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.710973 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.06072 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.83954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.123808 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.237586 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.123274 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.178619 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.235507 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.129058 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.215282 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.0732343 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.589561 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.486269 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-1.5687 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.163345 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.359741 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.150757 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0653637 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.166774 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.00909167 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.422562 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.183376 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.403113 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.36166 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.81754 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.79588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.178804 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.332256 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0159864 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),1.33682 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.155267 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.811877 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.611105 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0690164 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.066382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.0778086 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.288182 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.1539 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.321565 # DEPENDENCYPART_GRANDPAR
(4,11),(11,28),-1.60972 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-1.36155 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.81732 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.08938 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.758502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.22322 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.303811 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.0533642 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),1.35146 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.117315 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.826512 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.00804761 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.567168 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.0302606 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0706886 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.138452 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.383889 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.246724 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.0557578 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.325141 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.224922 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.211818 # DEPENDENCYPART_GRANDPAR
(4,13),(13,28),-1.54863 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0667309 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0897259 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0200554 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.0637133 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.482265 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-1.36592 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.818844 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.787564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,8),1.24983 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.724888 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.162347 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.139679 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.30398 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.274943 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.0418393 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.236723 # DEPENDENCYPART_GRANDPAR
(4,17),(17,28),-1.59099 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-1.36155 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.81732 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-1.08938 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.758503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.223217 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.053363 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),1.35354 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.116117 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.828595 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.00804611 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.150403 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.121951 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.149553 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.236159 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.0322388 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.0579518 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.332218 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.249728 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.232 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.214012 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.502241 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.339563 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-1.55082 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-0.710774 # DEPENDENCYPART_GRANDPAR
(4,20),(20,5),0.195595 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.0444109 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.521914 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.356016 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.400822 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.421286 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-1.05622 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.366595 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-0.526039 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.495588 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-1.5271 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.328555 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-1.12766 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.146381 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),-0.6126 # DEPENDENCYPART_GRANDPAR
(4,23),(23,27),-0.284589 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.672639 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.290799 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.55156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0646858 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.135458 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.475617 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.41398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0824588 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.460657 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.750493 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.598159 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.05145 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.767548 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.34178 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.25081 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.02922 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.97676 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.24417 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-2.29104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.20282 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.695261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.441601 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0334674 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.06442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.49235 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.30136 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.309329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.803253 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.429981 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0747495 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.324369 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.1854 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.255143 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.442481 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.471282 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.163182 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-1.49629 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.697367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,8),0.209692 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.407664 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.142711 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.129303 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.477293 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.12048 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.172975 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.594006 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.48787 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.05662 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.34252 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.584413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.69247 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.399217 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),1.20686 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0641129 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),1.17016 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.309779 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.126164 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.0608051 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.297719 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.103934 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0849817 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.415816 # DEPENDENCYPART_GRANDPAR
(5,11),(11,28),-1.35712 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.48776 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.0564 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.42003 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.34241 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.564149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.703932 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.416175 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),1.20585 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0826595 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),1.16915 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.172959 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.120804 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.055207 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.227211 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.339896 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.471889 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.143858 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.0818515 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.62782 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.421414 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.0523977 # DEPENDENCYPART_GRANDPAR
(5,13),(13,28),-1.38733 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.435552 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.470586 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0780628 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.76952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.764849 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.04996 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.0176 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.12301 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.917743 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.17188 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.15596 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.17987 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.50224 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.987918 # DEPENDENCYPART_GRANDPAR
(6,4),(4,28),-1.4047 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.531434 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.534189 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.104967 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.78121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.824879 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.05924 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.02317 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.13078 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.16085 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.26734 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.966492 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.741565 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.835123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.466602 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.386399 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.301456 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.410072 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.336551 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.4481 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.491215 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.466937 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.652665 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.83011 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0982954 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.332032 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.461311 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.308852 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.544517 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.518164 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.804875 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.598434 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.638993 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.391169 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.756845 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),1.16004 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.404907 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.486889 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.269168 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.737052 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.82225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.595584 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.8681 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.02406 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.603427 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.09068 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.05173 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.799657 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.942225 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.797077 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-2.24761 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.432768 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.369834 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.322826 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.624841 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.91586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.636816 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.906993 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.06514 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0505479 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.254066 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.80384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.608557 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.228026 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.483145 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.829133 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.189484 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.363483 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0366576 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.329529 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.139084 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.165636 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.224641 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.55253 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.35715 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.948494 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.634739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.15938 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.14013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.6598 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0473454 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.995275 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.612994 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.279139 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0086951 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.302731 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.05474 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.194601 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.184955 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-1.57393 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.55242 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.35693 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.25895 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.948384 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.634739 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.15938 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.10275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),1.67444 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.00939359 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),1.00991 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.16277 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.658727 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.105338 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.120679 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.242088 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.382692 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0132823 # DEPENDENCYPART_GRANDPAR
