# _root_ A_través_d' aquest programa , que pretén promoure els intercanvis i la cooperació entre França i l' estat espanyol , les dues cambres de comerç volen fomentar l' intercanvi entre empreses catalanes i franceses .
#goldHeads=26,3,1,6,6,3,6,9,7,9,12,9,9,13,14,17,14,17,6,22,20,26,22,23,26,0,28,26,28,29,30,31,31,26,
#predictedHeads=25,3,1,6,6,3,6,9,7,9,12,9,12,13,14,17,14,17,1,22,20,25,22,23,0,25,28,26,28,29,30,31,31,25,
(6,15),(6,32),-0.442558 # DEPENDENCYPART_SIBL
(6,15),(6,34),-0.0405175 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0660985 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0420899 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.0484067 # DEPENDENCYPART_SIBL
(6,17),(6,32),0.0018391 # DEPENDENCYPART_SIBL
(6,17),(6,34),-0.0817075 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.0570582 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.0708774 # DEPENDENCYPART_SIBL
(6,19),(6,32),0.229656 # DEPENDENCYPART_SIBL
(6,19),(6,34),-0.0853815 # DEPENDENCYPART_SIBL
(6,25),(6,26),-0.0562942 # DEPENDENCYPART_SIBL
(6,25),(6,32),-0.0182444 # DEPENDENCYPART_SIBL
(6,25),(6,34),-0.0130654 # DEPENDENCYPART_SIBL
(6,26),(6,32),0.018682 # DEPENDENCYPART_SIBL
(6,26),(6,34),0.0356364 # DEPENDENCYPART_SIBL
(6,32),(6,34),-0.0405175 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.00443095 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.291922 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.405148 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0533118 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0116063 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0488754 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0092546 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0737747 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.022512 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0488754 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0373297 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0103851 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0179291 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0186317 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.0505162 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.060183 # DEPENDENCYPART_SIBL
(7,1),(7,29),-0.0737747 # DEPENDENCYPART_SIBL
(7,1),(7,32),0.0488754 # DEPENDENCYPART_SIBL
(7,1),(7,34),0.0157031 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.490041 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.701737 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0565222 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0796553 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0341792 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0828654 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0774716 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.090378 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0341792 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0984605 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0524924 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0997955 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0882773 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0194538 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.00939998 # DEPENDENCYPART_SIBL
(7,3),(7,29),-0.0774716 # DEPENDENCYPART_SIBL
(7,3),(7,32),-0.0341792 # DEPENDENCYPART_SIBL
(7,3),(7,34),-0.0459935 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.151752 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0472641 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0381583 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0317718 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00190248 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0425846 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0509798 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0317718 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00243054 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0420398 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.200636 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0427659 # DEPENDENCYPART_SIBL
(7,4),(7,25),0.000238457 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0167961 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0425846 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.0317718 # DEPENDENCYPART_SIBL
(7,4),(7,34),-0.497824 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.134092 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0126304 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0156391 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.00815746 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0695189 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0180653 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0156391 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0575845 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0044682 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00383766 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0177784 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.0945551 # DEPENDENCYPART_SIBL
(7,5),(7,26),0.0653626 # DEPENDENCYPART_SIBL
(7,5),(7,29),0.0695189 # DEPENDENCYPART_SIBL
(7,5),(7,32),0.0156391 # DEPENDENCYPART_SIBL
(7,5),(7,34),-0.454819 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.145199 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0634935 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.145444 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0830814 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.155307 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0634935 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.141777 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0810095 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0865345 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.152007 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0348895 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0369165 # DEPENDENCYPART_SIBL
(7,6),(7,29),-0.0830814 # DEPENDENCYPART_SIBL
(7,6),(7,32),-0.0634935 # DEPENDENCYPART_SIBL
(7,6),(7,34),-0.0438284 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0636138 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.247345 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.072515 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.247012 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0636138 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.256801 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0412651 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.00568936 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.240682 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0287288 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0224121 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.072515 # DEPENDENCYPART_SIBL
(7,9),(7,32),0.0636138 # DEPENDENCYPART_SIBL
(7,9),(7,34),-0.0270614 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.226577 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0356672 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.220025 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.347254 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.223152 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.151985 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0194816 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.22692 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.781039 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.744678 # DEPENDENCYPART_SIBL
(7,10),(7,29),0.0356672 # DEPENDENCYPART_SIBL
(7,10),(7,32),-0.347254 # DEPENDENCYPART_SIBL
(7,10),(7,34),0.0346701 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0705637 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.250357 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0652164 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.260145 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0429968 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0244869 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.244026 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0296586 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0233418 # DEPENDENCYPART_SIBL
(7,12),(7,29),0.0705637 # DEPENDENCYPART_SIBL
(7,12),(7,32),0.0652164 # DEPENDENCYPART_SIBL
(7,12),(7,34),-0.051238 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.063366 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.164138 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.058442 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0719066 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0439539 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0653435 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0199958 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0340768 # DEPENDENCYPART_SIBL
(7,13),(7,29),-0.0588105 # DEPENDENCYPART_SIBL
(7,13),(7,32),-0.164138 # DEPENDENCYPART_SIBL
(7,13),(7,34),-0.0869991 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0798517 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.237159 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0416008 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0215862 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.220797 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.0253853 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0190685 # DEPENDENCYPART_SIBL
(7,14),(7,29),0.0634191 # DEPENDENCYPART_SIBL
(7,14),(7,32),0.0798517 # DEPENDENCYPART_SIBL
(7,14),(7,34),-0.0253463 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.223152 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.151985 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0194816 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.22692 # DEPENDENCYPART_SIBL
(7,15),(7,25),0.781039 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.744678 # DEPENDENCYPART_SIBL
(7,15),(7,29),0.0356672 # DEPENDENCYPART_SIBL
(7,15),(7,32),-0.347254 # DEPENDENCYPART_SIBL
(7,15),(7,34),0.0346701 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0507854 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0199484 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.233444 # DEPENDENCYPART_SIBL
(7,17),(7,25),0.0348263 # DEPENDENCYPART_SIBL
(7,17),(7,26),0.0285095 # DEPENDENCYPART_SIBL
(7,17),(7,29),0.0666412 # DEPENDENCYPART_SIBL
(7,17),(7,32),0.0954216 # DEPENDENCYPART_SIBL
(7,17),(7,34),-0.0507542 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0127603 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0480752 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.060598 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0554984 # DEPENDENCYPART_SIBL
(7,18),(7,29),-0.0478939 # DEPENDENCYPART_SIBL
(7,18),(7,32),0.0389254 # DEPENDENCYPART_SIBL
(7,18),(7,34),-0.00928432 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0178116 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.114999 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.128819 # DEPENDENCYPART_SIBL
(7,19),(7,29),-0.0912783 # DEPENDENCYPART_SIBL
(7,19),(7,32),0.255332 # DEPENDENCYPART_SIBL
(7,19),(7,34),-0.070179 # DEPENDENCYPART_SIBL
(7,22),(7,25),0.0284858 # DEPENDENCYPART_SIBL
(7,22),(7,26),0.0221691 # DEPENDENCYPART_SIBL
(7,22),(7,29),0.071743 # DEPENDENCYPART_SIBL
(7,22),(7,32),0.0633807 # DEPENDENCYPART_SIBL
(7,22),(7,34),-0.034313 # DEPENDENCYPART_SIBL
(7,25),(7,26),-0.00207643 # DEPENDENCYPART_SIBL
(7,25),(7,29),0.00144787 # DEPENDENCYPART_SIBL
(7,25),(7,32),0.0298013 # DEPENDENCYPART_SIBL
(7,25),(7,34),-0.0177054 # DEPENDENCYPART_SIBL
(7,26),(7,29),0.02502 # DEPENDENCYPART_SIBL
(7,26),(7,32),0.0667277 # DEPENDENCYPART_SIBL
(7,26),(7,34),0.0309965 # DEPENDENCYPART_SIBL
(7,29),(7,32),-0.164138 # DEPENDENCYPART_SIBL
(7,29),(7,34),-0.0869991 # DEPENDENCYPART_SIBL
(7,32),(7,34),0.0346701 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.253193 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.359523 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.380263 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0652698 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00292864 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00526411 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.104025 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0644504 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.05371 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0293745 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0558847 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0644504 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0198369 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.00658993 # DEPENDENCYPART_SIBL
(9,1),(9,19),1.27214e-05 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0490823 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0156691 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0549464 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.00359062 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.00575075 # DEPENDENCYPART_SIBL
(9,1),(9,28),0.0752525 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.0293745 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.359357 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.36344 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0265813 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0252581 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0293604 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.000305316 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.051141 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0252581 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0371501 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00980376 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.339141 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0495226 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.031482 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0541764 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.108525 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.10678 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.0560487 # DEPENDENCYPART_SIBL
(9,4),(9,29),-0.000305316 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.167019 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0459346 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0294341 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0493523 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0721109 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.043291 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0294341 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0628048 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.126739 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0402534 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0524545 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0482615 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0449682 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.108034 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.104962 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.0371311 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.0721109 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0448742 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0297005 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0323796 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0583284 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0263184 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0297005 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0458322 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.127767 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0394013 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0354819 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0345213 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0279956 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.117645 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.114573 # DEPENDENCYPART_SIBL
(9,7),(9,28),-0.0201585 # DEPENDENCYPART_SIBL
(9,7),(9,29),-0.0583284 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0824098 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0251165 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0636141 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0013183 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0824098 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0682909 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0176078 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.104016 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0385721 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.215999 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0204017 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.00955402 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.0231674 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.00980906 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.0636141 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.637858 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.281261 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.631262 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.279377 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.614043 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.258469 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.023697 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.658701 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.294621 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.650993 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.119699 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.106626 # DEPENDENCYPART_SIBL
(9,10),(9,28),0.650456 # DEPENDENCYPART_SIBL
(9,10),(9,29),0.281261 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.19806 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0361989 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0571282 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0176445 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0125732 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0213759 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0617794 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0896432 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0397934 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.00784621 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.0111619 # DEPENDENCYPART_SIBL
(9,12),(9,28),0.0440391 # DEPENDENCYPART_SIBL
(9,12),(9,29),0.19806 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00978626 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.147728 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0234677 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00962251 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0103495 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0038615 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0171339 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.00174123 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0486267 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0486933 # DEPENDENCYPART_SIBL
(9,13),(9,28),0.0147412 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.106933 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.136819 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.103062 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.054807 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.127671 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.147682 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.121757 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.125696 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0451032 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.0484189 # DEPENDENCYPART_SIBL
(9,14),(9,28),0.129942 # DEPENDENCYPART_SIBL
(9,14),(9,29),0.230137 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.614043 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.258469 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.023697 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.658701 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.294621 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.650993 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.119699 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.106626 # DEPENDENCYPART_SIBL
(9,15),(9,28),0.650456 # DEPENDENCYPART_SIBL
(9,15),(9,29),0.281261 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.017395 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0434856 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0889971 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.099389 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0669559 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.0206607 # DEPENDENCYPART_SIBL
(9,17),(9,26),0.0239764 # DEPENDENCYPART_SIBL
(9,17),(9,28),0.0712568 # DEPENDENCYPART_SIBL
(9,17),(9,29),0.206861 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0181328 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0447757 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0518936 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0446109 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.031304 # DEPENDENCYPART_SIBL
(9,18),(9,26),0.0333083 # DEPENDENCYPART_SIBL
(9,18),(9,28),0.03839 # DEPENDENCYPART_SIBL
(9,18),(9,29),0.0975909 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.47854 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0263573 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.454776 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.0142961 # DEPENDENCYPART_SIBL
(9,19),(9,26),-0.00148296 # DEPENDENCYPART_SIBL
(9,19),(9,28),0.463368 # DEPENDENCYPART_SIBL
(9,19),(9,29),0.227971 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.10078 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.0561433 # DEPENDENCYPART_SIBL
(9,22),(9,25),0.0181843 # DEPENDENCYPART_SIBL
(9,22),(9,26),0.0215 # DEPENDENCYPART_SIBL
(9,22),(9,28),0.0613337 # DEPENDENCYPART_SIBL
(9,22),(9,29),0.209283 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.0279847 # DEPENDENCYPART_SIBL
(9,23),(9,25),-0.00953551 # DEPENDENCYPART_SIBL
(9,23),(9,26),-0.0071945 # DEPENDENCYPART_SIBL
(9,23),(9,28),0.056314 # DEPENDENCYPART_SIBL
(9,23),(9,29),0.0245823 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.0215272 # DEPENDENCYPART_SIBL
(9,24),(9,26),0.0248429 # DEPENDENCYPART_SIBL
(9,24),(9,28),0.0719086 # DEPENDENCYPART_SIBL
(9,24),(9,29),0.212322 # DEPENDENCYPART_SIBL
(9,25),(9,26),-0.0607459 # DEPENDENCYPART_SIBL
(9,25),(9,28),0.0561651 # DEPENDENCYPART_SIBL
(9,25),(9,29),0.152651 # DEPENDENCYPART_SIBL
(9,26),(9,28),0.0589876 # DEPENDENCYPART_SIBL
(9,26),(9,29),0.150115 # DEPENDENCYPART_SIBL
(9,28),(9,29),0.227181 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0259507 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0691394 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.557241 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0652739 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.00526137 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.103899 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0398518 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.462857 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0151696 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0343531 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.045131 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0499946 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.00908317 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.00684132 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0139621 # DEPENDENCYPART_SIBL
