# _root_ Empúries ha editat en català els tres números anteriors , que portaven per títol ' Harry_Potter_i_la_pedra_filosofal ' , ' Harry_Potter_i_la_cambra_secreta ' i ' Harry_Potter_i_el_presoner_d'_Azkaban ' .
#goldHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,16,24,16,24,3,
#predictedHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,20,24,20,24,3,
(4,3),(3,16),-1.37221 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.61022 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.72536 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.44911 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.3709 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.74971 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.21238 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.32113 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-1.96352 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-2.47494 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.258857 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.170538 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.434885 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.171822 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.177482 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.66045 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.657795 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.846567 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.49669 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.659144 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.441829 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.609368 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-1.64321 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.29215 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.08307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.245288 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.821869 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.140798 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.428148 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.136554 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.521856 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.155949 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.643297 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.636262 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.83983 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.475156 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.64199 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.775761 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.422575 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.575787 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.592215 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-1.62334 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.113197 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.281986 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.32618 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.4182 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.37586 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.1087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.320052 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.0264193 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.124611 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.270944 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.221876 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.637039 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.554448 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.337152 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.202399 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.37417 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.682712 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.783075 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.521606 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.372863 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.822211 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.40209 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.323088 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-1.03602 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-1.61416 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.16454 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.28035 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.593817 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.690278 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.599798 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.396933 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.750562 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.512396 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.819784 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-1.01128 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.73919 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.759321 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.878086 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-1.0395 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.807145 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.897978 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-1.06065 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-1.13531 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-2.39053 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.43959 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.623993 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.698421 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.483571 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.454306 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.674906 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.319817 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.911343 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.822563 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.961459 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.609501 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.673684 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.57616 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.68781 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.32854 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.52951 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.18786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.847022 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.516266 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.62843 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.29545 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.249516 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.388329 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.617541 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.906625 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.850169 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.82603 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.752857 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.964926 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.87839 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.893986 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.826218 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.974199 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-1.00887 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-2.41823 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-1.16454 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.567716 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.544955 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.476043 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.770676 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.741615 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.764067 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.880511 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-1.04272 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.899933 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-1.13853 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-2.3945 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-1.16454 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.60217 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.82894 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.809538 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.899932 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-1.06304 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-1.13849 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-2.39448 # DEPENDENCYPART_GRANDPAR
(5,24),(24,3),-1.16454 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.851191 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-1.0115 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.924425 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-2.39448 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.727752 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.342562 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.38527 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.10346 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.02963 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.33743 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.666902 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.59506 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.255824 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-1.12282 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.02775 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.816772 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.27095 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.03532 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.30306 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.28689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.291846 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.234725 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0729762 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0995908 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.28951 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.704307 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.280155 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.263212 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.271168 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.690392 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.275087 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.272555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.169693 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.550542 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.191796 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.343421 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.511897 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.153383 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.361631 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.57236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.33389 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.520175 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.53803 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.64845 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.90127 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.842075 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-1.01978 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-1.0732 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.939309 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.885274 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.05952 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.885903 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.946272 # DEPENDENCYPART_GRANDPAR
(8,3),(3,25),-1.10863 # DEPENDENCYPART_GRANDPAR
(8,3),(3,26),-2.38565 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.306858 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.493706 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.50183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.439625 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.404678 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.247772 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),1.36041 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.139977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.45082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,4),-0.960029 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.572276 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.233352 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.57101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.379223 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.282337 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.377796 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.15583 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.143989 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.0635152 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.69877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.415201 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.44235 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.41296 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.04076 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.04998 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.619995 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.622573 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.59958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.467597 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.556099 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),1.81618 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.321807 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.257631 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.00440721 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.234052 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.12292 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0782115 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0424466 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),0.190848 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.16266 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),0.0150601 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),0.12985 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.211763 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-1.51948 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.905427 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.568495 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.381311 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.403236 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.110131 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0476583 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0515734 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.166171 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.300042 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.0856977 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.0428682 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.876739 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.66859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,12),0.392932 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.203654 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.10198 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0556693 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.115602 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),0.0248043 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),0.00675585 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.0842079 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.054243 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-1.51584 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.876739 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.0371364 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.0639778 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.0953764 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.0842074 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.219275 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.0542035 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-1.51582 # DEPENDENCYPART_GRANDPAR
(8,24),(24,3),-0.876739 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),-0.0525402 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.180135 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.144479 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-1.51582 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0492302 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.411184 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.366471 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.90188 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.581836 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.340289 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0629828 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.294879 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.208234 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0265438 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.418189 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.288606 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.143661 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.55218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.920345 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.589587 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.15582 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.1417 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.21796 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.03695 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.1959 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.11022 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.37593 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.941464 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.08012 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.06421 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-1.45982 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-1.55847 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.646881 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.884127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,1),-1.33847 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.19356 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.744057 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.01575 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.645938 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.01908 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.710385 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.897071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0344984 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.950325 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.516578 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.17387 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.400985 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.440092 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.29623 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.427943 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.3695 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.598067 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.200749 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.374316 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.681959 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.18679 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.801498 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.65743 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.01045 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.00629249 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.274478 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0369779 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.33806 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.230623 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.233305 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.475465 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.306575 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.273022 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.665068 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.671852 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.313262 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.446357 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.236667 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.284888 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.495609 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.358159 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.690053 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.415244 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.773945 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.834982 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.631156 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.648006 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.974235 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.917459 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.423131 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.6336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.479704 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.565476 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.905757 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.832856 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.854179 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.82615 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.882095 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.869594 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.863014 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.811011 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.786897 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.812615 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-0.774824 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.547874 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.911496 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.873867 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.52414 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.60377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
