# _root_ - La moció de censura , plantejada amb tant de temps , és un interrogant de com sortirà .
#goldHeads=13,3,13,3,4,7,3,7,8,9,10,7,0,15,13,15,18,16,13,
#predictedHeads=13,3,13,3,4,7,3,7,8,9,10,7,0,15,13,15,18,16,13,
(9,18),(18,19),-0.608521 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.428787 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0972163 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.623737 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.822027 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.329397 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.307233 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.457689 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.268661 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.215929 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.68613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-1.14188 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.955292 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.763024 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.424887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.611432 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.122288 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.67992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.284682 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.13698 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.13046 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.00049 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.976864 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.50218 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.323162 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.601099 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.49592 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.64041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.222096 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.10363 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.12962 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.960984 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.976092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.47902 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.474 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.2203 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.32271 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.04357 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.28181 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.533527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.339438 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.264873 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.960208 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.434873 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.394274 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.161018 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.803584 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.43548 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.62495 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.51968 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.21709 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.56435 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.21681 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.31959 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.189 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.29256 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.777317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.610862 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0866586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0983005 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.308916 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.18963 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.180664 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.653786 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.574263 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.471249 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.124571 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.823689 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.605979 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.947976 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.680379 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.436173 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.356414 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.303777 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.66736 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.297027 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.19393 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.83244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.960554 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-1.22846 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-1.33623 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-1.07143 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-1.1741 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-1.61052 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.276325 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.796271 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.375146 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.533516 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.592756 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.359941 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.123804 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.8533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.981247 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.27125 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.35709 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.27853 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.20654 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-1.62671 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.12147 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.845971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.519784 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.33141 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.340199 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.189017 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.90263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.97776 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.26722 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.27637 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.20314 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.62336 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.638438 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.374582 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.824723 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.183535 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.81842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.922445 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.24222 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.21633 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.17821 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.57902 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.992588 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.684339 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.523477 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.905261 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.262603 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.92454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.989447 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.2811 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.28935 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.5892 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.73674 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.23838 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.59013 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.33733 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.42963 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.08421 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.58605 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.622883 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.10368 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.01182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0966481 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.407511 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.474626 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.995726 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.371434 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.746007 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.571766 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.498324 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.08741 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.992134 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.35035 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.518901 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.809043 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.00146604 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.480033 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.955564 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.51977 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.542395 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.805433 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-1.06306 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-1.24261 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.360534 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.841261 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.58107 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.23227 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-1.4213 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.0811 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.58215 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.618177 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-1.09989 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.983187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.00421991 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.361133 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.479014 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.378929 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.917628 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.81101 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.0350358 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.220949 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.108947 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.227916 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),1.32571 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.00289701 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.0782298 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.288097 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.511083 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.287032 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.153515 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.255097 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.0800469 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.237165 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.56045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.383083 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.211852 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.472794 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-1.28571 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.0524505 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.991747 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.236436 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0520325 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.289851 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0328667 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.137852 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0852344 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.577294 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.23652 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),1.31676 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.289936 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.506494 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.277743 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.148343 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.244734 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0748964 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.56045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,19),-1.2857 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.0724637 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.0130588 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.324593 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.181641 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.285964 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.314349 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.271819 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.0404325 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.470989 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.61293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.411257 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.39537 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.506163 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-1.28393 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.87598 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.227894 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.140313 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.604048 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.142216 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0200844 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.00234734 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.621049 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.70094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-0.532262 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.594711 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-1.37621 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.279364 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.466513 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0201127 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.209518 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.111524 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.642152 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.59078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.353172 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.48469 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-1.23872 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),0.991747 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.138222 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0916245 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0190524 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.270209 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0286743 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.577294 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.69493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.513887 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.128657 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.340112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.707287 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.10875 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.164909 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.33417 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.219873 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.56119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.327291 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.383756 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.213102 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.473526 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.28638 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.701037 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.160767 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.214698 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.489062 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.0236097 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.566122 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.635441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.33474 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0881348 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.288013 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.535876 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),1.11958 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.353771 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.296271 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.438258 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.215788 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.26023 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.0439 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.35841 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.437413 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.670334 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.789412 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.542388 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.14581 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.833146 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.743578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,15),0.451442 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0524191 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.00723885 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.375949 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.72438 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.55243 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.57827 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.51689 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.50768 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.43255 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.62263 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.1501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.331936 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.483203 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.685964 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.26101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.691559 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.453605 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.841617 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.766087 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-1.24241 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-1.12394 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.896451 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.446422 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.560417 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-1.21606 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.436068 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.772778 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.891345 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.189257 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.676239 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.30876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),0.256212 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.426254 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.988631 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.72451 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-1.1764 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.821725 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.663656 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-1.14814 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.374586 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.709339 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.796038 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.198517 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.581279 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.32962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),0.0491124 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.458697 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-1.00482 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-1.40786 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-1.25066 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.650401 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.59454 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.410155 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.785471 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.733756 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.235982 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.652715 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),0.0512736 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.455301 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-1.00148 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.779392 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.638009 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-1.34242 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.773968 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.926237 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.322492 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.671144 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),0.111313 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.430365 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.957136 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-1.2818 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-1.09171 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.656033 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.41591 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.492092 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.707655 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.337633 # DEPENDENCYPART_GRANDPAR
