# _root_ Els antecedents dels Pastorets de l' Ametlla_de_Merola es remunten a l' any_1878 , quan a iniciativa de les Germanes_Dominiques , van començar les representacions durant la Missa_del_Gall .
#goldHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
#predictedHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
(7,9),(9,5),-0.550211 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.738437 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.38381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.569598 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.451303 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.442004 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.505893 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.448917 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.938301 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.936397 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.609589 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.782105 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.721668 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.85842 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.81436 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.795921 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.846942 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-2.09894 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.654686 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-1.0909 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.642353 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.621727 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-1.05472 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-1.02079 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.918565 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-1.00793 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.935168 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.952777 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-1.16367 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.55046 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-1.4174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,9),-0.493236 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.535777 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.630352 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.481042 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.886303 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.533391 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-1.02529 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.923519 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-1.28871 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.712847 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.757254 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.560726 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.796554 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.824814 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.829136 # DEPENDENCYPART_GRANDPAR
(7,22),(22,28),-2.07414 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.15295 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.22146 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.905528 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.311295 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.176999 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.403506 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.320673 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.37342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.0241391 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.412617 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-1.31692 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.383183 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.23426 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-1.37203 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.688777 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.713994 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-0.899811 # DEPENDENCYPART_GRANDPAR
(9,2),(2,25),-0.468595 # DEPENDENCYPART_GRANDPAR
(9,2),(2,28),-2.09722 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.551906 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0717915 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.13144 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0718253 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.529187 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-1.40837 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.623221 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.896527 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.400889 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.319543 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.37312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.0256619 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.412311 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.381661 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.713688 # DEPENDENCYPART_GRANDPAR
(9,4),(4,28),-2.09691 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.155472 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.677004 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0607337 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.49475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.214842 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.533505 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-1.41617 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.177299 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.149914 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.317916 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.283071 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.307224 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.37328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.41245 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.713849 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.183837 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.287625 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.431483 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.447867 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.13783 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.220714 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0605363 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.50297 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.616583 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.00960832 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.505698 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.0310378 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0530264 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0623597 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.560802 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.00215088 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.153946 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.148772 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.551876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,12),0.361592 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.118908 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.297364 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.220714 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.0605363 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.267287 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.50297 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.667193 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.0183022 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.345571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.505201 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.150664 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.46922 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0562697 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0978782 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.0656987 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0624182 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.670273 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.0176485 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.0208603 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.215343 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.316966 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-1.37854 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.791737 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0278157 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.506846 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),0.0299789 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.0221988 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.665681 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.355167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,18),-0.541765 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.659754 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.0238655 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.0270772 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.20327 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.313709 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-1.37421 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.641442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.325743 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.100351 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),0.10024 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.0815798 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.0242375 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),0.0409451 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.155455 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.164708 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.220834 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.165578 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-1.31021 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.967882 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.488031 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-0.996532 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.66495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.338121 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.193294 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.162647 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.0834445 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.0692019 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.0382119 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.0106253 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.79099 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.010485 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.217751 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.0588207 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.170289 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.240145 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.314392 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-1.25216 # DEPENDENCYPART_GRANDPAR
(9,24),(24,5),-0.0167809 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),0.184123 # DEPENDENCYPART_GRANDPAR
(9,24),(24,18),-0.542806 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),0.258721 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.0681836 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.306337 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.354752 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-1.38095 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.188671 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.0297847 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.886689 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.128558 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-1.29705 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),-0.0671429 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),0.081395 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.706299 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-1.37421 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.408067 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0717462 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.881986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.108616 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.897452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.41694 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.770267 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.374578 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.451453 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.319544 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.815835 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.184776 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.414979 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.524013 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.47759 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.437926 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.488635 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0357113 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.361917 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.387821 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.129797 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.668182 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.40446 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.913153 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.53527 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.911985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),1.22051 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.600189 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.420852 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.224672 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0535013 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.369466 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.704969 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.197635 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.130594 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.571168 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.542525 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-1.52056 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.653872 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.303308 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.886596 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.304534 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.230468 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-1.11964 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.77321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.552088 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.11624 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.690337 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.72764 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.709775 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.17423 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.08822 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.913669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.451768 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0908336 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-1.00276 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0637373 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.509759 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.18993 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-1.31884 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-0.222703 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.594826 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.178868 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.18708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.354939 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.770091 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.0615 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.678262 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.805548 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.419467 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.18803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,9),-1.01291 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.411571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.492849 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.855813 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.403397 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0323726 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.221711 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.165971 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.28613 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.04388 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.01498 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.949219 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.917171 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.598135 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.599575 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0135912 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.141423 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.136696 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0102621 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.150585 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.204731 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.264425 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),0.0222295 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.145613 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.134546 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.0707708 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.125492 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.176186 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.20846 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-1.32682 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-1.19524 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-1.3222 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-1.09429 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-1.05881 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.441097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.581757 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.919145 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.0593355 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.159986 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.0964648 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.0862241 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.0225066 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.131147 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.213033 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.252891 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.0302281 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.129631 # DEPENDENCYPART_GRANDPAR
(12,22),(22,28),-0.228208 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-1.04387 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),0.123195 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),0.00747444 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.217868 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.0365716 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),0.0333394 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.136063 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.145584 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.0814999 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.124226 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.293089 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.203544 # DEPENDENCYPART_GRANDPAR
(12,25),(25,28),-0.296064 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.928486 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.859104 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.626601 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.496009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.290548 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.265227 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.271434 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.443318 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.924264 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.793731 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.924202 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.749378 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.01635 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.630844 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.783977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.108493 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.00464828 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.112192 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.167736 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.256203 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.377435 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.334805 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.311316 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.744501 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.445404 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0277292 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.346049 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.162005 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.301309 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.872181 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.669464 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.469757 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.682518 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.618241 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.794868 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.641802 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.720202 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.283256 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.487679 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.254039 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.86407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.274542 # DEPENDENCYPART_GRANDPAR
