# _root_ L' Ajuntament_de_Girona està preparant la redacció d' un nou Pla_General que , segons ha explicat l' alcalde , podria estar llest a finals del 2001 .
#goldHeads=2,4,4,0,6,4,6,10,10,7,20,15,15,15,20,17,15,15,20,10,20,20,22,23,24,4,
#predictedHeads=2,4,4,0,6,4,6,10,10,7,15,15,15,15,10,17,15,15,20,15,20,20,22,23,24,4,
(2,3),(3,1),-0.901043 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.768694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.278695 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.130211 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.277847 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.183363 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.0296192 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.216784 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.610214 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.474097 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),0.00501723 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.39892 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.273637 # DEPENDENCYPART_GRANDPAR
(2,3),(3,26),-1.30244 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.90104 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.71809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.226047 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.151887 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.309684 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.27729 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.205038 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.114668 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.273238 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.604305 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.468447 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.579107 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.0800316 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.39327 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.267205 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.267277 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.487918 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),0.0677733 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-1.33545 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.87179 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.050811 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.297358 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.249967 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.303263 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.656883 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.349684 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.366751 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.134486 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.789641 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.686635 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.737365 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.09985 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.614857 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.522459 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.364606 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.588726 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.671469 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-1.32404 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.31668 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.513506 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.295881 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0272521 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.239693 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.384612 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.560246 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.303625 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0757055 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.899725 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.60479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.332592 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.787753 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.440392 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.387337 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.21634 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.777339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.113486 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.355064 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.258969 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.492732 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.170252 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.318563 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.242111 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.400155 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.635173 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.443475 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.402822 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.41053 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.270178 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.253128 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.541365 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-1.3695 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.204657 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.621032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.678893 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.676806 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.108537 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.764946 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.22182 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.492228 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.405465 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.110664 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.278235 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.627081 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.678688 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.291615 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.289319 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.255681 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.299889 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.68456 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-1.46892 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.491828 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.923224 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.273586 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.521372 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.270898 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0217142 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.345838 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.635125 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.684656 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0616946 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.494801 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.235397 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.416362 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.00422379 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.119099 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.28667 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.638806 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.689585 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.300886 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.297753 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.260617 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.719855 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.583051 # DEPENDENCYPART_GRANDPAR
(3,10),(10,26),-1.48027 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.257111 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0189975 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.772115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.463077 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.784072 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.117099 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.448498 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.599156 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.483916 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.428568 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.436274 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.250286 # DEPENDENCYPART_GRANDPAR
(3,14),(14,26),-1.42667 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-1.21905 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.834655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.402583 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.0215646 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.338112 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.368074 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.361012 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.772487 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.154489 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.398687 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.245208 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.588087 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.38285 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.29526 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.302509 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.206373 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.177602 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.853988 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.475908 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-1.3095 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.595924 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-1.2171 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.827844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.406258 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.05039 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.432965 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.803407 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),0.385701 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),0.271698 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.238493 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.48422 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.289461 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.433404 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.278358 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.243081 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.916248 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.550086 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-1.41532 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-1.21641 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.662981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),0.57118 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),0.0521715 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.312958 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.330403 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.716253 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),0.0828762 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),0.506369 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),0.448926 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.0735703 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.702605 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.381664 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.190347 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.0457302 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.223384 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.209152 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.537515 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.885815 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.525314 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-1.3716 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0681206 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.799866 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0587469 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.13847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.297146 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.0311163 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.432745 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.104834 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.52538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.599107 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.493228 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.908387 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.11779 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.590162 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.97138 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.12731 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.42412 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.12296 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.21206 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-2.18113 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.277794 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.07021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.117333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.38817 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.298201 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.421196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.191539 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.107294 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.145793 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.0412285 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.004672 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.152055 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.452124 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),0.00382205 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.0550081 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.137153 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.217535 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.68262 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-1.21012 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),1.19982 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.563618 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.147861 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.075866 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.00898359 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.270375 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.0384479 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.162384 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),1.13999 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.302698 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.541557 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0625446 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0457299 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.34001 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.00743713 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.1056 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.185459 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.101621 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.189055 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.178781 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.111571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,7),0.36433 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.181917 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.203291 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.156689 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.295549 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.0327931 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.00376266 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.16378 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.46302 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.00544846 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.0634428 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.142089 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.717914 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.471108 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-1.22147 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0400945 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.114725 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-1.4775 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.347595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,11),-0.656741 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.409651 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.712885 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.116447 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.270647 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.13689 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.206125 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.14465 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-1.17133 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-1.07893 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.46199 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.417376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),0.493268 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0600208 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.0489608 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.183643 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.653533 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.43593 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.651776 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.356881 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.102813 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.166529 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.00179216 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.0705715 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.0791938 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.0617706 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.824631 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.354128 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-1.0511 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-1.07099 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.0857238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,7),0.384866 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.430998 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.305383 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.214202 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.491118 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.0149703 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.0738139 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.141305 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.262621 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.737625 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.469924 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.157233 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-1.07698 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-1.45768 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.411086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,6),0.425248 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),0.115625 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.681838 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.641398 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),0.385986 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.0055949 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.0601264 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.0372113 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.197508 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.148542 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.124612 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.884254 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.425669 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-1.15429 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-1.07629 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-1.45728 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.244625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,6),0.528838 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.1077 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),0.219215 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.593676 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),0.369647 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.763111 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.564752 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.172055 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.457006 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.0434574 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.063317 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.212148 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.0916746 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.0883329 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.0203509 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.851471 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.399003 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-1.10867 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.148517 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.064226 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.0676264 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.828158 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.46255 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.311888 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),0.229547 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.787724 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.275799 # DEPENDENCYPART_GRANDPAR
(4,25),(25,22),0.156953 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.417419 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),-1.21579 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.61522 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.45643 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.20879 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.27236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.25296 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.771552 # DEPENDENCYPART_GRANDPAR
