# _root_ Les coses han canviat molt des_d' aleshores : en_vigílies dels comicis del 1977 , el PSUC podia mirar de_tu_a_tu un partit socialista constituït recentment ; avui , Iniciativa lluita per la_seva supervivència i el PSC ocupa una posició hegemònica .
#goldHeads=2,4,4,0,4,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,18,29,32,30,29,35,36,29,38,36,38,4,
#predictedHeads=2,4,4,29,6,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,0,29,32,30,32,35,36,29,38,36,38,29,
(4,5),(4,11),-0.0997115 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0911692 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.0913812 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.11769 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.0995634 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.0958632 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0794641 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.108731 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.0841315 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.14122 # DEPENDENCYPART_SIBL
(4,5),(4,24),-0.114776 # DEPENDENCYPART_SIBL
(4,5),(4,25),-0.116894 # DEPENDENCYPART_SIBL
(4,5),(4,26),-0.108107 # DEPENDENCYPART_SIBL
(4,5),(4,27),-0.11769 # DEPENDENCYPART_SIBL
(4,5),(4,28),-0.115741 # DEPENDENCYPART_SIBL
(4,5),(4,29),-0.0497762 # DEPENDENCYPART_SIBL
(4,5),(4,30),-0.0183897 # DEPENDENCYPART_SIBL
(4,5),(4,32),-0.0999581 # DEPENDENCYPART_SIBL
(4,5),(4,33),-0.0585513 # DEPENDENCYPART_SIBL
(4,5),(4,35),-0.106454 # DEPENDENCYPART_SIBL
(4,5),(4,36),-0.0851383 # DEPENDENCYPART_SIBL
(4,5),(4,38),-0.100721 # DEPENDENCYPART_SIBL
(4,5),(4,40),-0.156656 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0580792 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.123835 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0535998 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.14862 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.00546209 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.133517 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0222185 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.000185331 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.00576426 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0139982 # DEPENDENCYPART_SIBL
(4,6),(4,18),0.00766778 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0535998 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.00524615 # DEPENDENCYPART_SIBL
(4,6),(4,23),0.00501716 # DEPENDENCYPART_SIBL
(4,6),(4,24),-0.0605831 # DEPENDENCYPART_SIBL
(4,6),(4,25),-0.00970402 # DEPENDENCYPART_SIBL
(4,6),(4,26),-0.10437 # DEPENDENCYPART_SIBL
(4,6),(4,27),0.000185331 # DEPENDENCYPART_SIBL
(4,6),(4,28),-0.0135679 # DEPENDENCYPART_SIBL
(4,6),(4,29),0.0200897 # DEPENDENCYPART_SIBL
(4,6),(4,30),-0.00423948 # DEPENDENCYPART_SIBL
(4,6),(4,32),0.00520596 # DEPENDENCYPART_SIBL
(4,6),(4,33),0.0197066 # DEPENDENCYPART_SIBL
(4,6),(4,35),-0.00879328 # DEPENDENCYPART_SIBL
(4,6),(4,36),-0.012467 # DEPENDENCYPART_SIBL
(4,6),(4,38),0.00223119 # DEPENDENCYPART_SIBL
(4,6),(4,40),-0.0118589 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0932842 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0166192 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0451769 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.00584692 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0275089 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0254005 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0284353 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.00569876 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0229677 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.00656861 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0166192 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.00973309 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0337745 # DEPENDENCYPART_SIBL
(4,7),(4,24),-0.0226644 # DEPENDENCYPART_SIBL
(4,7),(4,25),-0.0121879 # DEPENDENCYPART_SIBL
(4,7),(4,26),-0.0159948 # DEPENDENCYPART_SIBL
(4,7),(4,27),-0.0284353 # DEPENDENCYPART_SIBL
(4,7),(4,28),-0.0217051 # DEPENDENCYPART_SIBL
(4,7),(4,29),0.0231193 # DEPENDENCYPART_SIBL
(4,7),(4,30),0.054664 # DEPENDENCYPART_SIBL
(4,7),(4,32),-0.0060935 # DEPENDENCYPART_SIBL
(4,7),(4,33),-0.0146837 # DEPENDENCYPART_SIBL
(4,7),(4,35),-0.0125891 # DEPENDENCYPART_SIBL
(4,7),(4,36),-0.0122428 # DEPENDENCYPART_SIBL
(4,7),(4,38),-0.00685632 # DEPENDENCYPART_SIBL
(4,7),(4,40),-0.00944199 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0367784 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0984091 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0295218 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0644173 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0428459 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0822603 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0293925 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.0129536 # DEPENDENCYPART_SIBL
(4,8),(4,18),0.00744899 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0367784 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.039924 # DEPENDENCYPART_SIBL
(4,8),(4,23),0.0101554 # DEPENDENCYPART_SIBL
(4,8),(4,24),-0.042828 # DEPENDENCYPART_SIBL
(4,8),(4,25),-0.0938156 # DEPENDENCYPART_SIBL
(4,8),(4,26),-0.0348138 # DEPENDENCYPART_SIBL
(4,8),(4,27),-0.0822603 # DEPENDENCYPART_SIBL
(4,8),(4,28),-0.044757 # DEPENDENCYPART_SIBL
(4,8),(4,29),0.0215442 # DEPENDENCYPART_SIBL
(4,8),(4,30),-0.0689092 # DEPENDENCYPART_SIBL
(4,8),(4,32),-0.0297722 # DEPENDENCYPART_SIBL
(4,8),(4,33),-0.046932 # DEPENDENCYPART_SIBL
(4,8),(4,35),-0.0340839 # DEPENDENCYPART_SIBL
(4,8),(4,36),-0.00143039 # DEPENDENCYPART_SIBL
(4,8),(4,38),-0.0305583 # DEPENDENCYPART_SIBL
(4,8),(4,40),-0.0736734 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0373624 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.00224 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0196918 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0229742 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0205123 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.00209184 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.017791 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0013919 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0194817 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.01334 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0313465 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.0255269 # DEPENDENCYPART_SIBL
(4,9),(4,25),-0.00779968 # DEPENDENCYPART_SIBL
(4,9),(4,26),-0.0188573 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.0205123 # DEPENDENCYPART_SIBL
(4,9),(4,28),-0.0180982 # DEPENDENCYPART_SIBL
(4,9),(4,29),0.028296 # DEPENDENCYPART_SIBL
(4,9),(4,30),0.06248 # DEPENDENCYPART_SIBL
(4,9),(4,32),-0.00248658 # DEPENDENCYPART_SIBL
(4,9),(4,33),-0.0142246 # DEPENDENCYPART_SIBL
(4,9),(4,35),-0.0089822 # DEPENDENCYPART_SIBL
(4,9),(4,36),-0.00706611 # DEPENDENCYPART_SIBL
(4,9),(4,38),-0.0032494 # DEPENDENCYPART_SIBL
(4,9),(4,40),-0.00873368 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0709893 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.250242 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.107755 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.123947 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0706872 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0913061 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.0696401 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.0975622 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.0817821 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.111725 # DEPENDENCYPART_SIBL
(4,10),(4,24),-0.104545 # DEPENDENCYPART_SIBL
(4,10),(4,25),-0.115326 # DEPENDENCYPART_SIBL
(4,10),(4,26),-0.14121 # DEPENDENCYPART_SIBL
(4,10),(4,27),-0.123947 # DEPENDENCYPART_SIBL
(4,10),(4,28),-0.090313 # DEPENDENCYPART_SIBL
(4,10),(4,29),-0.0574333 # DEPENDENCYPART_SIBL
(4,10),(4,30),-0.131771 # DEPENDENCYPART_SIBL
(4,10),(4,32),-0.0712455 # DEPENDENCYPART_SIBL
(4,10),(4,33),-0.0420505 # DEPENDENCYPART_SIBL
(4,10),(4,35),-0.085315 # DEPENDENCYPART_SIBL
(4,10),(4,36),-0.0897749 # DEPENDENCYPART_SIBL
(4,10),(4,38),-0.0742222 # DEPENDENCYPART_SIBL
(4,10),(4,40),-0.116344 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0843886 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0319104 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0219786 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.252758 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.058598 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0425044 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.00616796 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.243667 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0376127 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.0239226 # DEPENDENCYPART_SIBL
(4,11),(4,25),-0.0172559 # DEPENDENCYPART_SIBL
(4,11),(4,26),-0.03816 # DEPENDENCYPART_SIBL
(4,11),(4,27),-0.0219786 # DEPENDENCYPART_SIBL
(4,11),(4,28),-0.276242 # DEPENDENCYPART_SIBL
(4,11),(4,29),-0.0159234 # DEPENDENCYPART_SIBL
(4,11),(4,30),0.00813987 # DEPENDENCYPART_SIBL
(4,11),(4,32),-0.253874 # DEPENDENCYPART_SIBL
(4,11),(4,33),-0.00888648 # DEPENDENCYPART_SIBL
(4,11),(4,35),-0.264507 # DEPENDENCYPART_SIBL
(4,11),(4,36),-0.0414231 # DEPENDENCYPART_SIBL
(4,11),(4,38),-0.254029 # DEPENDENCYPART_SIBL
(4,11),(4,40),-0.0372167 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.102076 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0446709 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.10085 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0623098 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0408807 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0534971 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.114293 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.080911 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.0604814 # DEPENDENCYPART_SIBL
(4,12),(4,25),-0.0497819 # DEPENDENCYPART_SIBL
(4,12),(4,26),-0.0971458 # DEPENDENCYPART_SIBL
(4,12),(4,27),-0.0446709 # DEPENDENCYPART_SIBL
(4,12),(4,28),-0.120138 # DEPENDENCYPART_SIBL
(4,12),(4,29),-0.0282182 # DEPENDENCYPART_SIBL
(4,12),(4,30),-0.128285 # DEPENDENCYPART_SIBL
(4,12),(4,32),-0.101333 # DEPENDENCYPART_SIBL
(4,12),(4,33),0.036987 # DEPENDENCYPART_SIBL
(4,12),(4,35),-0.119626 # DEPENDENCYPART_SIBL
(4,12),(4,36),-0.0621572 # DEPENDENCYPART_SIBL
(4,12),(4,38),-0.10431 # DEPENDENCYPART_SIBL
(4,12),(4,40),-0.077777 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0252603 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0253975 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.0378923 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0239256 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0192047 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.019929 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0674736 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.0131665 # DEPENDENCYPART_SIBL
(4,13),(4,25),-0.0312621 # DEPENDENCYPART_SIBL
(4,13),(4,26),0.0106216 # DEPENDENCYPART_SIBL
(4,13),(4,27),-0.0252603 # DEPENDENCYPART_SIBL
(4,13),(4,28),-0.0378357 # DEPENDENCYPART_SIBL
(4,13),(4,29),-0.0111482 # DEPENDENCYPART_SIBL
(4,13),(4,30),-0.0171791 # DEPENDENCYPART_SIBL
(4,13),(4,32),-0.0257923 # DEPENDENCYPART_SIBL
(4,13),(4,33),0.0112454 # DEPENDENCYPART_SIBL
(4,13),(4,35),-0.0277324 # DEPENDENCYPART_SIBL
(4,13),(4,36),-0.0286141 # DEPENDENCYPART_SIBL
(4,13),(4,38),-0.026555 # DEPENDENCYPART_SIBL
(4,13),(4,40),-0.0221992 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.035957 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.0263241 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.0518008 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.0862301 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0626349 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0102252 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.0922911 # DEPENDENCYPART_SIBL
(4,14),(4,25),-0.125532 # DEPENDENCYPART_SIBL
(4,14),(4,26),-0.0879284 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.100224 # DEPENDENCYPART_SIBL
(4,14),(4,28),-0.0536265 # DEPENDENCYPART_SIBL
(4,14),(4,29),0.0672145 # DEPENDENCYPART_SIBL
(4,14),(4,30),-0.241048 # DEPENDENCYPART_SIBL
(4,14),(4,32),-0.0363274 # DEPENDENCYPART_SIBL
(4,14),(4,33),0.219561 # DEPENDENCYPART_SIBL
(4,14),(4,35),-0.042888 # DEPENDENCYPART_SIBL
(4,14),(4,36),0.0388145 # DEPENDENCYPART_SIBL
(4,14),(4,38),-0.0371369 # DEPENDENCYPART_SIBL
(4,14),(4,40),-0.074966 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.0540037 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0379101 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.00418763 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.240022 # DEPENDENCYPART_SIBL
(4,16),(4,23),-0.0420435 # DEPENDENCYPART_SIBL
(4,16),(4,24),-0.0219423 # DEPENDENCYPART_SIBL
(4,16),(4,25),-0.0172777 # DEPENDENCYPART_SIBL
(4,16),(4,26),-0.0361797 # DEPENDENCYPART_SIBL
(4,16),(4,27),-0.0248964 # DEPENDENCYPART_SIBL
(4,16),(4,28),-0.272568 # DEPENDENCYPART_SIBL
(4,16),(4,29),-0.0113291 # DEPENDENCYPART_SIBL
(4,16),(4,30),0.0271202 # DEPENDENCYPART_SIBL
(4,16),(4,32),-0.2502 # DEPENDENCYPART_SIBL
(4,16),(4,33),-0.0101382 # DEPENDENCYPART_SIBL
(4,16),(4,35),-0.260833 # DEPENDENCYPART_SIBL
(4,16),(4,36),-0.0368288 # DEPENDENCYPART_SIBL
(4,16),(4,38),-0.250355 # DEPENDENCYPART_SIBL
(4,16),(4,40),-0.03399 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.0510659 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.00988822 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.0367497 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.0255078 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.0167137 # DEPENDENCYPART_SIBL
(4,17),(4,25),-0.0222157 # DEPENDENCYPART_SIBL
(4,17),(4,26),-0.0206156 # DEPENDENCYPART_SIBL
(4,17),(4,27),-0.0303887 # DEPENDENCYPART_SIBL
(4,17),(4,28),-0.00267898 # DEPENDENCYPART_SIBL
(4,17),(4,29),-0.037739 # DEPENDENCYPART_SIBL
(4,17),(4,30),0.0111224 # DEPENDENCYPART_SIBL
(4,17),(4,32),0.0118519 # DEPENDENCYPART_SIBL
(4,17),(4,33),-0.00664613 # DEPENDENCYPART_SIBL
(4,17),(4,35),0.00648892 # DEPENDENCYPART_SIBL
(4,17),(4,36),-0.0576312 # DEPENDENCYPART_SIBL
(4,17),(4,38),0.01102 # DEPENDENCYPART_SIBL
(4,17),(4,40),-0.0399614 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0028433 # DEPENDENCYPART_SIBL
(4,18),(4,21),0.0437967 # DEPENDENCYPART_SIBL
(4,18),(4,23),-0.0184487 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.0096688 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.00218919 # DEPENDENCYPART_SIBL
(4,18),(4,26),-0.0135707 # DEPENDENCYPART_SIBL
(4,18),(4,27),0.000653759 # DEPENDENCYPART_SIBL
(4,18),(4,28),0.00436798 # DEPENDENCYPART_SIBL
(4,18),(4,29),-0.0275729 # DEPENDENCYPART_SIBL
(4,18),(4,30),0.0178536 # DEPENDENCYPART_SIBL
(4,18),(4,32),0.0188988 # DEPENDENCYPART_SIBL
(4,18),(4,33),-0.00106889 # DEPENDENCYPART_SIBL
(4,18),(4,35),0.0135359 # DEPENDENCYPART_SIBL
(4,18),(4,36),-0.0474651 # DEPENDENCYPART_SIBL
(4,18),(4,38),0.0180669 # DEPENDENCYPART_SIBL
(4,18),(4,40),-0.0108687 # DEPENDENCYPART_SIBL
(4,19),(4,21),0.01334 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0313465 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.0255269 # DEPENDENCYPART_SIBL
(4,19),(4,25),-0.00779968 # DEPENDENCYPART_SIBL
(4,19),(4,26),-0.0188573 # DEPENDENCYPART_SIBL
(4,19),(4,27),-0.0205123 # DEPENDENCYPART_SIBL
(4,19),(4,28),-0.0180982 # DEPENDENCYPART_SIBL
(4,19),(4,29),0.028296 # DEPENDENCYPART_SIBL
(4,19),(4,30),0.06248 # DEPENDENCYPART_SIBL
(4,19),(4,32),-0.00248658 # DEPENDENCYPART_SIBL
(4,19),(4,33),-0.0142246 # DEPENDENCYPART_SIBL
(4,19),(4,35),-0.0089822 # DEPENDENCYPART_SIBL
(4,19),(4,36),-0.00706611 # DEPENDENCYPART_SIBL
(4,19),(4,38),-0.0032494 # DEPENDENCYPART_SIBL
(4,19),(4,40),-0.00873368 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.0608835 # DEPENDENCYPART_SIBL
(4,21),(4,24),-0.0402638 # DEPENDENCYPART_SIBL
(4,21),(4,25),-0.0280374 # DEPENDENCYPART_SIBL
(4,21),(4,26),-0.0545013 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.00968018 # DEPENDENCYPART_SIBL
(4,21),(4,28),-0.297538 # DEPENDENCYPART_SIBL
(4,21),(4,29),-0.0253832 # DEPENDENCYPART_SIBL
(4,21),(4,30),-0.0250624 # DEPENDENCYPART_SIBL
(4,21),(4,32),-0.27517 # DEPENDENCYPART_SIBL
(4,21),(4,33),-0.0515203 # DEPENDENCYPART_SIBL
(4,21),(4,35),-0.285803 # DEPENDENCYPART_SIBL
(4,21),(4,36),-0.050883 # DEPENDENCYPART_SIBL
(4,21),(4,38),-0.275325 # DEPENDENCYPART_SIBL
(4,21),(4,40),-0.0593329 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0594322 # DEPENDENCYPART_SIBL
(4,23),(4,25),-0.0343099 # DEPENDENCYPART_SIBL
(4,23),(4,26),-0.0301096 # DEPENDENCYPART_SIBL
(4,23),(4,27),-0.0312991 # DEPENDENCYPART_SIBL
(4,23),(4,28),-0.0622823 # DEPENDENCYPART_SIBL
(4,23),(4,29),0.0207796 # DEPENDENCYPART_SIBL
(4,23),(4,30),0.0589685 # DEPENDENCYPART_SIBL
(4,23),(4,32),-0.049347 # DEPENDENCYPART_SIBL
(4,23),(4,33),-0.0173753 # DEPENDENCYPART_SIBL
(4,23),(4,35),-0.0332905 # DEPENDENCYPART_SIBL
(4,23),(4,36),-0.00202891 # DEPENDENCYPART_SIBL
(4,23),(4,38),-0.0501172 # DEPENDENCYPART_SIBL
(4,23),(4,40),-0.00557012 # DEPENDENCYPART_SIBL
(4,24),(4,25),0.00294699 # DEPENDENCYPART_SIBL
(4,24),(4,26),-0.0117612 # DEPENDENCYPART_SIBL
(4,24),(4,27),-0.00419236 # DEPENDENCYPART_SIBL
(4,24),(4,28),-0.010523 # DEPENDENCYPART_SIBL
(4,24),(4,29),0.0376259 # DEPENDENCYPART_SIBL
(4,24),(4,30),0.0783838 # DEPENDENCYPART_SIBL
(4,24),(4,32),0.00508856 # DEPENDENCYPART_SIBL
(4,24),(4,33),-0.00786668 # DEPENDENCYPART_SIBL
(4,24),(4,35),-0.00140705 # DEPENDENCYPART_SIBL
(4,24),(4,36),0.00226387 # DEPENDENCYPART_SIBL
(4,24),(4,38),0.00432571 # DEPENDENCYPART_SIBL
(4,24),(4,40),0.00012946 # DEPENDENCYPART_SIBL
(4,25),(4,26),0.0697761 # DEPENDENCYPART_SIBL
(4,25),(4,27),-0.0176961 # DEPENDENCYPART_SIBL
(4,25),(4,28),0.262967 # DEPENDENCYPART_SIBL
(4,25),(4,29),0.368792 # DEPENDENCYPART_SIBL
(4,25),(4,30),-0.0167299 # DEPENDENCYPART_SIBL
(4,25),(4,32),0.277904 # DEPENDENCYPART_SIBL
(4,25),(4,33),0.265473 # DEPENDENCYPART_SIBL
(4,25),(4,35),0.273477 # DEPENDENCYPART_SIBL
(4,25),(4,36),0.345735 # DEPENDENCYPART_SIBL
(4,25),(4,38),0.277118 # DEPENDENCYPART_SIBL
(4,25),(4,40),0.049003 # DEPENDENCYPART_SIBL
(4,26),(4,27),-0.0607169 # DEPENDENCYPART_SIBL
(4,26),(4,28),0.0392403 # DEPENDENCYPART_SIBL
(4,26),(4,29),0.0714202 # DEPENDENCYPART_SIBL
(4,26),(4,30),0.10368 # DEPENDENCYPART_SIBL
(4,26),(4,32),0.0548514 # DEPENDENCYPART_SIBL
(4,26),(4,33),-0.0304332 # DEPENDENCYPART_SIBL
(4,26),(4,35),0.0483558 # DEPENDENCYPART_SIBL
(4,26),(4,36),0.0360581 # DEPENDENCYPART_SIBL
(4,26),(4,38),0.0540886 # DEPENDENCYPART_SIBL
(4,26),(4,40),0.0281117 # DEPENDENCYPART_SIBL
(4,27),(4,28),-0.0536265 # DEPENDENCYPART_SIBL
(4,27),(4,29),0.0672145 # DEPENDENCYPART_SIBL
(4,27),(4,30),-0.241048 # DEPENDENCYPART_SIBL
(4,27),(4,32),-0.0363274 # DEPENDENCYPART_SIBL
(4,27),(4,33),0.219561 # DEPENDENCYPART_SIBL
(4,27),(4,35),-0.042888 # DEPENDENCYPART_SIBL
(4,27),(4,36),0.0388145 # DEPENDENCYPART_SIBL
(4,27),(4,38),-0.0371369 # DEPENDENCYPART_SIBL
(4,27),(4,40),-0.074966 # DEPENDENCYPART_SIBL
(4,28),(4,29),-0.000444217 # DEPENDENCYPART_SIBL
(4,28),(4,30),-0.0502114 # DEPENDENCYPART_SIBL
(4,28),(4,32),-0.262592 # DEPENDENCYPART_SIBL
(4,28),(4,33),-0.0172957 # DEPENDENCYPART_SIBL
(4,28),(4,35),-0.273225 # DEPENDENCYPART_SIBL
(4,28),(4,36),-0.025944 # DEPENDENCYPART_SIBL
(4,28),(4,38),-0.262748 # DEPENDENCYPART_SIBL
(4,28),(4,40),-0.0264822 # DEPENDENCYPART_SIBL
(4,29),(4,30),-0.0281459 # DEPENDENCYPART_SIBL
(4,29),(4,32),-0.00348157 # DEPENDENCYPART_SIBL
(4,29),(4,33),-0.0244506 # DEPENDENCYPART_SIBL
(4,29),(4,35),-0.00884453 # DEPENDENCYPART_SIBL
(4,29),(4,36),-0.0671613 # DEPENDENCYPART_SIBL
(4,29),(4,38),-0.00431349 # DEPENDENCYPART_SIBL
(4,29),(4,40),-0.0542701 # DEPENDENCYPART_SIBL
(4,30),(4,32),-0.0318285 # DEPENDENCYPART_SIBL
(4,30),(4,33),-0.0141175 # DEPENDENCYPART_SIBL
(4,30),(4,35),-0.0459271 # DEPENDENCYPART_SIBL
(4,30),(4,36),-0.0686573 # DEPENDENCYPART_SIBL
(4,30),(4,38),-0.0348033 # DEPENDENCYPART_SIBL
(4,30),(4,40),-0.0369297 # DEPENDENCYPART_SIBL
(4,32),(4,33),-0.0119954 # DEPENDENCYPART_SIBL
(4,32),(4,35),-0.265307 # DEPENDENCYPART_SIBL
(4,32),(4,36),-0.041284 # DEPENDENCYPART_SIBL
(4,32),(4,38),-0.254829 # DEPENDENCYPART_SIBL
(4,32),(4,40),-0.0382179 # DEPENDENCYPART_SIBL
(4,33),(4,35),0.203855 # DEPENDENCYPART_SIBL
(4,33),(4,36),0.629288 # DEPENDENCYPART_SIBL
(4,33),(4,38),0.188848 # DEPENDENCYPART_SIBL
(4,33),(4,40),-0.0024891 # DEPENDENCYPART_SIBL
(4,35),(4,36),-0.0231207 # DEPENDENCYPART_SIBL
(4,35),(4,38),-0.251257 # DEPENDENCYPART_SIBL
(4,35),(4,40),0.0100909 # DEPENDENCYPART_SIBL
(4,36),(4,38),0.01441 # DEPENDENCYPART_SIBL
(4,36),(4,40),-0.0146923 # DEPENDENCYPART_SIBL
(4,38),(4,40),-0.0795489 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.137738 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0229265 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0110542 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0132392 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.00324458 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0161479 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0207067 # DEPENDENCYPART_SIBL
