# _root_ En_funció_d' aquesta Diagnosi s' elaborarà el Pla_d'_Acció_Local_per_a_la_Sostenibilitat , configurat per un conjunt d' accions a emprendre , consensuades amb la ciutadania i els agents socials i econòmics locals .
#goldHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,18,15,18,14,18,21,19,21,24,21,24,25,25,24,5,
#predictedHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,9,15,18,16,18,21,19,21,24,21,24,25,25,25,5,
(3,16),(16,26),-0.613491 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-0.466807 # DEPENDENCYPART_GRANDPAR
(3,16),(16,28),-0.779044 # DEPENDENCYPART_GRANDPAR
(3,16),(16,29),-1.91972 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.194923 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.51656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.581936 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.15277 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.501407 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.522075 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.28788 # DEPENDENCYPART_GRANDPAR
(5,1),(1,29),-2.06597 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0795897 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.143181 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,9),-0.388981 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.620353 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.180364 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.64387 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.341977 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.347883 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0401737 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.217168 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0141231 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0932744 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.000951986 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.112334 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.00939039 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.0182989 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),0.0742366 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),0.140901 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.292301 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),1.43054 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.00510402 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0160701 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.196609 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.101177 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.113341 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.171996 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.0172947 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.36403 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.0458652 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),0.053155 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.0977283 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),0.118631 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.497766 # DEPENDENCYPART_GRANDPAR
(5,9),(9,29),-1.30433 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.408121 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),1.40742 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.205518 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.212015 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.591725 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.147786 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.169193 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.148578 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.211022 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.237245 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.317045 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.00297234 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.0581339 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-1.18332 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.180802 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),1.60964 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.245659 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.3645 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.206491 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0205298 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.116956 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0311858 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.0950676 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.0303084 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.0409773 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),0.0588325 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),0.117219 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.550907 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-0.469232 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.301833 # DEPENDENCYPART_GRANDPAR
(5,12),(12,29),-1.27307 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.479064 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0877945 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.0876917 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.0723587 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.324875 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.180695 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.242343 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.380466 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.199018 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0980052 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0270786 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.100297 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.00961684 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.0360861 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),0.121885 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-0.281142 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.152752 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.18448 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.325927 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0188971 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.00687283 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.418024 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.589373 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.953381 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.647112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),0.328832 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.105063 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.221066 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.0509016 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.257759 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.184729 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0661968 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.104408 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.205077 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.0295827 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.161798 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.126709 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),0.0370568 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),0.193371 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.485201 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.362981 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.40732 # DEPENDENCYPART_GRANDPAR
(5,16),(16,28),-0.247326 # DEPENDENCYPART_GRANDPAR
(5,16),(16,29),-1.12272 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.00510402 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.219759 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.0417489 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.265787 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.140208 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),0.053155 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.20672 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.0977283 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),0.118631 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.557482 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),-0.497766 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-0.478411 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),-0.322986 # DEPENDENCYPART_GRANDPAR
(5,18),(18,29),-1.30433 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.0413899 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.214011 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.885536 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.0303473 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),0.03803 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),0.289841 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.362008 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.441066 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.280093 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.180371 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.39288 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),0.0217772 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.644944 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),0.0834552 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),0.145377 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.528419 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.316583 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.446744 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),-0.279346 # DEPENDENCYPART_GRANDPAR
(5,21),(21,29),-1.25927 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.630633 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),0.247716 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.692081 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.543171 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.334188 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.462391 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.293595 # DEPENDENCYPART_GRANDPAR
(5,24),(24,29),-1.26896 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),-0.542753 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.353607 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-0.321675 # DEPENDENCYPART_GRANDPAR
(5,28),(28,19),0.171827 # DEPENDENCYPART_GRANDPAR
(5,28),(28,25),-0.544515 # DEPENDENCYPART_GRANDPAR
(5,28),(28,26),-0.358252 # DEPENDENCYPART_GRANDPAR
(5,28),(28,27),-0.471497 # DEPENDENCYPART_GRANDPAR
(5,28),(28,29),-1.30177 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.666328 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.323497 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.55737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.662529 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.747256 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.753542 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.958307 # DEPENDENCYPART_GRANDPAR
(7,1),(1,29),-1.89124 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.25079 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.09489 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.345997 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.151831 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0457551 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0383708 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0816966 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.157015 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0333349 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.149125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.185615 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.349354 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.289628 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.388298 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.0799127 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-1.19375 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.23236 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.08658 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.122837 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.101714 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.362262 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.181742 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0396014 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.176613 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.141449 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0269387 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.251202 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.251274 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.419554 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-1.17333 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.10377 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.12492 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.396993 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0143136 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.165442 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0180592 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.173945 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.114938 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0905481 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.192936 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.420298 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.375025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.484073 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.157994 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.142107 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.384661 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),-1.08577 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0539335 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.22008 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0182727 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0339905 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.185242 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.10374 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.361478 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0213526 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.144603 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.161904 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0983777 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0886094 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.176623 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.430737 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.484002 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-0.368347 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.15708 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.029304 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.210633 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.285581 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.563811 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.230961 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.32561 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.72293 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.27138 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.65951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.321305 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.00148387 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.105212 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0396095 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.169682 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.0769782 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.151829 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0526354 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0942737 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.244031 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.401213 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.308286 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.31772 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.058171 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.0985708 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.0396447 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.29059 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-1.10895 # DEPENDENCYPART_GRANDPAR
(7,18),(18,8),0.345997 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.112437 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.130314 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0943264 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.0502193 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.349354 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.472872 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.289628 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.388298 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.141869 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.0799127 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.122241 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.380771 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),-1.19375 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.0171708 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.296073 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.398198 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.345563 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.327179 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.257306 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.117464 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.207504 # DEPENDENCYPART_GRANDPAR
(7,19),(19,28),-0.459392 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.0394339 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.352668 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),0.579529 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.158726 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.167848 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.1437 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-0.384929 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),-1.09534 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.202373 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.218793 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.127727 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.346626 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.33575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.420065 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-1.04245 # DEPENDENCYPART_GRANDPAR
(9,1),(1,29),-1.53805 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.959095 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.948901 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.547196 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.676872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.554867 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.462496 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.109215 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.382476 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0375795 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.00425777 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.348596 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.491469 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.247561 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-0.803384 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.892783 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.01659 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.572437 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.603013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.912005 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0666258 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0936135 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0694073 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0438929 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.549916 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.261891 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.260153 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.211381 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.473163 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.343778 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.34145 # DEPENDENCYPART_GRANDPAR
(9,12),(12,29),-0.833608 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.717362 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.195345 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.118732 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.117983 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.391965 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.892755 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.572437 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.61062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),0.881584 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0704141 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0929315 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.033581 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.545631 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.280623 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.221442 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.337165 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0141103 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.261635 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.396414 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.518413 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.273454 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.310641 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.997872 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.15324 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.15039 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.823148 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.57744 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.683929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.297385 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.232603 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0612473 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.164744 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0769633 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.27914 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.490985 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0824079 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.290283 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.222437 # DEPENDENCYPART_GRANDPAR
