# _root_ La d' aquest any serà la tercera edició del Festival_de_Cinema_Negre_de_Manresa , la cinquena si no es té_en_compte l' especialització , que el converteix en l' únic certamen de l' Estat dedicat a aquest gènere .
#goldHeads=2,5,4,2,0,8,8,5,8,9,5,13,5,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
#predictedHeads=2,5,4,2,0,8,8,5,8,9,13,13,8,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
(5,7),(7,9),0.0689654 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.249351 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0537922 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.0240807 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),0.143082 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),0.0238083 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.278252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.46441 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.413084 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.085679 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.182209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.467746 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.112296 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.00177796 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.0359209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.173997 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.957762 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),0.168279 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.299972 # DEPENDENCYPART_GRANDPAR
(5,8),(8,35),-1.78856 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.00301758 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.238962 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.1654 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.357095 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0352803 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.0190802 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),0.0248812 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),1.44424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.48985 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.140337 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0326703 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.0334252 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.190017 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),0.165783 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0827366 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.240783 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.0265599 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0808201 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.743739 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),0.145561 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.0584962 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.806234 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.43943 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-1.01888 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.495235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,7),0.313884 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.329201 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.0762858 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),0.0939959 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.243188 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.191619 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),0.231977 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.448959 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.466514 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.05932 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.632525 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.0999916 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),0.132918 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.203983 # DEPENDENCYPART_GRANDPAR
(5,17),(17,27),-0.18146 # DEPENDENCYPART_GRANDPAR
(5,17),(17,28),-0.671461 # DEPENDENCYPART_GRANDPAR
(5,17),(17,30),0.0913838 # DEPENDENCYPART_GRANDPAR
(5,17),(17,31),-0.4868 # DEPENDENCYPART_GRANDPAR
(5,17),(17,32),-0.303652 # DEPENDENCYPART_GRANDPAR
(5,17),(17,34),-0.0916713 # DEPENDENCYPART_GRANDPAR
(5,17),(17,35),-1.60824 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),0.0248805 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.299358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,8),0.499284 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.136844 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.35593 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.101668 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),0.248758 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),0.337267 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.0531203 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.980033 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.263499 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),0.165734 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.412702 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.315228 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.569333 # DEPENDENCYPART_GRANDPAR
(5,19),(19,31),-0.581771 # DEPENDENCYPART_GRANDPAR
(5,19),(19,32),-0.493899 # DEPENDENCYPART_GRANDPAR
(5,19),(19,35),-1.80689 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.178637 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-0.43943 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.505465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,8),0.327847 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.0835063 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),0.0764616 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-0.250723 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.198068 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.206657 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.132319 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.172604 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.0346589 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.413554 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-1.62562 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),0.0374589 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.192366 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.248758 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.19382 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.672779 # DEPENDENCYPART_GRANDPAR
(5,23),(23,30),0.0790237 # DEPENDENCYPART_GRANDPAR
(5,23),(23,31),-0.492829 # DEPENDENCYPART_GRANDPAR
(5,23),(23,32),-0.30379 # DEPENDENCYPART_GRANDPAR
(5,23),(23,34),-0.104031 # DEPENDENCYPART_GRANDPAR
(5,23),(23,35),-1.62656 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),-0.258234 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),0.352996 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-1.38642 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.34818 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.136907 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.806661 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),0.136677 # DEPENDENCYPART_GRANDPAR
(5,24),(24,31),-0.600795 # DEPENDENCYPART_GRANDPAR
(5,24),(24,32),-0.412225 # DEPENDENCYPART_GRANDPAR
(5,27),(27,2),0.0248809 # DEPENDENCYPART_GRANDPAR
(5,27),(27,9),0.137952 # DEPENDENCYPART_GRANDPAR
(5,27),(27,20),-0.847442 # DEPENDENCYPART_GRANDPAR
(5,27),(27,22),-0.00434356 # DEPENDENCYPART_GRANDPAR
(5,27),(27,24),-0.0467344 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),-1.11383 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.310372 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-0.57988 # DEPENDENCYPART_GRANDPAR
(5,27),(27,30),-0.0388765 # DEPENDENCYPART_GRANDPAR
(5,27),(27,31),-0.583173 # DEPENDENCYPART_GRANDPAR
(5,27),(27,32),-0.504407 # DEPENDENCYPART_GRANDPAR
(5,27),(27,34),-0.226449 # DEPENDENCYPART_GRANDPAR
(5,27),(27,35),-1.80923 # DEPENDENCYPART_GRANDPAR
(5,32),(32,14),-0.0377991 # DEPENDENCYPART_GRANDPAR
(5,32),(32,29),-1.70634 # DEPENDENCYPART_GRANDPAR
(5,32),(32,31),-0.73461 # DEPENDENCYPART_GRANDPAR
(5,32),(32,34),0.137936 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.19117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.849646 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.628606 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.637626 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.62467 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.500943 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.587204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.51488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,2),-0.759767 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.903056 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.766406 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.771718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.571104 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0600253 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.152065 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.183828 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.367163 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.266494 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.362029 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.38115 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.490824 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.81202 # DEPENDENCYPART_GRANDPAR
(7,8),(8,35),-1.13977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.987637 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.425821 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0539789 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.231954 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.335904 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.244683 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0705779 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.166425 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.211157 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.288818 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.290657 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.443499 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.890919 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.922887 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.981436 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.861298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.287997 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.620027 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.0995572 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.100749 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.267013 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.117017 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.148658 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.220453 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.265249 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.294553 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.548549 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.452023 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.388843 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.710379 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-0.851752 # DEPENDENCYPART_GRANDPAR
(7,17),(17,30),-0.76166 # DEPENDENCYPART_GRANDPAR
(7,17),(17,31),-0.544655 # DEPENDENCYPART_GRANDPAR
(7,17),(17,32),-0.601719 # DEPENDENCYPART_GRANDPAR
(7,17),(17,34),-0.977254 # DEPENDENCYPART_GRANDPAR
(7,17),(17,35),-1.08998 # DEPENDENCYPART_GRANDPAR
(7,23),(23,2),-0.890919 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-0.981436 # DEPENDENCYPART_GRANDPAR
(7,23),(23,8),0.293316 # DEPENDENCYPART_GRANDPAR
(7,23),(23,9),-0.62035 # DEPENDENCYPART_GRANDPAR
(7,23),(23,11),0.0876284 # DEPENDENCYPART_GRANDPAR
(7,23),(23,12),0.10074 # DEPENDENCYPART_GRANDPAR
(7,23),(23,13),-0.266503 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),-0.12496 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),-0.147504 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.149974 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.288723 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.141457 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),0.680943 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.398844 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.369861 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.468489 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.713202 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),-0.845232 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),-0.764483 # DEPENDENCYPART_GRANDPAR
(7,23),(23,31),-0.544844 # DEPENDENCYPART_GRANDPAR
(7,23),(23,32),-0.593698 # DEPENDENCYPART_GRANDPAR
(7,23),(23,34),-0.980077 # DEPENDENCYPART_GRANDPAR
(7,23),(23,35),-1.10491 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-1.01416 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.502598 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.610621 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.51926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.638079 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.626832 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.998053 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.82303 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.03668 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.738811 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.53945 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.152303 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.59499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.723599 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.80883 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.717158 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.677225 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.07592 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.803766 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.16001 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.913356 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.845054 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-1.10524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,27),-1.1139 # DEPENDENCYPART_GRANDPAR
(8,5),(5,32),-1.38157 # DEPENDENCYPART_GRANDPAR
(8,5),(5,35),-2.33583 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.479584 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.458293 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.47178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.642351 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.63128 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.632527 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.672195 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.713484 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.71599 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.545898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.45317 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.148567 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.203149 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.0555891 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.26157 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.22163 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.246509 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.135526 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.391211 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.0594159 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.262461 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.0930018 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.39513 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.399771 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0219143 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.145513 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.0229623 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.0220137 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0849715 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.0122024 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.50973 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-1.59114 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-1.54355 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.672078 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.609247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.157679 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.408287 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.177865 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.142863 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.279884 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0612219 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.352133 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0739498 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.110507 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.091093 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),0.135975 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.195254 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.0210001 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),-0.250762 # DEPENDENCYPART_GRANDPAR
(8,17),(17,30),-0.242819 # DEPENDENCYPART_GRANDPAR
(8,17),(17,31),-0.25667 # DEPENDENCYPART_GRANDPAR
(8,17),(17,32),-0.386118 # DEPENDENCYPART_GRANDPAR
(8,17),(17,34),-0.386368 # DEPENDENCYPART_GRANDPAR
(8,17),(17,35),-1.4527 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-1.26157 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-1.37966 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.706764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.102015 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.376382 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.329842 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.0751833 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.116665 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.487192 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.0500246 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.359743 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.0931487 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.386739 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.21827 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.283342 # DEPENDENCYPART_GRANDPAR
(8,19),(19,31),-0.369665 # DEPENDENCYPART_GRANDPAR
(8,19),(19,32),-0.497356 # DEPENDENCYPART_GRANDPAR
(8,19),(19,35),-1.46937 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.28587 # DEPENDENCYPART_GRANDPAR
(8,23),(23,2),-1.50973 # DEPENDENCYPART_GRANDPAR
(8,23),(23,5),-1.54355 # DEPENDENCYPART_GRANDPAR
(8,23),(23,8),-0.582783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,23),(23,9),0.175762 # DEPENDENCYPART_GRANDPAR
(8,23),(23,11),0.396714 # DEPENDENCYPART_GRANDPAR
(8,23),(23,12),0.192024 # DEPENDENCYPART_GRANDPAR
(8,23),(23,13),0.157502 # DEPENDENCYPART_GRANDPAR
(8,23),(23,14),-0.271684 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),0.221479 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.705626 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.143875 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),0.200516 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.365407 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.18598 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.155171 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.186609 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.0133924 # DEPENDENCYPART_GRANDPAR
(8,23),(23,28),-0.231209 # DEPENDENCYPART_GRANDPAR
(8,23),(23,30),-0.235211 # DEPENDENCYPART_GRANDPAR
(8,23),(23,31),-0.249806 # DEPENDENCYPART_GRANDPAR
(8,23),(23,32),-0.36336 # DEPENDENCYPART_GRANDPAR
(8,23),(23,34),-0.37876 # DEPENDENCYPART_GRANDPAR
(8,23),(23,35),-1.46654 # DEPENDENCYPART_GRANDPAR
(8,27),(27,2),-1.26157 # DEPENDENCYPART_GRANDPAR
(8,27),(27,9),0.0976994 # DEPENDENCYPART_GRANDPAR
(8,27),(27,20),0.170486 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),-0.389047 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.145813 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.227551 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.336305 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-0.293191 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),-0.42487 # DEPENDENCYPART_GRANDPAR
(8,27),(27,31),-0.369694 # DEPENDENCYPART_GRANDPAR
(8,27),(27,32),-0.507182 # DEPENDENCYPART_GRANDPAR
(8,27),(27,34),-0.578207 # DEPENDENCYPART_GRANDPAR
(8,27),(27,35),-1.4698 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.430256 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.221394 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.278369 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.239027 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0668253 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.38738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0471818 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.10988 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.39954 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.23605 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.705513 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.2085 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.38463 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.999385 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-1.62783 # DEPENDENCYPART_GRANDPAR
(9,8),(8,35),-2.21668 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.18473 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.980677 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.293176 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.484038 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.592102 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.356129 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.264101 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),0.0679488 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.11462 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.647649 # DEPENDENCYPART_GRANDPAR
