# _root_ En la fase final del premi , que es desenvoluparà entre el 7_de_juny i el 2_de_juliol , els equips disposaran de tres milions de pessetes reals cadascun que podran invertir .
#goldHeads=20,3,1,3,3,5,10,10,10,3,13,13,10,13,16,13,10,19,20,0,20,23,21,23,24,23,20,30,30,23,20,
#predictedHeads=20,3,1,3,3,5,10,10,10,6,13,13,10,13,16,13,1,19,20,0,20,23,21,23,24,23,23,30,30,27,20,
(0,10),(10,7),-0.621266 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-1.44337 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.316245 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0149986 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.00301776 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.30721 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.118685 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.187094 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.154219 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.814197 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.184316 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),0.0197205 # DEPENDENCYPART_GRANDPAR
(0,10),(10,26),-0.318188 # DEPENDENCYPART_GRANDPAR
(0,10),(10,27),-0.0991174 # DEPENDENCYPART_GRANDPAR
(0,10),(10,29),1.24823 # DEPENDENCYPART_GRANDPAR
(0,10),(10,30),0.543732 # DEPENDENCYPART_GRANDPAR
(0,10),(10,31),3.00331 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0358477 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.234161 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.17004 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.332757 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.445144 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.201941 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.527957 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.0241085 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.290747 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),1.09242 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.485267 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.0578353 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.244383 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.622608 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-1.44372 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.469578 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.224391 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.664947 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.368169 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.279141 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.616175 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.485493 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.621607 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.229712 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.0507813 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.242524 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.201478 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.0723318 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),0.00402831 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.333763 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),-0.114735 # DEPENDENCYPART_GRANDPAR
(0,20),(20,29),1.23286 # DEPENDENCYPART_GRANDPAR
(0,20),(20,30),0.528367 # DEPENDENCYPART_GRANDPAR
(0,20),(20,31),2.97108 # DEPENDENCYPART_GRANDPAR
(0,27),(27,21),0.160626 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),-0.15423 # DEPENDENCYPART_GRANDPAR
(0,27),(27,29),1.09699 # DEPENDENCYPART_GRANDPAR
(0,27),(27,30),0.364878 # DEPENDENCYPART_GRANDPAR
(0,27),(27,31),2.68938 # DEPENDENCYPART_GRANDPAR
(0,29),(29,1),1.06427 # DEPENDENCYPART_GRANDPAR
(0,29),(29,7),-0.649042 # DEPENDENCYPART_GRANDPAR
(0,29),(29,13),-0.392252 # DEPENDENCYPART_GRANDPAR
(0,29),(29,16),-0.509576 # DEPENDENCYPART_GRANDPAR
(0,29),(29,19),0.0136437 # DEPENDENCYPART_GRANDPAR
(0,29),(29,25),-0.341399 # DEPENDENCYPART_GRANDPAR
(0,29),(29,26),-0.628636 # DEPENDENCYPART_GRANDPAR
(0,29),(29,27),-0.356309 # DEPENDENCYPART_GRANDPAR
(0,29),(29,28),-2.8515 # DEPENDENCYPART_GRANDPAR
(0,29),(29,30),0.46796 # DEPENDENCYPART_GRANDPAR
(0,29),(29,31),2.90131 # DEPENDENCYPART_GRANDPAR
(0,30),(30,1),1.10132 # DEPENDENCYPART_GRANDPAR
(0,30),(30,5),-0.239077 # DEPENDENCYPART_GRANDPAR
(0,30),(30,7),-0.626145 # DEPENDENCYPART_GRANDPAR
(0,30),(30,10),0.463991 # DEPENDENCYPART_GRANDPAR
(0,30),(30,11),-0.219085 # DEPENDENCYPART_GRANDPAR
(0,30),(30,13),-0.36986 # DEPENDENCYPART_GRANDPAR
(0,30),(30,16),-0.487185 # DEPENDENCYPART_GRANDPAR
(0,30),(30,17),-0.625143 # DEPENDENCYPART_GRANDPAR
(0,30),(30,19),0.0541983 # DEPENDENCYPART_GRANDPAR
(0,30),(30,20),0.64936 # DEPENDENCYPART_GRANDPAR
(0,30),(30,21),0.0756543 # DEPENDENCYPART_GRANDPAR
(0,30),(30,23),-0.35491 # DEPENDENCYPART_GRANDPAR
(0,30),(30,24),-0.239202 # DEPENDENCYPART_GRANDPAR
(0,30),(30,25),-0.319029 # DEPENDENCYPART_GRANDPAR
(0,30),(30,26),-0.606245 # DEPENDENCYPART_GRANDPAR
(0,30),(30,27),-0.311402 # DEPENDENCYPART_GRANDPAR
(0,30),(30,28),-2.80083 # DEPENDENCYPART_GRANDPAR
(0,30),(30,29),1.21649 # DEPENDENCYPART_GRANDPAR
(0,30),(30,31),2.96459 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.857651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.891765 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.341916 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0523095 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.432336 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.456113 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.149757 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.288746 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.297519 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.124557 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.33788 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.615959 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.770297 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.167382 # DEPENDENCYPART_GRANDPAR
(1,3),(3,31),-1.58742 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.989945 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.118855 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.279412 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.493643 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.00446091 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.365262 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.304212 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),1.21839 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.359891 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.258157 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.558084 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0122561 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.294959 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.903987 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.425367 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0951263 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.446113 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.152999 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.222141 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.278705 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.117662 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.319065 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.605959 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.749722 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.16414 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),-0.142772 # DEPENDENCYPART_GRANDPAR
(1,6),(6,31),-1.58003 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.881556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),0.176055 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.240309 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.208301 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.298807 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.233551 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.925593 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0203508 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.310606 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.198705 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.0710377 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.234354 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.521819 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.473253 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.232833 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.119654 # DEPENDENCYPART_GRANDPAR
(1,10),(10,25),-0.0137204 # DEPENDENCYPART_GRANDPAR
(1,10),(10,26),-0.471428 # DEPENDENCYPART_GRANDPAR
(1,10),(10,27),-0.570639 # DEPENDENCYPART_GRANDPAR
(1,10),(10,29),-0.735485 # DEPENDENCYPART_GRANDPAR
(1,10),(10,30),-0.197398 # DEPENDENCYPART_GRANDPAR
(1,10),(10,31),-1.54868 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.777022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,7),-0.234766 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.169761 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.269282 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.305458 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.0356052 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.344165 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.59934 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.609723 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.313581 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.966022 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),-0.0782308 # DEPENDENCYPART_GRANDPAR
(1,11),(11,26),-0.559909 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.187993 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.78724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.645402 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.12794 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.963142 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.629351 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.612454 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.908192 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-1.21265 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.14444 # DEPENDENCYPART_GRANDPAR
(3,1),(1,31),-2.35717 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.631873 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.417282 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0710636 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.151877 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0261646 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.15877 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.17504 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.622582 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.0253793 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.179875 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0878733 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0812471 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.148821 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.658718 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.0842867 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.369943 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.278601 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.00976547 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.156454 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.238238 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.490473 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.247955 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.236487 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.0651557 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.395482 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-0.541696 # DEPENDENCYPART_GRANDPAR
(3,6),(6,31),-1.53608 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.936541 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.86312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.113557 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.316106 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.049537 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.441727 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),1.25828 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.201559 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.041123 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.065842 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.405531 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.0697731 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.223393 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),0.0989044 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.171158 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.136696 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.422912 # DEPENDENCYPART_GRANDPAR
(3,10),(10,26),-0.45944 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.645716 # DEPENDENCYPART_GRANDPAR
(3,10),(10,29),0.140114 # DEPENDENCYPART_GRANDPAR
(3,10),(10,30),-0.0760997 # DEPENDENCYPART_GRANDPAR
(3,10),(10,31),-1.55835 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.845259 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.504218 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.234441 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-1.14085 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.239691 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.28318 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.247748 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.275881 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.138436 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.349329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.459166 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-0.350232 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.556793 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0172932 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.792388 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.474209 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.147659 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.382413 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.0456779 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.354362 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.509442 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.727938 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.0209662 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.413688 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.0330107 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.384048 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.047213 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.356029 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.516155 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.687444 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.373231 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),0.064561 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.247254 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.0949562 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.0371777 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.407439 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.514549 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.733045 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.560871 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-0.589301 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-0.898991 # DEPENDENCYPART_GRANDPAR
(3,19),(19,29),-0.0929166 # DEPENDENCYPART_GRANDPAR
(3,19),(19,30),-0.310328 # DEPENDENCYPART_GRANDPAR
(3,19),(19,31),-1.56835 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.936541 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.865361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),0.111894 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),-0.318249 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),0.440064 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),1.25624 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),0.275781 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),0.0499852 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-1.10625 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.209365 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.443466 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.276967 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.218138 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.0750237 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.162407 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),0.0107738 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.409804 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.138 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.6283 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.424444 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-0.460885 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.647174 # DEPENDENCYPART_GRANDPAR
(3,20),(20,29),0.138744 # DEPENDENCYPART_GRANDPAR
(3,20),(20,30),-0.0774699 # DEPENDENCYPART_GRANDPAR
(3,20),(20,31),-1.56559 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.788169 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.912874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0160006 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.326593 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.116826 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.255432 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.850656 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.868611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0170837 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.285176 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.161569 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.474173 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.292439 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.547113 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.203522 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.361069 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.526418 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.54904 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.675686 # DEPENDENCYPART_GRANDPAR
(4,6),(6,31),-0.842153 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.949351 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.680015 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.950527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.10607 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0411859 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0524892 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.955502 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.177744 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.382806 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.202073 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.49232 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.107673 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.290183 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.448192 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.507953 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.637195 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.58165 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-0.660763 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-0.651744 # DEPENDENCYPART_GRANDPAR
(4,10),(10,29),-0.406814 # DEPENDENCYPART_GRANDPAR
(4,10),(10,30),-0.0627511 # DEPENDENCYPART_GRANDPAR
(4,10),(10,31),-0.804668 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.915064 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0111667 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0426715 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.629826 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.313889 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.429208 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.223337 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.357552 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.519458 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.516675 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.40115 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.544974 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.707619 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.184986 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.178122 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.495013 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.076277 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.396389 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.494482 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.502688 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.333467 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.421224 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.115024 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.28961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0371739 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.01084 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.612595 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.918537 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.87287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.891555 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.962176 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.608462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.261822 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.401463 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.120015 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.096257 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.113252 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.141493 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.29381 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.526482 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.0335207 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),0.0496904 # DEPENDENCYPART_GRANDPAR
(5,6),(6,31),-1.11161 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.12542 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.3132 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.953685 # DEPENDENCYPART_GRANDPAR
