# _root_ El ministre va assenyalar la informació , la lluita contra la guerra bacteriològica , la nuclear i la química com_a camps per a la cooperació intereuropea .
#goldHeads=2,4,4,0,6,4,6,9,6,9,12,10,12,12,16,12,12,19,12,4,20,21,22,25,23,25,4,
#predictedHeads=2,4,4,0,6,4,9,9,6,9,12,10,12,9,16,12,16,19,16,19,20,21,22,25,23,25,4,
(6,9),(9,23),-0.0853333 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.329215 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.127795 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-1.01074 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.0585115 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.118154 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.155821 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.101019 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.00345122 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0898237 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0758515 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.0865938 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.100326 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.157783 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.00430627 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.194842 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.233984 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0108655 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0320184 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.120095 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.21564 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.00311637 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0715835 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0821721 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.235116 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.10548 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.0961585 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.320694 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),0.0308004 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.34116 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.136878 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-1.04242 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.244276 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.12561 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.202834 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0645334 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.018443 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.0910118 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0461279 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),0.272754 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),0.257063 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),0.00962025 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.0729035 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0378109 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),0.244275 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.182721 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.197634 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.232464 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.190567 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0910183 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.0461323 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.272745 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.186209 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),0.257054 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),0.00960734 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.203919 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.0729078 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-1.08881 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.182202 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.232118 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.190217 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.117893 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.0155922 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.843133 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.275367 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.181449 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),0.259676 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),0.0122338 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.199159 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.0666556 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),0.121884 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.774801 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.127412 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.0687884 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.0264646 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.208809 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.0866294 # DEPENDENCYPART_GRANDPAR
(6,21),(21,7),0.228315 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),0.165465 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.0914029 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),0.818381 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.11465 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.0427998 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.111528 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.340447 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.126197 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-1.03653 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),0.0456266 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.698543 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),0.228839 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.0499334 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.293791 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.162464 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),0.720334 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.0999556 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.149535 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.201443 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.0915366 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),0.264885 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.13262 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),0.29087 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.935504 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.586848 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.58019 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.74101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.87614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.734696 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.608355 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.930934 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.956173 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.909202 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.973826 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.953741 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.895991 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.485805 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.873796 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.377714 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.250269 # DEPENDENCYPART_GRANDPAR
(7,6),(6,25),-0.858686 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-0.928255 # DEPENDENCYPART_GRANDPAR
(7,6),(6,27),-0.778437 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.836344 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.694091 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.70439 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.696635 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.372402 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-1.40656 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.01033 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.94203 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.38904 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.41867 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.50825 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.38361 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.35826 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.07988 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-2.24239 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.12413 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.0037 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-2.1697 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-1.41413 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-1.42563 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.56121 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.22909 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.18806 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.31073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.293244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-1.26772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.64613 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.644025 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.765091 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.638311 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.613765 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.453222 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-1.57101 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.424375 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.304173 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-1.5009 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.671221 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.620124 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.16438 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.30882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.564043 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-1.31005 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.724514 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.809247 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.843722 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.676671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.693723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.542547 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.601392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.452494 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.537685 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.274443 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.595843 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.701588 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.499733 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.378932 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.699939 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.33152 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.454159 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.45516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.203339 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.738157 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.617552 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.928505 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.734027 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.906654 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.777061 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.598817 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.910899 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.737645 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.894348 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-0.959228 # DEPENDENCYPART_GRANDPAR
(9,6),(6,26),-0.668232 # DEPENDENCYPART_GRANDPAR
(9,6),(6,27),-1.75699 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0405866 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0747194 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.4876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.396719 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.5167 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.535485 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.67837 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.578506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),0.307378 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.108709 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.235486 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.00776991 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0532243 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.052534 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.00985594 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.162552 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.28872 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.521779 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.718759 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.691114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.46813 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.414537 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.107542 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0830053 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.00868959 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.19669 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0522872 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.0483464 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.149934 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.123867 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.198722 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),0.0568619 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.980234 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.542473 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.605284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),-0.40887 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.162247 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0199317 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.117652 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0679058 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.0496587 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.0255779 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.163879 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),0.0458652 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0488892 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.542473 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.523821 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.280942 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0650562 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.23681 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.117659 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0679102 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.0496501 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.0695011 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),0.0255693 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.163892 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.115533 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),0.0458609 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-1.09138 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.523302 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0647109 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.23646 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.164025 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.0196057 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.683945 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.0522722 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.0647409 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),0.0281915 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.161265 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.110773 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),0.0521131 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.170496 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.617982 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.0997749 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.0957539 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.196668 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.314644 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),0.0495901 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.521779 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),0.218847 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.0351757 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),0.666333 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.0787115 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.111868 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.201066 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.198009 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),0.0675431 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.974353 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.0983475 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.545833 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.0891274 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.148308 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.152472 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),0.0213824 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),0.564922 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.330753 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.00613015 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.0229486 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),-0.0353094 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),0.0271601 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),0.0611196 # DEPENDENCYPART_GRANDPAR
(9,26),(26,24),0.0460057 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.492053 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.573538 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.167233 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.63819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.0170985 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.288747 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.447556 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.124562 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.17968 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.54834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),0.000851865 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.44435 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.13555 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.720045 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.629458 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.624054 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.57021 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.612824 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.22606 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.900067 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.334111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-0.703631 # DEPENDENCYPART_GRANDPAR
(10,9),(9,27),-1.76317 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.0365 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.32877 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.16464 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.802711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.04295 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.483239 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.221696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.209711 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.334476 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.30515 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.165956 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.26787 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.457544 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),0.540408 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),0.223959 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.87788 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.932101 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.08707 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),1.19208 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.293483 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0582832 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.231721 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.151731 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.0909418 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.55774 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.201698 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),0.0737372 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.322436 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.932101 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.805221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,13),0.479628 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.202808 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.372376 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.231717 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.151729 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.0909362 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.269794 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.557745 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.201707 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),0.546786 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),0.0737347 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-1.00771 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.805308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,14),-0.202808 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.372379 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.203885 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.198771 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.264611 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.096069 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.280318 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.552612 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.196571 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),0.55731 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),0.0806833 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.205687 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0979186 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.266675 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.277708 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.721806 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.332071 # DEPENDENCYPART_GRANDPAR
