# _root_ " Si parla així , és només per intentar fer_front a les enormes pressions internacionals de què és objecte " , va assegurar el ministre palestí Hassan_Asfur .
#goldHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,19,16,14,18,6,6,23,0,25,23,25,25,23,
#predictedHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,18,16,6,18,6,6,23,0,25,23,25,25,23,
(3,19),(3,25),-0.248099 # DEPENDENCYPART_SIBL
(3,19),(3,27),-0.243629 # DEPENDENCYPART_SIBL
(3,19),(3,28),0.0455815 # DEPENDENCYPART_SIBL
(3,20),(3,21),0.0569817 # DEPENDENCYPART_SIBL
(3,20),(3,23),-0.033903 # DEPENDENCYPART_SIBL
(3,20),(3,25),0.0225436 # DEPENDENCYPART_SIBL
(3,20),(3,27),0.0368934 # DEPENDENCYPART_SIBL
(3,20),(3,28),-0.00632986 # DEPENDENCYPART_SIBL
(3,21),(3,23),0.0420339 # DEPENDENCYPART_SIBL
(3,21),(3,25),-0.0862914 # DEPENDENCYPART_SIBL
(3,21),(3,27),-0.0625699 # DEPENDENCYPART_SIBL
(3,21),(3,28),-0.0342548 # DEPENDENCYPART_SIBL
(3,23),(3,25),0.00719588 # DEPENDENCYPART_SIBL
(3,23),(3,27),0.0116716 # DEPENDENCYPART_SIBL
(3,23),(3,28),0.0676078 # DEPENDENCYPART_SIBL
(3,25),(3,27),-0.249386 # DEPENDENCYPART_SIBL
(3,25),(3,28),0.032735 # DEPENDENCYPART_SIBL
(3,27),(3,28),0.0169674 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.103149 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.18795 # DEPENDENCYPART_SIBL
(4,1),(4,5),-0.102377 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0224479 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.0977187 # DEPENDENCYPART_SIBL
(4,1),(4,8),-0.0695768 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.0513002 # DEPENDENCYPART_SIBL
(4,1),(4,10),-0.0400676 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0754913 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.206239 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0130362 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0446767 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0754229 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0348716 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0297223 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0338474 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0154244 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00463603 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.00114539 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0263945 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0327481 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0587247 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0613724 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.0832284 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0325818 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0474711 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.149192 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.107905 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0498259 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0459336 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.00464719 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0260859 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0190193 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0132767 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.012865 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0294634 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.25531 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.144929 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0365462 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.51707 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0413798 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0198872 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0516437 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0346676 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.134503 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0120368 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0284523 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.014239 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0231845 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.095435 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0438906 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.785046 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0778639 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0278194 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.0675706 # DEPENDENCYPART_SIBL
(6,1),(6,27),0.0292313 # DEPENDENCYPART_SIBL
(6,1),(6,28),-0.01797 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.028575 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.086549 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.39351 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0239126 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0363618 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00684485 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.041675 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.129599 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00428991 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0277555 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.00416384 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0607029 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0463534 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0344307 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.125023 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.431111 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0799415 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.029195 # DEPENDENCYPART_SIBL
(6,2),(6,27),0.0270835 # DEPENDENCYPART_SIBL
(6,2),(6,28),-0.271765 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.103306 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.156387 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0859642 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00943468 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0772857 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0731775 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0387304 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.022809 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.00843422 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0229351 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.011021 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0366522 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0011942 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.081718 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.022867 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.00715075 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0037284 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.00309428 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.0539399 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.301428 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0183833 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0246137 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.110652 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0627511 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.031583 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0215836 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0452317 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0220606 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0320134 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0596273 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0552767 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.014862 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.000931352 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.00800186 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0428044 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0456585 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.00498191 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0112546 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.029687 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00401602 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0160613 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0527154 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0567263 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00536452 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.053205 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0769075 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0183452 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0155939 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.159743 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.164416 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0733292 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.0660247 # DEPENDENCYPART_SIBL
(6,5),(6,27),0.00615398 # DEPENDENCYPART_SIBL
(6,5),(6,28),-0.503511 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0306862 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0342529 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0250921 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0562938 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0104476 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0256004 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0104711 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.120252 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0693838 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0285102 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0437924 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0834862 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0330587 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0201267 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.0256066 # DEPENDENCYPART_SIBL
(6,7),(6,28),0.0540003 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0266606 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0471196 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.279483 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0267598 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0237947 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0269165 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0132043 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.028762 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.02298 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.00749411 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.000671132 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0341493 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0342229 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0237885 # DEPENDENCYPART_SIBL
(6,8),(6,28),-0.0104624 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0236829 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0332314 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0053225 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0519093 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00529582 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0641708 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00988367 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0525092 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0181718 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0101705 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.00144172 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0474497 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.0519276 # DEPENDENCYPART_SIBL
(6,9),(6,28),0.0242798 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0372513 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.00930248 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0574637 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0092758 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0682325 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00828247 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0580636 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0444819 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0354257 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.00304298 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.0530042 # DEPENDENCYPART_SIBL
(6,10),(6,27),0.057482 # DEPENDENCYPART_SIBL
(6,10),(6,28),0.0570021 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0732344 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0111907 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0730804 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0487968 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0139278 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0103864 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0832836 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0405729 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.00195114 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0228932 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.0111845 # DEPENDENCYPART_SIBL
(6,11),(6,28),-0.0309158 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0502778 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.187298 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.00324573 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0154405 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0495667 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0201884 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0586525 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0121506 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.0532056 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0502717 # DEPENDENCYPART_SIBL
(6,13),(6,28),-0.0125781 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0545066 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0901718 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0367559 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.212979 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.018287 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0224575 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0747736 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.218138 # DEPENDENCYPART_SIBL
(6,14),(6,27),-0.213667 # DEPENDENCYPART_SIBL
(6,14),(6,28),-0.0296137 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.00318652 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0217405 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0513051 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0187603 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0547801 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0184579 # DEPENDENCYPART_SIBL
(6,15),(6,25),-0.054944 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0520101 # DEPENDENCYPART_SIBL
(6,15),(6,28),-0.0137437 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.00897053 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.00665406 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0160265 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0433518 # DEPENDENCYPART_SIBL
(6,17),(6,23),-0.0167673 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0111782 # DEPENDENCYPART_SIBL
(6,17),(6,27),-0.00748054 # DEPENDENCYPART_SIBL
(6,17),(6,28),-0.0353838 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0556813 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0376196 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0649993 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0113986 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.0506203 # DEPENDENCYPART_SIBL
(6,18),(6,27),0.0550997 # DEPENDENCYPART_SIBL
(6,18),(6,28),0.0494336 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.05244 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.00212082 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.0605047 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.202885 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.198414 # DEPENDENCYPART_SIBL
(6,19),(6,28),0.00525922 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.121829 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.023979 # DEPENDENCYPART_SIBL
(6,20),(6,25),0.0700014 # DEPENDENCYPART_SIBL
(6,20),(6,27),0.0843539 # DEPENDENCYPART_SIBL
(6,20),(6,28),-0.00135216 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.0443711 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0474165 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0236924 # DEPENDENCYPART_SIBL
(6,21),(6,28),-0.0707313 # DEPENDENCYPART_SIBL
(6,23),(6,25),0.029248 # DEPENDENCYPART_SIBL
(6,23),(6,27),0.0337259 # DEPENDENCYPART_SIBL
(6,23),(6,28),0.0121023 # DEPENDENCYPART_SIBL
(6,25),(6,27),-0.199877 # DEPENDENCYPART_SIBL
(6,25),(6,28),0.000550772 # DEPENDENCYPART_SIBL
(6,27),(6,28),-0.0232559 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.07091 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0537767 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0101445 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.021311 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0796351 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.052698 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0217978 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0368414 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00656572 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0102501 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00983847 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.088072 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.029235 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0784372 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.07448 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.15124 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.187016 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0906903 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.149789 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.201932 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00896444 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00857193 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0509785 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0522629 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.00047558 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.128427 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.00556032 # DEPENDENCYPART_SIBL
(8,2),(8,28),0.0268677 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.289751 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.129867 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.176483 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.302169 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00290782 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0147758 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0362644 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.121967 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.070788 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0418635 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.00404457 # DEPENDENCYPART_SIBL
(8,3),(8,28),0.1879 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.085551 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.172221 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.227762 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.1172 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.10039 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.112067 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0995998 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0804725 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0233517 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.100042 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.246767 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.299066 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.4269 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0637413 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.110267 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.131894 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.260999 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0633033 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.57557 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.100788 # DEPENDENCYPART_SIBL
(8,5),(8,28),-0.0826487 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.301716 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00717991 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0191281 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0466808 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.10845 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0519421 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0447893 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.00839 # DEPENDENCYPART_SIBL
(8,6),(8,28),0.199258 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.191293 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.174478 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.194443 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.248928 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.185172 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.145958 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.17426 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.343027 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.406751 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.233508 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.375132 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0643066 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0909819 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.410406 # DEPENDENCYPART_SIBL
(8,9),(8,28),0.0740107 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.277401 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.414088 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0284058 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0414128 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.471935 # DEPENDENCYPART_SIBL
(8,10),(8,28),0.0377351 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.268904 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.00150244 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00183944 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.294274 # DEPENDENCYPART_SIBL
(8,11),(8,28),0.113156 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0119678 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0226206 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.515659 # DEPENDENCYPART_SIBL
(8,14),(8,28),0.0298868 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0863746 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.110286 # DEPENDENCYPART_SIBL
(8,20),(8,28),0.0688769 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.140629 # DEPENDENCYPART_SIBL
(8,21),(8,28),-0.0999409 # DEPENDENCYPART_SIBL
(8,23),(8,28),0.0343283 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.228506 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.143975 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0825527 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.044602 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0984559 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0599611 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0800261 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0595291 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0229122 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.126412 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00742987 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.755495 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.067883 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0280991 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.0122056 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.0221332 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.0239329 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0208934 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.028029 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0185364 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0306651 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0294447 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00428104 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0195752 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.026893 # DEPENDENCYPART_SIBL
