# _root_ La crisi de la companyia es va produir després que Dynegy anunciés , dimecres passat , que renunciava a adquirir l' empresa .
#goldHeads=2,8,2,5,3,8,8,0,8,12,12,9,14,12,14,14,18,12,18,19,22,20,8,
#predictedHeads=2,8,2,5,3,8,8,0,8,12,12,9,14,12,14,18,18,12,18,19,22,20,8,
(7,8),(8,5),-1.20929 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.1735 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.25796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.386448 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-1.0101 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.575488 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.329943 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.577967 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.47512 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.569053 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.467714 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-1.49157 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.694916 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.441194 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.422997 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.968333 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-1.32706 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.240566 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-1.0492 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.343033 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0607737 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.612656 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.502403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.430437 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.322632 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.169115 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-1.39883 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.623591 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.17299 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.618916 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.20931 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.26478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.182421 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.298379 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.204695 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.441401 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.589389 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.492461 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.576376 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.479137 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-1.50758 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.692877 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.480795 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.420958 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.959623 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-1.33571 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.171957 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.401569 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.549012 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.520117 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.320724 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.258795 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.834141 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-1.17298 # DEPENDENCYPART_GRANDPAR
(7,18),(18,8),0.183261 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.297076 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.204911 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.43971 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.1413 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.264566 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.489206 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.644482 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.154313 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.686385 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.481589 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.419917 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.959005 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-1.33429 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.367484 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.172859 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-1.425 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.453912 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.069114 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.434078 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-1.21429 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-1.17298 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-1.20929 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-1.25127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),0.194949 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),-0.282215 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.194578 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),-0.421698 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.129612 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.251887 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.471263 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.627669 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.141634 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.676051 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.493328 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.379884 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.936753 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-1.33202 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.094827 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.300915 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.373181 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.799467 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.319484 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.22842 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.173743 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.38517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.402022 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.888465 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.600348 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.218194 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-1.19707 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.702513 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.882359 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.978526 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-1.77682 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.469697 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.45656 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.145536 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.347326 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.50642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.543622 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.776184 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.33944 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.154457 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0355555 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.124437 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.847109 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0176831 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.116818 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.158475 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.3852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,11),-0.60037 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.218224 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.702531 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.77683 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.125635 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.101038 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.508181 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.77402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.679399 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.607041 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.43638 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.948394 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.917446 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.610665 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.04931 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-2.00574 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.563819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.272626 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.276799 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.632029 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.34769 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.129149 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.315871 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),0.210471 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),0.182934 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-1.08637 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0971051 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.201217 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.213001 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.365661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.301204 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0858599 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.480343 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.129311 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.233046 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.48122 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.12872 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.620252 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.09733 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.46205 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.631357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.262299 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.551847 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.149686 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.257021 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0171982 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.131771 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0384792 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.887645 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.114635 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.117249 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.00770516 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.316627 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.959369 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.151948 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0094711 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.182903 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.231806 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.226796 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.0988686 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.271287 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.339469 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.137977 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.196354 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-1.09036 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.0472306 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.102606 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.0866048 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.420638 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.222993 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.328752 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.366223 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.20197 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.1287 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.630518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.263601 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.551631 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.151377 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.530308 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.0014216 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0810604 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.280217 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.219963 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.141332 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.116455 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.00666352 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.316009 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.957952 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.0897227 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.33131 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.823502 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.316515 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.146418 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.0157393 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-1.01912 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-1.1287 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-1.09731 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-1.46204 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.61883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.278462 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.561964 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.169389 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.541996 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.0141005 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.0631168 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.263404 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.232642 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.130998 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.231786 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.150495 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.293758 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.955686 # DEPENDENCYPART_GRANDPAR
(8,22),(22,9),0.295262 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.108055 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.7787 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),0.250145 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),0.346016 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.102269 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-1.15075 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.225193 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0724519 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.105595 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.1603 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0658798 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.325049 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.297319 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.43595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.139096 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.213966 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.539057 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.903827 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.450194 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.960319 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.952969 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.901541 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.735938 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.84975 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.873516 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.856919 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.13122 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.445839 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.334069 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.106578 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.952151 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.68575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.36193 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.32101 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.249825 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.273669 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.944743 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.975194 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.917084 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.962176 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.11758 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.02806 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.717671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.82021 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.72612 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0898862 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.368159 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.166706 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.139027 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.133113 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.175627 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.0606783 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.04574 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),0.0595171 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.351151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.118673 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.263186 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.975188 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-1.02806 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.71979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),1.8145 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.722908 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.272972 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.0407257 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.332717 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.222441 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.089867 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.773863 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.0516427 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.0434675 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.0541169 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.354121 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.384242 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.102892 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.250148 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.132465 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.0973549 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),0.0474646 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.452691 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.975188 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.96217 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-1.11758 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-1.02806 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.721331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),1.80596 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.721154 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.262007 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.0440746 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.332716 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.223014 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.0932159 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.765319 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.0651714 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.0467709 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),0.0611854 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.359923 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.04649 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.944692 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.76835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0302895 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0799757 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.174837 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.950072 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.245568 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.285095 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.377544 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.337 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.381652 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.377283 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.0714171 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.15074 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.284905 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.273326 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.235347 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.289443 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),0.0516966 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.501031 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.822563 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.328566 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0550656 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.665278 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.354085 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0970887 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.277406 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.12407 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.797919 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.72764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.789344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.950446 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.771675 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.00584 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.892734 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.17083 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.16026 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.16153 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.34769 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.39427 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-1.52096 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.148757 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0151883 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.56981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
