# _root_ El tribunal es torna a remetre als fonaments jurídics de la sentència que , en cap cas , es refereix als empleats públics autonòmics o locals .
#goldHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
#predictedHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
(5,9),(9,24),-0.684112 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.543283 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.506205 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.354129 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.93639 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.639855 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.946365 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.0915481 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0639342 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.820704 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0109802 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0468447 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.0226326 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.343598 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.199485 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.650952 # DEPENDENCYPART_GRANDPAR
(6,2),(2,27),-1.79443 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.629067 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.157194 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.675442 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.241143 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.55971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.429744 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.725964 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.595317 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.669829 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.862394 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.09921 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.651184 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.29772 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.416 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.03561 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.00827 # DEPENDENCYPART_GRANDPAR
(6,4),(4,27),-2.02168 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.194906 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.30176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.277953 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.605251 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.471135 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.522408 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.982804 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.2996 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.786958 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.295487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.555254 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.468615 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0288251 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.405449 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0980404 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.0754109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.146682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.491148 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.384049 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0746144 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.135603 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.148016 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0828268 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.336393 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.464807 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),0.0847255 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.510113 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.303785 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.474015 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-1.07194 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.637468 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0594859 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.121224 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.028387 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0105711 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.345179 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.010807 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.342526 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.33802 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.182399 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.109057 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.169018 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0147888 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0740398 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.302003 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.1144 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.893341 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.433301 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.228194 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.214939 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-1.43694 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.18393 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.140829 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.529665 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.370118 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.500722 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.0602364 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.577932 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.53811 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.331782 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.148386 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.502011 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-1.10498 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.14178 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.241709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,13),-0.408738 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.382505 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.74005 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.280241 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.251229 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.146309 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.36068 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.161656 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-0.466638 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-0.978579 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.124998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,10),0.231391 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.222449 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.567018 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.485305 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),0.055484 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.497734 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.547161 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.340833 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-0.511062 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-1.19535 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-1.4072 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.961461 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.40115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),0.249119 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.277443 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.027657 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),0.21273 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.293629 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.314769 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),0.0576057 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.217211 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.00202227 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.691434 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.170573 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),0.0241413 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.477993 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.278019 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),0.00332343 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.447616 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.957678 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.295487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,22),0.244833 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.423782 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.224964 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.0332809 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.393573 # DEPENDENCYPART_GRANDPAR
(6,24),(24,15),0.294516 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.519004 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.172622 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.502381 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-1.1144 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.520803 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),-0.329301 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.107868 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-1.11177 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.521607 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.413315 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.33226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.240045 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.372294 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.58904 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.349 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.42155 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.183864 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.450015 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.561964 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.644774 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.374557 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.40376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.288339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.423362 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.659362 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.68214 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.42349 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.970147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.20947 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.49604 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.906815 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.09975 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-1.28657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,25),-1.19834 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-1.26717 # DEPENDENCYPART_GRANDPAR
(7,6),(6,27),-2.08483 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.37693 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.56789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.435064 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.400598 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.093614 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.51077 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.152951 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.442336 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.583327 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.150747 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.479572 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.428957 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.394033 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-1.2392 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.1173 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.247051 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.218302 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.559853 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.159481 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.63241 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.0399437 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.267473 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.503415 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.370162 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.407224 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.205355 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.711623 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.365096 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.784179 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.0205856 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.3706 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.489262 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.281477 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.77339 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.241785 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.495583 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.138792 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.45569 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.423832 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.56814 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.185318 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.252762 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.459541 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.408925 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.339689 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.374001 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-1.22262 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.42155 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.32191 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.624325 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.515037 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.691448 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.491502 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.6699 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.0422931 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.356918 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.441489 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.521557 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-1.31457 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.505253 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0208662 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.483916 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.698217 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.497697 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0465232 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.79281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.535903 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.09587 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.846318 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.893801 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.793432 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.855879 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.908694 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.86408 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.873282 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.793995 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.992803 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-0.934095 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-1.91303 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.812124 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.668304 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.71409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.475599 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.00727 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.767535 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.800827 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.700055 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.46176 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.242285 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.130867 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.00341861 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0841306 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0114746 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.0580002 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.0535095 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),0.039244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.0936832 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.17211 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.329357 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0179744 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.188298 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.0328676 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.0452667 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.866098 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.250372 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.198313 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.325056 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0811147 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0658708 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0792589 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.471825 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0167752 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.0509776 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.114212 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.11012 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.0206272 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),0.0220876 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.18017 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.117801 # DEPENDENCYPART_GRANDPAR
(8,12),(12,27),-1.03957 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.53457 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.21692 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.796894 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0533389 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.517397 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0205394 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.0835788 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.144989 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.0982019 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.145081 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.220492 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-1.13801 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-1.18637 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.207153 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.348636 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.288962 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0582461 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.125092 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.0680861 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.0317267 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),0.0109881 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.128901 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-1.01007 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-1.66789 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-1.54566 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-1.35024 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-1.00448 # DEPENDENCYPART_GRANDPAR
(8,20),(20,9),0.279019 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.1576 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.135898 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),1.42403 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.187469 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.423559 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.147727 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.172576 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.2308 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.145311 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.41206 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),0.0699925 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),0.119863 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.031541 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.02638 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-1.06587 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),0.033132 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.0912725 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.118319 # DEPENDENCYPART_GRANDPAR
(8,24),(24,15),0.270595 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),0.149065 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.0643343 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.0925458 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-1.12241 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),0.151728 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),0.198311 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.0583457 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-1.12895 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.374847 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0292808 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.422026 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.031856 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.68309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.65126 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.04846 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-1.11251 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.03796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.187528 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.404588 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.442898 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.468636 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.301475 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.815591 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.957047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.127943 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.229896 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.51159 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.369156 # DEPENDENCYPART_GRANDPAR
