# _root_ La dona va aparcar i va mirar d' agafar un taxi , moment en el qual l' acusat ' la va agafar pels cabells , va iniciar un forcejament i una persecució fins a introduir -la de_nou en el cotxe ' .
#goldHeads=2,4,4,0,4,9,9,9,4,11,9,13,9,22,16,14,18,22,22,22,22,13,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,22,4,
#predictedHeads=2,4,4,0,4,9,9,9,4,11,9,13,11,9,16,14,18,14,22,22,22,18,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,35,4,
(4,6),(4,19),-0.0500251 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.120436 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.0615237 # DEPENDENCYPART_SIBL
(4,6),(4,23),0.0186461 # DEPENDENCYPART_SIBL
(4,6),(4,25),-0.0595698 # DEPENDENCYPART_SIBL
(4,6),(4,27),-0.0421403 # DEPENDENCYPART_SIBL
(4,6),(4,30),-0.0117599 # DEPENDENCYPART_SIBL
(4,6),(4,33),-0.0240283 # DEPENDENCYPART_SIBL
(4,6),(4,35),-0.0424913 # DEPENDENCYPART_SIBL
(4,6),(4,41),-0.0500251 # DEPENDENCYPART_SIBL
(4,6),(4,42),-0.058136 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0335938 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0314605 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0254569 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0170133 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0373035 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.00923397 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.019291 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.0147771 # DEPENDENCYPART_SIBL
(4,7),(4,21),-0.0896747 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.0314605 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.0559668 # DEPENDENCYPART_SIBL
(4,7),(4,25),0.0170133 # DEPENDENCYPART_SIBL
(4,7),(4,27),-0.0121158 # DEPENDENCYPART_SIBL
(4,7),(4,30),0.0108951 # DEPENDENCYPART_SIBL
(4,7),(4,33),0.0133136 # DEPENDENCYPART_SIBL
(4,7),(4,35),-0.0124669 # DEPENDENCYPART_SIBL
(4,7),(4,41),0.0147771 # DEPENDENCYPART_SIBL
(4,7),(4,42),0.00571023 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0513076 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0384122 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0769619 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0354331 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.189132 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.0101236 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0325965 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0983539 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.0513076 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.138953 # DEPENDENCYPART_SIBL
(4,8),(4,25),-0.0769619 # DEPENDENCYPART_SIBL
(4,8),(4,27),-0.0218456 # DEPENDENCYPART_SIBL
(4,8),(4,30),-0.0368463 # DEPENDENCYPART_SIBL
(4,8),(4,33),-0.101969 # DEPENDENCYPART_SIBL
(4,8),(4,35),-0.0393143 # DEPENDENCYPART_SIBL
(4,8),(4,41),-0.0325965 # DEPENDENCYPART_SIBL
(4,8),(4,42),-0.0243998 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.017255 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0194808 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0291019 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.00164669 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0110894 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.00962995 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.0971027 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.0388886 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.0486545 # DEPENDENCYPART_SIBL
(4,9),(4,25),-0.0194808 # DEPENDENCYPART_SIBL
(4,9),(4,27),-0.0195439 # DEPENDENCYPART_SIBL
(4,9),(4,30),0.0013118 # DEPENDENCYPART_SIBL
(4,9),(4,33),0.00536229 # DEPENDENCYPART_SIBL
(4,9),(4,35),-0.0198949 # DEPENDENCYPART_SIBL
(4,9),(4,41),-0.00962995 # DEPENDENCYPART_SIBL
(4,9),(4,42),-0.0174798 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0115929 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.233822 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0562653 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.234721 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0187304 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.107848 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.0346074 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0495535 # DEPENDENCYPART_SIBL
(4,11),(4,25),-0.0115929 # DEPENDENCYPART_SIBL
(4,11),(4,27),-0.00274774 # DEPENDENCYPART_SIBL
(4,11),(4,30),-0.00341293 # DEPENDENCYPART_SIBL
(4,11),(4,33),-7.1917e-05 # DEPENDENCYPART_SIBL
(4,11),(4,35),-0.0234541 # DEPENDENCYPART_SIBL
(4,11),(4,41),-0.0187304 # DEPENDENCYPART_SIBL
(4,11),(4,42),-0.0195503 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0344158 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.145647 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.050469 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.0515378 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.0322011 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.0495851 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.126473 # DEPENDENCYPART_SIBL
(4,12),(4,25),-0.0885269 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.0866941 # DEPENDENCYPART_SIBL
(4,12),(4,30),0.220085 # DEPENDENCYPART_SIBL
(4,12),(4,33),-0.130823 # DEPENDENCYPART_SIBL
(4,12),(4,35),0.0489829 # DEPENDENCYPART_SIBL
(4,12),(4,41),-0.0515378 # DEPENDENCYPART_SIBL
(4,12),(4,42),-0.0656805 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0225561 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.26549 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0485088 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.134816 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.0615758 # DEPENDENCYPART_SIBL
(4,13),(4,23),0.0305731 # DEPENDENCYPART_SIBL
(4,13),(4,25),-0.0566107 # DEPENDENCYPART_SIBL
(4,13),(4,27),-0.0297161 # DEPENDENCYPART_SIBL
(4,13),(4,30),-0.0585875 # DEPENDENCYPART_SIBL
(4,13),(4,33),-0.0190372 # DEPENDENCYPART_SIBL
(4,13),(4,35),-0.0504225 # DEPENDENCYPART_SIBL
(4,13),(4,41),-0.0485088 # DEPENDENCYPART_SIBL
(4,13),(4,42),-0.0593927 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.025711 # DEPENDENCYPART_SIBL
(4,14),(4,19),-0.011303 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0780122 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0113872 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0662762 # DEPENDENCYPART_SIBL
(4,14),(4,25),0.0164438 # DEPENDENCYPART_SIBL
(4,14),(4,27),0.019568 # DEPENDENCYPART_SIBL
(4,14),(4,30),0.0276176 # DEPENDENCYPART_SIBL
(4,14),(4,33),0.00747892 # DEPENDENCYPART_SIBL
(4,14),(4,35),0.00110093 # DEPENDENCYPART_SIBL
(4,14),(4,41),-0.011303 # DEPENDENCYPART_SIBL
(4,14),(4,42),-0.00982542 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0360749 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.112819 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0395743 # DEPENDENCYPART_SIBL
(4,18),(4,23),0.0338319 # DEPENDENCYPART_SIBL
(4,18),(4,25),-0.0381426 # DEPENDENCYPART_SIBL
(4,18),(4,27),-0.00771458 # DEPENDENCYPART_SIBL
(4,18),(4,30),-0.00551118 # DEPENDENCYPART_SIBL
(4,18),(4,33),-0.00953046 # DEPENDENCYPART_SIBL
(4,18),(4,35),-0.0284209 # DEPENDENCYPART_SIBL
(4,18),(4,41),-0.0360749 # DEPENDENCYPART_SIBL
(4,18),(4,42),-0.0333562 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.0750223 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.00344794 # DEPENDENCYPART_SIBL
(4,19),(4,23),0.0820665 # DEPENDENCYPART_SIBL
(4,19),(4,25),-0.00121533 # DEPENDENCYPART_SIBL
(4,19),(4,27),0.0253585 # DEPENDENCYPART_SIBL
(4,19),(4,30),0.00383723 # DEPENDENCYPART_SIBL
(4,19),(4,33),0.0725 # DEPENDENCYPART_SIBL
(4,19),(4,35),0.000173431 # DEPENDENCYPART_SIBL
(4,19),(4,41),-0.0734861 # DEPENDENCYPART_SIBL
(4,19),(4,42),-0.0362338 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.0615237 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0186461 # DEPENDENCYPART_SIBL
(4,21),(4,25),-0.0595698 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.0421403 # DEPENDENCYPART_SIBL
(4,21),(4,30),-0.0117599 # DEPENDENCYPART_SIBL
(4,21),(4,33),-0.0240283 # DEPENDENCYPART_SIBL
(4,21),(4,35),-0.0424913 # DEPENDENCYPART_SIBL
(4,21),(4,41),-0.0500251 # DEPENDENCYPART_SIBL
(4,21),(4,42),-0.058136 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0486545 # DEPENDENCYPART_SIBL
(4,22),(4,25),-0.0194808 # DEPENDENCYPART_SIBL
(4,22),(4,27),-0.0195439 # DEPENDENCYPART_SIBL
(4,22),(4,30),0.0013118 # DEPENDENCYPART_SIBL
(4,22),(4,33),0.00536229 # DEPENDENCYPART_SIBL
(4,22),(4,35),-0.0198949 # DEPENDENCYPART_SIBL
(4,22),(4,41),-0.00962995 # DEPENDENCYPART_SIBL
(4,22),(4,42),-0.0174798 # DEPENDENCYPART_SIBL
(4,23),(4,25),0.0231285 # DEPENDENCYPART_SIBL
(4,23),(4,27),0.0441893 # DEPENDENCYPART_SIBL
(4,23),(4,30),0.0118896 # DEPENDENCYPART_SIBL
(4,23),(4,33),0.00823129 # DEPENDENCYPART_SIBL
(4,23),(4,35),0.0249416 # DEPENDENCYPART_SIBL
(4,23),(4,41),-0.00755427 # DEPENDENCYPART_SIBL
(4,23),(4,42),-0.0101372 # DEPENDENCYPART_SIBL
(4,25),(4,27),0.0866941 # DEPENDENCYPART_SIBL
(4,25),(4,30),0.220085 # DEPENDENCYPART_SIBL
(4,25),(4,33),-0.130823 # DEPENDENCYPART_SIBL
(4,25),(4,35),0.0489829 # DEPENDENCYPART_SIBL
(4,25),(4,41),-0.0515378 # DEPENDENCYPART_SIBL
(4,25),(4,42),-0.0656805 # DEPENDENCYPART_SIBL
(4,27),(4,30),-0.00182813 # DEPENDENCYPART_SIBL
(4,27),(4,33),0.0171475 # DEPENDENCYPART_SIBL
(4,27),(4,35),-0.0208796 # DEPENDENCYPART_SIBL
(4,27),(4,41),0.00486814 # DEPENDENCYPART_SIBL
(4,27),(4,42),0.00335847 # DEPENDENCYPART_SIBL
(4,30),(4,33),0.00732845 # DEPENDENCYPART_SIBL
(4,30),(4,35),0.661427 # DEPENDENCYPART_SIBL
(4,30),(4,41),-0.0248516 # DEPENDENCYPART_SIBL
(4,30),(4,42),0.0175663 # DEPENDENCYPART_SIBL
(4,33),(4,35),-0.0316556 # DEPENDENCYPART_SIBL
(4,33),(4,41),-0.0158127 # DEPENDENCYPART_SIBL
(4,33),(4,42),-0.0188277 # DEPENDENCYPART_SIBL
(4,35),(4,41),0.0102796 # DEPENDENCYPART_SIBL
(4,35),(4,42),0.00979654 # DEPENDENCYPART_SIBL
(4,41),(4,42),-0.0362338 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0198288 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0983476 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0378314 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0399122 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0983476 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0138356 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0773263 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0144629 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.113912 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0489403 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0473172 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0357488 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.15864 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0773263 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.052809 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.113912 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.055589 # DEPENDENCYPART_SIBL
(7,2),(7,29),-0.013435 # DEPENDENCYPART_SIBL
(7,2),(7,30),0.0827661 # DEPENDENCYPART_SIBL
(7,2),(7,33),0.0317961 # DEPENDENCYPART_SIBL
(7,2),(7,35),0.0712451 # DEPENDENCYPART_SIBL
(7,2),(7,41),0.15864 # DEPENDENCYPART_SIBL
(7,2),(7,42),0.14116 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00180881 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0759299 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0596521 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0486403 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0299475 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0467792 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0569022 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0367419 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.015039 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0902922 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0564308 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0299475 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.142383 # DEPENDENCYPART_SIBL
(7,3),(7,25),0.0569022 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.00194829 # DEPENDENCYPART_SIBL
(7,3),(7,29),-0.0456831 # DEPENDENCYPART_SIBL
(7,3),(7,30),0.0979145 # DEPENDENCYPART_SIBL
(7,3),(7,33),0.0266691 # DEPENDENCYPART_SIBL
(7,3),(7,35),0.0196106 # DEPENDENCYPART_SIBL
(7,3),(7,41),0.0564308 # DEPENDENCYPART_SIBL
(7,3),(7,42),0.294641 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0616904 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0481313 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0767257 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00529361 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0338682 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0281541 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0336504 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.000414203 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0701824 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.00408602 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.00529361 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0865315 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0281541 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.038861 # DEPENDENCYPART_SIBL
(7,4),(7,29),-0.0327898 # DEPENDENCYPART_SIBL
(7,4),(7,30),-0.0210336 # DEPENDENCYPART_SIBL
(7,4),(7,33),-0.0183848 # DEPENDENCYPART_SIBL
(7,4),(7,35),-0.0155249 # DEPENDENCYPART_SIBL
(7,4),(7,41),-0.00408602 # DEPENDENCYPART_SIBL
(7,4),(7,42),0.0423397 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.123453 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.134972 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0650336 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.178826 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.031673 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.17681 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0180374 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.199642 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0241079 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0650336 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0416462 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.031673 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0827742 # DEPENDENCYPART_SIBL
(7,5),(7,29),-0.177806 # DEPENDENCYPART_SIBL
(7,5),(7,30),-0.106585 # DEPENDENCYPART_SIBL
(7,5),(7,33),-0.0947464 # DEPENDENCYPART_SIBL
(7,5),(7,35),-0.0721403 # DEPENDENCYPART_SIBL
(7,5),(7,41),-0.0241079 # DEPENDENCYPART_SIBL
(7,5),(7,42),-0.00516433 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0486403 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0299475 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0467792 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0569022 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0367419 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.015039 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0902922 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0564308 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0299475 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.142383 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0569022 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.00194829 # DEPENDENCYPART_SIBL
(7,6),(7,29),-0.0456831 # DEPENDENCYPART_SIBL
(7,6),(7,30),0.0979145 # DEPENDENCYPART_SIBL
(7,6),(7,33),0.0266691 # DEPENDENCYPART_SIBL
(7,6),(7,35),0.0196106 # DEPENDENCYPART_SIBL
(7,6),(7,41),0.0564308 # DEPENDENCYPART_SIBL
(7,6),(7,42),0.294641 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0349447 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0253449 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0491624 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0223658 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.180438 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.00294373 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0072569 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0349447 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.130255 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0491624 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.00548272 # DEPENDENCYPART_SIBL
(7,8),(7,29),-0.0253449 # DEPENDENCYPART_SIBL
(7,8),(7,30),-0.0124917 # DEPENDENCYPART_SIBL
(7,8),(7,33),-0.0932717 # DEPENDENCYPART_SIBL
(7,8),(7,35),-0.0229514 # DEPENDENCYPART_SIBL
(7,8),(7,41),-0.0072569 # DEPENDENCYPART_SIBL
(7,8),(7,42),0.0111176 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0169408 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00757331 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0287877 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00518191 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0107752 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.000151456 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0399013 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0418323 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.00757331 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0205567 # DEPENDENCYPART_SIBL
(7,9),(7,29),0.0169409 # DEPENDENCYPART_SIBL
(7,9),(7,30),0.0026023 # DEPENDENCYPART_SIBL
(7,9),(7,33),-0.00145993 # DEPENDENCYPART_SIBL
(7,9),(7,35),-0.0209077 # DEPENDENCYPART_SIBL
(7,9),(7,41),-0.000151456 # DEPENDENCYPART_SIBL
(7,9),(7,42),-0.000121583 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00306441 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.23214 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0533631 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.233039 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.00785584 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0333383 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0466569 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.00306441 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.00147865 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.247406 # DEPENDENCYPART_SIBL
(7,11),(7,30),6.16304e-05 # DEPENDENCYPART_SIBL
(7,11),(7,33),-0.00296858 # DEPENDENCYPART_SIBL
(7,11),(7,35),-0.022185 # DEPENDENCYPART_SIBL
(7,11),(7,41),-0.00785584 # DEPENDENCYPART_SIBL
(7,11),(7,42),-0.00297666 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0332311 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.149606 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0492843 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0412238 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0502077 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.130427 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0744952 # DEPENDENCYPART_SIBL
(7,12),(7,27),0.0873167 # DEPENDENCYPART_SIBL
(7,12),(7,29),-0.0320596 # DEPENDENCYPART_SIBL
(7,12),(7,30),0.223189 # DEPENDENCYPART_SIBL
(7,12),(7,33),-0.134777 # DEPENDENCYPART_SIBL
(7,12),(7,35),0.0496055 # DEPENDENCYPART_SIBL
(7,12),(7,41),-0.0412238 # DEPENDENCYPART_SIBL
(7,12),(7,42),-0.0496682 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0196539 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.263808 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0376343 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0603067 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0276764 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0419534 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.028447 # DEPENDENCYPART_SIBL
(7,13),(7,29),-0.278175 # DEPENDENCYPART_SIBL
(7,13),(7,30),-0.055113 # DEPENDENCYPART_SIBL
(7,13),(7,33),-0.0219338 # DEPENDENCYPART_SIBL
(7,13),(7,35),-0.0491534 # DEPENDENCYPART_SIBL
(7,13),(7,41),-0.0376343 # DEPENDENCYPART_SIBL
(7,13),(7,42),-0.0428191 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0387991 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0140758 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.00499742 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0575577 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.0442826 # DEPENDENCYPART_SIBL
(7,14),(7,27),0.0359526 # DEPENDENCYPART_SIBL
(7,14),(7,29),0.0425531 # DEPENDENCYPART_SIBL
(7,14),(7,30),0.0519939 # DEPENDENCYPART_SIBL
(7,14),(7,33),0.0161974 # DEPENDENCYPART_SIBL
(7,14),(7,35),0.0174855 # DEPENDENCYPART_SIBL
(7,14),(7,41),0.0140758 # DEPENDENCYPART_SIBL
(7,14),(7,42),0.0257312 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0252004 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0383052 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0309352 # DEPENDENCYPART_SIBL
(7,18),(7,25),-0.0234853 # DEPENDENCYPART_SIBL
(7,18),(7,27),-0.00644548 # DEPENDENCYPART_SIBL
(7,18),(7,29),-0.246823 # DEPENDENCYPART_SIBL
(7,18),(7,30),-0.00203662 # DEPENDENCYPART_SIBL
(7,18),(7,33),-0.0124271 # DEPENDENCYPART_SIBL
(7,18),(7,35),-0.0271518 # DEPENDENCYPART_SIBL
(7,18),(7,41),-0.0252004 # DEPENDENCYPART_SIBL
(7,18),(7,42),-0.0167826 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.00279503 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0780662 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.0127702 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0260114 # DEPENDENCYPART_SIBL
(7,19),(7,29),0.0157109 # DEPENDENCYPART_SIBL
(7,19),(7,30),0.00687162 # DEPENDENCYPART_SIBL
(7,19),(7,33),0.0684997 # DEPENDENCYPART_SIBL
(7,19),(7,35),0.000826348 # DEPENDENCYPART_SIBL
(7,19),(7,41),-0.0632182 # DEPENDENCYPART_SIBL
(7,19),(7,42),-0.0202676 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0418323 # DEPENDENCYPART_SIBL
(7,22),(7,25),-0.00757331 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.0205567 # DEPENDENCYPART_SIBL
(7,22),(7,29),0.0169409 # DEPENDENCYPART_SIBL
(7,22),(7,30),0.0026023 # DEPENDENCYPART_SIBL
(7,22),(7,33),-0.00145993 # DEPENDENCYPART_SIBL
(7,22),(7,35),-0.0209077 # DEPENDENCYPART_SIBL
(7,22),(7,41),-0.000151456 # DEPENDENCYPART_SIBL
(7,22),(7,42),-0.000121583 # DEPENDENCYPART_SIBL
(7,23),(7,25),0.0509706 # DEPENDENCYPART_SIBL
(7,23),(7,27),0.0605759 # DEPENDENCYPART_SIBL
(7,23),(7,29),0.0145068 # DEPENDENCYPART_SIBL
(7,23),(7,30),0.0362685 # DEPENDENCYPART_SIBL
(7,23),(7,33),0.0169518 # DEPENDENCYPART_SIBL
(7,23),(7,35),0.0413282 # DEPENDENCYPART_SIBL
(7,23),(7,41),0.0178279 # DEPENDENCYPART_SIBL
(7,23),(7,42),0.0254227 # DEPENDENCYPART_SIBL
(7,25),(7,27),0.0873167 # DEPENDENCYPART_SIBL
(7,25),(7,29),-0.0320596 # DEPENDENCYPART_SIBL
