# _root_ El pelatge d' aquesta espècie , format en cada exemplar per taques diferents , actua com un carnet d' identitat .
#goldHeads=2,15,2,5,3,7,2,7,10,8,7,11,12,7,0,15,18,16,18,19,15,
#predictedHeads=2,15,2,5,3,7,2,7,10,8,7,11,12,7,0,15,18,16,18,19,15,
(13,8),(8,12),0.131794 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.49119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.85062 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.953742 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.00246499 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0284817 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.49084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.843845 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.850061 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.952439 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.831149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,1),-0.963912 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.868781 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.0733 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.925076 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.10065 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.06745 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.99915 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.555999 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.958814 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.942206 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.846397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0835452 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.221212 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.231437 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.535788 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.607105 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.379272 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.160929 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.469321 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.158814 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.64696 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.830248 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-1.06569 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.868747 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.85477 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.757751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.013658 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0457619 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0837699 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.122112 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.53151 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.33802 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.653144 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.486328 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.595754 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.41037 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.285397 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.86617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.471442 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.930914 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.05023 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.161856 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.081941 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),1.31392 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.0311639 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.286091 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.368333 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.608311 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.0714911 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.43447 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.0485161 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.343998 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.0744229 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.291819 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.42112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),0.00420506 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.587589 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.361325 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-1.31244 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.941085 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.0111557 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.0835154 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.313 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.1843 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.12055 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.144351 # DEPENDENCYPART_GRANDPAR
(15,3),(3,16),-0.0764691 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),1.30471 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.0483237 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.33916 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.614557 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0836536 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.457668 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.0606792 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.0806687 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.320992 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.42134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),0.00398864 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.588235 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-1.31265 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),0.0121338 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.200745 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0647912 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.337903 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.0705847 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.261854 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.0552679 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.171836 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.0144146 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.541931 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.44294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,18),-0.596725 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.524678 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-1.30288 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.258246 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.554263 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0241523 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.286417 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0120785 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.195902 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.089292 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.707793 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.0835915 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.0778743 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.473752 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.573976 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.299533 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.229353 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0485114 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.343994 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0739275 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.291032 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.42112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.00420506 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.587589 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.361325 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-1.31244 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.029255 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.224519 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.102164 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.731045 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.53746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.0757394 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.23511 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0745009 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.291897 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.42112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.00420506 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-1.48405 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.587589 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.361325 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.31244 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.164854 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.350235 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.199975 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.162831 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.524315 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.44294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.0394175 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.596688 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0285864 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.566537 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.47408 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0541518 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.377042 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.405086 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.670382 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.182076 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.422726 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.471879 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.693056 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.531239 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.39231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),1.02518 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.404686 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0253422 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0160678 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.560472 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.707432 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0294841 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.553433 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.536209 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.198513 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.02175 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.989631 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.789888 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.767954 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.891566 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.688473 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.767273 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.368505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.3725 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.297218 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.402754 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0945508 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),1.27992 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0799482 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.228528 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.02175 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.989645 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),1.36897 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.747888 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.263354 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0895961 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.78177 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.54784 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.54226 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.53259 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.45223 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.459 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.6196 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.32613 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.25207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.395059 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-1.32626 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.722084 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.35462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-1.21097 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.825918 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-1.00935 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.72306 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.863762 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.507593 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.762282 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-1.04386 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.566229 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.92154 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.585119 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.473721 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.120811 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.587688 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.255468 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.20523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.129425 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.886437 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.578323 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.824672 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.74407 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.651337 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.909469 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.437766 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.762559 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.456429 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.229755 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.0461386 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.464489 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.22613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.302313 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.902628 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.748946 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.806105 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.713229 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.345191 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.866189 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.364102 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.550918 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.286743 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.196864 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.913137 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.416465 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.564331 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.361354 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.592855 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.247074 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.870215 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.740787 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-1.17278 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.816568 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.140976 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.505259 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.197305 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.2261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,13),-0.521207 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.919908 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.538718 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.87476 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.704328 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.640794 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.628338 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-1.08013 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.407825 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.828751 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.427748 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.352392 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.254011 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.16236 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.34922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.377581 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.979074 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0819445 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.19891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.250722 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.427378 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.848156 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.23464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.330212 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.02331 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.792085 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.107253 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.46194 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-1.46547 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.04764 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.454561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.603297 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.123069 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.152908 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.74422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,2),-1.36978 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.29637 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.45123 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.20281 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.921504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.310198 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-1.09136 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.00609987 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.497899 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.478655 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-1.1278 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.45398 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.245026 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.247151 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.24337 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.641615 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.214456 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.336487 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.345617 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),0.421004 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),0.397597 # DEPENDENCYPART_GRANDPAR
(20,2),(2,21),-1.04334 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.327896 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.0953848 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.385974 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.615754 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.309947 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.106903 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.0785262 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.10502 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.38801 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.131241 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.203628 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),0.559354 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),0.431613 # DEPENDENCYPART_GRANDPAR
(20,7),(7,21),-1.05954 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),1.12114 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.886893 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.44816 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-1.07307 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.655521 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.237138 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.618285 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.353659 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.518434 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.477282 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.734966 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.397185 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.81625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-1.04334 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.58927 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.88459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-1.05556 # DEPENDENCYPART_GRANDPAR
