# _root_ El Consell_Regulador_de_la_Denominació_d'_Origen_Empordà-Costa_Brava ha concedit el Premi_Tòria_d'_Or , creat per premiar la promoció dels vins d' aquesta denominació d' origen , al Restaurant Ca_la_Maria de Mollet_de_Peralada .
#goldHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,8,4,21,22,22,24,4,
#predictedHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,21,10,21,22,22,24,4,
(10,23),(23,25),-0.426716 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-1.28037 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.48164 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.52537 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.24627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.477008 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-1.34642 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.293764 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-1.3424 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.290393 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-1.55821 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.638785 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.685122 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-1.25982 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-1.26898 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.337868 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-1.39103 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.649037 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.20776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-1.41171 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.431593 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-1.40654 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.428222 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.813197 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.718316 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.443431 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.741806 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.364938 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.206393 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0529529 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.58949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.654643 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.808281 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.793971 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.827881 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.915683 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.843234 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.877225 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.60114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.718008 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.800287 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.237145 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.00841798 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.225137 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.113294 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.0954289 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.090783 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),0.0329746 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.834442 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.0798126 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0719942 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0703493 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.193706 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.217677 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.190551 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.282521 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.155853 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.13318 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.207928 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-1.26586 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.0720798 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.359638 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0765787 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.20883 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0430704 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.101385 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),0.0128933 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.834442 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.0806246 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.120969 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.690083 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.191102 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.21021 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.030563 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.187999 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.275054 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.148387 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.134107 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.20883 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0430704 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.101385 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.139237 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.0128933 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.115743 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.691133 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.00596842 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.00587274 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.188711 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.286934 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.160267 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.132358 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.212341 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0332649 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.0801603 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.219536 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.0880592 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.19383 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-1.36412 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.142722 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.138124 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.194796 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-1.25272 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.250771 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.144764 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.207008 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-1.26501 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),0.142925 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.13051 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.269045 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.42091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,11),-0.956083 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.639352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.303512 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.078519 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.197046 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0810434 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.178303 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0329733 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.101334 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.170259 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),0.10339 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.792768 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.533439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,17),0.184279 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0599442 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.186218 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.553883 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.292942 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.479939 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.956083 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.639071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),0.0608075 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.744021 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.212224 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.100545 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.41399 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.163195 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.0134721 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.0818333 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.163497 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.186218 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.553883 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.292942 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.0759096 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.479939 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0144062 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.390507 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.000919672 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.070905 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.560913 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.90627 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),0.30342 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),1.26519 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),1.28648 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.108818 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.54353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.64915 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.703136 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.67629 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.766985 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.815944 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.85274 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.129567 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.511349 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.12094 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.331105 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.00894064 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.0831035 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),0.0156385 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.791665 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.0316247 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.254606 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.490012 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.057598 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0518903 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.117434 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.119035 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.309924 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.195715 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.0785792 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.331105 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.00894064 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0831035 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.0683225 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.0156385 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.249381 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.491062 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.22224 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0927435 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.119747 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.321804 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.207595 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.0768294 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.312254 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.19357 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.141679 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.274859 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.155841 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.167496 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-1.18005 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.19005 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.0825961 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.29471 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-1.04992 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.294774 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.0892358 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.306921 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-1.06221 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),0.0505325 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.18697 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.706496 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.305154 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.87647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.669357 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.979114 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-1.4172 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.936705 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.849551 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.50729 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.677598 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.10344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.700355 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.144983 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.22655 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.561516 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.263306 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.421634 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.423782 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.0662282 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0748762 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.69545 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.288597 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.266251 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.17835 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.10516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.70075 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.207797 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.582806 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.253138 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.444544 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.446692 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0502866 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.326524 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.178951 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.550403 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.399683 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.405295 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.29486 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-1.04507 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.105223 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.479247 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.785485 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.756027 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.191822 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.167497 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.67056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.603641 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.832359 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.846468 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.961984 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.181577 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.66659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.60505 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.936429 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.831928 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.847414 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.964481 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.267191 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0567563 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.113078 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.117395 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.092558 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.547206 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.591859 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.296221 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0288439 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.147122 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.270566 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.182099 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.181632 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.288581 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.267142 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0781963 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.225825 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.132549 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.275712 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-1.05567 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.164555 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.187399 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.271036 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.923719 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.24392 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.194039 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.283248 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.936012 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.0629715 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.835166 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.44804 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.813067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.155797 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.231242 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0833694 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.202368 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.00921147 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.0126327 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.78422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.123395 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0385081 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.16097 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.253785 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.57062 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.187717 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.044455 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.00201759 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.427094 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.208669 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.216366 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.48228 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.0971365 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.84373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.670546 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-1.2058 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-1.07308 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.84373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.670546 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.2058 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.1483 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.07308 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.93017 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.236007 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.296695 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.169289 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.39311 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.95867 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.204858 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.306691 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.348066 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.827145 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.317664 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.31333 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.360278 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.839438 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.00475708 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.201474 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.334958 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0146795 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.85317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.473628 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.495228 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.220183 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.733495 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.136043 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.841173 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.511852 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.743951 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.141161 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.853229 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.136096 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.761046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.059597 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.241276 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.235675 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.589771 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.424979 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.56343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.461398 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.938064 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-1.21805 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.145289 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.798225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,23),-1.36602 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.288831 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),0.373929 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.6339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.824442 # DEPENDENCYPART_GRANDPAR
