# _root_ Dins l' àmbit del Barri_Antic , el consistori també ha anunciat l' inici de la renovació del paviment del carrer Sobrerroca , que començarà el dia_10_de_juny .
#goldHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,16,26,24,11,
#predictedHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,18,26,24,11,
(5,11),(11,14),-0.178012 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.281826 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.223755 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.411592 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.25372 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.315675 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.251029 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),0.0702946 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.202026 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.142508 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-1.43206 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.538224 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.262993 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),0.408186 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.215114 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.187943 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.240536 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.019377 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0740491 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.274419 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.17078 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.440901 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.227009 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.574344 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.256973 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.480345 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.413765 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),0.0489007 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.417741 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.297839 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-1.41834 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.366726 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.157982 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0887013 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.155122 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.22943 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.185087 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.348361 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.478194 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),0.0586577 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.414546 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.302118 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.951854 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.338215 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.367599 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-1.53429 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.31891 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.59222 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.19311 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.16474 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.35363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.521518 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.546888 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.489759 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-1.48786 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.549406 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.765242 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.83172 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-1.26138 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.632102 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.797593 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.550405 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.104785 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.108064 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.291701 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.115454 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.88523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.875115 # DEPENDENCYPART_GRANDPAR
(8,1),(1,22),-0.910173 # DEPENDENCYPART_GRANDPAR
(8,1),(1,27),-2.15411 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.812577 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.151181 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.21395 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.611882 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.283026 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0879522 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.88613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,4),-0.0772914 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.84684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,1),-1.44382 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.827914 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.703887 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.814355 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.09614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.409491 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.58565 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.14443 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.989113 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.850067 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.01174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0438725 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.172344 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.311407 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.421647 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.0623499 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.413794 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-1.41587 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.58152 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.14007 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.984982 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.32571 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.848543 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.906739 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.982679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0690668 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0446749 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.324444 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.39057 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.441785 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.406838 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.518929 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.452424 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.500981 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.524367 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.016829 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.391235 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.268398 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-1.37445 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.35965 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.751564 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.742001 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.885985 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.06151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0244947 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.227672 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.163939 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.862613 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.384452 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.60035 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.411224 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.681171 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.456811 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.665141 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.686593 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.0381674 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.606913 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.424084 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-1.36088 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.953865 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.902846 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.26559 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.348513 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.353697 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.3941 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.740485 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.377124 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.467075 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.348081 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.196562 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.330145 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.448474 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.348081 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.381482 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.521516 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.330145 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.551584 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.659021 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.0284104 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.603719 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.428363 # DEPENDENCYPART_GRANDPAR
(8,24),(24,1),-1.58152 # DEPENDENCYPART_GRANDPAR
(8,24),(24,3),-1.14006 # DEPENDENCYPART_GRANDPAR
(8,24),(24,6),-0.848542 # DEPENDENCYPART_GRANDPAR
(8,24),(24,8),-0.996252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,24),(24,9),-0.0728662 # DEPENDENCYPART_GRANDPAR
(8,24),(24,10),0.0427333 # DEPENDENCYPART_GRANDPAR
(8,24),(24,11),-0.101748 # DEPENDENCYPART_GRANDPAR
(8,24),(24,13),-0.420256 # DEPENDENCYPART_GRANDPAR
(8,24),(24,16),-0.522381 # DEPENDENCYPART_GRANDPAR
(8,24),(24,17),-0.488467 # DEPENDENCYPART_GRANDPAR
(8,24),(24,18),-0.601869 # DEPENDENCYPART_GRANDPAR
(8,24),(24,19),-0.534054 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.603686 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-0.608575 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),0.0945882 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),0.256373 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.276038 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-1.37505 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.375985 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.123495 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.178709 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.162502 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.270536 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0370883 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.8325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,22),-1.36505 # DEPENDENCYPART_GRANDPAR
(9,1),(1,27),-1.5508 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.391745 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.204279 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.348842 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.00469061 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.250982 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0435942 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.288634 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.329796 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.169967 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.356516 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.151799 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.82862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.863901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.11316 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.29729 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.27331 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.4533 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.50484 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.99549 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-1.52024 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-1.58009 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.991458 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.10305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.97174 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.13837 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.941278 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.12892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.415203 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.551998 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.758302 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.66203 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.823872 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.881675 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.693031 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0758082 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0106537 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.105301 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.50137 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.149264 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.0456443 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-1.56385 # DEPENDENCYPART_GRANDPAR
(10,1),(1,27),-1.9608 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.13695 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.458035 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0262778 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0425607 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.00135125 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.204885 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.165068 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.81334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.45545 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.840169 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.393536 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.540113 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.640455 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-1.0577 # DEPENDENCYPART_GRANDPAR
(10,3),(3,27),-1.87649 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.853285 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.21293 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.279028 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0416323 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.141328 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.441771 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0253849 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.164039 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.650461 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.162096 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.81332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.455436 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.840108 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.393556 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.540116 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.640458 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.05764 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.643224 # DEPENDENCYPART_GRANDPAR
(10,8),(8,27),-1.87648 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.189425 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0555943 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.119333 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.206565 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0176137 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.8363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,1),-0.863292 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.1557 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.812056 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.3322 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.01303 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.634072 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.07859 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.96687 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.862408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.156559 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.31853 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.160139 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.441715 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.296223 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.542057 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.522267 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.383932 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.431642 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.0457541 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.422509 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-1.01986 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.447293 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.366711 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.770909 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.454848 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.772088 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.691018 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.940013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.480106 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.306073 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.00874994 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0354891 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.127716 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.176794 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.228058 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.396832 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.264158 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.546293 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),0.165386 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.365694 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),-1.02166 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0868604 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.844891 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.104007 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.385411 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.24166 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.485753 # DEPENDENCYPART_GRANDPAR
(10,24),(24,1),-0.863225 # DEPENDENCYPART_GRANDPAR
(10,24),(24,3),-1.15563 # DEPENDENCYPART_GRANDPAR
(10,24),(24,6),-1.01296 # DEPENDENCYPART_GRANDPAR
(10,24),(24,8),-1.07851 # DEPENDENCYPART_GRANDPAR
(10,24),(24,9),-0.966804 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.859396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,11),0.279559 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),-0.0560322 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.0606583 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.416337 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.188862 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.516679 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.427915 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.27482 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.257059 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.744333 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.423902 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-1.01779 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.46498 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0562413 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.13112 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.2677 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.367089 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.0301709 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.120449 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-1.84426 # DEPENDENCYPART_GRANDPAR
(11,1),(1,27),-2.12578 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.068791 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.128519 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0192884 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.0654307 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0664636 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.225321 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.166974 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.125377 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.27449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.285766 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.193838 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.304246 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.361423 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-1.06175 # DEPENDENCYPART_GRANDPAR
(11,3),(3,27),-2.04412 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.493803 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.372008 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.147059 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0741391 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.123889 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0629842 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.227982 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.164636 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.122935 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.27447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.285696 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.193814 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-1.06168 # DEPENDENCYPART_GRANDPAR
(11,5),(5,27),-2.0441 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.151956 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0346749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0731869 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.112269 # DEPENDENCYPART_GRANDPAR
