# _root_ La manca de personal , segons Lozano , no permet " de_moment " mantenir oberta la Biblioteca durant tot el dia .
#goldHeads=2,10,2,3,6,10,6,6,10,0,12,10,12,10,14,17,14,14,20,21,18,10,
#predictedHeads=2,10,2,3,6,10,6,6,10,0,12,10,12,10,14,17,14,14,20,21,18,10,
(10,14),(14,12),0.431466 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.312931 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.405941 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.505048 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.100345 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.214177 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.368742 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.877016 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.545133 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.632827 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.554907 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.504665 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.289736 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.376384 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.024386 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.0895128 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.533507 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.0443484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.434625 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.892242 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.386101 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),1.12508 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.077744 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.0388271 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.49165 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.180889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,16),0.964157 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.202881 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.280352 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.417 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.434815 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.0440861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,12),0.438231 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.892504 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.387115 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),1.11204 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.331475 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.11734 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.385868 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.448009 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.590994 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.200324 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.465043 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.19015 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.170699 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.375494 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.209233 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.226844 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.645709 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.654864 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.211687 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.465033 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0757283 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.333625 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.120527 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.184101 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.251813 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.40579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.612444 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.642228 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.506233 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.31173 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.08918 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.157 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.23727 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.947853 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.12771 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.14772 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.981044 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.05734 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.953942 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.705639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.158679 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.135601 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.101352 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.137595 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.262059 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.363743 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.981367 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.638851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),0.197561 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0799845 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.235002 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.220823 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.365098 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.28923 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.970583 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.279564 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.364073 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.214331 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.340829 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.322698 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.827272 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.00420833 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.900908 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.405051 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.822947 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.698895 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.480616 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.75924 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.194064 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.751113 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.552073 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.690771 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.31663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.242428 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.477175 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.343101 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.84616 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-1.31263 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.0144878 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-1.01619 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.803012 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.682043 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.47833 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.739306 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.19179 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.739095 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.555864 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.678753 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.31663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,17),-0.477176 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-1.31263 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.265775 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-1.02242 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.557833 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.44127 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.24563 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.636717 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.290019 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.807842 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.488798 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.747501 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.4296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,2),-0.512053 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.922908 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-1.01815 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.735905 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.188469 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.735697 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.552424 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.675356 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.31663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.242428 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.477175 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-1.31263 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.802382 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.661714 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.335631 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.44358 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-1.07799 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.589192 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.694528 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.804316 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.670982 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.630821 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.772625 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.587581 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.522378 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.527239 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.70244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.494371 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.778863 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.752581 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-1.14786 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-1.54273 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.854672 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.704881 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.774735 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.641175 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.700449 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.624197 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.33723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),-0.480543 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.44477 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-1.27836 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.62818 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.25927 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.56447 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.5021 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.22896 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.44176 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.209637 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.144602 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.141671 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.623735 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.19456 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.18215 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.315364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.519337 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.970629 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.219284 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.188927 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.591953 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.30767 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.855778 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.200181 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.100996 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.467299 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-1.14823 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-1.1948 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-1.18225 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.315101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.520351 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.957593 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.162629 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.143894 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.388146 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.548312 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.512342 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.401877 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.21212 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.396102 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.116749 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.102766 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.382201 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.424833 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.111677 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.272815 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.111259 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.204106 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.240132 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.238499 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.268774 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.293601 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.46623 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.1531 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.149091 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.697341 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.934592 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-1.22554 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.22109 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.855683 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.732595 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.589479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.460849 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.373338 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.11256 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.547551 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.21297 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.418871 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.293884 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.00846209 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.57989 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.928504 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.22116 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.855683 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.732663 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.579727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.472668 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.150546 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.493586 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.348998 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.530821 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.641243 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.867492 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.62293 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.859767 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.887903 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.669854 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.519983 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-1.12553 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-1.06938 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-1.36905 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.52629 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.43452 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.30766 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.31762 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.34012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.414964 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-1.47334 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.620839 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.52139 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.31977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.963639 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-1.49974 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.755011 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.326516 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-1.46003 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.977299 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.541471 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.34294 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.720929 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0859267 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.472704 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.604412 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.00491482 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.72753 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.0312487 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.424845 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.101819 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0364079 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.21854 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.48852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.226261 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.676814 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-1.13187 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.320653 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.193943 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.544642 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.103101 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.28832 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.248591 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0660988 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.32708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.0847809 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.999187 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.939177 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.481345 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.660804 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.036727 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.447353 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.544287 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.127569 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.675619 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.156138 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.0957831 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.439003 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.166354 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.181189 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.48569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.223283 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.673983 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-1.12352 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.13772 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.606998 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0468784 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.147634 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.521601 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.218204 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.36265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.149328 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.550928 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-1.0479 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.524992 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.37362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.197036 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.23748 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.03377 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.797128 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.478195 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.267665 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.399053 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-1.18571 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.00655 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-1.20066 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.833208 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.555786 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.834165 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.643135 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.278404 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0455073 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.260322 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.601299 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.437747 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.451724 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.488233 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.315505 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.386896 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.549983 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.319824 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.177048 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.405213 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.188014 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.296798 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.489895 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.340529 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.399609 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.87218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,21),-0.536745 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-1.38011 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.432662 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.259457 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.84981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.381146 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.979554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
