# _root_ Hi poden optar tots els músics , en solitari o en formació , que no disposin d' obra editada comercialment .
#goldHeads=3,3,0,5,6,3,8,6,8,8,8,11,8,16,16,6,16,17,18,19,3,
#predictedHeads=3,3,0,5,6,3,8,3,8,8,8,11,16,16,16,6,16,17,18,19,3,
(8,16),(16,21),-0.611447 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.0943492 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),1.11287 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.431936 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.262984 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.115201 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.330866 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.718076 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-1.01215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,11),-0.107507 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.133414 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.207361 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.182098 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.0197644 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.76653 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.850192 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.413827 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.315158 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-1.04716 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.52298 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.947404 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.947721 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.198985 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.463608 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.75372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.635014 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.735223 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.806027 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.25598 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.2265 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.48057 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.2264 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.60457 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.59094 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.454958 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-1.05182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.09674 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.477104 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.367609 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.74631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.619854 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.83864 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.832672 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.23752 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.98615 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.21875 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.14623 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.23149 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.58079 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.6657 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.06454 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.28686 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.03845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.298904 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0440017 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.540586 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.372174 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.520588 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.534348 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.083 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.18346 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.0249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.314394 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0281028 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.561372 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.572473 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.477223 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.751637 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.582448 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.886987 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.898941 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.7422 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.23902 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.67517 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.3007 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-1.08801 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.31385 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.09229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.0955977 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.0530388 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.0458579 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.298033 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.820855 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.188422 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.482611 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.430852 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.689713 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.521916 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.836254 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.174162 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.195876 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.395765 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.408684 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.721976 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.477448 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.9133 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.0459386 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.414203 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.528912 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.874751 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-1.25058 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.000969048 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.374112 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.268689 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.376872 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.69395 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.984902 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.48959 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.18367 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.41142 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.242861 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.500724 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.502647 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.195267 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.137185 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0288945 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.22433 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.97818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.156049 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.12898 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.638042 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.854244 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.985312 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.740812 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.41529 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.420282 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.325811 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.188934 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0290693 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.39198 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.9383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0912996 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.10881 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.840784 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.960886 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.992733 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.72968 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.04027 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.584004 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.941794 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.17741 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.16281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.360654 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0803131 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.00669406 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.168827 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.08159 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.66587 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0996586 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.227074 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.16884 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.29027 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.19716 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.29297 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.18148 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.01684 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.710693 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.927851 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.18012 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.17715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.632909 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.116799 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.781215 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.4098 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.262753 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.01165 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.14421 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0995105 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.61346 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-1.10818 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.710795 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.148484 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.107269 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.234662 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.0010989 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.720089 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.131091 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.622117 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-1.18991 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-1.30153 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0129937 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.768691 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.554916 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.194308 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.121104 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.69475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.508161 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.601163 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.700106 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.793858 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.855471 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-1.39641 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-1.12865 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0465339 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.692789 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.416704 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.179159 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0946408 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.64211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.502832 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.701878 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.800408 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.00844 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.859507 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-1.30153 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.768691 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.571709 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.504268 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.259508 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.69475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.508161 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.601163 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.700106 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.793858 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.872002 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.53891 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.33959 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.88983 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.01386 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.5615 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.27004 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.26416 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.10791 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.14731 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.764968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.526583 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),1.44509 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.262702 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.006443 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.153034 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.109033 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0619551 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.589198 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-1.03331 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.230688 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0967092 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0295726 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.204956 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.0430345 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.670301 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-1.05721 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.0789265 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0849377 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.678828 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-1.12292 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-1.00019 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),0.428443 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0948787 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.377563 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.20165 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.810202 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.980545 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.0880775 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.240889 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0280171 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.20061 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.15688 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.33627 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.81472 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.123889 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.24946 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.322121 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.68015 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.910427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0988845 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.367236 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.420349 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.209167 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.581451 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.274457 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.126425 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.0711744 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.322092 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.106031 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.209692 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.331113 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.178957 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.127311 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.198579 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.251626 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.444572 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.295753 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.159439 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.00140072 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.7161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,19),-1.143 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.785637 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-1.37891 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.179884 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.59893 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.152342 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.104629 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.177984 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.235492 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.418763 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.275157 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.396655 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.18212 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.0370923 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.71615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,19),-1.14298 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.785618 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-1.37889 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.630121 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0911282 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.299724 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.533328 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.341956 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.60906 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.215954 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.472343 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.0494267 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.0962306 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.239558 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.0477467 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.158401 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.185593 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.33004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,19),-0.891251 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.514943 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-1.15163 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.251709 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.274978 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.792857 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.0496569 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0192962 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.356495 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.243365 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.307516 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.112093 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.288468 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.251706 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.16192 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.45066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.231086 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.659747 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-1.24912 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.161637 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.238663 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.447401 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.218536 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.315507 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0358978 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.312609 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.0625456 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.35107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.0885006 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.92336 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.561691 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.0496569 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.356495 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.192693 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.105626 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.376285 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.288468 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.251706 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.16192 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.45066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.231086 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.569205 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.278458 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.116074 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.332864 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.375631 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.190463 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.32931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.0747669 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.89052 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.514212 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-1.1509 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),0.175294 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.828748 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.1161 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.0203068 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.22346 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.917892 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.550645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
