# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=11,3,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
(1,10),(1,24),-0.0371803 # DEPENDENCYPART_SIBL
(1,10),(1,25),-0.0550096 # DEPENDENCYPART_SIBL
(1,10),(1,28),-0.0468917 # DEPENDENCYPART_SIBL
(1,10),(1,29),-0.0371803 # DEPENDENCYPART_SIBL
(1,10),(1,31),-0.0371803 # DEPENDENCYPART_SIBL
(1,10),(1,33),-0.00571132 # DEPENDENCYPART_SIBL
(1,10),(1,37),-0.0505138 # DEPENDENCYPART_SIBL
(1,11),(1,12),-0.0455577 # DEPENDENCYPART_SIBL
(1,11),(1,13),0.0217276 # DEPENDENCYPART_SIBL
(1,11),(1,14),-0.0352426 # DEPENDENCYPART_SIBL
(1,11),(1,15),-0.0242831 # DEPENDENCYPART_SIBL
(1,11),(1,16),0.00758747 # DEPENDENCYPART_SIBL
(1,11),(1,18),0.0242458 # DEPENDENCYPART_SIBL
(1,11),(1,24),0.00758747 # DEPENDENCYPART_SIBL
(1,11),(1,25),-0.00544149 # DEPENDENCYPART_SIBL
(1,11),(1,28),-0.0222432 # DEPENDENCYPART_SIBL
(1,11),(1,29),0.00758747 # DEPENDENCYPART_SIBL
(1,11),(1,31),0.00758747 # DEPENDENCYPART_SIBL
(1,11),(1,33),0.0192152 # DEPENDENCYPART_SIBL
(1,11),(1,37),-0.00943382 # DEPENDENCYPART_SIBL
(1,12),(1,13),-0.0996579 # DEPENDENCYPART_SIBL
(1,12),(1,14),-0.0250751 # DEPENDENCYPART_SIBL
(1,12),(1,15),0.0109554 # DEPENDENCYPART_SIBL
(1,12),(1,16),-0.0886801 # DEPENDENCYPART_SIBL
(1,12),(1,18),-0.0964502 # DEPENDENCYPART_SIBL
(1,12),(1,24),-0.0886801 # DEPENDENCYPART_SIBL
(1,12),(1,25),-0.109412 # DEPENDENCYPART_SIBL
(1,12),(1,28),-0.0233645 # DEPENDENCYPART_SIBL
(1,12),(1,29),-0.0886801 # DEPENDENCYPART_SIBL
(1,12),(1,31),-0.0886801 # DEPENDENCYPART_SIBL
(1,12),(1,33),-0.105564 # DEPENDENCYPART_SIBL
(1,12),(1,37),-0.123995 # DEPENDENCYPART_SIBL
(1,13),(1,14),-0.0288623 # DEPENDENCYPART_SIBL
(1,13),(1,15),0.00245203 # DEPENDENCYPART_SIBL
(1,13),(1,16),0.00988613 # DEPENDENCYPART_SIBL
(1,13),(1,18),-0.243513 # DEPENDENCYPART_SIBL
(1,13),(1,24),0.00988613 # DEPENDENCYPART_SIBL
(1,13),(1,25),-0.00505471 # DEPENDENCYPART_SIBL
(1,13),(1,28),-0.0179503 # DEPENDENCYPART_SIBL
(1,13),(1,29),0.00988613 # DEPENDENCYPART_SIBL
(1,13),(1,31),0.00988613 # DEPENDENCYPART_SIBL
(1,13),(1,33),-0.249688 # DEPENDENCYPART_SIBL
(1,13),(1,37),-0.0116812 # DEPENDENCYPART_SIBL
(1,14),(1,15),-0.0209341 # DEPENDENCYPART_SIBL
(1,14),(1,16),0.0253953 # DEPENDENCYPART_SIBL
(1,14),(1,18),0.0296974 # DEPENDENCYPART_SIBL
(1,14),(1,24),0.0253953 # DEPENDENCYPART_SIBL
(1,14),(1,25),0.0126905 # DEPENDENCYPART_SIBL
(1,14),(1,28),-0.0188943 # DEPENDENCYPART_SIBL
(1,14),(1,29),0.0253953 # DEPENDENCYPART_SIBL
(1,14),(1,31),0.0253953 # DEPENDENCYPART_SIBL
(1,14),(1,33),0.0246669 # DEPENDENCYPART_SIBL
(1,14),(1,37),0.0240693 # DEPENDENCYPART_SIBL
(1,15),(1,16),0.0368891 # DEPENDENCYPART_SIBL
(1,15),(1,18),0.0329253 # DEPENDENCYPART_SIBL
(1,15),(1,24),0.0368891 # DEPENDENCYPART_SIBL
(1,15),(1,25),0.038974 # DEPENDENCYPART_SIBL
(1,15),(1,28),0.00337948 # DEPENDENCYPART_SIBL
(1,15),(1,29),0.0368891 # DEPENDENCYPART_SIBL
(1,15),(1,31),0.0368891 # DEPENDENCYPART_SIBL
(1,15),(1,33),0.0283291 # DEPENDENCYPART_SIBL
(1,15),(1,37),0.033417 # DEPENDENCYPART_SIBL
(1,16),(1,18),0.0613883 # DEPENDENCYPART_SIBL
(1,16),(1,24),-0.0613446 # DEPENDENCYPART_SIBL
(1,16),(1,25),0.0466294 # DEPENDENCYPART_SIBL
(1,16),(1,28),-0.0144419 # DEPENDENCYPART_SIBL
(1,16),(1,29),-0.0613446 # DEPENDENCYPART_SIBL
(1,16),(1,31),-0.0613446 # DEPENDENCYPART_SIBL
(1,16),(1,33),0.049231 # DEPENDENCYPART_SIBL
(1,16),(1,37),-0.0357944 # DEPENDENCYPART_SIBL
(1,18),(1,24),0.0018906 # DEPENDENCYPART_SIBL
(1,18),(1,25),-0.0229045 # DEPENDENCYPART_SIBL
(1,18),(1,28),-0.0407235 # DEPENDENCYPART_SIBL
(1,18),(1,29),0.0018906 # DEPENDENCYPART_SIBL
(1,18),(1,31),0.0018906 # DEPENDENCYPART_SIBL
(1,18),(1,33),-0.265405 # DEPENDENCYPART_SIBL
(1,18),(1,37),-0.0333822 # DEPENDENCYPART_SIBL
(1,24),(1,25),0.0466294 # DEPENDENCYPART_SIBL
(1,24),(1,28),-0.0144419 # DEPENDENCYPART_SIBL
(1,24),(1,29),-0.0613446 # DEPENDENCYPART_SIBL
(1,24),(1,31),-0.0613446 # DEPENDENCYPART_SIBL
(1,24),(1,33),0.049231 # DEPENDENCYPART_SIBL
(1,24),(1,37),-0.0357944 # DEPENDENCYPART_SIBL
(1,25),(1,28),0.0680388 # DEPENDENCYPART_SIBL
(1,25),(1,29),-0.0215263 # DEPENDENCYPART_SIBL
(1,25),(1,31),-0.0215263 # DEPENDENCYPART_SIBL
(1,25),(1,33),-0.0511613 # DEPENDENCYPART_SIBL
(1,25),(1,37),-0.0606677 # DEPENDENCYPART_SIBL
(1,28),(1,29),0.0232992 # DEPENDENCYPART_SIBL
(1,28),(1,31),0.0232992 # DEPENDENCYPART_SIBL
(1,28),(1,33),0.0258065 # DEPENDENCYPART_SIBL
(1,28),(1,37),0.0136245 # DEPENDENCYPART_SIBL
(1,29),(1,31),-0.0613446 # DEPENDENCYPART_SIBL
(1,29),(1,33),0.049231 # DEPENDENCYPART_SIBL
(1,29),(1,37),-0.0357944 # DEPENDENCYPART_SIBL
(1,31),(1,33),0.049231 # DEPENDENCYPART_SIBL
(1,31),(1,37),-0.0357944 # DEPENDENCYPART_SIBL
(1,33),(1,37),-0.0115919 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0335627 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.00572114 # DEPENDENCYPART_SIBL
(2,1),(2,8),0.0266845 # DEPENDENCYPART_SIBL
(2,3),(2,6),0.0595868 # DEPENDENCYPART_SIBL
(2,3),(2,8),0.19927 # DEPENDENCYPART_SIBL
(2,6),(2,8),0.130053 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0344131 # DEPENDENCYPART_SIBL
(3,1),(3,5),-0.0217039 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0958172 # DEPENDENCYPART_SIBL
(3,1),(3,7),-0.00958803 # DEPENDENCYPART_SIBL
(3,1),(3,8),-0.0356478 # DEPENDENCYPART_SIBL
(3,1),(3,9),-0.0174035 # DEPENDENCYPART_SIBL
(3,1),(3,10),-0.101319 # DEPENDENCYPART_SIBL
(3,1),(3,11),-0.011884 # DEPENDENCYPART_SIBL
(3,1),(3,12),-0.156714 # DEPENDENCYPART_SIBL
(3,1),(3,13),-0.0217942 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.024026 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0220091 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0119267 # DEPENDENCYPART_SIBL
(3,1),(3,18),-0.0140141 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.0119267 # DEPENDENCYPART_SIBL
(3,1),(3,25),-0.0356478 # DEPENDENCYPART_SIBL
(3,1),(3,28),0.0187608 # DEPENDENCYPART_SIBL
(3,1),(3,29),0.0119267 # DEPENDENCYPART_SIBL
(3,1),(3,33),-0.025129 # DEPENDENCYPART_SIBL
(3,1),(3,37),0.0363727 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0384568 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.027297 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.0263781 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0255826 # DEPENDENCYPART_SIBL
(3,2),(3,9),-0.035666 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0563375 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.0458119 # DEPENDENCYPART_SIBL
(3,2),(3,12),-0.0966354 # DEPENDENCYPART_SIBL
(3,2),(3,13),-0.038543 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.0497279 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.0713226 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.0540987 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0373543 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0540987 # DEPENDENCYPART_SIBL
(3,2),(3,25),0.0255826 # DEPENDENCYPART_SIBL
(3,2),(3,28),0.0457481 # DEPENDENCYPART_SIBL
(3,2),(3,29),0.0540987 # DEPENDENCYPART_SIBL
(3,2),(3,33),-0.0278947 # DEPENDENCYPART_SIBL
(3,2),(3,37),0.0346661 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.14217 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.252862 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0126458 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.250284 # DEPENDENCYPART_SIBL
(3,5),(3,10),-0.108492 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0292055 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.141198 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.25032 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0340164 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.00270214 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.00253583 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.247172 # DEPENDENCYPART_SIBL
(3,5),(3,24),0.00253583 # DEPENDENCYPART_SIBL
(3,5),(3,25),-0.0126458 # DEPENDENCYPART_SIBL
(3,5),(3,28),-0.0231045 # DEPENDENCYPART_SIBL
(3,5),(3,29),0.00253583 # DEPENDENCYPART_SIBL
(3,5),(3,33),-0.253347 # DEPENDENCYPART_SIBL
(3,5),(3,37),-0.0224819 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.0330599 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.0951329 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.054335 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.105487 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.0428006 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.138103 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0563633 # DEPENDENCYPART_SIBL
(3,6),(3,14),-0.0298569 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.00358768 # DEPENDENCYPART_SIBL
(3,6),(3,16),-0.0640429 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.0522154 # DEPENDENCYPART_SIBL
(3,6),(3,24),-0.0640429 # DEPENDENCYPART_SIBL
(3,6),(3,25),-0.0951329 # DEPENDENCYPART_SIBL
(3,6),(3,28),-0.0427118 # DEPENDENCYPART_SIBL
(3,6),(3,29),-0.0640429 # DEPENDENCYPART_SIBL
(3,6),(3,33),-0.0517038 # DEPENDENCYPART_SIBL
(3,6),(3,37),-0.087343 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.00777098 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.244867 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.114036 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0347492 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.146664 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.244903 # DEPENDENCYPART_SIBL
(3,7),(3,14),-0.0395601 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0082458 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.0157781 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.241755 # DEPENDENCYPART_SIBL
(3,7),(3,24),0.0157781 # DEPENDENCYPART_SIBL
(3,7),(3,25),0.00777098 # DEPENDENCYPART_SIBL
(3,7),(3,28),-0.0286482 # DEPENDENCYPART_SIBL
(3,7),(3,29),0.0157781 # DEPENDENCYPART_SIBL
(3,7),(3,33),-0.247929 # DEPENDENCYPART_SIBL
(3,7),(3,37),-0.000569495 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0329892 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0310754 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0293679 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0439573 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.033025 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0453588 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.11893 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.0253787 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.0287399 # DEPENDENCYPART_SIBL
(3,8),(3,24),-0.0253787 # DEPENDENCYPART_SIBL
(3,8),(3,25),-0.0897306 # DEPENDENCYPART_SIBL
(3,8),(3,28),0.0679054 # DEPENDENCYPART_SIBL
(3,8),(3,29),-0.0253787 # DEPENDENCYPART_SIBL
(3,8),(3,33),-0.0512738 # DEPENDENCYPART_SIBL
(3,8),(3,37),-0.0679909 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.104446 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0251592 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.137117 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.246241 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0299701 # DEPENDENCYPART_SIBL
(3,9),(3,15),0.00134415 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.00801191 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.243092 # DEPENDENCYPART_SIBL
(3,9),(3,24),0.00801191 # DEPENDENCYPART_SIBL
(3,9),(3,25),-0.00728153 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.0190582 # DEPENDENCYPART_SIBL
(3,9),(3,29),0.00801191 # DEPENDENCYPART_SIBL
(3,9),(3,33),-0.249267 # DEPENDENCYPART_SIBL
(3,9),(3,37),-0.0170171 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0699467 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0649767 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.00327263 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.0599065 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0490432 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.041014 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.000754491 # DEPENDENCYPART_SIBL
(3,10),(3,24),-0.041014 # DEPENDENCYPART_SIBL
(3,10),(3,25),-0.0591124 # DEPENDENCYPART_SIBL
(3,10),(3,28),-0.0469752 # DEPENDENCYPART_SIBL
(3,10),(3,29),-0.041014 # DEPENDENCYPART_SIBL
(3,10),(3,33),-0.00578504 # DEPENDENCYPART_SIBL
(3,10),(3,37),-0.0578382 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0464782 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0216544 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.0353256 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0243661 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.00375433 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0241726 # DEPENDENCYPART_SIBL
(3,11),(3,24),0.00375433 # DEPENDENCYPART_SIBL
(3,11),(3,25),-0.0095438 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.0223262 # DEPENDENCYPART_SIBL
(3,11),(3,29),0.00375433 # DEPENDENCYPART_SIBL
(3,11),(3,33),0.019142 # DEPENDENCYPART_SIBL
(3,11),(3,37),-0.0167578 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.101656 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0290736 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.00695691 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.0944208 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0984486 # DEPENDENCYPART_SIBL
(3,12),(3,24),-0.0944208 # DEPENDENCYPART_SIBL
(3,12),(3,25),-0.115422 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.027363 # DEPENDENCYPART_SIBL
(3,12),(3,29),-0.0944208 # DEPENDENCYPART_SIBL
(3,12),(3,33),-0.107563 # DEPENDENCYPART_SIBL
(3,12),(3,37),-0.133209 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0341016 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.00278732 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0023838 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.247257 # DEPENDENCYPART_SIBL
(3,13),(3,24),0.0023838 # DEPENDENCYPART_SIBL
(3,13),(3,25),-0.0128262 # DEPENDENCYPART_SIBL
(3,13),(3,28),-0.0231897 # DEPENDENCYPART_SIBL
(3,13),(3,29),0.0023838 # DEPENDENCYPART_SIBL
(3,13),(3,33),-0.253432 # DEPENDENCYPART_SIBL
(3,13),(3,37),-0.0226723 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0210171 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.0215622 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.0296242 # DEPENDENCYPART_SIBL
(3,14),(3,24),0.0215622 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.0085882 # DEPENDENCYPART_SIBL
(3,14),(3,28),-0.0189773 # DEPENDENCYPART_SIBL
(3,14),(3,29),0.0215622 # DEPENDENCYPART_SIBL
(3,14),(3,33),0.0245937 # DEPENDENCYPART_SIBL
(3,14),(3,37),0.0167454 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.033056 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.0328521 # DEPENDENCYPART_SIBL
(3,15),(3,24),0.033056 # DEPENDENCYPART_SIBL
(3,15),(3,25),0.0348717 # DEPENDENCYPART_SIBL
(3,15),(3,28),0.00329648 # DEPENDENCYPART_SIBL
(3,15),(3,29),0.033056 # DEPENDENCYPART_SIBL
(3,15),(3,33),0.0282559 # DEPENDENCYPART_SIBL
(3,15),(3,37),0.0260931 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.061332 # DEPENDENCYPART_SIBL
(3,16),(3,24),-0.0651408 # DEPENDENCYPART_SIBL
(3,16),(3,25),0.042564 # DEPENDENCYPART_SIBL
(3,16),(3,28),-0.0145136 # DEPENDENCYPART_SIBL
(3,16),(3,29),-0.0651408 # DEPENDENCYPART_SIBL
(3,16),(3,33),0.0491747 # DEPENDENCYPART_SIBL
(3,16),(3,37),-0.0430613 # DEPENDENCYPART_SIBL
(3,18),(3,24),-0.00561174 # DEPENDENCYPART_SIBL
(3,18),(3,25),-0.030676 # DEPENDENCYPART_SIBL
(3,18),(3,28),-0.0459628 # DEPENDENCYPART_SIBL
(3,18),(3,29),-0.00561174 # DEPENDENCYPART_SIBL
(3,18),(3,33),-0.26915 # DEPENDENCYPART_SIBL
(3,18),(3,37),-0.0443733 # DEPENDENCYPART_SIBL
(3,24),(3,25),0.042564 # DEPENDENCYPART_SIBL
(3,24),(3,28),-0.0145136 # DEPENDENCYPART_SIBL
(3,24),(3,29),-0.0651408 # DEPENDENCYPART_SIBL
(3,24),(3,33),0.0491747 # DEPENDENCYPART_SIBL
(3,24),(3,37),-0.0430613 # DEPENDENCYPART_SIBL
(3,25),(3,28),0.0679054 # DEPENDENCYPART_SIBL
(3,25),(3,29),-0.0253787 # DEPENDENCYPART_SIBL
(3,25),(3,33),-0.0512738 # DEPENDENCYPART_SIBL
(3,25),(3,37),-0.0679909 # DEPENDENCYPART_SIBL
(3,28),(3,29),0.019466 # DEPENDENCYPART_SIBL
(3,28),(3,33),0.0257333 # DEPENDENCYPART_SIBL
(3,28),(3,37),0.00630062 # DEPENDENCYPART_SIBL
(3,29),(3,33),0.0491747 # DEPENDENCYPART_SIBL
(3,29),(3,37),-0.0430613 # DEPENDENCYPART_SIBL
(3,33),(3,37),-0.022583 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.079671 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.189716 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.338433 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.164244 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.169442 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.115914 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0973215 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.021484 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.041846 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0328995 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.197312 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.115894 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.151633 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.0356274 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0816391 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.108045 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.00836599 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0300597 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.0541849 # DEPENDENCYPART_SIBL
(5,1),(5,33),-0.0454555 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.172598 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0266237 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0291203 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0389572 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0115402 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0268115 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0996961 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00725123 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0960336 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0248406 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0101123 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.00359883 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0567024 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0274224 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0694898 # DEPENDENCYPART_SIBL
(5,2),(5,33),0.0282685 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.115911 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0973307 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0214916 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0418522 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0329071 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.198638 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.117219 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.151633 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0356351 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0829645 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.109371 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.00837219 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0300673 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0541941 # DEPENDENCYPART_SIBL
(5,3),(5,33),-0.0454631 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.155202 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0399548 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0258966 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.066733 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.149611 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0131346 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.277215 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0725952 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0746462 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0249109 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.13492 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0637373 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.297131 # DEPENDENCYPART_SIBL
(5,4),(5,33),-0.0833253 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0613934 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.020462 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00851171 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.10636 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0865181 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0948649 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.00262996 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.068912 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0879391 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0407329 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.00572113 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0190117 # DEPENDENCYPART_SIBL
(5,6),(5,33),-0.0266818 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0985736 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0525209 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00575849 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0383387 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.128999 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0505664 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0342482 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0241268 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.088156 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.051664 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0232368 # DEPENDENCYPART_SIBL
(5,7),(5,33),0.0277908 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.375432 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0750564 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0470297 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0155523 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.373477 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0368103 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0265798 # DEPENDENCYPART_SIBL
