# _root_ Una altra de les novetats d' aquest any ha estat l' excés d' oferta per a Roma , Londres i París , destins per als quals ha estat possible trobar bitllet fins a última hora .
#goldHeads=3,1,10,5,3,3,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,28,24,25,28,23,28,28,30,30,32,35,33,10,
#predictedHeads=2,10,2,5,3,5,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,23,24,25,28,23,28,28,30,30,32,35,33,10,
(5,3),(5,8),0.00673966 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0575266 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0447354 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00135683 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.017747 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0613432 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0839953 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.00681906 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.000128252 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.00135388 # DEPENDENCYPART_SIBL
(5,3),(5,36),-0.0147759 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0336823 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0528392 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.129416 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0337649 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0813466 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0336823 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00257731 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.134886 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0974868 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0895555 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0812135 # DEPENDENCYPART_SIBL
(5,4),(5,36),-0.0320185 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0143368 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0106047 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0422224 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0143928 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0900282 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0901781 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.120539 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0239995 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.00943783 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0137364 # DEPENDENCYPART_SIBL
(5,6),(5,36),0.0244596 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0104139 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0432914 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0161054 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0601787 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0726085 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.107305 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0163357 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0228961 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.0161543 # DEPENDENCYPART_SIBL
(5,8),(5,36),-0.0284956 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.115539 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.00225844 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0367812 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0915446 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0131466 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0013503 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.00577488 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.00226331 # DEPENDENCYPART_SIBL
(5,9),(5,36),0.0146464 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0456367 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0210511 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0877396 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0303741 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0447285 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0491531 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0456415 # DEPENDENCYPART_SIBL
(5,10),(5,36),0.0268012 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0431619 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0663014 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0996896 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.00546059 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.012021 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.00527917 # DEPENDENCYPART_SIBL
(5,12),(5,36),-0.0204256 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0901781 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.120539 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0239995 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.00943783 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0137364 # DEPENDENCYPART_SIBL
(5,13),(5,36),0.0244596 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0531645 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0563565 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0395726 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0461119 # DEPENDENCYPART_SIBL
(5,15),(5,36),0.131925 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0894273 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.0753834 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.080208 # DEPENDENCYPART_SIBL
(5,16),(5,36),0.216361 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.0350259 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.0298611 # DEPENDENCYPART_SIBL
(5,19),(5,36),0.00621385 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.0115325 # DEPENDENCYPART_SIBL
(5,21),(5,36),-0.024891 # DEPENDENCYPART_SIBL
(5,23),(5,36),-0.014476 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.171862 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0396044 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0929169 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.104563 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.467659 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.472594 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.85023 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.378713 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.350979 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.304876 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.17638 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.776916 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.132924 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.665734 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0236739 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0761241 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.129626 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0915275 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.066202 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.150691 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.709824 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0960535 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.122311 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0681436 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.155934 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0260087 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00727271 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0229015 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0230483 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0338741 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0453453 # DEPENDENCYPART_SIBL
(9,3),(9,36),0.0735165 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0291378 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.744014 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0356614 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0387726 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00975114 # DEPENDENCYPART_SIBL
(9,5),(9,36),-0.0121472 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0169257 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00468652 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.116675 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.107783 # DEPENDENCYPART_SIBL
(9,6),(9,36),0.0878168 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0168685 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0468365 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00227192 # DEPENDENCYPART_SIBL
(9,8),(9,36),-0.0193243 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00295299 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00256745 # DEPENDENCYPART_SIBL
(9,10),(9,36),-0.0063618 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0164931 # DEPENDENCYPART_SIBL
(9,12),(9,36),0.0801383 # DEPENDENCYPART_SIBL
(9,15),(9,36),0.0502503 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.285033 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.105399 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0407449 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.284876 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00392169 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.175028 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0324028 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.165623 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0293549 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0859203 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0194639 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0335283 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.119158 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0266403 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0448732 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0371475 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0859203 # DEPENDENCYPART_SIBL
(10,2),(10,25),-0.0804638 # DEPENDENCYPART_SIBL
(10,2),(10,26),0.0122911 # DEPENDENCYPART_SIBL
(10,2),(10,27),-0.0462306 # DEPENDENCYPART_SIBL
(10,2),(10,28),-0.0379608 # DEPENDENCYPART_SIBL
(10,2),(10,30),0.0226469 # DEPENDENCYPART_SIBL
(10,2),(10,31),-0.0333941 # DEPENDENCYPART_SIBL
(10,2),(10,32),-0.0276639 # DEPENDENCYPART_SIBL
(10,2),(10,36),0.0272669 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.144965 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.017366 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0767511 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0204073 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0646745 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0899958 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0179815 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.069505 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.056734 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0621776 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0934703 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0215971 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0866289 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0276815 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0968196 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.056734 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0243347 # DEPENDENCYPART_SIBL
(10,3),(10,26),0.0348851 # DEPENDENCYPART_SIBL
(10,3),(10,27),-0.0458502 # DEPENDENCYPART_SIBL
(10,3),(10,28),-0.0433138 # DEPENDENCYPART_SIBL
(10,3),(10,30),0.00308711 # DEPENDENCYPART_SIBL
(10,3),(10,31),-0.0928615 # DEPENDENCYPART_SIBL
(10,3),(10,32),-0.0117095 # DEPENDENCYPART_SIBL
(10,3),(10,36),0.00679704 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0215223 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0818331 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0420309 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.115397 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0656579 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0411065 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0662614 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0301339 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0142932 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0688124 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0261253 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0662106 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0330593 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0758519 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0301339 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.00763573 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.0282671 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.112225 # DEPENDENCYPART_SIBL
(10,4),(10,28),-0.0703482 # DEPENDENCYPART_SIBL
(10,4),(10,30),-0.0411825 # DEPENDENCYPART_SIBL
(10,4),(10,31),-0.0733702 # DEPENDENCYPART_SIBL
(10,4),(10,32),0.00127198 # DEPENDENCYPART_SIBL
(10,4),(10,36),-0.0637208 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0158549 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.65532 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.19243 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0171712 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.025468 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.024821 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0161398 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.041331 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0260026 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00950016 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0125252 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.037946 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0329251 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0161398 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0411104 # DEPENDENCYPART_SIBL
(10,5),(10,26),-0.0235552 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0194731 # DEPENDENCYPART_SIBL
(10,5),(10,28),-0.0025699 # DEPENDENCYPART_SIBL
(10,5),(10,30),0.0216244 # DEPENDENCYPART_SIBL
(10,5),(10,31),-0.0260121 # DEPENDENCYPART_SIBL
(10,5),(10,32),0.00943709 # DEPENDENCYPART_SIBL
(10,5),(10,36),0.0344295 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0217854 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0715428 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0255521 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.054659 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0102996 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.135521 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.149951 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0288168 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0278295 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0219755 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0324494 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0323683 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.135521 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0781889 # DEPENDENCYPART_SIBL
(10,6),(10,26),0.023374 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.0410841 # DEPENDENCYPART_SIBL
(10,6),(10,28),-0.0362156 # DEPENDENCYPART_SIBL
(10,6),(10,30),0.014814 # DEPENDENCYPART_SIBL
(10,6),(10,31),-0.0284178 # DEPENDENCYPART_SIBL
(10,6),(10,32),-0.057182 # DEPENDENCYPART_SIBL
(10,6),(10,36),-0.00236166 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.197617 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00583961 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0208612 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0134894 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00663059 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.031809 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.014671 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.00959403 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00119356 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0568437 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0215935 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.00663059 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0401603 # DEPENDENCYPART_SIBL
(10,8),(10,26),0.0142304 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.00473895 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0181675 # DEPENDENCYPART_SIBL
(10,8),(10,30),0.0426445 # DEPENDENCYPART_SIBL
(10,8),(10,31),-0.0146805 # DEPENDENCYPART_SIBL
(10,8),(10,32),0.00815044 # DEPENDENCYPART_SIBL
(10,8),(10,36),0.0293333 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0868906 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0495652 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0880088 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0205536 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0120199 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.084663 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.105414 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0973813 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.120142 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0769415 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0205536 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0144369 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.0581273 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0138559 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.0836598 # DEPENDENCYPART_SIBL
(10,9),(10,30),0.0607322 # DEPENDENCYPART_SIBL
(10,9),(10,31),0.0847565 # DEPENDENCYPART_SIBL
(10,9),(10,32),0.0167172 # DEPENDENCYPART_SIBL
(10,9),(10,36),0.291832 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0559891 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.205399 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00295644 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00691376 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.212944 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0155748 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.206468 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0588175 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.214176 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.00295644 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.172275 # DEPENDENCYPART_SIBL
(10,12),(10,26),-0.120556 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0123119 # DEPENDENCYPART_SIBL
(10,12),(10,28),0.0314706 # DEPENDENCYPART_SIBL
(10,12),(10,30),0.0506379 # DEPENDENCYPART_SIBL
(10,12),(10,31),-0.212586 # DEPENDENCYPART_SIBL
(10,12),(10,32),0.0111007 # DEPENDENCYPART_SIBL
(10,12),(10,36),0.00953358 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0264542 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.143924 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.140063 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0106095 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0214626 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0304637 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0812973 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.00206049 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.143924 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.12726 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.0752282 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0205897 # DEPENDENCYPART_SIBL
(10,13),(10,28),0.0196701 # DEPENDENCYPART_SIBL
(10,13),(10,30),0.0431779 # DEPENDENCYPART_SIBL
(10,13),(10,31),0.016323 # DEPENDENCYPART_SIBL
(10,13),(10,32),-0.0602443 # DEPENDENCYPART_SIBL
(10,13),(10,36),0.0254855 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0547848 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0560855 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.209665 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.018443 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.203189 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.059043 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.210897 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0547848 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.2222 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.11728 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.011865 # DEPENDENCYPART_SIBL
(10,14),(10,28),0.0310237 # DEPENDENCYPART_SIBL
(10,14),(10,30),0.0501848 # DEPENDENCYPART_SIBL
(10,14),(10,31),-0.209307 # DEPENDENCYPART_SIBL
(10,14),(10,32),0.0540786 # DEPENDENCYPART_SIBL
(10,14),(10,36),-0.0234293 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.202963 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.028315 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0575776 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0481468 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.120885 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0186457 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.196957 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.139021 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.00899293 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.00777384 # DEPENDENCYPART_SIBL
(10,15),(10,28),0.0490345 # DEPENDENCYPART_SIBL
(10,15),(10,30),0.0689826 # DEPENDENCYPART_SIBL
(10,15),(10,31),0.0340317 # DEPENDENCYPART_SIBL
(10,15),(10,32),-0.0530256 # DEPENDENCYPART_SIBL
(10,15),(10,36),0.0388179 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0381037 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0347863 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0580106 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.120147 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0293104 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.00384261 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0450327 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.0364838 # DEPENDENCYPART_SIBL
(10,16),(10,27),0.0181681 # DEPENDENCYPART_SIBL
(10,16),(10,28),0.0594368 # DEPENDENCYPART_SIBL
(10,16),(10,30),0.0849401 # DEPENDENCYPART_SIBL
(10,16),(10,31),0.0493901 # DEPENDENCYPART_SIBL
(10,16),(10,32),0.0396718 # DEPENDENCYPART_SIBL
(10,16),(10,36),0.035475 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0274507 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.200556 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.055526 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.208798 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.00607918 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.17539 # DEPENDENCYPART_SIBL
(10,17),(10,26),-0.118069 # DEPENDENCYPART_SIBL
(10,17),(10,27),0.0130362 # DEPENDENCYPART_SIBL
(10,17),(10,28),0.0321949 # DEPENDENCYPART_SIBL
(10,17),(10,30),0.0513621 # DEPENDENCYPART_SIBL
(10,17),(10,31),-0.207208 # DEPENDENCYPART_SIBL
(10,17),(10,32),0.0147681 # DEPENDENCYPART_SIBL
(10,17),(10,36),0.0187782 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0709289 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.181299 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.084943 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.310756 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.157322 # DEPENDENCYPART_SIBL
(10,18),(10,26),-0.0497973 # DEPENDENCYPART_SIBL
(10,18),(10,27),-0.0391056 # DEPENDENCYPART_SIBL
(10,18),(10,28),0.00315176 # DEPENDENCYPART_SIBL
(10,18),(10,30),0.0252749 # DEPENDENCYPART_SIBL
(10,18),(10,31),-0.0884898 # DEPENDENCYPART_SIBL
(10,18),(10,32),-0.189138 # DEPENDENCYPART_SIBL
(10,18),(10,36),-0.110346 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0518729 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.20194 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.00545713 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.174767 # DEPENDENCYPART_SIBL
(10,19),(10,26),-0.113636 # DEPENDENCYPART_SIBL
(10,19),(10,27),0.0233739 # DEPENDENCYPART_SIBL
(10,19),(10,28),0.0425325 # DEPENDENCYPART_SIBL
(10,19),(10,30),0.0616998 # DEPENDENCYPART_SIBL
(10,19),(10,31),-0.199562 # DEPENDENCYPART_SIBL
(10,19),(10,32),0.014146 # DEPENDENCYPART_SIBL
(10,19),(10,36),0.0297306 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.285864 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0401186 # DEPENDENCYPART_SIBL
