# _root_ La iniciativa , que dependrà de les condicions meteorològiques , forma_part dels actes de celebració del cinquantè aniversari de l' entitat .
#goldHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
#predictedHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
(11,9),(9,3),-0.248017 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.266285 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.405472 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.522399 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.47801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0499303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.574724 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.1132 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.499563 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.626099 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.627355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.166997 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.24916 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0475286 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.187593 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.427249 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.776038 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.678376 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.43914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.493683 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.146495 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.132914 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0301678 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0679517 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.0828405 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.324584 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.105895 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.714752 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.633902 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.132947 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.157316 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0849048 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.426443 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.681183 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.07729 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.389104 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),0.00440125 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.53628 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.503149 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0157585 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0676375 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0809095 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0803059 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.284346 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.0992015 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.741045 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.199231 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.142675 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.075176 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.453105 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.0926722 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.711179 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.337329 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.681183 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.07729 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.389104 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),0.00440055 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.549443 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.53628 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.501992 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0114477 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0557578 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0361345 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.304426 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.0859816 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.75557 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.101272 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.389118 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),0.00437309 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.495506 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.750181 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.136681 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.438183 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.273498 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.537247 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.236214 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.745052 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.364156 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.0106796 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.666951 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.44072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.626953 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.756531 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.606175 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-1.02101 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.51148 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-1.54665 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.406075 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.138057 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.443208 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.276295 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.538589 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.536142 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.359208 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.328827 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.682308 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.287138 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.187145 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.44072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.42506 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.626951 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.756549 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.606173 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.960458 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.02103 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.718121 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.511498 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.54665 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.3485 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.43612 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.6441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.364633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0219652 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.440518 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.074749 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.231816 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.273464 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.290384 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.715607 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.991726 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.238183 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.225591 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0237744 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0713795 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.34927 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.17182 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.37473 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.965908 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.08267 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.644304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),0.313985 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.406144 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0789246 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.223748 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.327037 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.29012 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.721099 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.280907 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.168634 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0564437 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.063014 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.461655 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.761676 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.495272 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.592462 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.160395 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.390069 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.343239 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.402256 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.00481148 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.121854 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.277717 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.239875 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.171925 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.482862 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.662835 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-1.40857 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.605896 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.269366 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.334891 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.374211 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.354465 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.360898 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.483588 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.245331 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.136577 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.052642 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.323713 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.55201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.462267 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.603076 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.716722 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.761197 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.807407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.821763 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.745897 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.50166 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.54421 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.254789 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.435128 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.47973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.376263 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.530796 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.630559 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.735759 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.42133 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.967401 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.554194 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.230377 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.360228 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0576656 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.17652 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.22076 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.17815 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.986201 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.938507 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.34544 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.453687 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.141396 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.044155 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.082999 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.00928455 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.13207 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.630899 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.549157 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0309233 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.376648 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0708814 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.41297 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.703697 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0539677 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.17652 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.22076 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.17815 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.986202 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.71146 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.938508 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.345441 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.452618 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.131844 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0295714 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0288552 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.13253 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.629942 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.401288 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-1.17816 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.98621 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.306162 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.613035 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.614438 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.26699 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.18175 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.29502 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.850142 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.14572 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.696251 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.629847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.628765 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.473203 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.331602 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.465834 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.170874 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.955733 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.849516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.44356 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.04882 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.539279 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.119295 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.923437 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.26545 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.18021 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.29349 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.848606 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.3711 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.14418 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.694714 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.61914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),-0.217291 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.271345 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.403592 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.167092 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.944827 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.134751 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.738036 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.158817 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.118015 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.0794738 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.0934882 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.158388 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.121064 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0919446 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.420617 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.582337 # DEPENDENCYPART_GRANDPAR
(15,2),(2,16),-0.52391 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.794982 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-1.21842 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.186562 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.769794 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.020981 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.335707 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.202945 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.117183 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.174668 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.140326 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0824879 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.0119255 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.481579 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.620046 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.67623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.757321 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.938963 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-1.02018 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-1.31106 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.445008 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.152951 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.460432 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.251386 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.24729 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.035409 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.0892784 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.457718 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),-0.679502 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.820194 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.21795 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.260607 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.243848 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.237807 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.825978 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.596951 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.60454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.671607 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.806622 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-1.23118 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.165128 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.62434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.679502 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.887069 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.820194 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.252574 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.0622201 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.194632 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.000220997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0801555 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.515838 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0260867 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.89464 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.24644 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.913891 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.553026 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.88617 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.966561 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.160415 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.0501634 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0943215 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0256693 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.00434594 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.144187 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.421567 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.172083 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.913893 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.553034 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.437115 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.408463 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.446248 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.22787 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.3837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.465715 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.590159 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.241984 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.24351 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.20381 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.39283 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.08505 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.25843 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.15285 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.957433 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.964896 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.660481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.42053 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.582201 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.454658 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.539433 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.535169 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-1.39283 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.08506 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.198951 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.566192 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.164584 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-1.38725 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.767664 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.849553 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-1.27367 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.714509 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.712982 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.63104 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.808873 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.838458 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.905835 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.471019 # DEPENDENCYPART_GRANDPAR
