# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,27,37,37,34,37,40,38,34,2,
(2,8),(2,11),0.235677 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.140569 # DEPENDENCYPART_SIBL
(2,8),(2,13),0.247508 # DEPENDENCYPART_SIBL
(2,8),(2,14),0.0714552 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.0557027 # DEPENDENCYPART_SIBL
(2,8),(2,16),-0.108219 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.340034 # DEPENDENCYPART_SIBL
(2,8),(2,18),0.104072 # DEPENDENCYPART_SIBL
(2,8),(2,22),-0.0557027 # DEPENDENCYPART_SIBL
(2,8),(2,25),0.204405 # DEPENDENCYPART_SIBL
(2,8),(2,29),-0.0199111 # DEPENDENCYPART_SIBL
(2,8),(2,32),0.336328 # DEPENDENCYPART_SIBL
(2,8),(2,33),0.133806 # DEPENDENCYPART_SIBL
(2,8),(2,34),0.363915 # DEPENDENCYPART_SIBL
(2,8),(2,37),0.341223 # DEPENDENCYPART_SIBL
(2,8),(2,41),-0.0199111 # DEPENDENCYPART_SIBL
(2,8),(2,42),-0.0803698 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0598186 # DEPENDENCYPART_SIBL
(2,9),(2,12),-0.279932 # DEPENDENCYPART_SIBL
(2,9),(2,13),-0.0511649 # DEPENDENCYPART_SIBL
(2,9),(2,14),-0.124336 # DEPENDENCYPART_SIBL
(2,9),(2,15),-0.0493439 # DEPENDENCYPART_SIBL
(2,9),(2,16),-0.070636 # DEPENDENCYPART_SIBL
(2,9),(2,17),-0.0571544 # DEPENDENCYPART_SIBL
(2,9),(2,18),-0.126765 # DEPENDENCYPART_SIBL
(2,9),(2,22),-0.0493439 # DEPENDENCYPART_SIBL
(2,9),(2,25),-0.076257 # DEPENDENCYPART_SIBL
(2,9),(2,29),-0.0800996 # DEPENDENCYPART_SIBL
(2,9),(2,32),-0.0350235 # DEPENDENCYPART_SIBL
(2,9),(2,33),-0.0230986 # DEPENDENCYPART_SIBL
(2,9),(2,34),-0.0245048 # DEPENDENCYPART_SIBL
(2,9),(2,37),-0.0301967 # DEPENDENCYPART_SIBL
(2,9),(2,41),-0.0800996 # DEPENDENCYPART_SIBL
(2,9),(2,42),-0.0423418 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.138985 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.231925 # DEPENDENCYPART_SIBL
(2,11),(2,14),-0.0404399 # DEPENDENCYPART_SIBL
(2,11),(2,15),-0.00664083 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0954955 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0426188 # DEPENDENCYPART_SIBL
(2,11),(2,18),0.0649839 # DEPENDENCYPART_SIBL
(2,11),(2,22),-0.00664083 # DEPENDENCYPART_SIBL
(2,11),(2,25),-0.0561184 # DEPENDENCYPART_SIBL
(2,11),(2,29),-0.00396478 # DEPENDENCYPART_SIBL
(2,11),(2,32),-0.045292 # DEPENDENCYPART_SIBL
(2,11),(2,33),0.0198989 # DEPENDENCYPART_SIBL
(2,11),(2,34),-0.00320616 # DEPENDENCYPART_SIBL
(2,11),(2,37),-0.034869 # DEPENDENCYPART_SIBL
(2,11),(2,41),-0.00396478 # DEPENDENCYPART_SIBL
(2,11),(2,42),-0.0415212 # DEPENDENCYPART_SIBL
(2,12),(2,13),-0.0433666 # DEPENDENCYPART_SIBL
(2,12),(2,14),-0.103112 # DEPENDENCYPART_SIBL
(2,12),(2,15),-0.090378 # DEPENDENCYPART_SIBL
(2,12),(2,16),-0.121028 # DEPENDENCYPART_SIBL
(2,12),(2,17),-0.0850581 # DEPENDENCYPART_SIBL
(2,12),(2,18),-0.0902353 # DEPENDENCYPART_SIBL
(2,12),(2,22),-0.090378 # DEPENDENCYPART_SIBL
(2,12),(2,25),-0.0952739 # DEPENDENCYPART_SIBL
(2,12),(2,29),-0.0717536 # DEPENDENCYPART_SIBL
(2,12),(2,32),-0.0534962 # DEPENDENCYPART_SIBL
(2,12),(2,33),-0.0968589 # DEPENDENCYPART_SIBL
(2,12),(2,34),-0.0425845 # DEPENDENCYPART_SIBL
(2,12),(2,37),-0.0487931 # DEPENDENCYPART_SIBL
(2,12),(2,41),-0.0717536 # DEPENDENCYPART_SIBL
(2,12),(2,42),-0.106336 # DEPENDENCYPART_SIBL
(2,13),(2,14),-0.043291 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0108562 # DEPENDENCYPART_SIBL
(2,13),(2,16),-0.0932941 # DEPENDENCYPART_SIBL
(2,13),(2,17),-0.0411075 # DEPENDENCYPART_SIBL
(2,13),(2,18),0.0630997 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.0108562 # DEPENDENCYPART_SIBL
(2,13),(2,25),-0.0546071 # DEPENDENCYPART_SIBL
(2,13),(2,29),0.00874772 # DEPENDENCYPART_SIBL
(2,13),(2,32),-0.0437807 # DEPENDENCYPART_SIBL
(2,13),(2,33),0.0180147 # DEPENDENCYPART_SIBL
(2,13),(2,34),-0.00169488 # DEPENDENCYPART_SIBL
(2,13),(2,37),-0.0333577 # DEPENDENCYPART_SIBL
(2,13),(2,41),0.00874772 # DEPENDENCYPART_SIBL
(2,13),(2,42),-0.0225566 # DEPENDENCYPART_SIBL
(2,14),(2,15),-0.00934148 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.0922842 # DEPENDENCYPART_SIBL
(2,14),(2,17),-0.0311302 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0737055 # DEPENDENCYPART_SIBL
(2,14),(2,22),-0.00934148 # DEPENDENCYPART_SIBL
(2,14),(2,25),-0.046421 # DEPENDENCYPART_SIBL
(2,14),(2,29),0.0128611 # DEPENDENCYPART_SIBL
(2,14),(2,32),-0.0197452 # DEPENDENCYPART_SIBL
(2,14),(2,33),-0.161339 # DEPENDENCYPART_SIBL
(2,14),(2,34),-0.00337785 # DEPENDENCYPART_SIBL
(2,14),(2,37),-0.0150923 # DEPENDENCYPART_SIBL
(2,14),(2,41),0.0128611 # DEPENDENCYPART_SIBL
(2,14),(2,42),-0.0201863 # DEPENDENCYPART_SIBL
(2,15),(2,16),-0.142528 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.0402931 # DEPENDENCYPART_SIBL
(2,15),(2,18),-0.159079 # DEPENDENCYPART_SIBL
(2,15),(2,22),-0.0769359 # DEPENDENCYPART_SIBL
(2,15),(2,25),-0.00794416 # DEPENDENCYPART_SIBL
(2,15),(2,29),-0.022864 # DEPENDENCYPART_SIBL
(2,15),(2,32),0.0485824 # DEPENDENCYPART_SIBL
(2,15),(2,33),-0.203509 # DEPENDENCYPART_SIBL
(2,15),(2,34),0.0963184 # DEPENDENCYPART_SIBL
(2,15),(2,37),0.0562469 # DEPENDENCYPART_SIBL
(2,15),(2,41),-0.022864 # DEPENDENCYPART_SIBL
(2,15),(2,42),-0.0756462 # DEPENDENCYPART_SIBL
(2,16),(2,17),-0.0340624 # DEPENDENCYPART_SIBL
(2,16),(2,18),0.0618666 # DEPENDENCYPART_SIBL
(2,16),(2,22),0.0173543 # DEPENDENCYPART_SIBL
(2,16),(2,25),-0.162679 # DEPENDENCYPART_SIBL
(2,16),(2,29),0.0620709 # DEPENDENCYPART_SIBL
(2,16),(2,32),-0.0357652 # DEPENDENCYPART_SIBL
(2,16),(2,33),0.0283777 # DEPENDENCYPART_SIBL
(2,16),(2,34),-0.00711933 # DEPENDENCYPART_SIBL
(2,16),(2,37),-0.0308697 # DEPENDENCYPART_SIBL
(2,16),(2,41),0.0620709 # DEPENDENCYPART_SIBL
(2,16),(2,42),-0.0549761 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.0294192 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.0167893 # DEPENDENCYPART_SIBL
(2,17),(2,25),-0.0664935 # DEPENDENCYPART_SIBL
(2,17),(2,29),-0.0205297 # DEPENDENCYPART_SIBL
(2,17),(2,32),-0.0412396 # DEPENDENCYPART_SIBL
(2,17),(2,33),-0.0219041 # DEPENDENCYPART_SIBL
(2,17),(2,34),-0.0208396 # DEPENDENCYPART_SIBL
(2,17),(2,37),-0.0364073 # DEPENDENCYPART_SIBL
(2,17),(2,41),-0.0205297 # DEPENDENCYPART_SIBL
(2,17),(2,42),-0.0445577 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.00658068 # DEPENDENCYPART_SIBL
(2,18),(2,25),-0.0490697 # DEPENDENCYPART_SIBL
(2,18),(2,29),-0.0444176 # DEPENDENCYPART_SIBL
(2,18),(2,32),-0.00811835 # DEPENDENCYPART_SIBL
(2,18),(2,33),-0.0766171 # DEPENDENCYPART_SIBL
(2,18),(2,34),-0.0025016 # DEPENDENCYPART_SIBL
(2,18),(2,37),-0.0034428 # DEPENDENCYPART_SIBL
(2,18),(2,41),-0.0444176 # DEPENDENCYPART_SIBL
(2,18),(2,42),-0.0261276 # DEPENDENCYPART_SIBL
(2,22),(2,25),-0.00794416 # DEPENDENCYPART_SIBL
(2,22),(2,29),-0.022864 # DEPENDENCYPART_SIBL
(2,22),(2,32),0.0485824 # DEPENDENCYPART_SIBL
(2,22),(2,33),-0.203509 # DEPENDENCYPART_SIBL
(2,22),(2,34),0.0963184 # DEPENDENCYPART_SIBL
(2,22),(2,37),0.0562469 # DEPENDENCYPART_SIBL
(2,22),(2,41),-0.022864 # DEPENDENCYPART_SIBL
(2,22),(2,42),-0.0756462 # DEPENDENCYPART_SIBL
(2,25),(2,29),-0.0158084 # DEPENDENCYPART_SIBL
(2,25),(2,32),-0.0637102 # DEPENDENCYPART_SIBL
(2,25),(2,33),-0.030516 # DEPENDENCYPART_SIBL
(2,25),(2,34),-0.0433102 # DEPENDENCYPART_SIBL
(2,25),(2,37),-0.0588779 # DEPENDENCYPART_SIBL
(2,25),(2,41),-0.0158084 # DEPENDENCYPART_SIBL
(2,25),(2,42),-0.0518001 # DEPENDENCYPART_SIBL
(2,29),(2,32),-0.0335649 # DEPENDENCYPART_SIBL
(2,29),(2,33),0.0577382 # DEPENDENCYPART_SIBL
(2,29),(2,34),0.00473828 # DEPENDENCYPART_SIBL
(2,29),(2,37),-0.0274205 # DEPENDENCYPART_SIBL
(2,29),(2,41),-0.0688171 # DEPENDENCYPART_SIBL
(2,29),(2,42),-0.0569076 # DEPENDENCYPART_SIBL
(2,32),(2,33),-0.0201955 # DEPENDENCYPART_SIBL
(2,32),(2,34),-0.0296524 # DEPENDENCYPART_SIBL
(2,32),(2,37),-0.0452201 # DEPENDENCYPART_SIBL
(2,32),(2,41),-0.0150494 # DEPENDENCYPART_SIBL
(2,32),(2,42),-0.0502309 # DEPENDENCYPART_SIBL
(2,33),(2,34),0.00746135 # DEPENDENCYPART_SIBL
(2,33),(2,37),0.00278129 # DEPENDENCYPART_SIBL
(2,33),(2,41),-0.0432501 # DEPENDENCYPART_SIBL
(2,33),(2,42),-0.00942869 # DEPENDENCYPART_SIBL
(2,34),(2,37),-0.0453642 # DEPENDENCYPART_SIBL
(2,34),(2,41),-0.00455696 # DEPENDENCYPART_SIBL
(2,34),(2,42),-0.0347629 # DEPENDENCYPART_SIBL
(2,37),(2,41),-0.00207245 # DEPENDENCYPART_SIBL
(2,37),(2,42),-0.0345075 # DEPENDENCYPART_SIBL
(2,41),(2,42),-0.0569076 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.206162 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0226071 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.112684 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0106019 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.305853 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.112684 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.130037 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.0903638 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.257717 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.128263 # DEPENDENCYPART_SIBL
(3,1),(3,22),0.0903638 # DEPENDENCYPART_SIBL
(3,1),(3,33),0.121057 # DEPENDENCYPART_SIBL
(3,1),(3,38),0.121057 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.0061645 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.0214493 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.069968 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.0865254 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0214493 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.0153819 # DEPENDENCYPART_SIBL
(3,2),(3,15),-0.0322049 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.157436 # DEPENDENCYPART_SIBL
(3,2),(3,18),0.0758598 # DEPENDENCYPART_SIBL
(3,2),(3,22),-0.0322049 # DEPENDENCYPART_SIBL
(3,2),(3,33),0.0319972 # DEPENDENCYPART_SIBL
(3,2),(3,38),0.0319972 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.127699 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.341003 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0172321 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.127699 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.109853 # DEPENDENCYPART_SIBL
(3,4),(3,15),-0.0671164 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.0379809 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0402901 # DEPENDENCYPART_SIBL
(3,4),(3,22),-0.0671164 # DEPENDENCYPART_SIBL
(3,4),(3,33),0.121119 # DEPENDENCYPART_SIBL
(3,4),(3,38),0.121119 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.084175 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.163664 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.314914 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0641446 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.00663995 # DEPENDENCYPART_SIBL
(3,5),(3,16),0.0368135 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0981522 # DEPENDENCYPART_SIBL
(3,5),(3,22),-0.00663995 # DEPENDENCYPART_SIBL
(3,5),(3,33),-0.0394193 # DEPENDENCYPART_SIBL
(3,5),(3,38),-0.0394193 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.067257 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.320253 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0733234 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0595774 # DEPENDENCYPART_SIBL
(3,7),(3,16),-0.163494 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.0374913 # DEPENDENCYPART_SIBL
(3,7),(3,22),0.0595774 # DEPENDENCYPART_SIBL
(3,7),(3,33),0.00716428 # DEPENDENCYPART_SIBL
(3,7),(3,38),0.00716428 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.656632 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.946496 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.00548511 # DEPENDENCYPART_SIBL
(3,8),(3,16),0.00360809 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.871399 # DEPENDENCYPART_SIBL
(3,8),(3,22),0.00548511 # DEPENDENCYPART_SIBL
(3,8),(3,33),1.08429 # DEPENDENCYPART_SIBL
(3,8),(3,38),1.08429 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0641446 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.00663995 # DEPENDENCYPART_SIBL
(3,9),(3,16),0.0368135 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.0981522 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.00663995 # DEPENDENCYPART_SIBL
(3,9),(3,33),-0.0394193 # DEPENDENCYPART_SIBL
(3,9),(3,38),-0.0394193 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0524269 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0172837 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0501934 # DEPENDENCYPART_SIBL
(3,12),(3,22),0.0524269 # DEPENDENCYPART_SIBL
(3,12),(3,33),0.120893 # DEPENDENCYPART_SIBL
(3,12),(3,38),0.120893 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.054303 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.40502 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.222554 # DEPENDENCYPART_SIBL
(3,15),(3,33),0.565091 # DEPENDENCYPART_SIBL
(3,15),(3,38),0.565091 # DEPENDENCYPART_SIBL
(3,16),(3,18),0.610967 # DEPENDENCYPART_SIBL
(3,16),(3,22),-0.0181894 # DEPENDENCYPART_SIBL
(3,16),(3,33),0.773044 # DEPENDENCYPART_SIBL
(3,16),(3,38),0.773044 # DEPENDENCYPART_SIBL
(3,18),(3,22),0.050289 # DEPENDENCYPART_SIBL
(3,18),(3,33),0.135167 # DEPENDENCYPART_SIBL
(3,18),(3,38),0.135167 # DEPENDENCYPART_SIBL
(3,22),(3,33),0.565091 # DEPENDENCYPART_SIBL
(3,22),(3,38),0.565091 # DEPENDENCYPART_SIBL
(3,33),(3,38),0.086792 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.109578 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0489765 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.00481557 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.109578 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0157099 # DEPENDENCYPART_SIBL
(4,3),(4,15),-0.0164086 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.00456609 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0280412 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.117564 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0770739 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0803279 # DEPENDENCYPART_SIBL
(4,5),(4,15),0.248676 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.0377883 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0623148 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0599023 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0329847 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.131947 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0833999 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.461526 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.425682 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.15235 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.212355 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0803279 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.248676 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.0377883 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.23763 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0400767 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.013924 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.167163 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.127592 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.200689 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.11795 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0148781 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.251289 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0492293 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0793779 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0869616 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.240898 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0475784 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.0492293 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.272907 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.358964 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.238323 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.096615 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0635132 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0211415 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0248817 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0117168 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.16145 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.00861757 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.0211415 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0817011 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0426033 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0626734 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00406429 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0971205 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0817734 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.141424 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0597055 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0472758 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0971205 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.191291 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00885767 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.140179 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0459752 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.048343 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00271651 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.359068 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0658565 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0459752 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.128582 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0491353 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0865728 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0811369 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00508228 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0507423 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.12003 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0865728 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0526158 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0412985 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0198593 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0339781 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.166666 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.244464 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0412985 # DEPENDENCYPART_SIBL
(5,8),(5,9),1.00191 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.880517 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0463152 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.033615 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.566604 # DEPENDENCYPART_SIBL
(5,8),(5,20),1.00191 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.055052 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.192255 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.133012 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.159302 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0224586 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.211428 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0480545 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0650045 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0393336 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0735189 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.339566 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.738547 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.291467 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.747549 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0252446 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.101556 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.288904 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0457647 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.687178 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0383479 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00169657 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0591965 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.141893 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0212264 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.023716 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0902751 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0118258 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0331832 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0454373 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0358645 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0496741 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.031987 # DEPENDENCYPART_SIBL
(7,1),(7,31),-0.0381717 # DEPENDENCYPART_SIBL
(7,1),(7,42),-0.0302744 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00155922 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.110963 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.121057 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0106851 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0957383 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0266469 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0776974 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.023841 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0306819 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0276214 # DEPENDENCYPART_SIBL
(7,3),(7,31),0.0222986 # DEPENDENCYPART_SIBL
(7,3),(7,42),0.0555809 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00153302 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0397884 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0220882 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0258512 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0193024 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.013495 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0194121 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0435435 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0193912 # DEPENDENCYPART_SIBL
(7,4),(7,31),0.0192146 # DEPENDENCYPART_SIBL
(7,4),(7,42),0.0359725 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0909928 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0633977 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.035693 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00344059 # DEPENDENCYPART_SIBL
