# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,13,15,18,6,18,19,20,21,22,22,18,20,26,27,28,28,28,31,32,33,6,
(6,2),(6,7),-0.00673832 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0266722 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00673832 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0346594 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0637015 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0235894 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.00221822 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.000424243 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0323865 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0324737 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0167852 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0674175 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0120205 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0223428 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0322464 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0223427 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.0324737 # DEPENDENCYPART_SIBL
(6,2),(6,27),-0.0250852 # DEPENDENCYPART_SIBL
(6,2),(6,30),0.0322464 # DEPENDENCYPART_SIBL
(6,2),(6,35),0.019537 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0320489 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0493254 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0944748 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.116221 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0944748 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.122296 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.106383 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.112155 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0723119 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00580479 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0430507 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0490095 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0470932 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.180128 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.00328749 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.111245 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0369071 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.111245 # DEPENDENCYPART_SIBL
(6,3),(6,25),-0.0490095 # DEPENDENCYPART_SIBL
(6,3),(6,27),-0.00701289 # DEPENDENCYPART_SIBL
(6,3),(6,30),-0.0369071 # DEPENDENCYPART_SIBL
(6,3),(6,35),-0.0382482 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.218557 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0523385 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00186266 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0523385 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00936321 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0129188 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00122022 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0355588 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0436383 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0700481 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0701225 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0424399 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.00749208 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0320421 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.00246682 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0465838 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.00246687 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0701225 # DEPENDENCYPART_SIBL
(6,4),(6,27),0.0189773 # DEPENDENCYPART_SIBL
(6,4),(6,30),0.0465838 # DEPENDENCYPART_SIBL
(6,4),(6,35),0.0594092 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0579036 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0671737 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0579036 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0763808 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0904298 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0673066 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0275789 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.010073 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0121372 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00218438 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.03104 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.109821 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.000443949 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0661515 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.00979553 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0661514 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.00218438 # DEPENDENCYPART_SIBL
(6,5),(6,27),-0.0120992 # DEPENDENCYPART_SIBL
(6,5),(6,30),-0.00979553 # DEPENDENCYPART_SIBL
(6,5),(6,35),-0.0302098 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0541626 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.137517 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0446139 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.191561 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0456286 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0345247 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.00326389 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0431956 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0262211 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.109753 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.203226 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0263503 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0406046 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.101206 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0412257 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.0262211 # DEPENDENCYPART_SIBL
(6,7),(6,27),0.00524628 # DEPENDENCYPART_SIBL
(6,7),(6,30),0.101206 # DEPENDENCYPART_SIBL
(6,7),(6,35),0.0371648 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.151757 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.291254 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.142673 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.282143 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0334078 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0420064 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0533744 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0133448 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0798907 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.200085 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0344623 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.284369 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0422823 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.281019 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0133448 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.0387417 # DEPENDENCYPART_SIBL
(6,8),(6,30),-0.0422823 # DEPENDENCYPART_SIBL
(6,8),(6,35),-0.000805192 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0446139 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.191561 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0456286 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0345247 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00326389 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0431956 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0262211 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.109753 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.203226 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0263503 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0406046 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.101206 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0412257 # DEPENDENCYPART_SIBL
(6,9),(6,25),0.0262211 # DEPENDENCYPART_SIBL
(6,9),(6,27),0.00524628 # DEPENDENCYPART_SIBL
(6,9),(6,30),0.101206 # DEPENDENCYPART_SIBL
(6,9),(6,35),0.0371648 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.177108 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.318513 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0777984 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.073338 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00345034 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0577307 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.111647 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.245062 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.065794 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.320854 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0953768 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.317504 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.0577307 # DEPENDENCYPART_SIBL
(6,11),(6,27),-0.0700733 # DEPENDENCYPART_SIBL
(6,11),(6,30),-0.0953768 # DEPENDENCYPART_SIBL
(6,11),(6,35),-0.0442277 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0226218 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0464997 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00630146 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0139126 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00472425 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0920053 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.221568 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0135697 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0155817 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0583787 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0151392 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.00472425 # DEPENDENCYPART_SIBL
(6,12),(6,27),0.00523094 # DEPENDENCYPART_SIBL
(6,12),(6,30),0.0583787 # DEPENDENCYPART_SIBL
(6,12),(6,35),0.0262429 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0559666 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0535934 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0256247 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0354679 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0921089 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.182568 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0460493 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.306141 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.0458361 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.301213 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.0354679 # DEPENDENCYPART_SIBL
(6,13),(6,27),-0.0503287 # DEPENDENCYPART_SIBL
(6,13),(6,30),-0.0458361 # DEPENDENCYPART_SIBL
(6,13),(6,35),-0.0223223 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0507421 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0714921 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0808965 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0729403 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.155294 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0546598 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0709105 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.0409541 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.069215 # DEPENDENCYPART_SIBL
(6,14),(6,25),-0.0808965 # DEPENDENCYPART_SIBL
(6,14),(6,27),0.0322335 # DEPENDENCYPART_SIBL
(6,14),(6,30),-0.0409541 # DEPENDENCYPART_SIBL
(6,14),(6,35),-0.105472 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0511579 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0372567 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0303179 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0745915 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0666108 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0108733 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.104623 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0108733 # DEPENDENCYPART_SIBL
(6,15),(6,25),0.0372567 # DEPENDENCYPART_SIBL
(6,15),(6,27),0.0544284 # DEPENDENCYPART_SIBL
(6,15),(6,30),0.104623 # DEPENDENCYPART_SIBL
(6,15),(6,35),0.0309102 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.19731 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.106227 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.245682 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0225185 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0946628 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.133472 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.0929674 # DEPENDENCYPART_SIBL
(6,16),(6,25),-0.19731 # DEPENDENCYPART_SIBL
(6,16),(6,27),0.000142374 # DEPENDENCYPART_SIBL
(6,16),(6,30),-0.133472 # DEPENDENCYPART_SIBL
(6,16),(6,35),-0.218117 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0403674 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.196374 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.21026 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0583965 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.212087 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.0550056 # DEPENDENCYPART_SIBL
(6,17),(6,25),-0.0861658 # DEPENDENCYPART_SIBL
(6,17),(6,27),0.172456 # DEPENDENCYPART_SIBL
(6,17),(6,30),0.212087 # DEPENDENCYPART_SIBL
(6,17),(6,35),-0.0903759 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0133683 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0173127 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0607087 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0616603 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.0607087 # DEPENDENCYPART_SIBL
(6,18),(6,25),-0.0376793 # DEPENDENCYPART_SIBL
(6,18),(6,27),-0.0139401 # DEPENDENCYPART_SIBL
(6,18),(6,30),0.0616603 # DEPENDENCYPART_SIBL
(6,18),(6,35),-0.0121905 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0185946 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0476801 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0523148 # DEPENDENCYPART_SIBL
(6,19),(6,24),-0.0477397 # DEPENDENCYPART_SIBL
(6,19),(6,25),-0.0402817 # DEPENDENCYPART_SIBL
(6,19),(6,27),-0.0283323 # DEPENDENCYPART_SIBL
(6,19),(6,30),0.0523148 # DEPENDENCYPART_SIBL
(6,19),(6,35),-0.0522982 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0066224 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.104381 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0066224 # DEPENDENCYPART_SIBL
(6,20),(6,25),0.0314288 # DEPENDENCYPART_SIBL
(6,20),(6,27),0.0513795 # DEPENDENCYPART_SIBL
(6,20),(6,30),0.104381 # DEPENDENCYPART_SIBL
(6,20),(6,35),0.0224923 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.0563805 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.289396 # DEPENDENCYPART_SIBL
(6,22),(6,25),-0.0158893 # DEPENDENCYPART_SIBL
(6,22),(6,27),-0.0518416 # DEPENDENCYPART_SIBL
(6,22),(6,30),-0.0563805 # DEPENDENCYPART_SIBL
(6,22),(6,35),-0.011897 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.187223 # DEPENDENCYPART_SIBL
(6,23),(6,25),-0.0622195 # DEPENDENCYPART_SIBL
(6,23),(6,27),0.299822 # DEPENDENCYPART_SIBL
(6,23),(6,30),-0.384645 # DEPENDENCYPART_SIBL
(6,23),(6,35),0.0156558 # DEPENDENCYPART_SIBL
(6,24),(6,25),-0.0215989 # DEPENDENCYPART_SIBL
(6,24),(6,27),-0.0518416 # DEPENDENCYPART_SIBL
(6,24),(6,30),-0.0588709 # DEPENDENCYPART_SIBL
(6,24),(6,35),-0.0147517 # DEPENDENCYPART_SIBL
(6,25),(6,27),0.172456 # DEPENDENCYPART_SIBL
(6,25),(6,30),0.212087 # DEPENDENCYPART_SIBL
(6,25),(6,35),-0.0903759 # DEPENDENCYPART_SIBL
(6,27),(6,30),0.0899692 # DEPENDENCYPART_SIBL
(6,27),(6,35),0.0213735 # DEPENDENCYPART_SIBL
(6,30),(6,35),0.0156558 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.132711 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.154243 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.087911 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.143376 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.20911 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0433273 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.156214 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.00642826 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.087911 # DEPENDENCYPART_SIBL
(7,1),(7,31),0.087911 # DEPENDENCYPART_SIBL
(7,1),(7,33),0.240251 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00773394 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00536016 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00011727 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.059954 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0552564 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0025876 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0238271 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.00536016 # DEPENDENCYPART_SIBL
(7,5),(7,31),0.00536016 # DEPENDENCYPART_SIBL
(7,5),(7,33),0.0576852 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00598617 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.954811 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0612463 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.108996 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00357753 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.447133 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.00598617 # DEPENDENCYPART_SIBL
(7,8),(7,31),0.00598617 # DEPENDENCYPART_SIBL
(7,8),(7,33),-0.00542385 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0402273 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0266386 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0850626 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.192255 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0203702 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0224586 # DEPENDENCYPART_SIBL
(7,9),(7,31),0.0224586 # DEPENDENCYPART_SIBL
(7,9),(7,33),0.0603401 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.065868 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.106856 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0128458 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.447385 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00781273 # DEPENDENCYPART_SIBL
(7,11),(7,31),-0.00781273 # DEPENDENCYPART_SIBL
(7,11),(7,33),-0.0294991 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0814058 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.175347 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0159858 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0172347 # DEPENDENCYPART_SIBL
(7,12),(7,31),0.0172347 # DEPENDENCYPART_SIBL
(7,12),(7,33),0.0843344 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0273911 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.00539658 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.30925 # DEPENDENCYPART_SIBL
(7,14),(7,31),0.30925 # DEPENDENCYPART_SIBL
(7,14),(7,33),0.267249 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.147054 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.738547 # DEPENDENCYPART_SIBL
(7,17),(7,31),0.738547 # DEPENDENCYPART_SIBL
(7,17),(7,33),0.610077 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.00123177 # DEPENDENCYPART_SIBL
(7,18),(7,31),-0.00123177 # DEPENDENCYPART_SIBL
(7,18),(7,33),-0.00850773 # DEPENDENCYPART_SIBL
(7,21),(7,31),0.0224586 # DEPENDENCYPART_SIBL
(7,21),(7,33),0.0603401 # DEPENDENCYPART_SIBL
(7,31),(7,33),0.0603401 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0483096 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0324326 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0191034 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0226915 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00182132 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0106449 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0165102 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0140101 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0338948 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0399778 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0139131 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.053851 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0225146 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0317574 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0226915 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0022275 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.00119606 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.0241729 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0215496 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0751272 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.1076 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0223533 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0400964 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0364008 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0560371 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0116342 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0382619 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0604164 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.046286 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0707375 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.002177 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.1076 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0072991 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.0186846 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0139876 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.140869 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.000985924 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00457212 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0536004 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0191608 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0144879 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00801194 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0629401 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.015732 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00837951 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.000633314 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0122133 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.000985924 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.000907704 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.000805824 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.0211853 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.054628 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0328187 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0371142 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0464185 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0879684 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0303853 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0898685 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0809337 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.11553 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0367176 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0165721 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.054628 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0395831 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0286447 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.00269648 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0351497 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.116837 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0174419 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0591026 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00233833 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0497154 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0583716 # DEPENDENCYPART_SIBL
