# _root_ Paul_L._Ravelo , doctor en ciències filosòfiques per la Universitat_de_l'_Havana , impartirà a la Casa_de_Cultura de Girona el curs ' Els_mites_de_la_globalització_neoliberal ' .
#goldHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
#predictedHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
(11,14),(14,16),0.0524957 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.0463126 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.0329086 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.680992 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0373001 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0776486 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.0516481 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.208684 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.234375 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0490323 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.227876 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0356282 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.696851 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.376482 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.599746 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.269925 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.193299 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),1.5669 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.262077 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.0284535 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.213932 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.660486 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),0.588759 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.182405 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),1.52781 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.37264 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.197543 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.196131 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.680931 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.819293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.13561 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.189205 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.00055 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.21936 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.869035 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.229417 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.355751 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.107776 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.321065 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-1.10957 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),1.4142 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.352417 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0852498 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.783895 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.864166 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.103258 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.302071 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.316546 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-1.14077 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.00057 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.884046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.864202 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.157587 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.948377 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.275298 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.337088 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.646929 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-1.1116 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.847975 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.0248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-1.13064 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.957157 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.65115 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-2.1207 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.33292 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.34706 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.36581 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.2992 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.45361 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.27646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.141132 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.936393 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-1.41013 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-1.09119 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.592754 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.20877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.988572 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-1.47095 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.726109 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.567534 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.772251 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.648974 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.4608 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.322256 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.12499 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.000374836 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.972582 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0308009 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.46514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.538663 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.913952 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.425966 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.486763 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.0870922 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.937573 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.14481 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.00419994 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0482149 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.687253 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.00888 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.685557 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.937699 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.33322 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.00174987 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.0273062 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0437976 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0694737 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.661757 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.685382 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.337653 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.00303031 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.163248 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0543548 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0759915 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.670918 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.421523 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.286494 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.89672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,13),-1.60726 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.302129 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0810112 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.482253 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-1.018 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.0922 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.894494 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.60726 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.67289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.301707 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0360584 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.495052 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.430787 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.970651 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.000877309 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.69847 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),1.02922 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.762114 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.646082 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.32896 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.23945 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.268738 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.367809 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.457688 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.310617 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.849235 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.645907 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.239291 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),-0.273518 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.257389 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.34511 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.317135 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.858396 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-1.19675 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.493315 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-1.50824 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.29316 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.96596 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-1.46355 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.30044 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.47584 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.33315 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-1.3021 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.790639 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.661552 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.699835 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.57797 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.578502 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.821489 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.835072 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.645637 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.452753 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.321333 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.468149 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0994342 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.7255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-1.02696 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.839518 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-1.30287 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.832827 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0370918 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.113327 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.620881 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.145542 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.74376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,21),-0.847909 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.598666 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.281177 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.50914 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.15732 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.99779 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.89659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.103552 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0484582 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.507568 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.47454 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.808682 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.299516 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.0717863 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.287143 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.112628 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.0416325 # DEPENDENCYPART_GRANDPAR
(20,12),(12,21),-0.609646 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-1.01052 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.962275 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.333233 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.0760411 # DEPENDENCYPART_GRANDPAR
(20,15),(15,21),-0.618031 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0970554 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.474451 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.333148 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.226749 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.932327 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0590374 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.663553 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.195857 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.63613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.610504 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.995085 # DEPENDENCYPART_GRANDPAR
